rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.07996193549573,76.49840944113417,688356,键凯科技,bottom_area,2022-02-11,199.4,2022-02-11,194.68,2.4244914731867673,6.128004931169102,32.60869565217391,False,0.865,2.9644,1,1,1,100.0,15.625,15.625,12.57550852681323,2.4244914731867673,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
12,77.24200534159111,71.7187567607893,601369,陕鼓动力,bottom_area,2022-02-11,10.31,2022-01-28,9.96,3.514056224899594,8.734939759036136,27.721335268505072,True,-2.4598,0.3645,1,1,1,100.0,16.563467492260067,16.563467492260067,11.485943775100404,3.514056224899594,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-2.46%; 状态bottom_area; 底部已确认
13,75.91392369332533,70.9454783944971,000848,承德露露,bottom_area,2022-02-11,9.41,2022-01-28,9.06,3.863134657836641,7.174392935982343,27.228915662650593,True,-2.183,0.8094,1,1,1,100.0,16.685082872928174,16.685082872928174,11.13686534216336,3.863134657836641,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-2.18%; 状态bottom_area; 底部已确认
14,75.75570238818914,70.76426174943416,300339,润和软件,bottom_area,2022-02-11,19.21,2022-01-27,18.5,3.837837837837842,9.405405405405396,27.450980392156865,True,-3.0288,3.1558,1,1,1,100.0,25.615763546798025,25.615763546798025,11.162162162162156,3.837837837837842,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-3.03%; 状态bottom_area; 底部已确认
15,73.83315224377839,69.77883478803399,605086,龙高股份,bottom_area,2022-02-11,21.29,2022-01-28,20.38,4.465161923454368,7.7036310107949,27.31811697574893,True,-2.0249,3.4156,1,1,1,100.0,17.79249448123621,17.79249448123621,10.53483807654563,4.465161923454368,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
16,65.07796353424395,57.78794959190032,300573,兴齐眼药,bottom_area,2022-02-11,95.56,2022-02-11,94.5,1.121693121693124,4.793650793650795,31.272727272727273,False,-3.8148,3.827,1,3,1,33.33333333333333,42.86062675283501,42.86062675283501,13.878306878306876,1.121693121693124,历史1/3次成功; 当前距低点1.12%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
17,64.13285670560806,56.82694047946012,688276,百克生物,bottom_area,2022-02-11,50.15,2022-02-11,49.65,1.0070493454179255,5.236656596173216,29.674220963172797,False,-4.3487,2.3516,1,2,1,50.0,16.844155844155843,16.844155844155843,13.992950654582073,1.0070493454179255,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
18,61.982021001884064,54.37825133097509,300648,星云股份,bottom_area,2022-02-11,44.4,2022-02-11,44.19,0.47522063815343035,2.6702873953383115,29.834868212130832,False,-1.5303,1.8842,1,2,1,50.0,26.78362573099414,26.78362573099414,14.524779361846567,0.47522063815343035,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
19,60.53785957312997,53.02956487658253,603283,赛腾股份,bottom_area,2022-02-11,23.0,2022-02-11,22.91,0.3928415539065904,3.491924923614145,27.660246289864226,False,-2.9945,1.1063,1,2,1,50.0,18.522815158546013,18.522815158546013,14.60715844609341,0.3928415539065904,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
20,57.11468133355951,53.138577948594744,002342,巨力索具,bottom_area,2022-02-11,4.29,2022-01-28,4.14,3.6231884057971104,7.971014492753625,28.620689655172416,True,-3.3784,2.2104,1,2,1,50.0,19.889502762430933,19.889502762430933,11.37681159420289,3.6231884057971104,历史1/2次成功; 当前距低点3.62%; 最新日涨幅-3.38%; 状态bottom_area; 底部已确认
21,57.0917069978817,50.13312482777628,300612,宣亚国际,confirmed_rebound,2022-02-11,19.2,2022-02-08,19.1,0.5235602094240727,17.015706806282722,28.943452380952372,True,-9.6896,14.8819,1,2,1,50.0,15.789473684210526,15.789473684210526,14.476439790575926,0.5235602094240727,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-9.69%; 状态confirmed_rebound; 底部已确认
