rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.08230821798193,85.31270231262731,002357,富临运业,bottom_area,2024-09-02,5.18,2024-08-29,5.12,1.1718749999999925,4.492187499999991,28.08988764044944,False,-1.8939,2.6104,4,4,4,100.0,20.132136089393963,31.941031941031934,6.828125000000007,1.1718749999999925,历史4/4次成功; 当前距低点1.17%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
12,78.3636130984843,72.99021911066941,301571,国科天成,bottom_area,2024-09-02,39.11,2024-09-02,38.99,0.3077712233906064,7.155680943831749,30.77059659090909,False,-10.0506,48.8254,1,1,1,100.0,43.34374999999999,43.34374999999999,7.692228776609395,0.3077712233906064,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
13,77.87629633894142,74.37947788944302,000708,中信特钢,bottom_area,2024-09-02,11.35,2024-08-30,11.17,1.6114592658907763,4.834377797672345,31.472392638036812,False,-1.5611,0.1746,1,1,1,100.0,16.739811912225715,16.739811912225715,6.388540734109224,1.6114592658907763,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
14,77.7769380459592,75.12300694892413,300751,迈为股份,bottom_area,2024-09-02,79.62,2024-08-28,77.91,2.194840200231046,6.738544474393532,27.89449329014345,False,-2.5578,1.6617,2,2,2,100.0,11.22173443790815,13.004138993165853,5.805159799768954,2.194840200231046,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
15,77.70045085334928,72.33326854772618,603132,金徽股份,bottom_area,2024-09-02,10.76,2024-09-02,10.73,0.27958993476234256,3.2618825722273965,28.418945963975982,False,-3.2374,2.1471,2,2,2,100.0,22.799643005292072,33.20754716981132,7.720410065237658,0.27958993476234256,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
16,77.52201224125096,75.23839463523674,002674,兴业科技,bottom_area,2024-09-02,7.96,2024-08-21,7.77,2.4453024453024503,6.30630630630631,31.72231985940247,False,-1.3631,0.689,1,1,1,100.0,31.578947368421055,31.578947368421055,5.55469755469755,2.4453024453024503,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
17,77.04035290265983,72.38580881862451,002110,三钢闽光,bottom_area,2024-09-02,2.65,2024-08-29,2.63,0.7604562737642593,3.802281368821296,30.0531914893617,False,-1.8519,0.3181,2,2,2,100.0,18.761554423693642,22.90322580645161,7.23954372623574,0.7604562737642593,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
18,76.66451217374484,76.83666681438334,002545,东方铁塔,bottom_area,2024-09-02,6.07,2024-07-25,5.83,4.116638078902233,7.375643224699823,29.247572815533985,True,-1.461,0.8095,3,3,3,100.0,18.132266850969987,28.468653648509758,3.8833619210977672,4.116638078902233,历史3/3次成功; 当前距低点4.12%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
19,76.60450129677014,74.46153964197748,603291,联合水务,bottom_area,2024-09-02,9.34,2024-08-28,9.11,2.524698133918775,5.92755214050495,29.65250965250965,False,-2.5052,0.9863,2,2,2,100.0,11.708878426410102,12.102772143340088,5.475301866081225,2.524698133918775,历史2/2次成功; 当前距低点2.52%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
20,76.56410817031072,70.8926927502877,000517,荣安地产,confirmed_rebound,2024-09-02,2.05,2024-08-30,2.05,0.0,8.780487804878058,27.30496453900709,False,-4.6512,1.3757,2,2,2,100.0,34.10049865746067,40.92827004219408,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.65%; 状态confirmed_rebound; 底部未确认
21,76.28387196661166,77.17698932738136,000983,山西焦煤,bottom_area,2024-09-02,7.95,2024-08-26,7.6,4.605263157894744,6.578947368421052,29.95391705069125,False,-0.3759,0.5934,4,4,4,100.0,18.47843724398591,27.212389380530986,3.3947368421052557,4.605263157894744,历史4/4次成功; 当前距低点4.61%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
22,76.27044633027126,75.00831381733022,000628,高新发展,confirmed_rebound,2024-09-02,35.23,2024-08-28,34.16,3.1323185011709618,9.836065573770512,27.31914893617022,True,-4.8095,6.7588,1,1,1,100.0,99.77973568281939,99.77973568281939,4.867681498829039,3.1323185011709618,历史1/1次成功; 当前距低点3.13%; 最新日涨幅-4.81%; 状态confirmed_rebound; 底部已确认
23,76.18325888681109,72.12926417363352,688261,东微半导,confirmed_rebound,2024-09-02,29.72,2024-08-29,29.38,1.157249829816201,8.509189925119129,30.37914691943129,True,-5.5308,1.8555,1,1,1,100.0,10.31071927749703,10.31071927749703,6.842750170183799,1.157249829816201,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-5.53%; 状态confirmed_rebound; 底部已确认
24,75.85263161036856,73.32119485016291,002230,科大讯飞,bottom_area,2024-09-02,33.39,2024-08-28,32.66,2.235150030618506,6.399265156154328,28.093350946719518,False,-2.9078,0.9186,1,1,1,100.0,18.69535978480161,18.69535978480161,5.764849969381494,2.235150030618506,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
25,75.47852143653562,76.15119028404467,300653,正海生物,bottom_area,2024-09-02,19.2,2024-08-28,18.38,4.461371055495105,7.83460282916214,27.466456195737965,True,-1.0819,1.3723,3,3,3,100.0,18.672668228889858,29.647513278609367,3.538628944504895,4.461371055495105,历史3/3次成功; 当前距低点4.46%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
26,75.26588586591468,74.910531385373,002715,登云股份,bottom_area,2024-09-02,9.95,2024-08-23,9.59,3.753910323253383,7.4035453597497485,31.45103645461044,True,-2.2593,1.3666,1,1,1,100.0,36.66369313113291,36.66369313113291,4.246089676746617,3.753910323253383,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
27,75.26274721519201,74.26108605445746,002682,龙洲股份,bottom_area,2024-09-02,3.44,2024-08-28,3.33,3.3033033033032995,6.606606606606599,30.76923076923076,False,-1.1494,2.1736,2,2,2,100.0,20.175363365532185,26.929674099485425,4.6966966966967005,3.3033033033032995,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
28,75.00189739490125,70.23158677812633,600262,北方股份,bottom_area,2024-09-02,15.5,2024-08-29,15.41,0.5840363400389348,6.55418559377029,31.48065807025344,False,-3.9653,2.5972,2,2,2,100.0,15.232202330188693,17.269624573378834,7.415963659961065,0.5840363400389348,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
29,74.96366928481889,72.67625543404222,001286,陕西能源,bottom_area,2024-09-02,9.43,2024-08-29,9.21,2.3887079261671973,4.125950054288805,27.07838479809976,False,-0.4224,1.6883,1,1,1,100.0,17.110266159695826,17.110266159695826,5.611292073832803,2.3887079261671973,历史1/1次成功; 当前距低点2.39%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
30,74.94538558435806,73.21357851673457,600183,生益科技,bottom_area,2024-09-02,17.35,2024-08-29,16.88,2.784360189573474,7.2274881516587826,29.519832985386223,True,-1.5882,0.9216,3,4,3,75.0,19.822149187968265,25.158227848101262,5.215639810426525,2.784360189573474,历史3/4次成功; 当前距低点2.78%; 最新日涨幅-1.59%; 状态bottom_area; 底部已确认
31,74.90683957631462,71.44619822959434,002140,东华科技,bottom_area,2024-09-02,6.59,2024-08-23,6.49,1.54083204930662,5.855161787365176,27.888888888888886,False,-3.0882,1.0998,1,1,1,100.0,10.318791946308728,10.318791946308728,6.45916795069338,1.54083204930662,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
32,74.82480519579603,74.82038122646999,002732,燕塘乳业,bottom_area,2024-09-02,13.53,2024-08-23,13.01,3.9969254419677136,5.918524212144502,29.599567099567103,False,-0.8065,0.3803,3,3,3,100.0,15.018124914819245,25.344352617079892,4.003074558032287,3.9969254419677136,历史3/3次成功; 当前距低点4.00%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
33,73.79912199822593,69.10508182289948,301333,诺思格,bottom_area,2024-09-02,37.9,2024-08-29,37.68,0.583864118895963,6.661358811040334,28.744326777609686,False,-4.2929,2.2074,1,1,1,100.0,25.840279645065877,25.840279645065877,7.416135881104037,0.583864118895963,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-4.29%; 状态bottom_area; 底部未确认
34,73.11311446783813,68.73211382702928,301538,骏鼎达,bottom_area,2024-09-02,66.52,2024-09-02,66.0,0.7878787878787818,7.1212121212121255,31.142410015649446,False,-4.9307,8.6216,2,2,2,100.0,9.669233674155395,10.10519247985676,7.212121212121218,0.7878787878787818,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
35,72.96513147347778,73.82149250359467,000155,川能动力,bottom_area,2024-09-02,9.31,2024-08-23,8.9,4.606741573033709,7.752808988764039,29.08366533864542,True,-2.0,0.6481,2,2,2,100.0,24.596039194147934,37.70685579196216,3.393258426966291,4.606741573033709,历史2/2次成功; 当前距低点4.61%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
36,72.65740890197878,70.90240886068906,301518,长华化学,bottom_area,2024-09-02,13.93,2024-08-28,13.56,2.728613569321528,6.12094395280236,28.21598729486501,False,-1.6937,1.318,1,1,1,100.0,11.740041928721173,11.740041928721173,5.271386430678472,2.728613569321528,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
37,72.63547591846375,71.52653735482308,688065,凯赛生物,confirmed_rebound,2024-09-02,34.83,2024-08-27,33.75,3.1999999999999953,8.711111111111105,30.36930059830823,True,-3.4913,0.2495,2,2,2,100.0,15.443749219478864,18.007614213197968,4.800000000000005,3.1999999999999953,历史2/2次成功; 当前距低点3.20%; 最新日涨幅-3.49%; 状态confirmed_rebound; 底部已确认
38,72.57623475709406,72.50756715455518,603267,鸿远电子,bottom_area,2024-09-02,32.1,2024-08-28,30.88,3.9507772020725467,7.933937823834195,27.23845428840716,True,-2.4019,1.4073,2,2,2,100.0,9.491070834841842,9.963574030426395,4.049222797927453,3.9507772020725467,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
39,72.43544688509014,70.63412253741119,600166,福田汽车,bottom_area,2024-09-02,2.29,2024-08-28,2.23,2.690582959641258,6.7264573991031344,27.5974025974026,False,-0.8658,1.2199,1,1,1,100.0,9.831460674157306,9.831460674157306,5.309417040358742,2.690582959641258,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
40,71.55732097885253,70.95591028941068,603079,圣达生物,bottom_area,2024-09-02,10.76,2024-08-26,10.39,3.5611164581328127,6.929740134744936,28.83561643835616,False,-1.4652,1.5821,1,1,1,100.0,22.232558139534888,22.232558139534888,4.438883541867187,3.5611164581328127,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
41,71.43021144087044,70.17033497205401,300478,杭州高新,confirmed_rebound,2024-09-02,7.04,2024-08-28,6.83,3.074670571010248,8.052708638360173,28.10526315789474,True,-2.7624,3.124,1,1,1,100.0,13.067655236329937,13.067655236329937,4.925329428989752,3.074670571010248,历史1/1次成功; 当前距低点3.07%; 最新日涨幅-2.76%; 状态confirmed_rebound; 底部已确认
42,71.12691993274846,69.80993147833826,688262,国芯科技,confirmed_rebound,2024-09-02,14.63,2024-08-29,14.2,3.0281690140845177,10.352112676056343,27.142124166239096,True,-5.0616,1.7684,3,4,3,75.0,24.94170338952123,34.73541383989144,4.971830985915482,3.0281690140845177,历史3/4次成功; 当前距低点3.03%; 最新日涨幅-5.06%; 状态confirmed_rebound; 底部已确认
43,70.92894295809964,69.65814852885569,688202,美迪西,confirmed_rebound,2024-09-02,24.25,2024-08-28,23.53,3.059923501912447,10.412239694007647,29.59305804907241,True,-4.8273,1.7466,4,5,4,80.0,13.681581253849862,23.795418261555337,4.940076498087553,3.059923501912447,历史4/5次成功; 当前距低点3.06%; 最新日涨幅-4.83%; 状态confirmed_rebound; 底部已确认
44,70.62631089805855,71.78009721824091,000539,粤电力A,bottom_area,2024-09-02,4.33,2024-08-26,4.13,4.842615012106542,6.295399515738493,31.395348837209298,False,0.9324,0.9363,1,1,1,100.0,19.89924433249369,19.89924433249369,3.1573849878934586,4.842615012106542,历史1/1次成功; 当前距低点4.84%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
45,70.61986517642353,71.96692298551122,603063,禾望电气,confirmed_rebound,2024-09-02,12.01,2024-08-27,11.44,4.982517482517485,11.800699300699298,27.180140038192242,True,-3.92,1.5609,3,3,3,100.0,22.994961535758502,28.846153846153843,3.017482517482515,4.982517482517485,历史3/3次成功; 当前距低点4.98%; 最新日涨幅-3.92%; 状态confirmed_rebound; 底部已确认
46,70.61014236675354,68.89189739639636,301596,瑞迪智驱,confirmed_rebound,2024-09-02,61.2,2024-08-28,59.58,2.7190332326284063,8.073178919100373,29.905882352941177,True,-3.9548,8.1367,1,1,1,100.0,12.04996326230713,12.04996326230713,5.280966767371593,2.7190332326284063,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-3.95%; 状态confirmed_rebound; 底部已确认
47,70.34428677044617,69.05481118082874,688287,退市观典,confirmed_rebound,2024-09-02,4.07,2024-08-30,3.95,3.0379746835443067,9.87341772151898,31.77892918825561,True,-4.6838,3.5001,3,4,3,75.0,21.00211537263308,36.70473083197391,4.962025316455693,3.0379746835443067,历史3/4次成功; 当前距低点3.04%; 最新日涨幅-4.68%; 状态confirmed_rebound; 底部已确认
48,67.40739403156107,66.91536925760808,605296,神农集团,confirmed_rebound,2024-09-02,27.2,2024-08-28,26.25,3.619047619047616,8.87619047619047,28.82321041214751,True,-3.8869,4.653,1,1,1,100.0,12.455902306648564,12.455902306648564,4.380952380952384,3.619047619047616,历史1/1次成功; 当前距低点3.62%; 最新日涨幅-3.89%; 状态confirmed_rebound; 底部已确认
49,67.25755988806677,67.5779293308203,000726,鲁泰A,bottom_area,2024-09-02,5.4,2024-08-29,5.18,4.247104247104259,6.370656370656372,31.390728476821195,False,-0.7353,0.8873,1,1,1,100.0,12.480252764612954,12.480252764612954,3.7528957528957414,4.247104247104259,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
50,67.14167163631336,68.42140532856996,300690,双一科技,confirmed_rebound,2024-09-02,17.28,2024-08-23,16.46,4.981773997569868,9.781287970838392,30.89840470193115,True,-2.3177,5.5605,2,2,2,100.0,10.375537865748704,11.160714285714286,3.018226002430132,4.981773997569868,历史2/2次成功; 当前距低点4.98%; 最新日涨幅-2.32%; 状态confirmed_rebound; 底部已确认
51,63.25906996238407,64.25568880922096,301391,卡莱特,confirmed_rebound,2024-09-02,29.4,2024-08-29,28.05,4.812834224598923,10.873440285204994,30.049875311720697,True,-3.4166,3.2738,1,1,1,100.0,12.790058286594078,12.790058286594078,3.187165775401077,4.812834224598923,历史1/1次成功; 当前距低点4.81%; 最新日涨幅-3.42%; 状态confirmed_rebound; 底部已确认
52,62.528786982846334,60.036522647673415,603282,亚光股份,bottom_area,2024-09-02,12.43,2024-08-26,12.2,1.885245901639348,6.311475409836078,27.164179104477615,False,-2.3566,2.0042,1,2,1,50.0,34.64991023339317,34.64991023339317,6.1147540983606525,1.885245901639348,历史1/2次成功; 当前距低点1.89%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
53,54.87400677165356,53.17248718183484,000625,长安汽车,bottom_area,2024-09-02,11.7,2024-08-29,11.43,2.3622047244094455,6.999125109361335,29.138251704897705,False,-3.2258,1.4129,1,2,1,50.0,13.808139534883724,13.808139534883724,5.6377952755905545,2.3622047244094455,历史1/2次成功; 当前距低点2.36%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
