rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.01197119839178,82.97992645007919,601226,华电科工,bottom_area,2023-09-27,5.96,2023-09-25,5.87,1.5332197614991459,4.088586030664399,27.975460122699385,False,0.5059,0.5403,1,1,1,100.0,39.54659949622166,39.54659949622166,6.466780238500855,1.5332197614991459,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
12,75.53907747107144,75.47588168051118,000028,国药一致,bottom_area,2023-09-27,31.53,2023-09-22,30.33,3.9564787339268146,5.110451697988792,31.30237825594564,False,1.2199,0.9295,2,2,2,100.0,12.240070934754426,14.150943396226415,4.043521266073186,3.9564787339268146,历史2/2次成功; 当前距低点3.96%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
13,75.25695877763857,70.56004471400654,603258,电魂网络,bottom_area,2023-09-27,27.87,2023-09-21,27.69,0.6500541711809307,7.5478512098230395,31.93215339233038,True,-1.6584,2.9546,1,1,1,100.0,15.065420560747667,15.065420560747667,7.349945828819069,0.6500541711809307,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.66%; 状态bottom_area; 底部已确认
14,74.61840659803218,73.63529188659565,001330,博纳影业,bottom_area,2023-09-27,7.49,2023-09-26,7.25,3.31034482758621,6.62068965517242,29.268292682926827,False,0.9434,0.8228,1,1,1,100.0,11.090742438130146,11.090742438130146,4.68965517241379,3.31034482758621,历史1/1次成功; 当前距低点3.31%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
15,72.53225389299348,72.07302752293582,002356,赫美集团,confirmed_rebound,2023-09-27,4.52,2023-09-27,4.36,3.6697247706421847,8.715596330275226,29.903536977491953,False,-3.6247,1.7318,1,1,1,100.0,69.37669376693766,69.37669376693766,4.330275229357816,3.6697247706421847,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-3.62%; 状态confirmed_rebound; 底部未确认
16,72.48747286225723,73.55739866096214,603226,菲林格尔,confirmed_rebound,2023-09-27,5.5,2023-09-12,5.25,4.761904761904762,8.380952380952388,29.71887550200803,True,-0.3623,1.1545,3,3,3,100.0,18.62656730163969,20.479302832244016,3.2380952380952386,4.761904761904762,历史3/3次成功; 当前距低点4.76%; 最新日涨幅-0.36%; 状态confirmed_rebound; 底部已确认
17,72.00351458638357,72.60557463269619,600032,浙江新能,bottom_area,2023-09-27,10.13,2023-09-22,9.7,4.432989690721665,5.154639175257732,27.395209580838326,False,0.1978,1.0198,1,1,1,100.0,19.31608133086876,19.31608133086876,3.567010309278335,4.432989690721665,历史1/1次成功; 当前距低点4.43%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
18,69.6035656186648,69.56711123723043,300749,顶固集创,confirmed_rebound,2023-09-27,9.16,2023-09-11,8.81,3.9727582292848993,9.421112372304199,28.663967611336027,True,-0.2179,2.4982,1,1,1,100.0,20.833333333333336,20.833333333333336,4.027241770715101,3.9727582292848993,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.22%; 状态confirmed_rebound; 底部已确认
19,68.94113064783724,69.23366727010527,600375,汉马科技,confirmed_rebound,2023-09-27,5.68,2023-09-21,5.45,4.220183486238524,11.376146788990829,30.395913154533844,True,-0.8726,1.2355,1,1,1,100.0,22.073578595317713,22.073578595317713,3.7798165137614763,4.220183486238524,历史1/1次成功; 当前距低点4.22%; 最新日涨幅-0.87%; 状态confirmed_rebound; 底部已确认
20,56.05768070847619,52.026199694155395,605365,立达信,bottom_area,2023-09-27,16.57,2023-09-27,16.55,0.12084592145014848,3.141993957703925,32.14432144321443,False,-2.0686,17.0177,1,2,1,50.0,9.794238683127569,9.794238683127569,7.879154078549852,0.12084592145014848,历史1/2次成功; 当前距低点0.12%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
21,53.1716237865907,52.825821680841855,002861,瀛通通讯,confirmed_rebound,2023-09-27,11.61,2023-09-18,11.2,3.6607142857142874,9.196428571428582,28.662420382165603,True,-1.7766,5.3976,1,2,1,50.0,18.668012108980825,18.668012108980825,4.339285714285713,3.6607142857142874,历史1/2次成功; 当前距低点3.66%; 最新日涨幅-1.78%; 状态confirmed_rebound; 底部已确认
