rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.07072064420821,79.48032731064465,300671,富满微,bottom_area,2023-04-27,43.24,2023-04-27,42.65,1.3833528722157173,3.774912075029307,31.78182981445938,False,0.0463,2.0636,1,1,1,100.0,18.894472361809044,18.894472361809044,13.616647127784281,1.3833528722157173,历史1/1次成功; 当前距低点1.38%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
12,84.32042034099919,76.91714512291831,002146,荣盛发展,bottom_area,2023-04-27,1.6,2023-04-26,1.56,2.5641025641025665,3.2051282051282075,30.973451327433622,False,0.6289,1.3203,1,1,1,100.0,19.587628865979376,19.587628865979376,12.435897435897433,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
13,84.30489766670267,75.31898299748113,002741,光华科技,bottom_area,2023-04-27,16.11,2023-04-25,15.88,1.448362720403014,5.919395465994959,30.28972783143108,False,-0.3711,1.3805,1,1,1,100.0,19.791666666666664,19.791666666666664,13.551637279596985,1.448362720403014,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
14,84.0096595230041,74.0870843934745,002642,荣联科技,bottom_area,2023-04-27,6.69,2023-04-27,6.64,0.7530120481927818,4.066265060240971,28.138528138528144,False,-2.3358,2.9956,2,2,2,100.0,27.816945501903422,35.253456221198164,14.246987951807219,0.7530120481927818,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
15,83.72970654633093,75.52375959079285,000629,钒钛股份,bottom_area,2023-04-27,4.16,2023-04-25,4.08,1.960784313725492,9.803921568627459,31.08108108108108,False,-0.716,0.7931,1,1,1,100.0,27.173913043478265,27.173913043478265,13.039215686274508,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
16,82.74002967494484,73.04969509084943,300454,深信服,bottom_area,2023-04-27,118.99,2023-04-27,118.03,0.8133525374904632,3.3466067948826597,29.534328358208956,False,-0.643,1.3667,2,2,2,100.0,22.979241270579003,29.49391262831224,14.186647462509535,0.8133525374904632,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
17,81.90161149613385,76.42270116371203,300661,圣邦股份,bottom_area,2023-04-27,124.1,2023-04-25,119.58,3.7798963037297177,6.790433182806494,30.20079383609619,False,0.4858,1.1657,1,1,1,100.0,31.832606108687024,31.832606108687024,11.22010369627028,3.7798963037297177,历史1/1次成功; 当前距低点3.78%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
18,81.75948500834744,76.79181142905377,001210,金房能源,bottom_area,2023-04-27,22.43,2023-04-24,21.54,4.131847725162491,5.2924791086351,27.180527383367135,False,0.8997,0.9458,1,1,1,100.0,38.131313131313135,38.131313131313135,10.86815227483751,4.131847725162491,历史1/1次成功; 当前距低点4.13%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
19,81.55256677691989,76.22347564313081,002795,永和智控,bottom_area,2023-04-27,10.47,2023-04-25,10.08,3.869047619047625,8.432539682539678,28.763250883392228,True,-1.7824,2.2365,2,2,2,100.0,28.467226959996715,31.302270011947446,11.130952380952374,3.869047619047625,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
20,81.34808331872043,75.24349357474351,002553,南方精工,bottom_area,2023-04-27,9.99,2023-04-26,9.67,3.3092037228541913,5.687693898655644,28.844738778513612,False,-1.2846,1.9106,2,2,2,100.0,25.52945195081221,32.14285714285715,11.690796277145807,3.3092037228541913,历史2/2次成功; 当前距低点3.31%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
21,81.3168057341881,71.97172682876558,300582,英飞特,bottom_area,2023-04-27,12.8,2023-04-27,12.68,0.9463722397476418,3.4700315457413216,32.40938166311301,False,-1.9157,4.5411,1,1,1,100.0,35.48094373865699,35.48094373865699,14.053627760252358,0.9463722397476418,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
22,81.19583267799102,73.45502205292702,603186,华正新材,bottom_area,2023-04-27,28.43,2023-04-27,27.84,2.1192528735632177,6.71695402298851,30.935251798561154,False,-0.5596,3.86,1,1,1,100.0,17.994186046511643,17.994186046511643,12.88074712643678,2.1192528735632177,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
23,81.17432168899256,73.18349254213558,002261,拓维信息,bottom_area,2023-04-27,11.59,2023-04-27,11.37,1.9349164467898035,8.355321020228681,28.490566037735853,False,-7.0569,13.478,1,1,1,100.0,24.489795918367328,24.489795918367328,13.065083553210197,1.9349164467898035,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-7.06%; 状态bottom_area; 底部未确认
24,80.83577516780029,73.62531841426636,002385,大北农,bottom_area,2023-04-27,7.02,2023-04-25,6.85,2.4817518248175174,4.817518248175183,30.73811931243681,False,-0.9873,1.2535,1,1,1,100.0,23.353293413173663,23.353293413173663,12.518248175182482,2.4817518248175174,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
25,80.72133584382162,70.67337031855007,300353,东土科技,bottom_area,2023-04-27,10.99,2023-04-27,10.95,0.36529680365297645,3.744292237442924,29.354838709677423,False,-0.7227,3.4969,1,1,1,100.0,21.377672209026137,21.377672209026137,14.634703196347024,0.36529680365297645,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
26,79.38208061832101,75.39220118004125,300665,飞鹿股份,bottom_area,2023-04-27,7.53,2023-04-24,7.19,4.728789986091792,5.28511821974965,30.329457364341085,False,0.534,2.1918,2,2,2,100.0,21.25721692650826,22.6044226044226,10.271210013908208,4.728789986091792,历史2/2次成功; 当前距低点4.73%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
27,79.14959965182926,70.00213026943062,002077,大港股份,bottom_area,2023-04-27,13.35,2023-04-27,13.23,0.907029478458044,4.610733182161749,28.05872756933116,False,-2.4836,2.7569,1,1,1,100.0,24.40944881889765,24.40944881889765,14.092970521541956,0.907029478458044,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
28,78.83206848030018,68.54962476547843,002564,天沃科技,bottom_area,2023-04-27,4.17,2023-04-27,4.17,0.0,0.0,29.32203389830509,False,-9.9352,0.6459,1,1,1,100.0,27.954971857410886,27.954971857410886,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
29,77.8543155183652,71.65620496253419,601369,陕鼓动力,bottom_area,2023-04-27,9.48,2023-04-27,9.2,3.043478260869578,4.456521739130437,31.189229618548993,False,1.826,1.024,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,11.956521739130421,3.043478260869578,历史2/3次成功; 当前距低点3.04%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
30,77.81782178933094,72.01549677968664,688289,圣湘生物,bottom_area,2023-04-27,18.58,2023-04-26,17.98,3.3370411568409226,12.45828698553948,27.058823529411757,False,-2.7734,2.8205,1,1,1,100.0,25.182530200451346,25.182530200451346,11.662958843159076,3.3370411568409226,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
31,77.42732494191927,73.63324549830435,603260,合盛硅业,bottom_area,2023-04-27,73.36,2023-04-25,70.0,4.8,9.41428571428572,29.64824120603015,True,-1.5566,0.2631,2,2,2,100.0,25.95293278658251,34.21399022188793,10.2,4.8,历史2/2次成功; 当前距低点4.80%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
32,77.04380697358486,69.13698097282528,300603,立昂技术,bottom_area,2023-04-27,10.86,2023-04-26,10.68,1.6853932584269637,4.775280898876402,27.148703956343795,False,1.4006,5.2322,2,4,2,50.0,25.320847322788993,35.36723163841809,13.314606741573035,1.6853932584269637,历史2/4次成功; 当前距低点1.69%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
33,75.8077965665718,70.31826647037175,603366,日出东方,bottom_area,2023-04-27,5.38,2023-04-25,5.2,3.4615384615384563,4.615384615384619,28.57142857142857,False,-0.738,0.7847,1,1,1,100.0,17.583732057416277,17.583732057416277,11.538461538461544,3.4615384615384563,历史1/1次成功; 当前距低点3.46%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
34,75.45768151200716,67.60467122094059,002156,通富微电,bottom_area,2023-04-27,17.79,2023-04-27,17.51,1.5990862364363083,5.653912050256986,29.395161290322573,False,-2.5205,3.7538,2,3,2,66.66666666666666,19.053339641659626,21.92170818505337,13.40091376356369,1.5990862364363083,历史2/3次成功; 当前距低点1.60%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
35,75.27000063595686,69.0165659326656,300560,中富通,bottom_area,2023-04-27,14.48,2023-04-26,14.08,2.8409090909090935,5.894886363636364,31.35056070209654,False,2.0437,4.4079,2,3,2,66.66666666666666,19.39339781328848,20.94196804037006,12.159090909090905,2.8409090909090935,历史2/3次成功; 当前距低点2.84%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
36,72.61652109951267,67.60574253514324,300658,延江股份,bottom_area,2023-04-27,7.65,2023-04-25,7.38,3.6585365853658596,4.878048780487809,28.83317261330761,False,0.0,1.1299,2,3,2,66.66666666666666,21.830856360810415,26.72018348623853,11.34146341463414,3.6585365853658596,历史2/3次成功; 当前距低点3.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
37,72.2231916766018,67.83542416140011,688191,智洋创新,bottom_area,2023-04-27,13.86,2023-04-27,13.31,4.132231404958669,7.287753568745295,28.8235294117647,False,-5.3925,6.1746,1,1,1,100.0,22.671568627450974,22.671568627450974,10.86776859504133,4.132231404958669,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
38,71.80201457815699,62.902276627581365,688259,创耀科技,bottom_area,2023-04-27,60.6,2023-04-27,60.36,0.3976143141153115,3.6447978793903295,31.796610169491522,False,-1.6234,2.8091,2,3,2,66.66666666666666,18.882637618804317,19.50136612021858,14.60238568588469,0.3976143141153115,历史2/3次成功; 当前距低点0.40%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
39,71.25244789005329,63.629561834186354,002222,福晶科技,bottom_area,2023-04-27,25.63,2023-04-27,25.27,1.4246141669964363,10.011871784724976,29.13628715647784,False,-5.7721,12.9545,2,4,2,50.0,25.202592123323832,25.783972125435533,13.575385833003564,1.4246141669964363,历史2/4次成功; 当前距低点1.42%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
40,69.95732985622895,65.2935078658137,000980,众泰汽车,bottom_area,2023-04-27,3.01,2023-04-26,2.9,3.7931034482758577,6.206896551724143,32.24299065420561,False,-0.6601,1.2852,2,3,2,66.66666666666666,33.52213473772031,43.49775784753364,11.20689655172414,3.7931034482758577,历史2/3次成功; 当前距低点3.79%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
41,68.46643506769043,60.407199632808386,603232,格尔软件,bottom_area,2023-04-27,14.26,2023-04-27,14.15,0.7773851590105967,5.936395759717313,32.29665071770334,False,-4.9333,4.8622,2,3,2,66.66666666666666,20.338554455300404,22.78481012658228,14.222614840989403,0.7773851590105967,历史2/3次成功; 当前距低点0.78%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
42,65.58058111113161,59.82648682019608,300620,光库科技,bottom_area,2023-04-27,53.53,2023-04-27,52.19,2.5675416746503226,10.672542632688256,28.506849315068493,False,-10.7833,7.6527,2,4,2,50.0,18.766031389240933,22.444343480236245,12.432458325349677,2.5675416746503226,历史2/4次成功; 当前距低点2.57%; 最新日涨幅-10.78%; 状态bottom_area; 底部未确认
43,65.16381860134271,58.46500723784522,002095,生意宝,bottom_area,2023-04-27,20.03,2023-04-27,19.7,1.675126903553309,5.431472081218276,29.617720614505178,False,-3.9789,5.3804,1,2,1,50.0,33.84030418250951,33.84030418250951,13.32487309644669,1.675126903553309,历史1/2次成功; 当前距低点1.68%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
44,64.40099968658657,60.82659550427798,002786,银宝山新,bottom_area,2023-04-27,5.42,2023-04-25,5.19,4.431599229287082,5.973025048169549,30.522088353413647,False,-0.1842,1.3656,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,10.568400770712918,4.431599229287082,历史2/3次成功; 当前距低点4.43%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
45,63.8891912955173,60.38553839909899,002355,兴民智通,bottom_area,2023-04-27,3.74,2023-04-25,3.58,4.469273743016763,6.424581005586591,30.888030888030883,False,-0.2667,0.9691,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,10.530726256983236,4.469273743016763,历史2/3次成功; 当前距低点4.47%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
46,63.82718729901537,60.608938053097376,002753,永东股份,bottom_area,2023-04-27,7.1,2023-04-25,6.78,4.719764011799401,6.0471976401179965,29.521829521829513,False,1.1396,1.3549,1,2,1,50.0,69.36936936936937,69.36936936936937,10.280235988200598,4.719764011799401,历史1/2次成功; 当前距低点4.72%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
47,63.32365551072611,56.77609026269008,001896,豫能控股,bottom_area,2023-04-27,4.34,2023-04-24,4.27,1.6393442622950887,5.85480093676815,27.993254637436767,False,-0.6865,0.5005,1,4,1,25.0,34.93975903614456,34.93975903614456,13.36065573770491,1.6393442622950887,历史1/4次成功; 当前距低点1.64%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
48,63.23441262577006,58.808945330752316,000722,湖南发展,bottom_area,2023-04-27,10.93,2023-04-25,10.55,3.6018957345971465,4.64454976303316,27.98634812286689,False,0.0916,0.7697,1,2,1,50.0,26.619718309859163,26.619718309859163,11.398104265402853,3.6018957345971465,历史1/2次成功; 当前距低点3.60%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
49,61.309732745578295,54.184465408805025,688107,安路科技,bottom_area,2023-04-27,53.46,2023-04-26,53.0,0.8679245283018885,5.735849056603772,28.67716323509622,False,-0.7979,1.2751,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,14.13207547169811,0.8679245283018885,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
50,61.21122849898747,53.70047573739296,688173,希荻微,bottom_area,2023-04-27,19.09,2023-04-27,19.0,0.47368421052631504,3.4736842105263164,30.909090909090907,False,-1.3437,1.0235,1,2,1,50.0,23.120837297811605,23.120837297811605,14.526315789473685,0.47368421052631504,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
51,61.20157434126341,53.71467679751149,002316,亚联发展,bottom_area,2023-04-27,4.05,2023-04-27,4.03,0.49627791563274376,5.955334987593035,32.26890756302521,False,-4.4811,9.2234,2,5,2,40.0,22.022529275022272,24.890829694323134,14.503722084367254,0.49627791563274376,历史2/5次成功; 当前距低点0.50%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
52,60.96676370487332,55.681269394685216,002806,华锋股份,bottom_area,2023-04-27,10.54,2023-04-25,10.27,2.629016553067182,4.868549172346641,31.896551724137932,False,-0.8467,1.8369,1,2,1,50.0,20.35175879396985,20.35175879396985,12.370983446932819,2.629016553067182,历史1/2次成功; 当前距低点2.63%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
53,60.70502197016626,55.81141260415019,000059,华锦股份,bottom_area,2023-04-27,6.9,2023-04-25,6.7,2.9850746268656745,4.626865671641785,29.916317991631804,False,-1.2876,0.5875,1,2,1,50.0,25.41603630862328,25.41603630862328,12.014925373134325,2.9850746268656745,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
54,59.627684315423615,55.96689864965132,002622,皓宸医疗,bottom_area,2023-04-27,3.05,2023-04-25,2.93,4.095563139931729,5.802047781569963,29.736211031175053,False,1.6667,1.4562,1,2,1,50.0,17.391304347826082,17.391304347826082,10.90443686006827,4.095563139931729,历史1/2次成功; 当前距低点4.10%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
55,58.851527838117,55.39161466771083,300758,七彩化学,bottom_area,2023-04-27,10.07,2023-04-26,9.66,4.244306418219463,5.590062111801234,30.252707581227433,False,-0.1982,0.8259,1,2,1,50.0,38.59480269489894,38.59480269489894,10.755693581780536,4.244306418219463,历史1/2次成功; 当前距低点4.24%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
56,57.07287120035971,54.327495959691994,000518,四环生物,bottom_area,2023-04-27,2.81,2023-04-25,2.68,4.850746268656712,5.223880597014913,27.956989247311824,False,2.5547,0.6463,1,2,1,50.0,17.834394904458602,17.834394904458602,10.149253731343288,4.850746268656712,历史1/2次成功; 当前距低点4.85%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
57,56.79519999471129,52.73801204443402,002112,三变科技,bottom_area,2023-04-27,9.71,2023-04-25,9.38,3.5181236673773992,8.422174840085278,29.046898638426622,True,-3.1904,7.0673,1,2,1,50.0,16.44803229061553,16.44803229061553,11.481876332622601,3.5181236673773992,历史1/2次成功; 当前距低点3.52%; 最新日涨幅-3.19%; 状态bottom_area; 底部已确认
58,56.12320645144105,52.4031775676892,603029,天鹅股份,bottom_area,2023-04-27,19.32,2023-04-25,18.61,3.8151531434712567,5.749596990865128,29.640831758034025,False,-0.155,1.9836,1,2,1,50.0,17.26734803657881,17.26734803657881,11.184846856528743,3.8151531434712567,历史1/2次成功; 当前距低点3.82%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
59,55.314049543282586,51.80103253995632,002455,百川股份,bottom_area,2023-04-27,8.11,2023-04-25,7.8,3.974358974358969,6.923076923076923,27.102803738317753,False,-1.4581,0.809,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,11.02564102564103,3.974358974358969,历史1/3次成功; 当前距低点3.97%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
60,54.51232197004046,51.44094689213075,002758,浙农股份,bottom_area,2023-04-27,12.62,2023-04-25,12.09,4.383788254755991,5.789909015715462,28.249258160237396,False,-0.4732,1.681,1,2,1,50.0,19.064430714916153,19.064430714916153,10.616211745244009,4.383788254755991,历史1/2次成功; 当前距低点4.38%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
61,50.699329534825736,47.86404755736085,300769,德方纳米,bottom_area,2023-04-27,171.5,2023-04-26,164.26,4.407646414221362,13.040301960306842,27.279971666371527,True,-3.8515,4.1618,1,3,1,33.33333333333333,20.592193808882907,20.592193808882907,10.592353585778639,4.407646414221362,历史1/3次成功; 当前距低点4.41%; 最新日涨幅-3.85%; 状态bottom_area; 底部已确认
