rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.84786985165817,79.95904212678936,688568,中科星图,bottom_area,2026-04-02,59.39,80.75,2026-03-30,58.68,1.209952283571917,7.873210633946826,27.3312693498452,26.45201238390093,True,-1.9805,0.9629,1,1,1,100.0,32.62222222222222,32.62222222222222,18.790047716428084,1.209952283571917,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
68,62.759492363654324,55.93302126444982,002292,奥飞娱乐,bottom_area,2026-04-02,7.62,10.88,2026-03-24,7.35,3.673469387755109,7.346938775510205,32.44485294117648,29.963235294117652,True,-2.4328,1.9515,1,2,1,50.0,25.31468531468532,25.31468531468532,16.326530612244895,3.673469387755109,历史1/2次成功; 当前距低点3.67%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
69,61.959469624418865,52.52311361840106,000862,银星能源,bottom_area,2026-04-02,6.49,9.44,2026-04-02,6.43,0.9331259720062286,5.287713841368583,31.885593220338983,31.249999999999993,False,-3.2787,8.3167,1,2,1,50.0,32.63785394932937,32.63785394932937,19.066874027993773,0.9331259720062286,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
70,61.77767717599621,51.91600652932911,001258,立新能源,bottom_area,2026-04-02,8.76,12.33,2026-04-02,8.72,0.45871559633026543,6.536697247706405,29.27818329278183,28.953771289537716,False,-3.7363,5.0165,1,2,1,50.0,23.55848434925864,23.55848434925864,19.54128440366974,0.45871559633026543,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
71,61.300592885839826,54.31090431621078,603681,永冠新材,bottom_area,2026-04-02,16.97,22.83,2026-03-24,16.42,3.349573690621176,8.282582216808764,28.077091546211115,25.66798072711345,True,-3.6343,2.7111,1,2,1,50.0,22.83834586466165,22.83834586466165,16.650426309378823,3.349573690621176,历史1/2次成功; 当前距低点3.35%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
72,60.478429795811635,52.7280427841635,002698,博实股份,bottom_area,2026-04-02,13.28,18.45,2026-03-30,12.96,2.469135802469124,4.089506172839501,29.756097560975604,28.02168021680217,False,-1.4105,0.6164,1,4,1,25.0,23.3477011494253,23.3477011494253,17.530864197530878,2.469135802469124,历史1/4次成功; 当前距低点2.47%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
73,59.47597005859524,49.90728086935752,600383,金地集团,bottom_area,2026-04-02,2.66,3.65,2026-04-02,2.65,0.3773584905660465,3.3962264150943513,27.397260273972602,27.12328767123287,False,-3.2727,1.4305,1,4,1,25.0,32.594936708860764,32.594936708860764,19.622641509433954,0.3773584905660465,历史1/4次成功; 当前距低点0.38%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
74,59.30362673885892,52.75209334779893,300758,七彩化学,bottom_area,2026-04-02,13.35,17.99,2026-03-23,12.89,3.568657874321172,7.9906904577191575,28.349082823790983,25.792106725958863,True,-2.4123,1.8229,1,5,1,20.0,38.59480269489894,38.59480269489894,16.43134212567883,3.568657874321172,历史1/5次成功; 当前距低点3.57%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
75,59.27189065703391,49.75038604979335,300458,全志科技,bottom_area,2026-04-02,33.2,48.2,2026-04-02,33.07,0.393105533716367,4.354399758088896,31.39004149377594,31.12033195020747,False,-4.24,2.476,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,19.606894466283634,0.393105533716367,历史1/6次成功; 当前距低点0.39%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
76,59.19437551374529,53.45072236479419,000716,黑芝麻,bottom_area,2026-04-02,5.23,6.88,2026-03-23,5.01,4.3912175648702725,8.582834331337338,27.18023255813954,23.982558139534877,True,-1.1342,0.9188,1,3,1,33.33333333333333,40.211640211640216,40.211640211640216,15.608782435129728,4.3912175648702725,历史1/3次成功; 当前距低点4.39%; 最新日涨幅-1.13%; 状态bottom_area; 底部已确认
77,58.95082290768059,52.56019723500695,600363,联创光电,bottom_area,2026-04-02,49.66,67.58,2026-03-23,47.89,3.6959699310920775,8.060137815827938,29.135839005622966,26.516720923350107,True,-2.875,1.3293,1,3,1,33.33333333333333,26.901480347115875,26.901480347115875,16.304030068907924,3.6959699310920775,历史1/3次成功; 当前距低点3.70%; 最新日涨幅-2.88%; 状态bottom_area; 底部已确认
78,58.88460377358491,49.07050314465409,600310,广西能源,bottom_area,2026-04-02,5.14,7.26,2026-04-02,5.14,0.0,10.505836575875488,29.201101928374655,29.201101928374655,False,-9.9825,20.5801,1,3,1,33.33333333333333,34.33962264150944,34.33962264150944,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
79,57.568305954086384,51.99508299550564,300581,晨曦航空,bottom_area,2026-04-02,12.8,17.33,2026-03-23,12.26,4.404567699836876,10.522022838499193,29.25562608193883,26.139642238892087,True,-1.5385,1.1602,1,3,1,33.33333333333333,32.54926891290528,32.54926891290528,15.595432300163125,4.404567699836876,历史1/3次成功; 当前距低点4.40%; 最新日涨幅-1.54%; 状态bottom_area; 底部已确认
80,57.53464042344883,51.65656969390338,001282,三联锻造,bottom_area,2026-04-02,19.65,26.24,2026-03-23,18.88,4.078389830508473,7.468220338983052,28.048780487804876,25.114329268292686,False,-1.6517,3.4627,1,4,1,25.0,37.31343283582089,37.31343283582089,15.92161016949153,4.078389830508473,历史1/4次成功; 当前距低点4.08%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
81,56.17417340975325,51.16801523697576,688239,航宇科技,bottom_area,2026-04-02,56.42,75.7,2026-03-23,53.8,4.86988847583644,10.074349442379186,28.929986789960378,25.46895640686922,True,-2.1336,1.7052,1,3,1,33.33333333333333,33.80660015349194,33.80660015349194,15.130111524163562,4.86988847583644,历史1/3次成功; 当前距低点4.87%; 最新日涨幅-2.13%; 状态bottom_area; 底部已确认
82,55.126453422331714,50.1090492674107,000721,西安饮食,bottom_area,2026-04-02,7.71,10.25,2026-03-23,7.36,4.75543478260869,9.239130434782593,28.19512195121951,24.78048780487805,True,-2.5284,1.5717,2,7,2,28.57142857142857,20.361047620821495,20.485175202156327,15.244565217391312,4.75543478260869,历史2/7次成功; 当前距低点4.76%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
