rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.83556400392774,82.91357191253503,688288,鸿泉技术,bottom_area,2022-09-05,19.15,2022-09-05,18.96,1.002109704641338,5.432489451476781,30.600292825768665,False,-2.4949,0.7781,3,3,3,100.0,21.819258274824108,41.992882562277565,6.997890295358662,1.002109704641338,历史3/3次成功; 当前距低点1.00%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
12,80.75616003485916,77.67753347886656,002645,华宏科技,bottom_area,2022-09-05,18.55,2022-09-02,18.19,1.9791094007696506,4.452996151731713,28.27287066246056,False,0.2703,1.212,1,1,1,100.0,16.50485436893203,16.50485436893203,6.020890599230349,1.9791094007696506,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
13,80.68369218637788,77.2343893605662,000037,深南电A,bottom_area,2022-09-05,8.24,2022-09-05,8.1,1.7283950617284023,4.5679012345679135,31.41405588484336,False,-2.7155,9.3421,4,5,4,80.0,26.85553817906966,45.16765285996055,6.271604938271598,1.7283950617284023,历史4/5次成功; 当前距低点1.73%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
14,80.59067046244692,77.915719609583,002735,王子新材,bottom_area,2022-09-05,20.04,2022-09-02,19.6,2.2448979591836618,5.969387755102031,27.808471454880284,False,0.4008,1.9623,1,1,1,100.0,21.043478260869563,21.043478260869563,5.755102040816339,2.2448979591836618,历史1/1次成功; 当前距低点2.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
15,80.31641501281533,75.61027859317761,688208,道通科技,bottom_area,2022-09-05,26.94,2022-09-05,26.71,0.8611007113440674,3.706476974915756,30.51508844953173,False,-1.4991,2.0168,3,3,3,100.0,20.66445276904346,34.72341892124764,7.138899288655932,0.8611007113440674,历史3/3次成功; 当前距低点0.86%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
16,80.12237130480356,79.67170308533098,002045,国光电器,bottom_area,2022-09-05,12.87,2022-09-02,12.41,3.706688154713933,5.882352941176474,29.166666666666664,False,0.2336,11.4116,2,2,2,100.0,31.73630149504698,33.77563329312426,4.293311845286067,3.706688154713933,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
17,79.80921581359814,75.41028265851794,002346,柘中股份,bottom_area,2022-09-05,14.4,2022-09-05,14.25,1.052631578947371,2.8771929824561413,31.15942028985507,False,-1.7065,1.2055,1,1,1,100.0,15.431627196333075,15.431627196333075,6.94736842105263,1.052631578947371,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
18,79.05557126498817,76.7546489041045,002534,西子洁能,bottom_area,2022-09-05,17.88,2022-09-02,17.45,2.464183381088824,4.756446991404022,29.38081748280049,False,0.846,1.6016,1,1,1,100.0,17.489177489177486,17.489177489177486,5.535816618911177,2.464183381088824,历史1/1次成功; 当前距低点2.46%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
19,78.19652173384618,73.76497098646036,002110,三钢闽光,bottom_area,2022-09-05,5.22,2022-08-31,5.17,0.9671179883945807,1.547388781431336,30.41722745625841,False,0.3846,0.3728,1,1,1,100.0,22.90322580645161,22.90322580645161,7.03288201160542,0.9671179883945807,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
20,77.83738227001271,74.4945623433855,002196,方正电机,bottom_area,2022-09-05,8.29,2022-09-01,8.15,1.71779141104293,5.521472392638028,27.29705619982159,False,-0.2407,1.7285,1,1,1,100.0,18.661971830985923,18.661971830985923,6.28220858895707,1.71779141104293,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
21,77.46324518976171,73.56524271844661,300740,水羊股份,bottom_area,2022-09-05,13.86,2022-09-05,13.68,1.3157894736842086,3.2163742690058443,31.668331668331668,False,-1.7021,1.7449,1,1,1,100.0,8.73786407766991,8.73786407766991,6.684210526315791,1.3157894736842086,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
22,77.4122849986161,75.18406947706812,688165,埃夫特,bottom_area,2022-09-05,8.26,2022-09-02,8.06,2.4813895781637627,5.583126550868477,28.4826974267968,False,-1.7836,0.539,2,2,2,100.0,15.062568361728554,21.98142414860681,5.518610421836237,2.4813895781637627,历史2/2次成功; 当前距低点2.48%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
23,77.32222904566112,76.05308886971528,603178,圣龙股份,bottom_area,2022-09-05,11.17,2022-09-02,10.83,3.1394275161588165,4.801477377654659,28.373015873015866,False,0.0,1.2256,1,1,1,100.0,21.994535519125673,21.994535519125673,4.8605724838411835,3.1394275161588165,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
24,77.01130763811929,73.92168300947826,601828,美凯龙,bottom_area,2022-09-05,4.9,2022-08-03,4.81,1.8711018711018867,7.692307692307695,27.010622154779973,True,-0.4065,0.6803,1,1,1,100.0,8.267716535433069,8.267716535433069,6.128898128898114,1.8711018711018867,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-0.41%; 状态bottom_area; 底部已确认
25,76.83426222145526,74.87756202094144,601606,长城军工,bottom_area,2022-09-05,11.97,2022-08-29,11.66,2.658662092624361,5.488850771869645,27.033792240300375,False,-1.1561,1.3586,2,2,2,100.0,15.587696731854795,18.886462882096076,5.341337907375639,2.658662092624361,历史2/2次成功; 当前距低点2.66%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
26,76.79494561358277,74.938073008073,000761,本钢板材,confirmed_rebound,2022-09-05,3.39,2022-07-15,3.3,2.7272727272727364,8.484848484848492,31.818181818181817,True,1.194,0.1241,1,1,1,100.0,11.969111969111971,11.969111969111971,5.272727272727264,2.7272727272727364,历史1/1次成功; 当前距低点2.73%; 最新日涨幅1.19%; 状态confirmed_rebound; 底部已确认
27,76.7679568662196,72.26084006233178,300611,美力科技,bottom_area,2022-09-05,9.44,2022-09-05,9.36,0.8547008547008554,3.3119658119658175,32.71028037383178,False,-1.6667,3.246,1,1,1,100.0,35.911602209944746,35.911602209944746,7.145299145299145,0.8547008547008554,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
28,76.3172284538001,74.45548967514306,605069,正和生态,bottom_area,2022-09-05,10.59,2022-08-29,10.31,2.7158098933074624,5.237633365664395,30.66577000672494,False,1.0496,1.0067,1,1,1,100.0,8.212560386473426,8.212560386473426,5.284190106692538,2.7158098933074624,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
29,76.2025509903982,74.92776191883787,002801,微光股份,bottom_area,2022-09-05,28.73,2022-09-01,27.86,3.122756640344584,7.465900933237624,27.636363636363637,True,-0.1043,1.805,1,1,1,100.0,29.019607843137262,29.019607843137262,4.8772433596554166,3.122756640344584,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
30,76.19581594332622,72.86330805551582,300499,高澜股份,bottom_area,2022-09-05,10.32,2022-09-05,10.15,1.6748768472906395,3.448275862068962,30.0,False,-0.8646,4.0636,1,1,1,100.0,9.365737996443379,9.365737996443379,6.325123152709361,1.6748768472906395,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
31,76.10442249044833,72.14946233100333,000799,酒鬼酒,bottom_area,2022-09-05,137.93,2022-09-05,136.26,1.22559812123882,4.821664464993411,27.858958068614996,False,-4.0153,1.9191,1,1,1,100.0,10.235623910902333,10.235623910902333,6.7744018787611795,1.22559812123882,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
32,76.03467995106197,73.04521900044524,603191,望变电气,bottom_area,2022-09-05,22.89,2022-09-02,22.46,1.9145146927871761,3.6064113980409562,28.924050632911392,False,-0.4783,3.7058,1,1,1,100.0,13.281249999999995,13.281249999999995,6.085485307212824,1.9145146927871761,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
33,75.88851891733556,71.23486827169675,002747,埃斯顿,bottom_area,2022-09-05,18.43,2022-09-05,18.3,0.7103825136611968,2.7868852459016282,31.177134261000372,False,-1.8114,1.7735,2,2,2,100.0,11.959894638947768,13.690987124463508,7.289617486338804,0.7103825136611968,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
34,74.99376476667908,74.8117785698139,605208,永茂泰,confirmed_rebound,2022-09-05,17.43,2022-09-01,16.78,3.8736591179976076,9.356376638855782,28.44349680170575,True,-2.5713,4.5163,2,2,2,100.0,31.149039563701308,46.887631366208595,4.126340882002393,3.8736591179976076,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-2.57%; 状态confirmed_rebound; 底部已确认
35,74.9311873991968,74.50003824171286,688135,利扬芯片,bottom_area,2022-09-05,30.55,2022-09-01,29.46,3.6999321113374064,6.1439239646978905,27.259259259259256,False,-1.4834,1.7386,2,2,2,100.0,26.321954062162078,40.41850220264317,4.300067888662594,3.6999321113374064,历史2/2次成功; 当前距低点3.70%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
36,74.55755268105482,71.81359983572774,002813,路畅科技,bottom_area,2022-09-05,28.37,2022-09-01,27.8,2.050359712230217,6.0791366906474735,27.415143603133153,False,-2.609,1.3873,1,1,1,100.0,8.324838600067956,8.324838600067956,5.949640287769784,2.050359712230217,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
37,74.44062652681548,72.046179020055,300428,立中集团,bottom_area,2022-09-05,29.8,2022-09-02,29.13,2.300034328870586,6.968760727772061,30.642857142857142,False,-2.2951,1.6246,1,1,1,100.0,12.635791881074907,12.635791881074907,5.699965671129414,2.300034328870586,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
38,74.06944874709698,71.79513312072241,002585,双星新材,bottom_area,2022-09-05,19.37,2022-09-01,18.92,2.3784355179703978,6.5539112050739865,30.389992641648263,False,-1.3245,3.2505,1,1,1,100.0,12.247129579004932,12.247129579004932,5.621564482029602,2.3784355179703978,历史1/1次成功; 当前距低点2.38%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
39,73.89654980990441,69.66688332278711,688237,超卓航科,bottom_area,2022-09-05,55.0,2022-09-02,54.49,0.935951550743252,5.523949348504309,29.417098445595858,False,-2.1178,4.0987,1,1,1,100.0,22.961574507966244,22.961574507966244,7.064048449256748,0.935951550743252,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
40,73.84110900767512,74.6734240260327,002350,北京科锐,bottom_area,2022-09-05,8.9,2022-09-02,8.51,4.5828437132785025,7.638072855464165,30.813008130081304,True,1.7143,7.1963,1,1,1,100.0,23.07692307692308,23.07692307692308,3.4171562867214975,4.5828437132785025,历史1/1次成功; 当前距低点4.58%; 最新日涨幅1.71%; 状态bottom_area; 底部已确认
41,73.78239527741097,73.12325606778587,300707,威唐工业,bottom_area,2022-09-05,18.46,2022-09-02,17.83,3.533370723499734,7.0667414469994485,32.35963581183612,True,-1.2306,2.0723,1,1,1,100.0,24.351297405189634,24.351297405189634,4.466629276500266,3.533370723499734,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
42,73.48562552012196,72.21429348978582,688058,宝兰德,bottom_area,2022-09-05,41.67,2022-08-31,40.42,3.0925284512617517,7.397328055418097,31.49152542372881,True,-3.0705,1.4664,1,1,1,100.0,24.27558257345491,24.27558257345491,4.907471548738249,3.0925284512617517,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
43,73.04779504815886,72.94201810347708,002669,康达新材,bottom_area,2022-09-05,13.24,2022-09-01,12.74,3.924646781789639,5.57299843014128,27.981910684002266,False,1.4559,2.2719,1,1,1,100.0,14.89361702127659,14.89361702127659,4.075353218210362,3.924646781789639,历史1/1次成功; 当前距低点3.92%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
44,72.98949299557255,72.97669006749052,002169,智光电气,bottom_area,2022-09-05,9.12,2022-09-02,8.77,3.9908779931584912,6.49942987457241,30.72669826224329,False,0.6623,8.772,1,1,1,100.0,15.891891891891898,15.891891891891898,4.009122006841509,3.9908779931584912,历史1/1次成功; 当前距低点3.99%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
45,72.0212145216144,70.2657693621238,002617,露笑科技,bottom_area,2022-09-05,11.72,2022-09-02,11.41,2.7169149868536415,4.294478527607364,28.99813316739266,False,0.7739,2.748,2,3,2,66.66666666666666,24.589617556362565,36.60589060308556,5.2830850131463585,2.7169149868536415,历史2/3次成功; 当前距低点2.72%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
46,71.56903752090113,71.52239754858384,688045,必易微,bottom_area,2022-09-05,61.34,2022-09-01,59.0,3.9661016949152597,7.084745762711863,28.743961352657006,True,-0.5674,5.5585,1,1,1,100.0,21.048975338659265,21.048975338659265,4.03389830508474,3.9661016949152597,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
47,71.52715016114186,67.08521126353816,688286,敏芯股份,bottom_area,2022-09-05,46.77,2022-09-05,46.46,0.6672406371071938,4.821351700387434,29.723188625018903,False,-3.0874,1.6996,1,1,1,100.0,16.00279524807827,16.00279524807827,7.332759362892806,0.6672406371071938,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
48,71.28965200639118,67.1830715186453,002184,海得控制,bottom_area,2022-09-05,11.02,2022-09-05,10.92,0.9157509157509125,3.205128205128202,31.277533039647583,False,-1.5192,2.6739,1,1,1,100.0,9.360126916975144,9.360126916975144,7.0842490842490875,0.9157509157509125,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
49,71.0166988510014,70.22644888050897,002119,康强电子,bottom_area,2022-09-05,13.01,2022-09-01,12.58,3.418124006359298,5.166931637519875,30.8030803080308,False,-0.4591,5.1697,1,1,1,100.0,16.557911908646,16.557911908646,4.581875993640702,3.418124006359298,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
50,70.63995694746197,69.77766386554624,002043,兔宝宝,confirmed_rebound,2022-09-05,8.61,2022-08-04,8.33,3.361344537815118,8.403361344537807,30.2928870292887,True,-0.3472,1.7266,1,1,1,100.0,14.470588235294123,14.470588235294123,4.638655462184882,3.361344537815118,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-0.35%; 状态confirmed_rebound; 底部已确认
51,66.88213460198506,68.10606976884546,000547,航天发展,bottom_area,2022-09-05,11.04,2022-08-31,10.52,4.942965779467677,7.414448669201532,30.789473684210527,True,-0.8086,1.8064,1,1,1,100.0,14.656084656084673,14.656084656084673,3.057034220532323,4.942965779467677,历史1/1次成功; 当前距低点4.94%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
52,66.41654643258912,66.66710737305156,002607,中公教育,confirmed_rebound,2022-09-05,4.47,2022-08-25,4.29,4.195804195804189,10.023310023310017,28.02013422818792,True,-1.5419,1.3489,3,4,3,75.0,12.142693223038266,18.337408312958438,3.8041958041958113,4.195804195804189,历史3/4次成功; 当前距低点4.20%; 最新日涨幅-1.54%; 状态confirmed_rebound; 底部已确认
53,65.34279773667288,64.75581593422844,688036,传音控股,confirmed_rebound,2022-09-05,62.75,2022-09-05,60.61,3.5307704999175065,11.021283616564935,27.560654953985896,False,-6.622,2.6893,1,1,1,100.0,8.956842333550211,8.956842333550211,4.469229500082494,3.5307704999175065,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-6.62%; 状态confirmed_rebound; 底部未确认
54,56.25592092243579,52.87863578987104,601966,玲珑轮胎,bottom_area,2022-09-05,21.92,2022-09-05,21.75,0.7816091954023066,3.4482758620689653,28.21782178217822,False,-2.3173,0.6626,1,2,1,50.0,22.476907287033857,22.476907287033857,7.218390804597694,0.7816091954023066,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
55,55.27355613862881,51.74545681063123,000625,长安汽车,bottom_area,2022-09-05,14.08,2022-09-05,14.0,0.571428571428572,2.7857142857142896,32.95019157088122,False,-2.2222,2.5907,1,2,1,50.0,13.808139534883724,13.808139534883724,7.428571428571429,0.571428571428572,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
