rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
42,73.41768116415707,68.9224212889689,688171,纬德信息,bottom_area,2022-04-22,22.52,2022-04-22,22.36,0.7155635062611813,3.98032200357782,27.402597402597408,False,-2.1295,3.6641,1,1,1,100.0,16.257559587335468,16.257559587335468,7.284436493738819,0.7155635062611813,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
43,73.35052767225731,68.91054298642536,300368,汇金股份,bottom_area,2022-04-22,6.68,2022-04-22,6.63,0.7541478129713397,3.318250377073903,27.46170678336981,False,-1.909,1.5823,1,1,1,100.0,16.66666666666668,16.66666666666668,7.24585218702866,0.7541478129713397,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
44,73.25497894736843,67.82868421052632,603363,傲农生物,bottom_area,2022-04-22,20.25,2022-04-22,20.25,0.0,7.5061728395061715,28.922428922428917,False,-10.0,2.9383,1,1,1,100.0,24.078947368421055,24.078947368421055,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
45,73.23351826059388,71.61546895076489,603192,汇得科技,bottom_area,2022-04-22,26.45,2022-04-22,25.72,2.838258164852257,4.782270606531884,27.241867043847247,False,-1.5631,1.0963,1,1,1,100.0,16.917728852838945,16.917728852838945,5.161741835147743,2.838258164852257,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
46,73.17082280850687,71.26081428247034,300485,赛升药业,bottom_area,2022-04-22,11.73,2022-04-22,11.43,2.624671916010505,3.5870516185476826,31.310096153846157,False,-0.4244,3.2349,1,1,1,100.0,12.392829306313327,12.392829306313327,5.375328083989495,2.624671916010505,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
47,73.11279134086911,68.54718318744582,300424,航新科技,bottom_area,2022-04-22,10.87,2022-04-22,10.8,0.6481481481481343,3.3333333333333277,31.645569620253163,False,-2.1602,1.3064,1,1,1,100.0,13.413768630234213,13.413768630234213,7.351851851851866,0.6481481481481343,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
48,73.07944149041506,68.5675559007673,600222,太龙药业,bottom_area,2022-04-22,5.86,2022-04-22,5.82,0.6872852233676982,3.2646048109965546,28.501228501228503,False,-2.4958,1.9375,1,1,1,100.0,14.00304414003044,14.00304414003044,7.312714776632302,0.6872852233676982,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
49,72.91319065326634,67.5122135678392,002806,华锋股份,confirmed_rebound,2022-04-22,10.21,2022-04-22,10.21,0.0,10.088148873653275,30.402181322426713,False,-9.4055,10.4522,2,2,2,100.0,15.925879396984929,20.35175879396985,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.41%; 状态confirmed_rebound; 底部未确认
50,72.74896928142688,67.62433414236264,600405,动力源,bottom_area,2022-04-22,4.93,2022-04-22,4.92,0.2032520325203209,3.048780487804885,29.814550641940084,False,-3.3333,2.2908,1,1,1,100.0,13.213703099510612,13.213703099510612,7.796747967479679,0.2032520325203209,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
51,72.10543168311375,66.94248661970077,300452,山河药辅,bottom_area,2022-04-22,14.47,2022-04-22,14.45,0.13840830449827923,4.013840830449827,30.058083252662154,False,-3.081,3.4654,1,1,1,100.0,8.752997601918471,8.752997601918471,7.861591695501721,0.13840830449827923,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
52,71.92944633123146,67.40642308892355,600976,健民集团,bottom_area,2022-04-22,38.7,2022-04-22,38.46,0.6240249609984451,5.7202288091523545,27.296786389413985,False,-4.914,3.5265,1,1,1,100.0,17.200000000000006,17.200000000000006,7.375975039001554,0.6240249609984451,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
53,71.71620639104256,67.37441183340165,002349,精华制药,bottom_area,2022-04-22,13.37,2022-04-22,13.27,0.7535795026375256,7.611152976639033,31.100726895119422,False,-5.6457,6.8725,1,1,1,100.0,18.615984405458093,18.615984405458093,7.246420497362474,0.7535795026375256,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-5.65%; 状态bottom_area; 底部未确认
54,71.26421800468036,66.79970728252917,688339,亿华通,bottom_area,2022-04-22,113.75,2022-04-22,113.03,0.6369990268070413,4.980978501282841,30.443076923076923,False,-3.9274,1.17,1,1,1,100.0,14.0971239981141,14.0971239981141,7.363000973192959,0.6369990268070413,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
55,70.56472116693223,66.40838510094895,300598,诚迈科技,bottom_area,2022-04-22,39.42,2022-04-22,39.09,0.8442056792018374,6.114095676643625,31.276371308016877,False,-5.0807,2.3322,1,1,1,100.0,14.533193814672712,14.533193814672712,7.155794320798163,0.8442056792018374,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
56,70.49882868525897,65.27669322709164,000505,京粮控股,bottom_area,2022-04-22,9.33,2022-04-22,9.33,0.0,4.180064308681678,28.61514919663351,False,-10.0289,9.5283,1,1,1,100.0,10.358565737051803,10.358565737051803,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
57,67.04760605856157,64.79134282603152,600211,西藏药业,bottom_area,2022-04-22,33.15,2022-04-22,32.43,2.220166512488433,3.638606228800492,29.145728643216085,False,-1.5736,0.6764,2,3,2,66.66666666666666,11.541160257196122,13.252533280349695,5.779833487511567,2.220166512488433,历史2/3次成功; 当前距低点2.22%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
58,59.23268557017835,56.51566336000211,002007,华兰生物,bottom_area,2022-04-22,16.94,2022-04-22,16.68,1.5587529976019279,3.297362110311755,28.473413379073758,False,-1.3395,1.015,1,2,1,50.0,11.718388142658643,11.718388142658643,6.441247002398072,1.5587529976019279,历史1/2次成功; 当前距低点1.56%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
59,56.9227131329424,52.97637093775565,300602,飞荣达,bottom_area,2022-04-22,11.33,2022-04-22,11.3,0.2654867256637111,3.4513274336283075,30.3758471965496,False,-3.1624,1.1553,1,2,1,50.0,26.890756302520995,26.890756302520995,7.734513274336289,0.2654867256637111,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
60,54.976807436496784,51.56613400616761,688189,南新制药,bottom_area,2022-04-22,16.51,2022-04-22,16.4,0.6707317073170914,2.3780487804878083,32.31531159719357,False,-1.4916,0.741,1,2,1,50.0,14.06130268199233,14.06130268199233,7.329268292682908,0.6707317073170914,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
