rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.39996989725898,87.42844232699976,002157,正邦科技,bottom_area,2023-04-28,2.65,2023-04-28,2.61,1.5325670498084305,1.9157088122605466,27.500000000000007,False,0.3788,1.5158,4,4,4,100.0,13.455350540661076,16.780045351473927,8.46743295019157,1.5325670498084305,历史4/4次成功; 当前距低点1.53%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
18,76.68024352064691,74.24704222123164,000970,中科三环,bottom_area,2023-04-28,11.87,2023-04-27,11.49,3.3072236727589117,3.7423846823324607,27.140139505389975,False,1.0213,1.0047,1,1,1,100.0,14.341463414634154,14.341463414634154,6.692776327241089,3.3072236727589117,历史1/1次成功; 当前距低点3.31%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
19,75.88815062189539,73.68867941000458,605358,立昂微,bottom_area,2023-04-28,46.1,2023-04-27,44.56,3.4560143626570894,4.353680430879708,27.094240837696326,False,2.8788,3.1813,1,1,1,100.0,13.16339869281045,13.16339869281045,6.543985637342911,3.4560143626570894,历史1/1次成功; 当前距低点3.46%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
20,75.68686449483383,73.9741139460491,300671,富满微,bottom_area,2023-04-28,44.27,2023-04-27,42.65,3.798358733880433,4.337631887456041,31.78182981445938,False,2.3821,2.1063,1,1,1,100.0,18.894472361809044,18.894472361809044,6.201641266119568,3.798358733880433,历史1/1次成功; 当前距低点3.80%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
21,75.57426746174505,73.35651243465094,001227,兰州银行,bottom_area,2023-04-28,3.01,2023-04-26,2.91,3.4364261168384758,3.4364261168384758,30.714285714285715,False,1.6892,1.2126,1,1,1,100.0,11.137440758293856,11.137440758293856,6.563573883161525,3.4364261168384758,历史1/1次成功; 当前距低点3.44%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
22,75.36505041528973,70.98696444269952,688107,安路科技,bottom_area,2023-04-28,53.15,2023-04-28,52.18,1.858949789191259,4.139517056343434,29.780648634100395,False,-0.5799,1.7184,2,3,2,66.66666666666666,40.4231359967146,67.95615731785945,8.141050210808743,1.858949789191259,历史2/3次成功; 当前距低点1.86%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
23,75.3427197268577,69.48832808564232,002741,光华科技,bottom_area,2023-04-28,16.0,2023-04-25,15.88,0.7556675062972242,5.919395465994959,30.28972783143108,False,-0.6828,1.207,1,1,1,100.0,19.791666666666664,19.791666666666664,9.244332493702776,0.7556675062972242,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
24,75.05979906971295,73.07453707968679,000158,常山北明,bottom_area,2023-04-28,6.92,2023-04-27,6.68,3.5928143712574885,4.041916167664677,30.705394190871377,False,2.3669,3.9351,1,1,1,100.0,11.538461538461533,11.538461538461533,6.407185628742512,3.5928143712574885,历史1/1次成功; 当前距低点3.59%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
25,74.62848906136401,74.30392729714785,002806,华锋股份,bottom_area,2023-04-28,10.76,2023-04-25,10.27,4.77117818889971,5.160662122687451,31.896551724137932,False,2.0873,1.8371,2,2,2,100.0,15.925879396984929,20.35175879396985,5.228821811100291,4.77117818889971,历史2/2次成功; 当前距低点4.77%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
26,74.60276998667479,74.05667406973289,603260,合盛硅业,bottom_area,2023-04-28,73.23,2023-04-25,70.0,4.61428571428572,9.41428571428572,29.64824120603015,True,-0.1772,0.1892,2,2,2,100.0,25.95293278658251,34.21399022188793,5.385714285714281,4.61428571428572,历史2/2次成功; 当前距低点4.61%; 最新日涨幅-0.18%; 状态bottom_area; 底部已确认
27,73.9457362366661,73.62791788607872,688225,亚信安全,bottom_area,2023-04-28,20.85,2023-04-28,19.9,4.773869346733683,6.281407035175881,30.902777777777786,False,1.6577,2.8502,2,2,2,100.0,12.324408584040366,12.640845070422536,5.226130653266318,4.773869346733683,历史2/2次成功; 当前距低点4.77%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
28,73.56111783497003,67.63128968543316,603186,华正新材,bottom_area,2023-04-28,27.27,2023-04-28,27.11,0.590188122464036,6.824050165990416,32.746216819647735,False,-4.0802,5.5056,1,1,1,100.0,17.994186046511643,17.994186046511643,9.409811877535965,0.590188122464036,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
29,73.54518408000143,72.3933833202873,688289,圣湘生物,confirmed_rebound,2023-04-28,18.73,2023-04-26,17.98,4.171301446051167,12.45828698553948,27.058823529411757,False,0.8073,1.7479,1,1,1,100.0,25.182530200451346,25.182530200451346,5.828698553948834,4.171301446051167,历史1/1次成功; 当前距低点4.17%; 最新日涨幅0.81%; 状态confirmed_rebound; 底部未确认
30,73.18215667813101,72.41651946789773,002383,合众思壮,bottom_area,2023-04-28,6.81,2023-04-28,6.52,4.447852760736197,4.601226993865041,28.50877192982456,False,2.5602,1.8263,1,1,1,100.0,18.48184818481848,18.48184818481848,5.552147239263803,4.447852760736197,历史1/1次成功; 当前距低点4.45%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
31,71.53935704075947,69.40385384551291,300712,永福股份,confirmed_rebound,2023-04-28,36.4,2023-04-25,35.2,3.409090909090897,10.198863636363626,32.56704980842912,True,-2.2031,1.7934,1,1,1,100.0,13.046135044301874,13.046135044301874,6.590909090909102,3.409090909090897,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
32,71.25166914444394,68.21968322340378,601369,陕鼓动力,bottom_area,2023-04-28,9.45,2023-04-27,9.2,2.717391304347826,4.456521739130437,31.189229618548993,False,-0.3165,0.7596,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,7.282608695652175,2.717391304347826,历史2/3次成功; 当前距低点2.72%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
33,70.67913281272136,70.27605320580527,601061,中信金属,bottom_area,2023-04-28,8.02,2023-04-25,7.66,4.699738903394248,5.091383812010451,28.544776119402986,False,1.519,5.4007,1,1,1,100.0,10.061601642710476,10.061601642710476,5.300261096605753,4.699738903394248,历史1/1次成功; 当前距低点4.70%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
34,68.14077734724034,66.98584891762609,002455,百川股份,bottom_area,2023-04-28,8.12,2023-04-25,7.8,4.102564102564095,6.923076923076923,27.102803738317753,False,0.1233,0.7285,2,3,2,66.66666666666666,23.941012929062143,35.42600896860987,5.897435897435906,4.102564102564095,历史2/3次成功; 当前距低点4.10%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
35,65.46413181182804,63.92023449997757,001896,豫能控股,bottom_area,2023-04-28,4.43,2023-04-24,4.27,3.747072599531619,5.85480093676815,27.993254637436767,False,2.0737,0.5729,2,4,2,50.0,22.546021650051973,34.93975903614456,6.252927400468381,3.747072599531619,历史2/4次成功; 当前距低点3.75%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
36,64.79319044365819,64.05529096421174,688168,安博通,bottom_area,2023-04-28,41.06,2023-04-27,39.33,4.398677854055439,5.110602593440135,32.849581697114566,False,2.6243,2.0512,2,3,2,66.66666666666666,11.815106477373549,12.015306122448962,5.601322145944562,4.398677854055439,历史2/3次成功; 当前距低点4.40%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
37,59.130856039029254,57.02246246875592,688127,蓝特光学,bottom_area,2023-04-28,16.66,2023-04-25,16.16,3.094059405940594,9.282178217821782,28.08188696039163,False,0.5432,1.3574,1,2,1,50.0,10.789881259679916,10.789881259679916,6.905940594059406,3.094059405940594,历史1/2次成功; 当前距低点3.09%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
38,57.7861152490196,56.16830624817214,688049,炬芯科技,bottom_area,2023-04-28,33.33,2023-04-27,32.2,3.5093167701863206,5.372670807453406,28.761061946902654,False,2.3334,1.9549,1,2,1,50.0,11.287895076327672,11.287895076327672,6.490683229813679,3.5093167701863206,历史1/2次成功; 当前距低点3.51%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
39,56.13136620870226,53.8667236129517,300458,全志科技,bottom_area,2023-04-28,26.45,2023-04-27,25.72,2.838258164852257,5.36547433903578,32.22661396574441,False,1.341,4.8882,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,7.161741835147743,2.838258164852257,历史1/3次成功; 当前距低点2.84%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
40,54.31462656184957,54.04562120742348,002769,普路通,bottom_area,2023-04-28,8.84,2023-04-25,8.44,4.739336492891,5.213270142180111,28.231292517006807,False,3.6342,1.2519,1,2,1,50.0,14.953271028037399,14.953271028037399,5.260663507109001,4.739336492891,历史1/2次成功; 当前距低点4.74%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
41,53.50663706396435,53.274927618500314,688229,博睿数据,bottom_area,2023-04-28,58.4,2023-04-27,55.74,4.772156440617144,6.458557588805169,28.538461538461533,False,4.0442,3.2272,1,2,1,50.0,11.21206614573869,11.21206614573869,5.2278435593828565,4.772156440617144,历史1/2次成功; 当前距低点4.77%; 最新日涨幅4.04%; 状态bottom_area; 底部未确认
42,53.09984388415445,51.2904238676884,300552,万集科技,confirmed_rebound,2023-04-28,18.17,2023-04-28,17.61,3.180011357183431,10.732538330494041,28.99193548387097,False,-15.1727,10.7905,1,2,1,50.0,23.929299796057098,23.929299796057098,6.819988642816568,3.180011357183431,历史1/2次成功; 当前距低点3.18%; 最新日涨幅-15.17%; 状态confirmed_rebound; 底部未确认
