rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.12440258854232,85.67339975980434,600135,乐凯胶片,bottom_area,2026-06-01,9.21,12.8,2026-06-01,9.03,1.9933554817275914,3.211517165005547,29.453125000000007,28.046875,False,0.6557,2.0482,2,2,2,100.0,43.00134547388843,56.981132075471706,18.00664451827241,1.9933554817275914,历史2/2次成功; 当前距低点1.99%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
69,66.6084438862901,56.00303771105627,600009,上海机场,bottom_area,2026-06-01,24.84,34.16,2026-06-01,24.72,0.48543689320388755,1.8608414239482236,27.634660421545664,27.28337236533957,False,-0.9174,0.8532,2,5,2,40.0,23.97760122344691,27.704918032786885,19.51456310679611,0.48543689320388755,历史2/5次成功; 当前距低点0.49%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
70,66.42433043508714,59.53123954088,000566,海南海药,bottom_area,2026-06-01,4.18,5.57,2026-05-27,4.02,3.9800995024875663,4.72636815920399,27.827648114901265,24.955116696588878,False,1.7032,1.688,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,16.019900497512435,3.9800995024875663,历史2/6次成功; 当前距低点3.98%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
71,66.23395779164571,59.417110953562556,601002,晋亿实业,bottom_area,2026-06-01,5.16,6.81,2026-05-28,4.96,4.032258064516133,8.66935483870967,27.16593245227606,24.229074889867835,False,0.5848,1.7286,1,2,1,50.0,35.164835164835154,35.164835164835154,15.96774193548387,4.032258064516133,历史1/2次成功; 当前距低点4.03%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
72,66.1233448065034,58.71339440190266,600611,大众交通,bottom_area,2026-06-01,4.77,6.59,2026-06-01,4.61,3.4707158351409815,5.856832971800424,30.045523520485578,27.617602427921096,False,0.8457,5.591,1,2,1,50.0,24.497991967871478,24.497991967871478,16.52928416485902,3.4707158351409815,历史1/2次成功; 当前距低点3.47%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
73,66.02124237209338,59.42845432710462,605218,伟时电子,bottom_area,2026-06-01,16.55,22.37,2026-06-01,15.88,4.2191435768261965,9.886649874055406,29.01206973625391,26.016987036209212,False,2.1605,4.0141,2,6,2,33.33333333333333,40.29445348889792,42.36874236874236,15.780856423173805,4.2191435768261965,历史2/6次成功; 当前距低点4.22%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
74,65.97241542458319,57.0744017835026,603767,中马传动,bottom_area,2026-06-01,17.96,25.5,2026-06-01,17.6,2.045454545454542,4.6022727272727195,30.98039215686274,29.56862745098039,False,0.2232,3.3667,1,5,1,20.0,29.881925522252505,29.881925522252505,17.95454545454546,2.045454545454542,历史1/5次成功; 当前距低点2.05%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
75,65.74004654198558,56.17896520146522,600103,青山纸业,bottom_area,2026-06-01,3.69,5.1,2026-06-01,3.64,1.3736263736263687,2.7472527472527495,28.62745098039215,27.64705882352941,False,-0.5391,3.5894,1,3,1,33.33333333333333,27.083333333333325,27.083333333333325,18.62637362637363,1.3736263736263687,历史1/3次成功; 当前距低点1.37%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
76,65.60203088592353,55.654622892635295,688556,高测股份,bottom_area,2026-06-01,11.38,15.8,2026-06-01,11.27,0.976042590949434,6.832298136645959,28.670886075949376,27.974683544303797,False,-4.6102,5.3115,1,2,1,50.0,67.0,67.0,19.023957409050567,0.976042590949434,历史1/2次成功; 当前距低点0.98%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
77,65.51305268187659,59.304299323136654,603348,文灿股份,bottom_area,2026-06-01,16.62,22.0,2026-06-01,15.9,4.528301886792456,4.528301886792456,27.727272727272727,24.45454545454545,False,3.4225,0.7506,2,5,2,40.0,28.97219153238415,31.539888682745836,15.471698113207545,4.528301886792456,历史2/5次成功; 当前距低点4.53%; 最新日涨幅3.42%; 状态bottom_area; 底部未确认
78,65.33475465752751,55.13521082450149,300351,永贵电器,bottom_area,2026-06-01,17.59,26.0,2026-06-01,17.47,0.6868918145392158,5.495134516313685,32.80769230769231,32.34615384615385,False,-1.6769,5.6701,1,2,1,50.0,33.447979363714516,33.447979363714516,19.313108185460788,0.6868918145392158,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
79,64.83875873592261,54.51987506507028,600770,综艺股份,bottom_area,2026-06-01,6.15,8.62,2026-06-01,6.12,0.49019607843137664,3.1045751633986844,29.002320185614845,28.65429234338746,False,-0.4854,2.2557,1,2,1,50.0,27.72861356932153,27.72861356932153,19.509803921568626,0.49019607843137664,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
80,64.58390649571368,54.08101100716045,300696,爱乐达,bottom_area,2026-06-01,30.38,44.58,2026-06-01,30.3,0.2640264026402584,4.521452145214525,32.03230148048452,31.852848811126066,False,-1.5554,2.6928,1,3,1,33.33333333333333,42.04117135401565,42.04117135401565,19.73597359735974,0.2640264026402584,历史1/3次成功; 当前距低点0.26%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
81,64.30837607327406,57.24042761940027,002218,拓日新能,bottom_area,2026-06-01,4.6,6.46,2026-05-28,4.44,3.6036036036035863,5.1801801801801695,31.269349845201234,28.79256965944273,False,0.8772,2.471,1,4,1,25.0,39.04109589041095,39.04109589041095,16.396396396396415,3.6036036036035863,历史1/4次成功; 当前距低点3.60%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
82,63.710478434641836,53.87520274843142,002756,永兴材料,bottom_area,2026-06-01,61.8,89.88,2026-06-01,61.31,0.7992170934594599,2.838036209427491,31.786826880284817,31.24165554072096,False,-1.0567,2.7672,1,2,1,50.0,28.0506329113924,28.0506329113924,19.200782906540542,0.7992170934594599,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
83,62.75009972246151,56.93053402239451,600620,天宸股份,bottom_area,2026-06-01,4.95,6.54,2026-06-01,4.73,4.6511627906976685,5.496828752642701,27.675840978593264,24.311926605504585,False,3.5565,1.0645,1,2,1,50.0,29.38271604938273,29.38271604938273,15.348837209302332,4.6511627906976685,历史1/2次成功; 当前距低点4.65%; 最新日涨幅3.56%; 状态bottom_area; 底部未确认
84,62.453583573228435,52.32806445430154,301517,陕西华达,bottom_area,2026-06-01,54.16,75.69,2026-06-01,54.0,0.29629629629629,3.870370370370377,28.656361474435194,28.444972915840932,False,-2.026,3.6445,1,4,1,25.0,34.40118284869394,34.40118284869394,19.703703703703713,0.29629629629629,历史1/4次成功; 当前距低点0.30%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
85,62.08980314543843,51.91119747177506,688307,中润光学,bottom_area,2026-06-01,67.3,96.87,2026-06-01,67.18,0.17862459065196534,7.665972015480785,30.64932383606895,30.525446474656764,False,-6.5148,4.7601,1,2,1,50.0,20.099255583126556,20.099255583126556,19.821375409348036,0.17862459065196534,历史1/2次成功; 当前距低点0.18%; 最新日涨幅-6.51%; 状态bottom_area; 底部未确认
86,62.081264509036814,56.339644670050745,600067,冠城新材,bottom_area,2026-06-01,3.14,4.2,2026-05-29,3.0,4.666666666666671,5.666666666666664,28.571428571428577,25.238095238095237,False,3.2895,2.1072,1,2,1,50.0,26.39593908629443,26.39593908629443,15.333333333333329,4.666666666666671,历史1/2次成功; 当前距低点4.67%; 最新日涨幅3.29%; 状态bottom_area; 底部未确认
87,62.0260792734936,52.371427840327534,600186,莲花控股,bottom_area,2026-06-01,9.84,13.7,2026-06-01,9.77,0.7164790174002077,10.440122824974408,28.686131386861312,28.175182481751822,False,-3.0542,13.6543,1,4,1,25.0,53.49544072948328,53.49544072948328,19.283520982599793,0.7164790174002077,历史1/4次成功; 当前距低点0.72%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
88,61.74868449519233,55.0023076923077,002320,海峡股份,bottom_area,2026-06-01,7.68,11.0,2026-05-28,7.41,3.6437246963562693,4.858299595141693,32.63636363636363,30.181818181818183,False,0.7874,0.855,1,3,1,33.33333333333333,26.111111111111097,26.111111111111097,16.35627530364373,3.6437246963562693,历史1/3次成功; 当前距低点3.64%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
89,61.463886150326566,54.72364806649733,300615,欣天科技,bottom_area,2026-06-01,11.74,15.98,2026-06-01,11.33,3.6187113857016784,7.14916151809356,29.09887359198999,26.533166458072593,False,1.8213,5.2598,1,3,1,33.33333333333333,24.306326304106545,24.306326304106545,16.381288614298324,3.6187113857016784,历史1/3次成功; 当前距低点3.62%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
90,61.158487917352154,51.11965176165626,000792,盐湖股份,bottom_area,2026-06-01,30.38,41.6,2026-06-01,30.33,0.1648532805802859,2.274975272007917,27.091346153846164,26.97115384615385,False,-1.2675,1.0598,1,3,1,33.33333333333333,24.904214559386965,24.904214559386965,19.835146719419715,0.1648532805802859,历史1/3次成功; 当前距低点0.16%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
91,60.77316515779193,51.293550424536406,300683,海特生物,bottom_area,2026-06-01,27.52,39.16,2026-05-29,27.33,0.6952067325283618,4.573728503476033,30.209397344228805,29.724208375893763,False,0.0727,3.4277,1,5,1,20.0,22.089364380113267,22.089364380113267,19.30479326747164,0.6952067325283618,历史1/5次成功; 当前距低点0.70%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
92,60.336796317665396,50.64680109281061,601133,柏诚股份,bottom_area,2026-06-01,25.36,35.66,2026-06-01,25.26,0.3958828186856606,6.49247822644496,29.16432978126752,28.88390353337072,False,-4.554,2.8899,1,3,1,33.33333333333333,35.40903540903542,35.40903540903542,19.60411718131434,0.3958828186856606,历史1/3次成功; 当前距低点0.40%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
93,59.81653870841903,52.96575203047031,301333,诺思格,bottom_area,2026-06-01,50.13,70.24,2026-05-27,48.52,3.318219291014014,8.98598516075845,30.92255125284737,28.630410022779035,True,-1.2022,1.4026,1,4,1,25.0,25.840279645065877,25.840279645065877,16.68178070898599,3.318219291014014,历史1/4次成功; 当前距低点3.32%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
94,58.49798292862836,49.01312479122936,603360,百傲化学,bottom_area,2026-06-01,20.36,27.99,2026-06-01,20.3,0.2955665024630479,5.073891625615752,27.474097892104314,27.259735619864234,False,-5.0816,2.4091,1,3,1,33.33333333333333,25.39614561027837,25.39614561027837,19.704433497536954,0.2955665024630479,历史1/3次成功; 当前距低点0.30%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
95,58.44176484724203,48.701470706035025,002173,创新医疗,bottom_area,2026-06-01,17.23,25.39,2026-06-01,17.23,0.0,0.0,32.13863725876329,32.13863725876329,False,-9.9791,1.1031,2,7,2,28.57142857142857,26.006370923383365,27.109266943291825,20.0,0.0,历史2/7次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
96,58.42230571979749,49.293129684127294,688091,上海谊众,bottom_area,2026-06-01,44.6,61.98,2026-06-01,44.3,0.6772009029345469,7.855530474040641,28.52533075185544,28.041303646337525,False,-4.5377,3.5575,1,4,1,25.0,32.96853625171,32.96853625171,19.322799097065456,0.6772009029345469,历史1/4次成功; 当前距低点0.68%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
97,58.22616432192061,48.97897135859637,688123,聚辰股份,bottom_area,2026-06-01,127.67,176.5,2026-06-01,127.02,0.5117304361517916,10.360573138088498,28.033994334277622,27.665722379603398,False,-3.9859,5.9844,1,3,1,33.33333333333333,27.862276449941504,27.862276449941504,19.48826956384821,0.5117304361517916,历史1/3次成功; 当前距低点0.51%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
98,57.93406109882761,51.993590712319794,000710,贝瑞基因,bottom_area,2026-06-01,8.98,12.09,2026-05-28,8.63,4.055619930475082,4.866743916570103,28.61869313482216,25.723738626964426,False,1.8141,1.8267,1,7,1,14.285714285714285,39.58742632612967,39.58742632612967,15.944380069524918,4.055619930475082,历史1/7次成功; 当前距低点4.06%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
99,57.86688311688312,48.222402597402606,300427,红相股份,bottom_area,2026-06-01,7.29,10.25,2026-06-01,7.29,0.0,0.0,28.878048780487802,28.878048780487802,False,-19.978,0.9935,1,4,1,25.0,31.168831168831172,31.168831168831172,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态bottom_area; 底部未确认
100,56.85891318627734,51.909292042347545,603318,水发燃气,bottom_area,2026-06-01,9.25,12.28,2026-05-29,8.81,4.994324631101016,6.242905788876264,28.257328990228004,24.674267100977197,False,3.9326,8.2543,1,3,1,33.33333333333333,26.037735849056602,26.037735849056602,15.005675368898984,4.994324631101016,历史1/3次成功; 当前距低点4.99%; 最新日涨幅3.93%; 状态bottom_area; 底部未确认
