rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.47167361259652,82.86754033930872,000591,太阳能,bottom_area,2022-09-30,6.83,2022-09-30,6.76,1.0355029585798858,1.7751479289940846,29.140461215932913,False,0.1466,0.7525,1,1,1,100.0,32.84132841328414,32.84132841328414,13.964497041420113,1.0355029585798858,历史1/1次成功; 当前距低点1.04%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
41,78.51499199573105,68.2739060832444,688171,纬德信息,bottom_area,2022-09-30,18.66,2022-09-30,18.66,0.0,3.644158628081456,31.093057607090095,False,-2.8125,1.9682,1,1,1,100.0,16.257559587335468,16.257559587335468,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
42,78.3996138211382,68.17357723577236,002660,茂硕电源,bottom_area,2022-09-30,7.27,2022-09-30,7.27,0.0,2.4759284731774502,28.585461689587426,False,-1.7568,1.1602,1,1,1,100.0,15.718157181571806,15.718157181571806,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
43,78.36433716075157,68.14290187891442,300520,科大国创,bottom_area,2022-09-30,15.2,2022-09-30,15.2,0.0,4.078947368421059,29.564411492122332,False,-2.9374,1.401,1,1,1,100.0,15.553235908141966,15.553235908141966,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
44,77.74110193212542,68.02810506679504,002213,大为股份,bottom_area,2022-09-30,11.91,2022-09-30,11.87,0.3369839932603279,5.560235888795284,32.17142857142858,False,-4.4908,2.7373,1,1,1,100.0,17.02380952380952,17.02380952380952,14.66301600673967,0.3369839932603279,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
45,75.87217188367234,67.37857036346693,601778,晶科科技,bottom_area,2022-09-30,4.49,2022-09-29,4.44,1.1261261261261222,2.477477477477464,28.271405492730207,False,0.6726,0.7177,1,2,1,50.0,42.344827586206904,42.344827586206904,13.873873873873876,1.1261261261261222,历史1/2次成功; 当前距低点1.13%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
46,72.72242113270792,63.76349205806678,002759,天际股份,bottom_area,2022-09-30,18.11,2022-09-30,18.03,0.4437049362174059,3.605102606766492,27.298387096774192,False,-1.683,0.7639,2,3,2,66.66666666666666,24.07780992460108,27.166666666666668,14.556295063782592,0.4437049362174059,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
47,71.59984597436423,64.11926505166946,000676,智度股份,bottom_area,2022-09-30,5.16,2022-09-29,5.08,1.5748031496063006,3.9370078740157513,30.219780219780223,False,0.9785,0.6766,1,2,1,50.0,30.321592649310862,30.321592649310862,13.4251968503937,1.5748031496063006,历史1/2次成功; 当前距低点1.57%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
48,70.35350779745002,61.70160307915866,300648,星云股份,bottom_area,2022-09-30,35.18,2022-09-30,35.02,0.45688178183893935,4.1690462592803925,30.391572252037363,False,-3.2985,2.1542,3,5,3,60.0,21.14673947178195,26.78362573099414,14.54311821816106,0.45688178183893935,历史3/5次成功; 当前距低点0.46%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
49,66.02665346103264,57.780354738601424,300560,中富通,bottom_area,2022-09-30,11.81,2022-09-29,11.77,0.3398470688190393,4.078164825828381,28.88217522658611,False,0.0,0.72,1,2,1,50.0,20.94196804037006,20.94196804037006,14.660152931180962,0.3398470688190393,历史1/2次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,65.71746461832387,57.33138355726168,300549,优德精密,bottom_area,2022-09-30,11.54,2022-09-30,11.52,0.1736111111111074,4.1666666666666705,28.358208955223873,False,-2.2034,0.5213,1,2,1,50.0,38.963531669865645,38.963531669865645,14.826388888888891,0.1736111111111074,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
51,65.18885223472181,58.44517786561265,000510,新金路,bottom_area,2022-09-30,5.59,2022-09-30,5.5,1.6363636363636338,5.272727272727273,29.66751918158568,False,-2.6132,3.2731,1,2,1,50.0,23.043478260869577,23.043478260869577,13.363636363636367,1.6363636363636338,历史1/2次成功; 当前距低点1.64%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
52,64.24021786909228,57.599947145667315,300543,朗科智能,bottom_area,2022-09-30,8.67,2022-09-29,8.53,1.641266119577967,4.689331770222747,31.760000000000005,False,-0.2301,1.5984,1,2,1,50.0,18.559322033898297,18.559322033898297,13.358733880422033,1.641266119577967,历史1/2次成功; 当前距低点1.64%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
53,64.04644592427385,57.14338403773951,000020,深华发A,bottom_area,2022-09-30,8.1,2022-09-30,7.99,1.3767209011264008,4.505632040050055,28.660714285714278,False,-7.8498,5.2029,1,2,1,50.0,23.076923076923073,23.076923076923073,13.623279098873597,1.3767209011264008,历史1/2次成功; 当前距低点1.38%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
54,63.214092845620605,55.917426806769875,601919,中远海控,bottom_area,2022-09-30,11.02,2022-09-30,10.92,0.9157509157509125,2.014652014652021,27.87318361955086,False,-0.5415,0.4913,1,2,1,50.0,40.45881126173098,40.45881126173098,14.084249084249088,0.9157509157509125,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
55,61.65468325586664,53.95883860717594,601686,友发集团,bottom_area,2022-09-30,5.83,2022-09-30,5.81,0.3442340791738462,1.8932874354561158,31.887456037514657,False,-0.3419,0.4289,1,2,1,50.0,22.923076923076927,22.923076923076927,14.655765920826152,0.3442340791738462,历史1/2次成功; 当前距低点0.34%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
56,61.543124306326305,53.515760266370705,002080,中材科技,bottom_area,2022-09-30,19.92,2022-09-30,19.92,0.0,2.309236947791151,30.568142209829208,False,-1.7751,0.4103,1,2,1,50.0,28.579356270810223,28.579356270810223,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
57,60.985308943089414,53.613458411507175,000576,甘化科工,bottom_area,2022-09-30,10.32,2022-09-30,10.26,0.5847953216374318,5.458089668615989,29.045643153526978,False,-2.7333,1.2443,1,2,1,50.0,24.015009380863045,24.015009380863045,14.415204678362567,0.5847953216374318,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
58,59.91284484336117,52.45343434343436,002745,木林森,bottom_area,2022-09-30,8.28,2022-09-30,8.25,0.3636363636363559,1.9393939393939412,27.504393673110727,False,-0.6002,0.9616,1,2,1,50.0,15.06734006734006,15.06734006734006,14.636363636363644,0.3636363636363559,历史1/2次成功; 当前距低点0.36%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
59,59.11951638903814,51.408275120902736,605319,无锡振华,bottom_area,2022-09-30,12.62,2022-09-30,12.62,0.0,3.328050713153724,32.729211087420055,False,-2.3975,0.738,1,2,1,50.0,17.248790972595383,17.248790972595383,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
60,58.857574567576805,51.32212332383062,002222,福晶科技,bottom_area,2022-09-30,13.55,2022-09-30,13.53,0.14781966001479194,3.0303030303030316,27.179763186221738,False,-2.518,0.9824,1,3,1,33.33333333333333,25.783972125435533,25.783972125435533,14.852180339985207,0.14781966001479194,历史1/3次成功; 当前距低点0.15%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
61,58.05404496728059,51.3368117977528,002355,兴民智通,bottom_area,2022-09-30,4.49,2022-09-30,4.45,0.8988764044943828,4.269662921348303,27.406199021207172,False,-0.6637,1.9723,1,2,1,50.0,15.624999999999991,15.624999999999991,14.101123595505616,0.8988764044943828,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
62,56.71923178226514,49.32107111501317,600379,宝光股份,bottom_area,2022-09-30,9.58,2022-09-30,9.58,0.0,3.235908141962427,27.64350453172206,False,-3.1345,1.2248,1,2,1,50.0,16.242317822651444,16.242317822651444,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
