rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.95192881187019,79.6484756418083,688236,春立医疗,bottom_area,2023-07-05,24.4,2023-06-28,23.72,2.866779089376053,7.082630691399662,32.228571428571435,True,0.082,2.1757,1,1,1,100.0,28.788881535407025,28.788881535407025,7.133220910623947,2.866779089376053,历史1/1次成功; 当前距低点2.87%; 最新日涨幅0.08%; 状态bottom_area; 底部已确认
12,72.77040425906847,72.02070071915914,601669,中国电建,bottom_area,2023-07-05,5.86,2023-06-07,5.61,4.45632798573975,5.882352941176471,29.78723404255319,False,0.0,0.6899,1,1,1,100.0,16.457680250783696,16.457680250783696,5.54367201426025,4.45632798573975,历史1/1次成功; 当前距低点4.46%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,72.594485775248,72.25709854468914,002041,登海种业,bottom_area,2023-07-05,15.42,2023-06-29,14.72,4.75543478260869,4.959239130434773,30.56603773584905,False,0.1949,0.3046,1,1,1,100.0,21.395106715252467,21.395106715252467,5.244565217391311,4.75543478260869,历史1/1次成功; 当前距低点4.76%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
14,72.34219549483622,70.53389037336608,002063,远光软件,bottom_area,2023-07-05,7.06,2023-07-03,6.81,3.671071953010279,6.02055800293686,29.136316337148806,False,-0.8427,1.3176,1,1,1,100.0,21.311475409836078,21.311475409836078,6.328928046989721,3.671071953010279,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
15,71.88531546663016,71.19631883276469,603000,人民网,confirmed_rebound,2023-07-05,27.9,2023-07-03,26.7,4.494382022471908,12.958801498127345,27.029242962558087,True,-2.3109,5.9528,2,2,2,100.0,19.319945397852823,26.69082125603866,5.505617977528092,4.494382022471908,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-2.31%; 状态confirmed_rebound; 底部已确认
16,71.5166277439157,71.33054805334179,605266,健之佳,bottom_area,2023-07-05,62.1,2023-07-04,59.22,4.8632218844984845,5.369807497467072,32.11051243838129,False,1.5536,1.0076,3,4,3,75.0,21.901580376335108,33.154615273148806,5.136778115501516,4.8632218844984845,历史3/4次成功; 当前距低点4.86%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
17,71.09427124293818,70.12998396344085,600995,南网储能,bottom_area,2023-07-05,11.2,2023-06-07,10.74,4.283054003724386,6.983240223463687,32.7909887359199,False,-1.1474,1.1052,1,1,1,100.0,26.64165103189493,26.64165103189493,5.716945996275615,4.283054003724386,历史1/1次成功; 当前距低点4.28%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
18,70.82309462941727,70.4635865348517,000703,恒逸石化,bottom_area,2023-07-05,6.86,2023-06-12,6.55,4.7328244274809235,5.954198473282451,27.222222222222225,False,0.146,0.2675,1,1,1,100.0,11.475409836065575,11.475409836065575,5.2671755725190765,4.7328244274809235,历史1/1次成功; 当前距低点4.73%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
19,69.29838316139289,68.88231548397292,601086,国芳集团,bottom_area,2023-07-05,4.47,2023-06-26,4.27,4.683840749414524,6.791569086651056,28.83333333333334,False,-0.8869,0.9184,1,1,1,100.0,24.846625766871185,24.846625766871185,5.316159250585476,4.683840749414524,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
20,68.23820463045023,67.87133256254458,002481,双塔食品,bottom_area,2023-07-05,4.44,2023-06-26,4.24,4.7169811320754755,6.603773584905645,31.61290322580645,False,-0.6711,0.4699,1,1,1,100.0,19.817470664928287,19.817470664928287,5.283018867924525,4.7169811320754755,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
21,60.14700300949529,55.10241566031181,688228,开普云,bottom_area,2023-07-05,49.7,2023-07-03,49.5,0.40404040404040975,5.05050505050505,30.962343096234314,False,-1.9917,4.3866,1,2,1,50.0,29.80445043830074,29.80445043830074,9.595959595959592,0.40404040404040975,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
22,57.28545224860313,57.19704877291084,000792,盐湖股份,bottom_area,2023-07-05,19.41,2023-05-30,18.5,4.91891891891892,7.5675675675675595,29.49695121951219,True,0.2583,0.4378,1,2,1,50.0,24.904214559386965,24.904214559386965,5.081081081081081,4.91891891891892,历史1/2次成功; 当前距低点4.92%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
23,54.034835730342245,52.87733790665392,688229,博睿数据,bottom_area,2023-07-05,49.2,2023-07-03,47.37,3.8632045598480165,8.254169305467604,32.328571428571436,True,-1.3633,2.5505,1,2,1,50.0,11.21206614573869,11.21206614573869,6.136795440151984,3.8632045598480165,历史1/2次成功; 当前距低点3.86%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
24,50.74387938793877,49.442754275427525,300499,高澜股份,confirmed_rebound,2023-07-05,17.1,2023-06-28,16.5,3.636363636363645,10.24242424242425,31.592039800995025,True,-4.0942,9.3853,1,2,1,50.0,10.396039603960403,10.396039603960403,6.363636363636354,3.636363636363645,历史1/2次成功; 当前距低点3.64%; 最新日涨幅-4.09%; 状态confirmed_rebound; 底部已确认
25,48.91096117078819,48.739291384899566,603335,迪生力,bottom_area,2023-07-05,6.53,2023-06-27,6.23,4.815409309791329,8.18619582664526,27.134502923976612,True,-2.6826,4.995,1,3,1,33.33333333333333,20.081135902636923,20.081135902636923,5.184590690208672,4.815409309791329,历史1/3次成功; 当前距低点4.82%; 最新日涨幅-2.68%; 状态bottom_area; 底部已确认
