rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.62454753013765,84.99351585014412,300735,光弘科技,bottom_area,2024-01-26,17.75,2024-01-24,17.35,2.305475504322758,7.3775216138328386,28.008298755186722,True,-3.794,3.5542,3,3,3,100.0,50.43111523258737,93.48973607038124,12.694524495677243,2.305475504322758,历史3/3次成功; 当前距低点2.31%; 最新日涨幅-3.79%; 状态bottom_area; 底部已确认
12,80.82006262080593,76.14694868238558,002577,雷柏科技,bottom_area,2024-01-26,15.04,2024-01-24,14.42,4.299583911234391,8.044382801664355,29.65853658536585,True,-2.8424,1.977,1,1,1,100.0,50.0,50.0,10.700416088765607,4.299583911234391,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
13,80.18793491818776,73.05570160145018,002304,洋河股份,bottom_area,2024-01-26,94.83,2024-01-24,92.52,2.4967574578469547,4.755728491137058,27.53759398496241,False,-1.4241,0.5611,1,1,1,100.0,20.474777448071226,20.474777448071226,12.503242542153044,2.4967574578469547,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
14,78.21298707028679,72.2687330754352,688160,步科股份,bottom_area,2024-01-26,43.16,2024-01-24,41.8,3.2535885167464107,8.755980861244028,28.91156462585034,True,-4.344,1.325,1,1,1,100.0,26.542553191489354,26.542553191489354,11.746411483253588,3.2535885167464107,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-4.34%; 状态bottom_area; 底部已确认
15,78.16331258750506,72.43239761163909,002399,海普瑞,bottom_area,2024-01-26,9.1,2024-01-24,8.8,3.409090909090897,6.7045454545454515,32.15111796453354,False,-2.7778,0.4999,1,1,1,100.0,28.307123034227555,28.307123034227555,11.590909090909102,3.409090909090897,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
16,77.8648360147418,73.6430572988997,688176,亚虹医药,bottom_area,2024-01-26,8.12,2024-01-24,7.77,4.5045045045045,8.751608751608748,28.84615384615385,True,-2.4038,2.0705,2,2,2,100.0,22.38348155467721,25.473484848484844,10.495495495495499,4.5045045045045,历史2/2次成功; 当前距低点4.50%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
17,76.31627959018323,71.08740595235449,300593,新雷能,bottom_area,2024-01-26,11.25,2024-01-24,10.85,3.6866359447004644,7.834101382488476,31.11111111111111,True,-3.2674,1.6555,1,1,1,100.0,25.499655410062033,25.499655410062033,11.313364055299536,3.6866359447004644,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
18,75.34528227267934,71.46435629580279,603075,热威股份,bottom_area,2024-01-26,20.67,2024-01-24,19.75,4.658227848101274,7.240506329113923,29.590017825311943,True,-1.5245,6.0761,1,1,1,100.0,29.221052631578953,29.221052631578953,10.341772151898725,4.658227848101274,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部已确认
19,74.580323532373,69.3970815625758,605123,派克新材,bottom_area,2024-01-26,67.66,2024-01-24,65.29,3.629958646040726,9.358247817429927,32.13097713097713,True,-3.8784,0.9574,1,1,1,100.0,15.71713589004656,15.71713589004656,11.370041353959273,3.629958646040726,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-3.88%; 状态bottom_area; 底部已确认
20,74.52572449914399,70.14961969674518,300633,开立医疗,bottom_area,2024-01-26,38.28,2024-01-24,36.72,4.248366013071902,8.06100217864924,29.78967495219885,True,-1.6444,0.5673,1,1,1,100.0,17.12846347607052,17.12846347607052,10.751633986928097,4.248366013071902,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
21,74.37968336736705,70.25652075911037,002600,领益智造,bottom_area,2024-01-26,5.18,2024-01-22,4.96,4.435483870967737,9.677419354838717,27.272727272727277,True,-2.6316,0.8384,3,4,3,75.0,24.163569811380693,38.381201044386415,10.564516129032263,4.435483870967737,历史3/4次成功; 当前距低点4.44%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
22,72.93636944388383,69.1173433535038,301510,固高科技,bottom_area,2024-01-26,29.5,2024-01-24,28.2,4.609929078014187,7.9787234042553195,28.061224489795926,True,-2.7045,3.7413,1,1,1,100.0,16.010654039656714,16.010654039656714,10.390070921985812,4.609929078014187,历史1/1次成功; 当前距低点4.61%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
23,72.67558688843253,68.06821319298112,688039,当虹科技,bottom_area,2024-01-26,26.12,2024-01-24,25.12,3.9808917197452227,8.200636942675153,30.951072017592086,True,-3.1875,2.0849,3,4,3,75.0,17.04110921505497,17.31207289293849,11.019108280254777,3.9808917197452227,历史3/4次成功; 当前距低点3.98%; 最新日涨幅-3.19%; 状态bottom_area; 底部已确认
24,70.10388482889742,66.78705277703547,301486,致尚科技,bottom_area,2024-01-26,37.07,2024-01-24,35.34,4.895302773061677,8.771929824561386,28.08302808302808,True,-3.2115,3.768,1,1,1,100.0,17.19539300868862,17.19539300868862,10.104697226938322,4.895302773061677,历史1/1次成功; 当前距低点4.90%; 最新日涨幅-3.21%; 状态bottom_area; 底部已确认
25,69.55075691583168,61.263956494822004,603305,旭升集团,bottom_area,2024-01-26,14.59,2024-01-26,14.49,0.6901311249137312,5.3830227743271175,28.053624627606755,False,-4.8271,1.8306,2,3,2,66.66666666666666,23.875208564293793,32.41061130334487,14.309868875086268,0.6901311249137312,历史2/3次成功; 当前距低点0.69%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
26,68.16385790444211,63.659690161924054,688095,福昕软件,bottom_area,2024-01-26,53.99,2024-01-24,52.0,3.8269230769230806,7.307692307692302,27.33370598099497,False,-1.8364,1.811,2,3,2,66.66666666666666,25.152731777645194,31.679509356817103,11.17307692307692,3.8269230769230806,历史2/3次成功; 当前距低点3.83%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
27,68.0486691458998,63.69869863351598,688107,安路科技,bottom_area,2024-01-26,29.47,2024-01-24,28.35,3.950617283950608,8.818342151675484,31.521739130434778,True,-3.6928,0.5714,2,4,2,50.0,47.34465613399662,67.95615731785945,11.049382716049392,3.950617283950608,历史2/4次成功; 当前距低点3.95%; 最新日涨幅-3.69%; 状态bottom_area; 底部已确认
28,67.68720624299851,62.379926526122375,603348,文灿股份,bottom_area,2024-01-26,28.15,2024-01-24,27.3,3.1135531135531056,6.666666666666668,32.923832923832926,False,-2.7634,1.096,2,4,2,50.0,28.97219153238415,31.539888682745836,11.886446886446894,3.1135531135531056,历史2/4次成功; 当前距低点3.11%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
29,66.97658760794394,60.058513639037116,300661,圣邦股份,bottom_area,2024-01-26,64.85,2024-01-24,63.8,1.6457680250783657,5.4858934169279,28.715083798882684,False,-1.3838,0.6904,1,2,1,50.0,31.832606108687024,31.832606108687024,13.354231974921635,1.6457680250783657,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
30,64.3581495618931,61.31540034465897,688320,禾川科技,bottom_area,2024-01-26,30.63,2024-01-24,29.2,4.897260273972602,8.184931506849317,29.074568860820992,True,-2.8544,2.0167,2,4,2,50.0,35.920181555465064,38.29133374308544,10.102739726027398,4.897260273972602,历史2/4次成功; 当前距低点4.90%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
31,63.727183694301004,59.73184402924454,688246,嘉和美康,bottom_area,2024-01-26,25.61,2024-01-23,24.62,4.021121039805029,8.85458976441917,29.677235075692654,True,-2.8452,1.075,1,2,1,50.0,58.0508474576271,58.0508474576271,10.97887896019497,4.021121039805029,历史1/2次成功; 当前距低点4.02%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
32,63.53965234564092,58.05501295066345,300421,力星股份,bottom_area,2024-01-26,9.68,2024-01-23,9.43,2.651113467656416,6.7868504772004306,28.015267175572518,False,-3.1031,4.1024,1,2,1,50.0,43.59974009096816,43.59974009096816,12.348886532343585,2.651113467656416,历史1/2次成功; 当前距低点2.65%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
33,62.85415588702459,57.081173560971756,688220,翱捷科技,bottom_area,2024-01-26,52.8,2024-01-23,51.6,2.325581395348829,7.84883720930232,27.067137809187276,True,-3.5088,0.74,1,2,1,50.0,25.180102915951984,25.180102915951984,12.674418604651173,2.325581395348829,历史1/2次成功; 当前距低点2.33%; 最新日涨幅-3.51%; 状态bottom_area; 底部已确认
34,62.512907267487975,58.51131534745582,002036,联创电子,bottom_area,2024-01-26,7.64,2024-01-24,7.35,3.9455782312925174,7.482993197278922,28.432327166504383,True,-3.2911,2.508,2,4,2,50.0,19.393729649477176,22.210743801652896,11.054421768707481,3.9455782312925174,历史2/4次成功; 当前距低点3.95%; 最新日涨幅-3.29%; 状态bottom_area; 底部已确认
35,60.69579073282719,55.49186473429953,002735,王子新材,bottom_area,2024-01-26,11.09,2024-01-23,10.8,2.685185185185177,7.870370370370367,28.618638466622603,True,-3.313,4.4002,1,2,1,50.0,21.043478260869563,21.043478260869563,12.314814814814824,2.685185185185177,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
36,60.42869827586207,53.31943965517242,600156,华升股份,bottom_area,2024-01-26,5.16,2024-01-26,5.12,0.7812500000000007,8.203124999999998,29.08587257617728,False,-7.027,18.8018,1,2,1,50.0,35.05747126436782,35.05747126436782,14.21875,0.7812500000000007,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-7.03%; 状态bottom_area; 底部未确认
37,60.32397495966511,57.246404171399625,002009,天奇股份,bottom_area,2024-01-26,11.17,2024-01-24,10.67,4.686035613870666,7.216494845360821,31.864623243933586,True,-2.2747,1.5318,1,2,1,50.0,44.78798586572438,44.78798586572438,10.313964386129335,4.686035613870666,历史1/2次成功; 当前距低点4.69%; 最新日涨幅-2.27%; 状态bottom_area; 底部已确认
38,58.731015452538614,55.91666666666666,688319,欧林生物,bottom_area,2024-01-26,12.08,2024-01-24,11.52,4.861111111111115,10.937499999999998,28.447204968944106,True,-4.6567,1.1838,1,2,1,50.0,58.333333333333336,58.333333333333336,10.138888888888884,4.861111111111115,历史1/2次成功; 当前距低点4.86%; 最新日涨幅-4.66%; 状态bottom_area; 底部已确认
39,58.14434627300667,51.42878703721081,688348,昱能科技,bottom_area,2024-01-26,95.21,2024-01-24,94.35,0.9114997350291463,8.044515103338638,28.776326715482753,False,-2.8569,2.7346,1,2,1,50.0,16.27422813482398,16.27422813482398,14.088500264970854,0.9114997350291463,历史1/2次成功; 当前距低点0.91%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
40,57.78930565958355,53.99100075352257,603087,甘李药业,bottom_area,2024-01-26,40.49,2024-01-24,38.99,3.847140292382662,8.104642215952799,27.79629629629629,True,-2.9482,1.8849,1,2,1,50.0,17.002583979328158,17.002583979328158,11.152859707617338,3.847140292382662,历史1/2次成功; 当前距低点3.85%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
41,57.50036408395117,54.22982490449251,301512,智信精密,bottom_area,2024-01-26,49.86,2024-01-24,47.78,4.35328589367936,7.785684386772705,28.225927595012763,True,-1.4625,7.7695,1,2,1,50.0,24.490950226244347,24.490950226244347,10.64671410632064,4.35328589367936,历史1/2次成功; 当前距低点4.35%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
42,56.66645781911567,54.02720861172978,300474,景嘉微,bottom_area,2024-01-26,56.54,2024-01-23,53.88,4.936896807720855,7.980697847067551,27.842507030936115,True,-2.5676,1.4717,1,3,1,33.33333333333333,59.857142857142854,59.857142857142854,10.063103192279145,4.936896807720855,历史1/3次成功; 当前距低点4.94%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
43,55.20107934125237,51.31758632226979,001216,华瓷股份,bottom_area,2024-01-26,15.91,2024-01-26,15.36,3.5807291666666714,8.789062500000009,32.51318101933217,False,-6.7955,61.2432,1,2,1,50.0,18.77230549607424,18.77230549607424,11.419270833333329,3.5807291666666714,历史1/2次成功; 当前距低点3.58%; 最新日涨幅-6.80%; 状态bottom_area; 底部未确认
44,54.579660937223096,51.81429144973711,603158,腾龙股份,bottom_area,2024-01-26,8.01,2024-01-22,7.65,4.705882352941169,7.581699346405229,29.622815087396496,True,-1.476,2.6239,1,3,1,33.33333333333333,35.270805812417436,35.270805812417436,10.294117647058831,4.705882352941169,历史1/3次成功; 当前距低点4.71%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
45,54.47052882075123,51.17528306267671,688321,微芯生物,bottom_area,2024-01-26,17.58,2024-01-24,16.88,4.146919431279617,7.760663507109018,29.987557030277895,True,-3.0336,0.6006,1,2,1,50.0,15.754082612872244,15.754082612872244,10.853080568720383,4.146919431279617,历史1/2次成功; 当前距低点4.15%; 最新日涨幅-3.03%; 状态bottom_area; 底部已确认
46,53.81161546720815,51.346739960806474,300602,飞荣达,bottom_area,2024-01-26,13.28,2024-01-24,12.65,4.980237154150189,9.1699604743083,30.149088901159576,True,-3.0657,1.8484,1,2,1,50.0,26.890756302520995,26.890756302520995,10.019762845849812,4.980237154150189,历史1/2次成功; 当前距低点4.98%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
47,53.39284808832576,49.18546336682187,603160,汇顶科技,bottom_area,2024-01-26,57.37,2024-01-24,55.65,3.090745732255164,6.77448337825697,30.4375,False,-3.2383,0.7674,1,3,1,33.33333333333333,20.747474747474755,20.747474747474755,11.909254267744835,3.090745732255164,历史1/3次成功; 当前距低点3.09%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
48,52.98527443811719,49.16187861524093,300458,全志科技,bottom_area,2024-01-26,17.86,2024-01-24,17.26,3.4762456546929186,7.300115874855144,29.32022932022932,True,-3.1453,1.6375,1,4,1,25.0,17.541498429789147,17.541498429789147,11.52375434530708,3.4762456546929186,历史1/4次成功; 当前距低点3.48%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
