rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.83965529314614,81.60416184971098,600172,黄河旋风,bottom_area,2024-01-10,3.5,2024-01-08,3.46,1.1560693641618507,3.7572254335260085,29.098360655737704,False,-1.1299,1.2754,1,1,1,100.0,51.074589127686465,51.074589127686465,13.843930635838147,1.1560693641618507,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
12,79.51451579249542,70.19289882812096,002355,兴民智通,bottom_area,2024-01-10,5.0,2024-01-10,4.96,0.8064516129032264,2.217741935483877,28.427128427128423,False,-1.7682,2.1901,4,5,4,80.0,17.535529599679155,21.138211382113823,14.193548387096772,0.8064516129032264,历史4/5次成功; 当前距低点0.81%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
13,79.11605495891206,72.15418018018018,300466,赛摩智能,bottom_area,2024-01-10,6.83,2023-12-26,6.66,2.5525525525525516,9.459459459459458,28.387096774193555,True,-4.073,3.2854,1,1,1,100.0,17.33333333333334,17.33333333333334,12.447447447447448,2.5525525525525516,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-4.07%; 状态bottom_area; 底部已确认
14,79.11116250821684,69.71340180546586,600981,苏豪汇鸿,bottom_area,2024-01-10,2.83,2024-01-10,2.81,0.7117437722419936,1.7793594306049758,27.948717948717945,False,-1.049,1.0986,1,1,1,100.0,20.463320463320475,20.463320463320475,14.288256227758007,0.7117437722419936,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
15,78.74548892040795,69.65388972688918,600006,东风股份,bottom_area,2024-01-10,5.52,2024-01-10,5.47,0.9140767824497225,2.193784277879344,27.645502645502646,False,-0.8977,0.5074,1,1,1,100.0,22.6235741444867,22.6235741444867,14.085923217550278,0.9140767824497225,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
16,78.25551038062285,68.04826989619379,002632,道明光学,bottom_area,2024-01-10,8.04,2024-01-10,8.04,0.0,4.72636815920399,31.105398457583554,False,-6.6202,7.7783,1,1,1,100.0,25.259515570934255,25.259515570934255,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.62%; 状态bottom_area; 底部未确认
17,78.00129629821203,68.92241811009131,603186,华正新材,bottom_area,2024-01-10,30.59,2024-01-10,30.33,0.8572370590174797,2.8684470820969374,30.911161731207294,False,-0.907,1.056,1,1,1,100.0,17.994186046511643,17.994186046511643,14.14276294098252,0.8572370590174797,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
18,71.34132252663181,63.816670350925655,601777,千里科技,bottom_area,2024-01-10,3.35,2024-01-08,3.3,1.5151515151515234,2.4242424242424265,28.41648590021693,False,0.0,0.2427,1,2,1,50.0,27.96352583586626,27.96352583586626,13.484848484848477,1.5151515151515234,历史1/2次成功; 当前距低点1.52%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,71.05304442227515,62.28524021283807,603286,日盈电子,bottom_area,2024-01-10,23.29,2024-01-10,23.19,0.43122035360068073,2.630444156964206,31.105169340463444,False,-1.8955,2.8873,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,14.568779646399319,0.43122035360068073,历史2/3次成功; 当前距低点0.43%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
20,71.02300126597731,62.4341662085208,605218,伟时电子,bottom_area,2024-01-10,20.75,2024-01-10,20.63,0.5816771691711149,4.750363548230734,29.373502225265323,False,-5.2944,5.9419,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,14.418322830828883,0.5816771691711149,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-5.29%; 状态bottom_area; 底部未确认
21,70.30676999121778,61.818575918780724,002095,生意宝,bottom_area,2024-01-10,16.94,2024-01-10,16.84,0.5938242280285121,3.919239904988124,30.240265120132566,False,-3.4758,2.0868,2,3,2,66.66666666666666,25.67649726891973,33.84030418250951,14.406175771971489,0.5938242280285121,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
22,70.22168848691842,63.23831615120277,002146,荣盛发展,bottom_area,2024-01-10,1.63,2024-01-10,1.6,1.8749999999999878,3.7499999999999893,27.927927927927932,False,-0.6098,1.7378,2,4,2,50.0,18.404925544100795,19.587628865979376,13.125000000000012,1.8749999999999878,历史2/4次成功; 当前距低点1.87%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
23,69.63596204884176,62.94776230403776,688079,美迪凯,bottom_area,2024-01-10,10.32,2024-01-10,10.11,2.0771513353115814,6.52818991097923,28.19602272727273,False,-4.797,4.1505,2,4,2,50.0,29.53584595993638,30.064655172413808,12.922848664688418,2.0771513353115814,历史2/4次成功; 当前距低点2.08%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
24,69.52063701164046,61.01915930508319,002660,茂硕电源,bottom_area,2024-01-10,10.07,2024-01-10,10.02,0.49900199600799117,3.9920159680638756,31.275720164609055,False,-4.0038,9.9864,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,14.500998003992008,0.49900199600799117,历史2/3次成功; 当前距低点0.50%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
25,68.30608561559184,59.90810185686875,300454,深信服,bottom_area,2024-01-10,63.5,2024-01-10,63.21,0.4587881664293611,2.4046828033539045,30.52319191030996,False,-1.5504,1.1207,2,4,2,50.0,22.979241270579003,29.49391262831224,14.541211833570639,0.4587881664293611,历史2/4次成功; 当前距低点0.46%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
26,66.27694438112287,59.27981662323091,603039,泛微网络,bottom_area,2024-01-10,41.03,2024-01-10,40.42,1.5091538842157333,3.513112320633354,28.320624224153217,False,-2.0296,0.3793,1,2,1,50.0,25.971438060445035,25.971438060445035,13.490846115784267,1.5091538842157333,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
27,65.8066574388519,58.6312725737532,688072,拓荆科技,bottom_area,2024-01-10,197.73,2024-01-10,195.19,1.3012961729596764,3.4889082432501675,27.643090154211148,False,-1.4307,1.0398,1,2,1,50.0,19.9367088607595,19.9367088607595,13.698703827040323,1.3012961729596764,历史1/2次成功; 当前距低点1.30%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
28,63.26588283928212,56.31358802177859,688111,金山办公,bottom_area,2024-01-10,251.1,2024-01-10,248.0,1.2499999999999976,3.8306451612903225,29.541451218819255,False,-2.0556,0.6535,1,4,1,25.0,27.68058076225045,27.68058076225045,13.750000000000002,1.2499999999999976,历史1/4次成功; 当前距低点1.25%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
29,60.53915520663508,53.521582584235325,002284,亚太股份,bottom_area,2024-01-10,7.97,2024-01-10,7.9,0.8860759493670809,2.278481012658224,30.457746478873233,False,-0.9938,0.9422,1,2,1,50.0,27.214170692431566,27.214170692431566,14.11392405063292,0.8860759493670809,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
30,60.315830694429614,52.619836094431506,301360,荣旗科技,bottom_area,2024-01-10,68.92,2024-01-10,68.8,0.1744186046511694,12.543604651162804,30.32205792991695,False,-12.527,12.9925,1,2,1,50.0,23.857583403420236,23.857583403420236,14.82558139534883,0.1744186046511694,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-12.53%; 状态bottom_area; 底部未确认
31,60.02639803940647,56.46671135430916,000058,深赛格,bottom_area,2024-01-10,7.17,2024-01-09,6.88,4.215116279069768,8.575581395348836,27.426160337552748,True,-2.0492,2.5599,1,2,1,50.0,34.82352941176472,34.82352941176472,10.784883720930232,4.215116279069768,历史1/2次成功; 当前距低点4.22%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
32,59.809624523566775,52.88489179476626,300451,创业慧康,bottom_area,2024-01-10,5.64,2024-01-10,5.59,0.8944543828264727,3.220035778175308,29.773869346733672,False,-2.5907,2.4075,1,2,1,50.0,23.89380530973452,23.89380530973452,14.105545617173526,0.8944543828264727,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
33,59.796992644940076,52.78529348095318,600986,浙文互联,bottom_area,2024-01-10,5.01,2024-01-10,4.97,0.8048289738430591,2.4144869215291775,30.489510489510497,False,-1.7647,1.7716,1,2,1,50.0,22.25969645868466,22.25969645868466,14.195171026156942,0.8048289738430591,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
34,59.71239725357893,52.00949342553302,603306,华懋科技,bottom_area,2024-01-10,22.7,2024-01-10,22.68,0.08818342151675297,3.1746031746031695,27.539936102236425,False,-3.157,1.9972,1,2,1,50.0,19.519094766619503,19.519094766619503,14.911816578483247,0.08818342151675297,历史1/2次成功; 当前距低点0.09%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
35,56.81849241579346,49.442760317859424,300678,中科信息,bottom_area,2024-01-10,26.13,2024-01-10,26.12,0.03828483920366772,4.32618683001531,29.09880564603692,False,-4.0397,2.374,1,3,1,33.33333333333333,24.552238805970156,24.552238805970156,14.961715160796333,0.03828483920366772,历史1/3次成功; 当前距低点0.04%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
