rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,103.8738811742738,88.38516291436159,000919,金陵药业,bottom_area,2026-06-05,6.22,2026-06-04,6.15,1.138211382113811,2.276422764227637,30.35107587768969,False,0.4847,1.0812,3,3,3,100.0,26.44527661799429,31.2267657992565,18.86178861788619,1.138211382113811,历史3/3次成功; 当前距低点1.14%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
147,61.81772892701698,53.71114044369369,688223,晶科能源,bottom_area,2026-06-05,5.38,2026-06-05,5.26,2.281368821292778,6.463878326996195,32.82247765006386,False,-3.0631,1.2942,1,3,1,33.33333333333333,27.16763005780348,27.16763005780348,17.71863117870722,2.281368821292778,历史1/3次成功; 当前距低点2.28%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
148,60.69451914108681,54.64790901860263,688084,晶品特装,bottom_area,2026-06-05,50.72,2026-06-05,48.66,4.233456637895607,7.172215371968768,32.47293921731891,False,0.7149,2.6591,1,5,1,20.0,28.83008356545961,28.83008356545961,15.76654336210439,4.233456637895607,历史1/5次成功; 当前距低点4.23%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
149,60.19733328594595,54.12852472398401,300712,永福股份,bottom_area,2026-06-05,22.28,2026-06-05,21.39,4.160822814399254,6.030855539971945,27.07125809751108,False,0.8601,1.5915,1,5,1,20.0,25.40173053152039,25.40173053152039,15.83917718560075,4.160822814399254,历史1/5次成功; 当前距低点4.16%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
150,60.13031933050093,50.64530303883477,000959,首钢股份,bottom_area,2026-06-05,3.46,2026-06-04,3.44,0.5813953488372098,3.488372093023259,27.27272727272728,False,-0.2882,0.4071,1,3,1,33.33333333333333,25.42372881355933,25.42372881355933,19.41860465116279,0.5813953488372098,历史1/3次成功; 当前距低点0.58%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
151,60.08032526916234,50.93355663062346,002312,川发龙蟒,bottom_area,2026-06-05,8.62,2026-06-05,8.54,0.9367681498829048,2.459016393442633,27.38095238095239,False,-0.4619,1.1324,2,7,2,28.57142857142857,23.73583204533746,25.83333333333334,19.06323185011709,0.9367681498829048,历史2/7次成功; 当前距低点0.94%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
152,60.00615631273548,53.86632354308022,002654,万润科技,bottom_area,2026-06-05,15.09,2026-06-02,14.5,4.068965517241378,9.999999999999995,27.86069651741294,True,-4.312,7.0882,1,4,1,25.0,35.84905660377357,35.84905660377357,15.93103448275862,4.068965517241378,历史1/4次成功; 当前距低点4.07%; 最新日涨幅-4.31%; 状态bottom_area; 底部已确认
153,58.88605887392647,53.88134927806156,002769,普路通,just_rebound,2026-06-05,8.01,2026-05-28,7.62,5.118110236220468,12.86089238845144,30.66424021838035,True,2.1684,4.7691,1,5,1,20.0,35.51912568306011,35.51912568306011,14.88188976377953,5.118110236220468,历史1/5次成功; 当前距低点5.12%; 最新日涨幅2.17%; 状态just_rebound; 底部已确认
154,58.1632830154721,54.22965392169922,002009,天奇股份,just_rebound,2026-06-05,21.92,2026-06-05,20.65,6.150121065375318,9.152542372881358,28.7685408761642,False,2.1911,8.9991,1,4,1,25.0,44.78798586572438,44.78798586572438,13.84987893462468,6.150121065375318,历史1/4次成功; 当前距低点6.15%; 最新日涨幅2.19%; 状态just_rebound; 底部未确认
155,58.13982257894276,52.50989562530211,605286,同力天启,bottom_area,2026-06-05,32.01,2026-06-05,30.66,4.403131115459876,6.816699282452706,32.39250275633958,False,-0.0312,1.938,1,4,1,25.0,30.46080191502094,30.46080191502094,15.59686888454013,4.403131115459876,历史1/4次成功; 当前距低点4.40%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
156,57.42363817327142,52.59899677985727,605598,上海港湾,just_rebound,2026-06-05,41.45,2026-06-05,39.41,5.176351179903594,7.942146663283438,29.87544483985766,False,-1.847,3.7191,1,2,1,50.0,29.13470115967885,29.13470115967885,14.82364882009641,5.176351179903594,历史1/2次成功; 当前距低点5.18%; 最新日涨幅-1.85%; 状态just_rebound; 底部未确认
157,57.23845929587415,50.81125941731203,002703,浙江世宝,bottom_area,2026-06-05,16.76,2026-06-05,16.2,3.456790123456805,7.283950617283949,28.25509300265722,False,-3.1774,7.7754,1,4,1,25.0,23.25746799431008,23.25746799431008,16.5432098765432,3.456790123456805,历史1/4次成功; 当前距低点3.46%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
158,57.17386985783823,52.85327720812582,300485,赛升药业,just_rebound,2026-06-05,8.93,2026-05-27,8.45,5.68047337278107,7.810650887573967,30.39538714991764,True,1.0181,2.4669,1,5,1,20.0,34.91577335375192,34.91577335375192,14.31952662721893,5.68047337278107,历史1/5次成功; 当前距低点5.68%; 最新日涨幅1.02%; 状态just_rebound; 底部已确认
159,57.13509432171973,52.32669529464431,002324,普利特,just_rebound,2026-06-05,12.21,2026-06-05,11.61,5.167958656330762,7.579672695951772,28.33333333333333,False,3.038,3.4792,1,4,1,25.0,25.95744680851065,25.95744680851065,14.83204134366924,5.167958656330762,历史1/4次成功; 当前距低点5.17%; 最新日涨幅3.04%; 状态just_rebound; 底部未确认
160,56.79327776002955,51.04429687017118,300739,明阳电路,bottom_area,2026-06-05,29.46,2026-06-05,28.29,4.135737009544014,7.776599505125484,32.32057416267942,False,-2.5149,7.1174,1,4,1,25.0,20.23999999999999,20.23999999999999,15.86426299045599,4.135737009544014,历史1/4次成功; 当前距低点4.14%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
161,55.97980424558957,49.00607738409069,002298,中电鑫龙,bottom_area,2026-06-05,8.77,2026-06-05,8.54,2.693208430913354,4.566744730679164,28.89258950874272,False,-0.904,4.1814,1,8,1,12.5,23.73472949389178,23.73472949389178,17.30679156908664,2.693208430913354,历史1/8次成功; 当前距低点2.69%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
162,55.31981423851904,51.41812833653643,300616,尚品宅配,just_rebound,2026-06-05,14.18,2026-06-05,13.38,5.979073243647226,9.940209267563528,27.59740259740259,False,4.8041,6.5889,1,3,1,33.33333333333333,26.78571428571428,26.78571428571428,14.02092675635278,5.979073243647226,历史1/3次成功; 当前距低点5.98%; 最新日涨幅4.80%; 状态just_rebound; 底部未确认
163,53.01827944329123,48.26218307000002,688006,杭可科技,bottom_area,2026-06-05,31.66,2026-06-05,30.2,4.834437086092718,10.43046357615895,29.05802208127789,False,-6.5249,4.655,1,3,1,33.33333333333333,20.22621423819029,20.22621423819029,15.16556291390728,4.834437086092718,历史1/3次成功; 当前距低点4.83%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
