rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,103.8738811742738,88.38516291436159,000919,金陵药业,bottom_area,2026-06-05,6.22,2026-06-04,6.15,1.138211382113811,2.276422764227637,30.35107587768969,False,0.4847,1.0812,3,3,3,100.0,26.44527661799429,31.2267657992565,18.86178861788619,1.138211382113811,历史3/3次成功; 当前距低点1.14%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
17,91.97186978537634,78.97002005490762,002131,利欧股份,bottom_area,2026-06-05,5.6,2026-06-05,5.51,1.633393829401086,5.626134301270427,27.40447957839262,False,-1.9264,4.4479,1,1,1,100.0,35.96837944664033,35.96837944664033,18.36660617059891,1.633393829401086,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
18,91.84332324062603,80.09616422294398,301616,浙江华业,bottom_area,2026-06-05,38.36,2026-06-05,37.43,2.484637990916376,4.541811381244998,28.52778308191712,False,0.9474,3.8177,1,1,1,100.0,27.00308959835222,27.00308959835222,17.51536200908362,2.484637990916376,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
19,91.65071424721268,80.58400527668185,605158,华达新材,bottom_area,2026-06-05,6.67,2026-06-05,6.48,2.932098765432091,4.629629629629626,28.31858407079645,False,1.3678,0.9016,3,4,3,75.0,37.71041694523716,50.9433962264151,17.06790123456791,2.932098765432091,历史3/4次成功; 当前距低点2.93%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
20,91.2554461784714,79.84851540616246,600708,光明地产,bottom_area,2026-06-05,3.08,2026-06-04,3.0,2.666666666666669,6.000000000000005,27.88461538461539,False,-1.2821,1.3229,2,2,2,100.0,33.0718954248366,36.07843137254903,17.33333333333333,2.666666666666669,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
21,90.87047874043954,77.40082754104776,001367,海森药业,bottom_area,2026-06-05,19.48,2026-06-05,19.25,1.194805194805197,2.753246753246759,29.27994121969139,False,-0.5107,1.3136,1,1,1,100.0,23.69168356997972,23.69168356997972,18.80519480519481,1.194805194805197,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
22,90.78293418682593,76.25832567750305,601969,海南矿业,bottom_area,2026-06-05,9.23,2026-06-05,9.19,0.4352557127312396,2.937976060935815,27.92156862745098,False,-1.9129,0.8921,2,2,2,100.0,34.07081019021319,36.79833679833681,19.56474428726876,0.4352557127312396,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
23,90.54396656389038,79.10159716295917,601186,中国铁建,bottom_area,2026-06-05,6.36,2026-05-28,6.2,2.580645161290325,4.838709677419352,30.57110862262038,False,0.7924,0.3509,1,1,1,100.0,22.49657064471879,22.49657064471879,17.41935483870968,2.580645161290325,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
24,88.67099504158216,76.16466664308707,688551,科威尔,bottom_area,2026-06-05,54.08,2026-06-05,53.2,1.654135338345856,7.349624060150369,28.55224281493418,False,-3.8236,5.4595,1,1,1,100.0,31.28249566724438,31.28249566724438,18.34586466165415,1.654135338345856,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
25,88.47841702500006,74.9070263657869,605222,起帆电缆,bottom_area,2026-06-05,28.05,2026-06-04,27.81,0.8629989212513557,5.034160373966207,27.91601866251944,False,0.2144,1.9266,1,1,1,100.0,24.74452554744526,24.74452554744526,19.13700107874864,0.8629989212513557,历史1/1次成功; 当前距低点0.86%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
26,88.04493540136961,75.21380717804361,002300,太阳电缆,bottom_area,2026-06-05,8.23,2026-06-05,8.12,1.35467980295568,3.201970443349774,30.77578857630009,False,-0.9627,2.4782,3,5,3,60.0,50.34643279142729,75.7716049382716,18.64532019704432,1.35467980295568,历史3/5次成功; 当前距低点1.35%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
27,85.92313709506416,72.60341317435535,603050,科林电气,bottom_area,2026-06-05,19.95,2026-06-05,19.8,0.7575757575757504,6.060606060606057,27.68444119795471,False,-2.7304,2.3479,3,4,3,75.0,38.07623337699776,41.09311740890686,19.24242424242425,0.7575757575757504,历史3/4次成功; 当前距低点0.76%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
28,85.76687081345847,75.06099220237002,002760,凤形股份,bottom_area,2026-06-05,18.79,2026-06-05,18.3,2.677595628415292,4.699453551912565,30.94339622641509,False,-0.0532,4.6443,1,1,1,100.0,24.09488139825218,24.09488139825218,17.32240437158471,2.677595628415292,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
29,85.71686780105235,72.3331990294672,603799,华友钴业,bottom_area,2026-06-05,49.96,2026-06-05,49.62,0.6852075775896885,4.131398629584853,29.96471418489767,False,-2.6121,3.162,1,1,1,100.0,31.82316404822798,31.82316404822798,19.31479242241031,0.6852075775896885,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
30,85.31140388441789,72.08065282585203,300251,光线传媒,bottom_area,2026-06-05,12.04,2026-06-05,11.95,0.7531380753138064,2.343096234309633,30.60394889663182,False,-0.2486,1.2836,1,1,1,100.0,31.06017191977078,31.06017191977078,19.2468619246862,0.7531380753138064,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
31,84.85900477833025,71.17530229487828,600808,马钢股份,bottom_area,2026-06-05,2.84,2026-06-04,2.83,0.3533568904593564,2.473498233215542,32.61904761904762,False,-0.3509,0.9096,1,1,1,100.0,22.69230769230769,22.69230769230769,19.64664310954064,0.3533568904593564,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
32,84.76959571229554,76.22250219061762,301063,海锅股份,bottom_area,2026-06-05,19.78,2026-06-05,18.99,4.160084254870999,5.318588730911014,27.62957317073171,False,1.54,2.2649,1,1,1,100.0,20.8467556373677,20.8467556373677,15.839915745129,4.160084254870999,历史1/1次成功; 当前距低点4.16%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
33,84.74884081642492,72.11403650173071,300759,康龙化成,bottom_area,2026-06-05,23.07,2026-06-04,22.81,1.139850942569056,4.340201665936002,27.47217806041336,False,0.3916,1.9677,2,4,2,50.0,30.64712462166075,32.82997762863535,18.86014905743095,1.139850942569056,历史2/4次成功; 当前距低点1.14%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
34,84.57654554582467,71.49102730609096,300085,银之杰,bottom_area,2026-06-05,29.83,2026-06-05,29.6,0.7770270270270164,9.797297297297291,31.05054740274866,False,-10.0964,12.2283,2,2,2,100.0,21.6476952770697,22.93610911701364,19.22297297297299,0.7770270270270164,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-10.10%; 状态bottom_area; 底部未确认
35,84.53381442397796,74.03419554043109,688018,乐鑫科技,bottom_area,2026-06-05,120.25,2026-06-05,117.07,2.716323567096615,5.654736482446404,32.7183908045977,False,0.1499,2.5341,2,3,2,66.66666666666666,35.32933239727525,36.02954531694619,17.28367643290339,2.716323567096615,历史2/3次成功; 当前距低点2.72%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
36,84.11685599964754,71.3798861205658,600426,华鲁恒升,bottom_area,2026-06-05,27.55,2026-06-05,27.28,0.9897360703812301,5.571847507331377,31.28463476070529,False,-2.8219,2.5762,1,1,1,100.0,29.36420433664095,29.36420433664095,19.01026392961877,0.9897360703812301,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
37,83.97839510549863,74.82993663969135,002963,豪尔赛,bottom_area,2026-06-05,16.13,2026-06-04,15.56,3.663239074550119,10.41131105398457,27.62790697674418,True,-0.6161,2.4479,1,1,1,100.0,22.28915662650602,22.28915662650602,16.33676092544988,3.663239074550119,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
38,83.63768040440853,71.75247326604968,300738,奥飞数据,bottom_area,2026-06-05,20.49,2026-06-05,20.17,1.586514625681689,4.610808130887454,31.60393353679212,False,-1.9617,4.9706,2,3,2,66.66666666666666,35.64279026762856,44.8948948948949,18.41348537431831,1.586514625681689,历史2/3次成功; 当前距低点1.59%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
39,83.33044761579298,76.96646975291111,300161,华中数控,just_rebound,2026-06-05,31.88,2026-06-05,30.18,5.632869449966863,7.687210072895959,28.98823529411765,False,2.541,4.4611,1,1,1,100.0,51.37956748695004,51.37956748695004,14.36713055003314,5.632869449966863,历史1/1次成功; 当前距低点5.63%; 最新日涨幅2.54%; 状态just_rebound; 底部未确认
40,82.62386258507911,76.07652985568646,000935,四川双马,just_rebound,2026-06-05,26.26,2026-06-05,24.9,5.461847389558245,9.959839357429722,27.04365660709054,False,1.5468,1.5125,1,1,1,100.0,43.71794871794874,43.71794871794874,14.53815261044176,5.461847389558245,历史1/1次成功; 当前距低点5.46%; 最新日涨幅1.55%; 状态just_rebound; 底部未确认
41,82.58129500920168,72.43973246421199,603230,内蒙新华,bottom_area,2026-06-05,9.9,2026-05-28,9.63,2.803738317757005,5.503634475597085,28.13432835820895,False,2.0619,0.5142,2,3,2,66.66666666666666,27.52233287653386,31.5211422295442,17.196261682243,2.803738317757005,历史2/3次成功; 当前距低点2.80%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
42,82.33264951791305,73.40559330450948,002773,康弘药业,bottom_area,2026-06-05,21.33,2026-05-28,20.57,3.694701020904219,6.611570247933882,32.77777777777778,False,-1.4325,1.3897,1,1,1,100.0,24.10041841004185,24.10041841004185,16.30529897909578,3.694701020904219,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
43,81.68577703992389,70.48225449677916,603079,圣达生物,bottom_area,2026-06-05,13.4,2026-06-05,13.15,1.901140684410646,3.041825095057037,27.94520547945205,False,0.6006,0.9879,2,4,2,50.0,28.53977364034987,34.84698914116485,18.09885931558935,1.901140684410646,历史2/4次成功; 当前距低点1.90%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
44,81.49900783656437,74.31520471419242,688512,慧智微,bottom_area,2026-06-05,13.2,2026-06-05,12.58,4.928457869634334,8.426073131955489,29.68138624930129,False,-1.419,5.6979,1,1,1,100.0,39.79328165374677,39.79328165374677,15.07154213036567,4.928457869634334,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
45,80.12884650958179,70.6504570225521,300471,厚普股份,bottom_area,2026-06-05,9.69,2026-06-05,9.4,3.085106382978714,4.361702127659576,31.53678077203205,False,0.3106,1.7701,2,3,2,66.66666666666666,20.36616379197803,20.38600723763572,16.91489361702129,3.085106382978714,历史2/3次成功; 当前距低点3.09%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
46,79.03534617515713,68.36791358760588,688552,航天南湖,bottom_area,2026-06-05,29.52,2026-06-05,28.93,2.039405461458693,3.560318008987214,31.91339138620852,False,-0.0339,1.1202,2,3,2,66.66666666666666,21.41163648786761,21.80036742192286,17.96059453854131,2.039405461458693,历史2/3次成功; 当前距低点2.04%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
47,78.46755594732264,73.22865974407655,688010,福光股份,just_rebound,2026-06-05,36.65,2026-06-02,34.51,6.201101130107217,10.69255288322227,27.66715573255084,True,0.7422,3.7943,3,4,3,75.0,29.85266596909231,42.08955223880597,13.79889886989278,6.201101130107217,历史3/4次成功; 当前距低点6.20%; 最新日涨幅0.74%; 状态just_rebound; 底部已确认
48,78.41124383503825,69.43198396479683,300437,清水源,bottom_area,2026-06-05,12.14,2026-06-05,11.75,3.319148936170217,5.02127659574468,32.08092485549133,False,1.251,4.8577,6,11,6,54.54545454545454,25.46041348171349,30.33033033033032,16.68085106382978,3.319148936170217,历史6/11次成功; 当前距低点3.32%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
49,78.25208576765755,66.76437436839689,002469,三维化学,bottom_area,2026-06-05,6.3,2026-05-29,6.22,1.286173633440516,6.430868167202579,30.58035714285715,False,0.0,1.0402,1,2,1,50.0,36.5,36.5,18.71382636655948,1.286173633440516,历史1/2次成功; 当前距低点1.29%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,77.6543352921685,69.64451537499595,688251,井松智能,bottom_area,2026-06-05,24.85,2026-06-05,23.89,4.018417748011724,6.02762662201757,27.58411639890877,False,1.1808,2.3385,2,4,2,50.0,42.57417047028053,45.35104364326376,15.98158225198828,4.018417748011724,历史2/4次成功; 当前距低点4.02%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
51,77.61857063071395,66.32344222482192,002588,史丹利,bottom_area,2026-06-05,8.89,2026-06-04,8.77,1.368301026225781,3.192702394526809,27.52066115702479,False,0.7937,1.2377,1,2,1,50.0,34.84848484848484,34.84848484848484,18.63169897377422,1.368301026225781,历史1/2次成功; 当前距低点1.37%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
52,77.35119464205604,68.33761904761906,000576,甘化科工,bottom_area,2026-06-05,7.43,2026-06-05,7.2,3.194444444444438,4.444444444444437,27.63819095477386,False,0.9511,1.8347,2,5,2,40.0,57.03323367842466,90.05145797598628,16.80555555555556,3.194444444444438,历史2/5次成功; 当前距低点3.19%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
53,77.15598541824171,66.11949781331282,000566,海南海药,bottom_area,2026-06-05,3.99,2026-06-04,3.93,1.52671755725191,3.816793893129768,29.44344703770198,False,0.5038,1.7044,2,6,2,33.33333333333333,37.91684447966836,38.29787234042554,18.47328244274809,1.52671755725191,历史2/6次成功; 当前距低点1.53%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
54,77.11600096255525,69.02742183928771,000901,航天科技,bottom_area,2026-06-05,18.86,2026-06-02,18.15,3.911845730027553,5.674931129476591,27.66042247907534,False,2.0563,3.2804,2,4,2,50.0,38.32334423757916,42.40231548480462,16.08815426997245,3.911845730027553,历史2/4次成功; 当前距低点3.91%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
55,76.6713389055354,63.89278242127951,002755,奥赛康,bottom_area,2026-06-05,12.92,2026-06-04,12.92,0.0,4.798761609907114,27.29319077096229,False,-0.768,1.1114,2,3,2,66.66666666666666,31.59202018609052,32.35294117647059,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
56,76.26890700978845,65.15839334110869,688208,道通科技,bottom_area,2026-06-05,29.1,2026-06-05,28.71,1.358411703239292,5.189829327760356,31.88612099644127,False,-2.1849,2.0503,2,5,2,40.0,39.30464424323251,43.88586956521738,18.64158829676071,1.358411703239292,历史2/5次成功; 当前距低点1.36%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
57,75.89454209930052,64.25727385303337,300895,铜牛信息,bottom_area,2026-06-05,57.05,2026-06-05,56.56,0.8663366336633572,3.73055162659123,31.0159775582388,False,-1.9085,3.7067,2,3,2,66.66666666666666,28.87902298642795,35.27357392316647,19.13366336633664,0.8663366336633572,历史2/3次成功; 当前距低点0.87%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
58,75.4572660710723,67.3687580013946,688089,嘉必优,bottom_area,2026-06-05,12.66,2026-06-05,12.2,3.770491803278696,5.409836065573772,29.60184650894402,False,1.6867,1.5141,2,5,2,40.0,49.83480227890883,58.83047844063793,16.22950819672131,3.770491803278696,历史2/5次成功; 当前距低点3.77%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
59,75.41297275638603,64.65854182087342,000932,华菱钢铁,bottom_area,2026-06-05,3.92,2026-06-04,3.86,1.554404145077722,3.62694300518135,27.03213610586011,False,-0.2545,1.0085,1,2,1,50.0,55.72289156626506,55.72289156626506,18.44559585492228,1.554404145077722,历史1/2次成功; 当前距低点1.55%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
60,75.39681427960382,68.31739810169412,002519,银河电子,bottom_area,2026-06-05,6.62,2026-06-02,6.33,4.58135860979463,6.477093206951029,30.51591657519209,False,2.4768,4.3186,2,3,2,66.66666666666666,20.92366220956299,20.95959595959596,15.41864139020537,4.58135860979463,历史2/3次成功; 当前距低点4.58%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
61,75.23993038307178,63.73864584409319,002470,金正大,bottom_area,2026-06-05,2.25,2026-06-02,2.23,0.896860986547086,4.48430493273543,29.65299684542587,False,-0.8811,2.5833,2,3,2,66.66666666666666,26.35796427697577,30.32786885245903,19.10313901345292,0.896860986547086,历史2/3次成功; 当前距低点0.90%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
62,75.19056511756003,69.39745569033039,603178,圣龙股份,just_rebound,2026-06-05,17.37,2026-06-05,16.45,5.592705167173262,7.659574468085116,31.45833333333334,False,1.9965,3.9183,6,9,6,66.66666666666666,31.17692939433279,47.51869476546566,14.40729483282674,5.592705167173262,历史6/9次成功; 当前距低点5.59%; 最新日涨幅2.00%; 状态just_rebound; 底部未确认
63,75.18410573495046,65.18088087040593,600009,上海机场,bottom_area,2026-06-05,23.64,2026-06-04,23.14,2.16076058772688,3.457216940363011,32.2599531615925,False,1.0688,0.7133,2,5,2,40.0,23.97760122344691,27.70491803278689,17.83923941227312,2.16076058772688,历史2/5次成功; 当前距低点2.16%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
64,74.91010849970687,65.16760582575618,300775,三角防务,bottom_area,2026-06-05,23.96,2026-06-05,23.41,2.349423323366086,4.442545920546771,28.14610190300797,False,0.4612,2.9794,1,2,1,50.0,37.2247823860727,37.2247823860727,17.65057667663391,2.349423323366086,历史1/2次成功; 当前距低点2.35%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
65,74.85699721135458,69.3362609612337,002413,雷科防务,just_rebound,2026-06-05,10.6,2026-06-02,10.02,5.788423153692616,8.083832335329348,29.73352033660589,True,2.3166,6.7803,2,3,2,66.66666666666666,40.0347035438288,51.17493472584857,14.21157684630739,5.788423153692616,历史2/3次成功; 当前距低点5.79%; 最新日涨幅2.32%; 状态just_rebound; 底部已确认
66,74.81563564312657,64.46129633779138,688318,财富趋势,bottom_area,2026-06-05,82.7,2026-06-05,81.22,1.822211278010347,4.949519822703763,32.87603305785124,False,-1.6179,1.2906,4,9,4,44.44444444444444,29.98809919821803,36.94915254237289,18.17778872198965,1.822211278010347,历史4/9次成功; 当前距低点1.82%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
67,74.72718781582641,64.22867941908552,600067,冠城新材,bottom_area,2026-06-05,3.01,2026-06-05,2.96,1.689189189189183,3.378378378378381,29.52380952380953,False,0.6689,1.6854,1,2,1,50.0,26.39593908629443,26.39593908629443,18.31081081081082,1.689189189189183,历史1/2次成功; 当前距低点1.69%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
68,74.70743633231861,67.62912584368527,300631,久吾高科,bottom_area,2026-06-05,24.23,2026-06-05,23.18,4.529767040552203,6.773080241587577,28.85205647636587,False,2.107,2.5566,3,6,3,50.0,36.21599475275885,50.86505190311419,15.4702329594478,4.529767040552203,历史3/6次成功; 当前距低点4.53%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
69,74.39739187540114,66.3608625857109,001696,宗申动力,bottom_area,2026-06-05,14.5,2026-06-05,13.98,3.719599427753931,6.080114449213159,29.99499248873309,False,1.683,3.259,2,5,2,40.0,43.97040827678273,65.16853932584267,16.28040057224607,3.719599427753931,历史2/5次成功; 当前距低点3.72%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
70,74.2307657142857,66.75428571428571,002685,华东重机,bottom_area,2026-06-05,7.25,2026-06-05,6.96,4.166666666666667,5.172413793103453,28.83435582822085,False,0.0,3.5509,2,5,2,40.0,67.4891774891775,109.5238095238095,15.83333333333333,4.166666666666667,历史2/5次成功; 当前距低点4.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
71,74.07130497847503,66.10155808215377,600391,航发科技,bottom_area,2026-06-05,33.79,2026-06-02,32.57,3.745778323610681,7.737181455326998,31.47485798443089,False,-1.1121,3.039,2,3,2,66.66666666666666,24.1675213499013,27.70943175161101,16.25422167638932,3.745778323610681,历史2/3次成功; 当前距低点3.75%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
72,73.95920722409751,65.35865489763799,688085,三友医疗,bottom_area,2026-06-05,14.15,2026-06-05,13.71,3.209336250911739,5.762217359591532,31.0708898944193,False,1.0714,1.3898,1,2,1,50.0,45.78111946532998,45.78111946532998,16.79066374908826,3.209336250911739,历史1/2次成功; 当前距低点3.21%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
73,73.93054350247706,64.6172983279073,300736,百邦科技,bottom_area,2026-06-05,30.32,2026-06-05,29.55,2.605752961082909,4.906937394247037,27.71526418786693,False,0.7309,3.993,1,2,1,50.0,36.51050080775442,36.51050080775442,17.39424703891709,2.605752961082909,历史1/2次成功; 当前距低点2.61%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
