code,name,latest_date,latest_close,historical_valid_event_count,previous_event_count,current_stage,current_is_bottom_confirmed,current_top_date,current_top_price,current_top_confirm_date,current_top_confirm_price,current_low_date,current_low_price,current_low_confirm_date,current_low_confirm_price,current_drawdown_pct,current_rebound_high_date,current_rebound_high,current_rebound_pct,latest_close_rebound_pct,current_low_to_high_pct,current_low_to_latest_pct,previous_events
300603,立昂技术,2026-06-05,8.95,3,3,bottom_area,False,2026-05-19,12.6,2026-05-20,11.46,2026-06-04,8.61,,,31.66666666666667,2026-06-05,9.11,5.807200929152149,3.94889663182346,5.807200929152149,3.94889663182346,2022-04-20 12.66 -> 2022-04-26 8.85 dd=30.09% -> 2022-05-06 11.98 rb=35.37%; 2024-01-31 9.08 -> 2024-02-06 6.11 dd=32.71% -> 2024-02-28 9.13 rb=49.43%; 2024-12-31 11.80 -> 2025-01-13 8.19 dd=30.59% -> 2025-01-20 11.17 rb=36.39%
300631,久吾高科,2026-06-05,24.23,3,3,bottom_area,False,2026-05-07,32.58,2026-05-11,30.16,2026-06-05,23.18,,,28.85205647636587,2026-06-05,24.75,6.773080241587577,4.529767040552203,6.773080241587577,4.529767040552203,2021-08-26 53.98 -> 2021-09-06 39.10 dd=27.57% -> 2021-09-08 48.11 rb=23.04%; 2025-03-18 23.76 -> 2025-04-07 17.34 dd=27.02% -> 2025-05-20 26.16 rb=50.87%; 2026-02-26 34.99 -> 2026-03-23 24.18 dd=30.89% -> 2026-05-07 32.58 rb=34.74%
002755,奥赛康,2026-06-05,12.92,2,2,bottom_area,False,2026-05-21,17.77,2026-05-22,16.3,2026-06-04,12.92,,,27.29319077096229,2026-06-04,13.54,4.798761609907114,0.0,4.798761609907114,0.0,2022-06-09 10.67 -> 2022-10-12 7.46 dd=30.08% -> 2022-10-19 9.76 rb=30.83%; 2023-05-29 11.16 -> 2023-08-24 7.48 dd=32.97% -> 2023-10-16 9.90 rb=32.35%
000833,粤桂股份,2026-06-05,21.53,2,2,bottom_area,False,2026-05-15,29.98,2026-05-19,26.7,2026-06-05,21.48,,,28.35223482321548,2026-06-05,22.3,3.817504655493484,0.2327746741154595,3.817504655493484,0.2327746741154595,2024-11-26 21.75 -> 2024-11-29 15.05 dd=30.80% -> 2024-12-04 20.45 rb=35.88%; 2025-03-27 13.83 -> 2025-04-08 9.75 dd=29.50% -> 2025-04-15 12.19 rb=25.03%
601969,海南矿业,2026-06-05,9.23,2,2,bottom_area,False,2026-04-30,12.75,2026-05-11,11.66,2026-06-05,9.19,,,27.92156862745098,2026-06-05,9.46,2.937976060935815,0.4352557127312396,2.937976060935815,0.4352557127312396,2022-04-15 9.78 -> 2022-04-26 6.70 dd=31.49% -> 2022-05-23 8.80 rb=31.34%; 2024-01-26 6.59 -> 2024-02-06 4.81 dd=27.01% -> 2024-02-29 6.58 rb=36.80%
300584,海辰药业,2026-06-05,32.2,2,2,bottom_area,False,2026-04-29,44.31,2026-05-12,40.0,2026-06-04,32.04,,,27.69126607989168,2026-06-05,33.43,4.338327091136081,0.4993757802746682,4.338327091136081,0.4993757802746682,2022-01-20 39.76 -> 2022-01-24 28.71 dd=27.79% -> 2022-01-28 44.28 rb=54.23%; 2022-03-07 84.04 -> 2022-03-09 60.01 dd=28.59% -> 2022-03-10 77.00 rb=28.31%
300511,雪榕生物,2026-06-05,5.92,2,2,bottom_area,False,2026-04-29,8.48,2026-05-07,7.76,2026-06-05,5.89,,,30.54245283018869,2026-06-05,6.16,4.584040747028871,0.509337860780989,4.584040747028871,0.509337860780989,2021-01-04 13.31 -> 2021-02-09 9.24 dd=30.58% -> 2021-02-22 11.94 rb=29.22%; 2021-07-20 9.68 -> 2021-08-03 6.82 dd=29.55% -> 2021-08-16 8.36 rb=22.58%
603123,翠微股份,2026-06-05,9.55,2,2,bottom_area,False,2026-04-13,13.39,2026-04-17,12.3,2026-06-05,9.5,,,29.05153099327857,2026-06-05,9.75,2.631578947368421,0.5263157894736916,2.631578947368421,0.5263157894736916,2024-09-10 8.47 -> 2024-09-18 6.12 dd=27.74% -> 2024-09-25 7.90 rb=29.08%; 2025-03-14 9.24 -> 2025-04-09 6.40 dd=30.74% -> 2025-04-18 9.34 rb=45.94%
300049,福瑞医科,2026-06-05,42.26,2,2,bottom_area,False,2026-05-19,60.55,2026-05-22,54.61,2026-06-05,42.0,,,30.63583815028901,2026-06-05,44.24,5.333333333333337,0.6190476190476143,5.333333333333337,0.6190476190476143,2025-08-20 77.77 -> 2025-08-27 56.24 dd=27.68% -> 2025-08-29 68.00 rb=20.91%; 2026-02-24 68.27 -> 2026-03-23 49.50 dd=27.49% -> 2026-04-01 60.50 rb=22.22%
600227,赤天化,2026-06-05,2.94,2,2,bottom_area,False,2026-05-11,4.05,2026-05-12,3.68,2026-06-05,2.92,,,27.90123456790123,2026-06-05,3.02,3.424657534246579,0.6849315068493157,3.424657534246579,0.6849315068493157,2024-03-19 2.26 -> 2024-04-22 1.61 dd=28.76% -> 2024-05-09 2.33 rb=44.72%; 2026-03-18 5.40 -> 2026-03-24 3.68 dd=31.85% -> 2026-03-30 4.58 rb=24.46%
300085,银之杰,2026-06-05,29.83,2,2,bottom_area,False,2026-06-01,42.93,2026-06-02,39.88,2026-06-05,29.6,,,31.05054740274866,2026-06-05,32.5,9.797297297297291,0.7770270270270164,9.797297297297291,0.7770270270270164,2025-03-27 40.20 -> 2025-04-07 27.86 dd=30.70% -> 2025-04-10 34.25 rb=22.94%; 2026-03-25 46.90 -> 2026-04-07 33.40 dd=28.78% -> 2026-04-08 40.20 rb=20.36%
300895,铜牛信息,2026-06-05,57.05,2,2,bottom_area,False,2026-05-14,81.99,2026-05-15,75.03,2026-06-05,56.56,,,31.0159775582388,2026-06-05,58.67,3.73055162659123,0.8663366336633572,3.73055162659123,0.8663366336633572,2025-02-26 60.26 -> 2025-03-04 42.95 dd=28.73% -> 2025-03-07 58.10 rb=35.27%; 2025-04-02 55.20 -> 2025-04-07 40.25 dd=27.08% -> 2025-04-10 49.30 rb=22.48%
002470,金正大,2026-06-05,2.25,2,2,bottom_area,False,2026-05-11,3.17,2026-05-12,2.92,2026-06-02,2.23,,,29.65299684542587,2026-06-02,2.33,4.48430493273543,0.896860986547086,4.48430493273543,0.896860986547086,2024-01-26 1.68 -> 2024-02-06 1.22 dd=27.38% -> 2024-02-28 1.59 rb=30.33%; 2026-03-19 3.82 -> 2026-03-24 2.68 dd=29.84% -> 2026-03-30 3.28 rb=22.39%
002312,川发龙蟒,2026-06-05,8.62,2,2,bottom_area,False,2026-04-24,11.76,2026-04-28,10.81,2026-06-05,8.54,,,27.38095238095239,2026-06-05,8.75,2.459016393442633,0.9367681498829048,2.459016393442633,0.9367681498829048,2023-07-20 8.88 -> 2023-10-23 6.47 dd=27.14% -> 2023-11-09 7.87 rb=21.64%; 2025-03-27 13.28 -> 2025-04-09 9.60 dd=27.71% -> 2025-05-23 12.08 rb=25.83%
300759,康龙化成,2026-06-05,23.07,2,2,bottom_area,False,2026-04-28,31.45,2026-04-29,29.05,2026-06-04,22.81,,,27.47217806041336,2026-06-05,23.8,4.340201665936002,1.139850942569056,4.340201665936002,1.139850942569056,2024-03-14 24.90 -> 2024-04-23 17.88 dd=28.19% -> 2024-05-13 23.75 rb=32.83%; 2024-10-08 36.42 -> 2024-10-16 25.33 dd=30.45% -> 2024-10-29 32.54 rb=28.46%
601238,广汽集团,2026-06-05,6.1,2,2,bottom_area,False,2026-01-06,8.67,2026-01-28,7.98,2026-05-28,6.03,,,30.44982698961937,2026-06-02,6.28,4.145936981757878,1.160862354892195,4.145936981757878,1.160862354892195,2021-09-07 21.00 -> 2021-09-30 14.83 dd=29.38% -> 2021-10-18 18.35 rb=23.74%; 2023-10-27 10.62 -> 2024-02-05 7.72 dd=27.31% -> 2024-03-19 9.76 rb=26.42%
688208,道通科技,2026-06-05,29.1,2,2,bottom_area,False,2026-05-21,42.15,2026-05-25,38.25,2026-06-05,28.71,,,31.88612099644127,2026-06-05,30.2,5.189829327760356,1.358411703239292,5.189829327760356,1.358411703239292,2021-02-23 85.00 -> 2021-03-24 58.03 dd=31.73% -> 2021-04-09 78.18 rb=34.72%; 2024-01-26 21.05 -> 2024-02-05 14.72 dd=30.07% -> 2024-02-08 21.18 rb=43.89%
300641,正丹股份,2026-06-05,14.83,2,2,bottom_area,False,2026-04-23,20.6,2026-04-27,18.81,2026-06-05,14.62,,,29.02912621359224,2026-06-05,15.19,3.898768809849523,1.436388508891935,3.898768809849523,1.436388508891935,2022-04-06 6.32 -> 2022-04-27 4.44 dd=29.75% -> 2022-06-30 6.67 rb=50.23%; 2024-06-13 36.67 -> 2024-06-14 24.86 dd=32.21% -> 2024-06-18 33.27 rb=33.83%
000566,海南海药,2026-06-05,3.99,2,2,bottom_area,False,2026-04-16,5.57,2026-04-23,5.11,2026-06-04,3.93,,,29.44344703770198,2026-06-04,4.08,3.816793893129768,1.52671755725191,3.816793893129768,1.52671755725191,2022-04-13 4.95 -> 2022-04-27 3.49 dd=29.49% -> 2022-05-13 4.80 rb=37.54%; 2025-03-10 5.28 -> 2025-04-09 3.76 dd=28.79% -> 2025-04-14 5.20 rb=38.30%
300738,奥飞数据,2026-06-05,20.49,2,2,bottom_area,False,2026-05-15,29.49,2026-05-19,26.62,2026-06-05,20.17,,,31.60393353679212,2026-06-05,21.1,4.610808130887454,1.586514625681689,4.610808130887454,1.586514625681689,2022-08-12 10.83 -> 2022-10-11 7.73 dd=28.62% -> 2022-11-07 9.77 rb=26.39%; 2024-01-26 9.79 -> 2024-02-05 6.66 dd=31.97% -> 2024-02-28 9.65 rb=44.89%
688349,三一重能,2026-06-05,18.55,2,2,bottom_area,False,2026-04-23,25.88,2026-04-24,24.01,2026-06-05,18.25,,,29.4822256568779,2026-06-05,18.97,3.945205479452048,1.64383561643836,3.945205479452048,1.64383561643836,2022-10-13 38.67 -> 2022-10-28 28.03 dd=27.51% -> 2022-11-09 36.10 rb=28.79%; 2024-10-08 34.62 -> 2024-10-16 25.16 dd=27.33% -> 2024-10-23 31.20 rb=24.01%
603079,圣达生物,2026-06-05,13.4,2,2,bottom_area,False,2026-04-24,18.25,2026-04-27,15.92,2026-06-05,13.15,,,27.94520547945205,2026-06-05,13.55,3.041825095057037,1.901140684410646,3.041825095057037,1.901140684410646,2022-03-29 15.61 -> 2022-04-27 10.75 dd=31.13% -> 2022-05-16 13.14 rb=22.23%; 2024-08-09 14.60 -> 2024-09-18 10.13 dd=30.62% -> 2024-10-08 13.66 rb=34.85%
688552,航天南湖,2026-06-05,29.52,2,2,bottom_area,False,2026-05-08,42.49,2026-05-13,39.02,2026-06-05,28.93,,,31.91339138620852,2026-06-05,29.96,3.560318008987214,2.039405461458693,3.560318008987214,2.039405461458693,2025-05-13 44.44 -> 2025-05-30 31.87 dd=28.29% -> 2025-06-09 38.57 rb=21.02%; 2025-08-29 45.91 -> 2025-09-04 32.66 dd=28.86% -> 2025-09-19 39.78 rb=21.80%
300490,华自科技,2026-06-05,14.76,2,2,bottom_area,False,2026-05-14,21.17,2026-05-15,19.1,2026-06-05,14.45,,,31.7430325932924,2026-06-05,15.18,5.051903114186854,2.145328719723187,5.051903114186854,2.145328719723187,2021-01-21 10.17 -> 2021-02-08 7.42 dd=27.04% -> 2021-02-22 9.39 rb=26.55%; 2021-07-22 23.40 -> 2021-07-28 15.75 dd=32.69% -> 2021-08-02 20.80 rb=32.06%
600009,上海机场,2026-06-05,23.64,2,2,bottom_area,False,2025-12-25,34.16,2026-01-15,31.72,2026-06-04,23.14,,,32.2599531615925,2026-06-05,23.94,3.457216940363011,2.16076058772688,3.457216940363011,2.16076058772688,2021-03-17 62.59 -> 2021-05-10 43.95 dd=29.78% -> 2021-06-03 52.85 rb=20.25%; 2021-06-03 52.85 -> 2021-08-02 36.60 dd=30.75% -> 2021-09-10 46.74 rb=27.70%
300753,爱朋医疗,2026-06-05,21.73,2,2,bottom_area,False,2026-05-19,29.2,2026-05-20,25.65,2026-06-05,21.27,,,27.15753424657535,2026-06-05,22.16,4.184297132110957,2.162670427832632,4.184297132110957,2.162670427832632,2022-12-19 24.49 -> 2022-12-27 17.08 dd=30.26% -> 2022-12-29 21.87 rb=28.04%; 2025-03-21 30.97 -> 2025-03-31 21.10 dd=31.87% -> 2025-04-01 26.30 rb=24.64%
300546,雄帝科技,2026-06-05,16.88,2,2,bottom_area,False,2026-05-11,23.58,2026-05-13,21.73,2026-06-05,16.51,,,29.98303647158608,2026-06-05,17.14,3.815869170199873,2.241066020593564,3.815869170199873,2.241066020593564,2022-01-18 33.00 -> 2022-01-20 24.00 dd=27.27% -> 2022-01-25 32.11 rb=33.79%; 2022-04-20 34.28 -> 2022-04-27 23.34 dd=31.91% -> 2022-05-11 28.19 rb=20.78%
603353,和顺石油,2026-06-05,43.5,2,2,bottom_area,False,2026-05-29,58.69,2026-06-01,47.02,2026-06-05,42.5,,,27.58561935593797,2026-06-05,44.65,5.058823529411762,2.352941176470588,5.058823529411762,2.352941176470588,2022-03-25 22.14 -> 2022-04-27 15.03 dd=32.11% -> 2022-05-09 19.10 rb=27.08%; 2023-12-01 36.80 -> 2023-12-08 25.66 dd=30.27% -> 2023-12-12 31.16 rb=21.43%
600316,洪都航空,2026-06-05,28.24,2,2,bottom_area,False,2026-05-08,38.1,2026-05-11,34.98,2026-06-04,27.58,,,27.61154855643045,2026-06-05,28.86,4.641044234952869,2.393038433647571,4.641044234952869,2.393038433647571,2022-04-21 26.65 -> 2022-04-27 18.81 dd=29.42% -> 2022-05-11 24.54 rb=30.46%; 2024-12-12 37.32 -> 2025-01-08 26.92 dd=27.87% -> 2025-01-15 33.64 rb=24.96%
600192,长城电工,2026-06-05,7.17,2,2,bottom_area,False,2026-05-14,9.88,2026-05-15,8.77,2026-06-05,7.0,,,29.1497975708502,2026-06-05,7.28,4.000000000000004,2.428571428571427,4.000000000000004,2.428571428571427,2024-04-02 5.39 -> 2024-04-17 3.75 dd=30.43% -> 2024-05-30 5.04 rb=34.40%; 2025-05-29 9.71 -> 2025-06-23 7.08 dd=27.09% -> 2025-07-03 11.39 rb=60.88%
600708,光明地产,2026-06-05,3.08,2,2,bottom_area,False,2026-05-11,4.16,2026-05-13,3.83,2026-06-04,3.0,,,27.88461538461539,2026-06-04,3.18,6.000000000000005,2.666666666666669,6.000000000000005,2.666666666666669,2025-03-20 3.80 -> 2025-04-09 2.55 dd=32.89% -> 2025-04-25 3.47 rb=36.08%; 2025-10-30 4.23 -> 2025-12-17 3.06 dd=27.66% -> 2026-01-05 3.98 rb=30.07%
688018,乐鑫科技,2026-06-05,120.25,2,2,bottom_area,False,2026-06-04,174.0,2026-06-05,117.07,2026-06-05,117.07,,,32.7183908045977,2026-06-05,123.69,5.654736482446404,2.716323567096615,5.654736482446404,2.716323567096615,2021-02-24 141.01 -> 2021-03-31 98.01 dd=30.49% -> 2021-04-19 131.95 rb=34.63%; 2025-04-01 233.00 -> 2025-04-07 165.17 dd=29.11% -> 2025-05-07 224.68 rb=36.03%
688339,亿华通,2026-06-05,21.14,2,2,bottom_area,False,2026-05-14,28.94,2026-05-15,26.33,2026-06-05,20.57,,,28.92190739460954,2026-06-05,21.66,5.298979095770539,2.771025765678174,5.298979095770539,2.771025765678174,2024-01-26 40.29 -> 2024-02-06 27.10 dd=32.74% -> 2024-03-01 47.78 rb=76.31%; 2024-10-08 30.81 -> 2024-10-17 22.40 dd=27.30% -> 2024-10-23 27.03 rb=20.67%
603230,内蒙新华,2026-06-05,9.9,2,2,bottom_area,False,2026-04-10,13.4,2026-04-13,11.32,2026-05-28,9.63,,,28.13432835820895,2026-06-02,10.16,5.503634475597085,2.803738317757005,5.503634475597085,2.803738317757005,2021-12-31 25.87 -> 2022-01-07 18.21 dd=29.61% -> 2022-01-10 23.95 rb=31.52%; 2022-03-21 14.57 -> 2022-04-27 9.99 dd=31.43% -> 2022-05-24 12.34 rb=23.52%
002108,沧州明珠,2026-06-05,4.75,2,2,bottom_area,False,2026-05-11,6.44,2026-05-13,5.95,2026-06-05,4.62,,,28.26086956521739,2026-06-05,4.8,3.89610389610389,2.813852813852812,3.89610389610389,2.813852813852812,2022-03-17 6.02 -> 2022-04-27 4.14 dd=31.23% -> 2022-05-11 5.15 rb=24.40%; 2023-12-25 4.33 -> 2024-02-05 2.96 dd=31.64% -> 2024-02-28 3.74 rb=26.35%
002589,瑞康医药,2026-06-05,2.87,2,2,bottom_area,False,2026-04-16,3.95,2026-04-17,3.41,2026-05-27,2.79,,,29.36708860759494,2026-06-01,2.95,5.734767025089611,2.867383512544806,5.734767025089611,2.867383512544806,2022-01-14 5.26 -> 2022-02-24 3.58 dd=31.94% -> 2022-03-07 4.60 rb=28.49%; 2024-01-26 3.01 -> 2024-02-06 2.05 dd=31.89% -> 2024-02-28 2.81 rb=37.07%
603348,文灿股份,2026-06-05,15.9,2,2,bottom_area,False,2026-04-08,22.0,2026-04-09,20.31,2026-06-05,15.43,,,29.86363636363636,2026-06-05,16.11,4.406999351911859,3.046014257939084,4.406999351911859,3.046014257939084,2021-09-06 37.06 -> 2021-09-30 26.95 dd=27.28% -> 2021-10-14 35.45 rb=31.54%; 2022-03-30 42.41 -> 2022-04-15 28.48 dd=32.85% -> 2022-04-19 36.00 rb=26.40%
300471,厚普股份,2026-06-05,9.69,2,2,bottom_area,False,2026-04-21,13.73,2026-04-23,12.41,2026-06-05,9.4,,,31.53678077203205,2026-06-05,9.81,4.361702127659576,3.085106382978714,4.361702127659576,3.085106382978714,2021-08-27 33.80 -> 2021-09-06 23.10 dd=31.66% -> 2021-09-09 27.80 rb=20.35%; 2024-04-02 11.41 -> 2024-04-16 8.29 dd=27.34% -> 2024-04-17 9.98 rb=20.39%
000576,甘化科工,2026-06-05,7.43,2,2,bottom_area,False,2026-04-15,9.95,2026-04-24,9.21,2026-06-05,7.2,,,27.63819095477386,2026-06-05,7.52,4.444444444444437,3.194444444444438,4.444444444444437,3.194444444444438,2021-09-16 14.65 -> 2021-10-28 10.66 dd=27.24% -> 2021-11-15 13.22 rb=24.02%; 2025-03-25 8.22 -> 2025-04-09 5.83 dd=29.08% -> 2025-05-15 11.08 rb=90.05%
002652,扬子新材,2026-06-05,5.03,2,2,bottom_area,False,2026-05-25,6.71,2026-05-26,5.96,2026-06-05,4.86,,,27.57078986587182,2026-06-05,5.16,6.172839506172836,3.497942386831274,6.172839506172836,3.497942386831274,2022-06-08 3.43 -> 2022-06-14 2.50 dd=27.11% -> 2022-06-27 3.06 rb=22.40%; 2023-10-13 3.95 -> 2023-10-24 2.86 dd=27.59% -> 2023-11-21 3.53 rb=23.43%
001696,宗申动力,2026-06-05,14.5,2,2,bottom_area,False,2026-04-20,19.97,2026-04-27,17.57,2026-06-05,13.98,,,29.99499248873309,2026-06-05,14.83,6.080114449213159,3.719599427753931,6.080114449213159,3.719599427753931,2024-01-26 6.13 -> 2024-02-06 4.45 dd=27.41% -> 2024-03-22 7.35 rb=65.17%; 2024-10-31 35.33 -> 2024-11-05 25.25 dd=28.53% -> 2024-11-06 31.00 rb=22.77%
600391,航发科技,2026-06-05,33.79,2,2,bottom_area,False,2026-05-21,47.53,2026-05-22,42.99,2026-06-02,32.57,,,31.47485798443089,2026-06-02,35.09,7.737181455326998,3.745778323610681,7.737181455326998,3.745778323610681,2021-01-19 24.08 -> 2021-02-08 17.07 dd=29.11% -> 2021-02-19 21.80 rb=27.71%; 2021-12-31 29.52 -> 2022-01-28 20.46 dd=30.69% -> 2022-03-02 24.68 rb=20.63%
600135,乐凯胶片,2026-06-05,9.11,2,2,bottom_area,False,2026-05-11,12.8,2026-05-12,11.66,2026-06-02,8.78,,,31.40625000000001,2026-06-02,9.25,5.353075170842833,3.758542141230069,5.353075170842833,3.758542141230069,2022-03-31 7.52 -> 2022-04-27 5.30 dd=29.52% -> 2022-06-27 8.32 rb=56.98%; 2022-08-17 8.73 -> 2022-10-12 6.03 dd=30.93% -> 2022-11-23 7.78 rb=29.02%
688089,嘉必优,2026-06-05,12.66,2,2,bottom_area,False,2026-05-12,17.33,2026-05-13,16.02,2026-06-05,12.2,,,29.60184650894402,2026-06-05,12.86,5.409836065573772,3.770491803278696,5.409836065573772,3.770491803278696,2021-09-28 56.44 -> 2021-10-28 40.28 dd=28.63% -> 2021-11-15 56.73 rb=40.84%; 2024-12-12 23.66 -> 2025-01-13 16.93 dd=28.44% -> 2025-02-17 26.89 rb=58.83%
000901,航天科技,2026-06-05,18.86,2,2,bottom_area,False,2026-05-11,25.09,2026-05-14,22.3,2026-06-02,18.15,,,27.66042247907534,2026-06-05,19.18,5.674931129476591,3.911845730027553,5.674931129476591,3.911845730027553,2022-04-14 9.52 -> 2022-04-27 6.91 dd=27.42% -> 2022-05-31 9.84 rb=42.40%; 2024-01-26 8.56 -> 2024-02-06 6.22 dd=27.34% -> 2024-02-28 8.35 rb=34.24%
