rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.01884784210392,75.20935694303225,002536,飞龙股份,bottom_area,2022-08-30,7.69,2022-08-29,7.62,0.9186351706036784,4.724409448818902,27.081339712918655,False,-2.0382,4.1905,2,2,2,100.0,35.88088780649803,55.505617977528075,14.08136482939632,0.9186351706036784,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
12,76.80221131481836,71.02221213569038,002671,龙泉股份,bottom_area,2022-08-30,4.7,2022-08-26,4.55,3.2967032967033045,5.4945054945054945,27.316293929712458,False,-0.6342,0.9997,1,1,1,100.0,19.347826086956534,19.347826086956534,11.703296703296695,3.2967032967033045,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
13,76.6575357563588,67.68649788894575,002855,捷荣技术,bottom_area,2022-08-30,9.85,2022-08-30,9.77,0.8188331627430918,12.07778915046059,27.035100821508596,False,-9.2166,12.7612,1,1,1,100.0,21.093749999999993,21.093749999999993,14.181166837256908,0.8188331627430918,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-9.22%; 状态bottom_area; 底部未确认
14,71.74249595235564,68.45503102374497,688115,思林杰,bottom_area,2022-08-30,50.6,2022-08-29,48.2,4.9792531120331915,10.954356846473017,30.647482014388483,True,-1.4606,3.3064,1,1,1,100.0,16.977032898820603,16.977032898820603,10.020746887966808,4.9792531120331915,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
15,70.04952055790989,61.889706577384906,300745,欣锐科技,bottom_area,2022-08-30,45.0,2022-08-30,44.62,0.8516360376512832,12.595248767368904,31.279839827506557,False,-14.2694,11.4914,2,3,2,66.66666666666666,29.21919396001701,36.150000000000006,14.148363962348718,0.8516360376512832,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-14.27%; 状态bottom_area; 底部未确认
16,66.60727971611207,62.85157447861241,603283,赛腾股份,bottom_area,2022-08-30,25.73,2022-08-29,24.65,4.381338742393517,7.748478701825559,27.24321133412044,True,-0.7713,3.6914,2,3,2,66.66666666666666,18.410538411843913,18.522815158546013,10.618661257606481,4.381338742393517,历史2/3次成功; 当前距低点4.38%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
17,63.33236456205119,58.62483423218499,688288,鸿泉技术,bottom_area,2022-08-30,20.05,2022-08-30,19.4,3.350515463917537,4.020618556701037,28.98975109809664,False,1.365,1.3836,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,11.649484536082463,3.350515463917537,历史1/3次成功; 当前距低点3.35%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
18,61.72421068033755,58.23198175775885,603180,金牌家居,bottom_area,2022-08-30,24.12,2022-08-29,23.11,4.37040242319343,7.312851579402861,27.463904582548647,True,0.1245,1.5003,1,2,1,50.0,23.744619799139173,23.744619799139173,10.62959757680657,4.37040242319343,历史1/2次成功; 当前距低点4.37%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
19,61.687200876834744,57.37018912865992,601606,长城军工,bottom_area,2022-08-30,12.08,2022-08-29,11.66,3.602058319039451,4.2024013722126945,27.033792240300375,False,0.1658,1.5648,1,2,1,50.0,18.886462882096076,18.886462882096076,11.39794168096055,3.602058319039451,历史1/2次成功; 当前距低点3.60%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
20,60.16016591156431,54.4375127668173,300400,劲拓股份,bottom_area,2022-08-30,15.81,2022-08-30,15.48,2.1317829457364343,5.749354005167962,30.395683453237403,False,-2.1658,2.5696,1,3,1,33.33333333333333,27.014218009478668,27.014218009478668,12.868217054263564,2.1317829457364343,历史1/3次成功; 当前距低点2.13%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
21,57.14782621532896,53.06892809228941,605319,无锡振华,bottom_area,2022-08-30,14.11,2022-08-29,13.63,3.5216434336023372,5.209097578870132,27.345415778251603,False,-0.4937,0.7607,1,2,1,50.0,17.248790972595383,17.248790972595383,11.478356566397663,3.5216434336023372,历史1/2次成功; 当前距低点3.52%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
