rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.56801768064217,83.26653655252964,301313,凡拓数创,confirmed_rebound,2023-10-10,28.02,2023-10-09,27.8,0.791366906474816,10.215827338129497,30.93167701863354,False,0.0714,10.8078,4,4,4,100.0,32.04759730802268,52.43243243243245,7.208633093525184,0.791366906474816,历史4/4次成功; 当前距低点0.79%; 最新日涨幅0.07%; 状态confirmed_rebound; 底部未确认
12,75.81264331364413,70.50691729950765,000006,深振业A,bottom_area,2023-10-10,4.38,2023-10-09,4.37,0.2288329519450752,3.89016018306636,28.36065573770491,False,-0.2278,0.8617,1,1,1,100.0,18.809980806142043,18.809980806142043,7.771167048054925,0.2288329519450752,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
13,75.25583597020412,70.17343060250221,000028,国药一致,bottom_area,2023-10-10,30.21,2023-10-10,30.1,0.36544850498338677,5.083056478405307,31.82332955832389,False,-4.4894,1.2886,2,2,2,100.0,12.240070934754426,14.150943396226415,7.634551495016613,0.36544850498338677,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
14,75.02832555462402,76.2587183208085,000058,深赛格,bottom_area,2023-10-10,7.14,2023-09-22,6.81,4.8458149779735695,7.635829662261387,27.16577540106952,True,1.2766,2.8101,1,1,1,100.0,34.82352941176472,34.82352941176472,3.1541850220264305,4.8458149779735695,历史1/1次成功; 当前距低点4.85%; 最新日涨幅1.28%; 状态bottom_area; 底部已确认
15,75.01271619495414,74.90974746990959,002767,先锋电子,bottom_area,2023-10-10,14.55,2023-09-22,14.0,3.9285714285714333,5.428571428571427,30.174563591022448,False,0.692,4.6873,2,2,2,100.0,8.854249070174514,9.063444108761324,4.071428571428567,3.9285714285714333,历史2/2次成功; 当前距低点3.93%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
16,74.67189891810942,72.65650246774777,600032,浙江新能,bottom_area,2023-10-10,9.95,2023-09-22,9.7,2.577319587628866,5.154639175257732,27.395209580838326,False,-1.2897,0.9606,1,1,1,100.0,19.31608133086876,19.31608133086876,5.422680412371133,2.577319587628866,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
17,74.61422605530224,75.11499267312306,002177,御银股份,bottom_area,2023-10-10,4.08,2023-09-28,3.91,4.34782608695652,5.37084398976982,27.992633517495392,False,2.0,3.6272,2,2,2,100.0,15.096968555827523,19.574468085106382,3.6521739130434807,4.34782608695652,历史2/2次成功; 当前距低点4.35%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
18,74.16241009504851,74.56416699224857,603191,望变电气,bottom_area,2023-10-10,15.59,2023-09-21,14.95,4.280936454849503,5.016722408026756,29.046037019458954,False,0.3863,1.4845,2,2,2,100.0,11.315602738201239,13.281249999999995,3.719063545150498,4.280936454849503,历史2/2次成功; 当前距低点4.28%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
19,73.58527964834681,68.5158954745102,603128,华贸物流,bottom_area,2023-10-10,6.92,2023-10-10,6.9,0.2898550724637619,2.318840579710134,28.124999999999993,False,-1.1429,0.6315,1,1,1,100.0,8.853575482406349,8.853575482406349,7.710144927536239,0.2898550724637619,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
20,72.9801098178246,68.31017767155127,001330,博纳影业,bottom_area,2023-10-10,7.15,2023-10-09,7.11,0.5625879043600567,5.625879043600555,30.634146341463413,False,-0.1397,0.5445,1,1,1,100.0,11.090742438130146,11.090742438130146,7.437412095639943,0.5625879043600567,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
21,68.37752732390612,68.7907207718502,300749,顶固集创,confirmed_rebound,2023-10-10,9.19,2023-09-11,8.81,4.3132803632235985,9.421112372304199,28.663967611336027,True,-0.5411,2.1965,1,1,1,100.0,20.833333333333336,20.833333333333336,3.686719636776402,4.3132803632235985,历史1/1次成功; 当前距低点4.31%; 最新日涨幅-0.54%; 状态confirmed_rebound; 底部已确认
22,67.78537170591488,67.66006577764358,603301,振德医疗,confirmed_rebound,2023-10-10,26.35,2023-09-11,25.36,3.9037854889589982,8.911671924290228,31.58888589155652,True,-2.2263,0.5373,1,1,1,100.0,9.734928454140272,9.734928454140272,4.096214511041002,3.9037854889589982,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-2.23%; 状态confirmed_rebound; 底部已确认
