信号日期(T+0),候选顺序,代码,名称,rank_score,换手率%,回撤%,买入日期(T+1),开盘价,昨收,低开幅度%,操作,卖出日期,卖出价,退出原因,收益率%
2022-05-18,1,002686,亿利达,86.23,22.45,28.33,2022-05-19,5.43,0.0,-4.737,已持仓,,,,
2022-05-19,1,002686,亿利达,84.91,14.29,30.53,2022-05-20,5.57,0.0,0.0,已持仓,,,,
2022-05-20,2,002686,亿利达,93.59,10.15,30.53,2022-05-23,5.46,0.0,0.0,已持仓,,,,
2022-05-23,1,002686,亿利达,95.98,6.81,30.53,2022-05-24,5.47,0.0,-0.364,已持仓,,,,
2022-05-31,3,688317,之江生物,89.1,10.01,27.67,2022-06-01,38.88,0.0,-0.892,买入,2022-06-14,37.3248,止损,-4.15
2022-06-01,2,002137,实益达,96.33,17.36,32.85,2022-06-02,5.19,0.0,0.193,已持仓,,,,
2022-06-02,2,688317,之江生物,94.11,6.85,27.97,2022-06-06,39.4,0.0,0.408,已持仓,,,,
2022-06-15,1,001212,中旗新材,91.75,49.75,27.6,2022-06-16,47.53,0.0,1.02,买入,2022-06-17,52.28300000000001,止盈,9.83
2022-06-29,1,000017,深中华A,86.48,19.17,31.22,2022-06-30,4.52,0.0,-0.877,买入,2022-07-04,4.339199999999999,止损,-4.15
2022-07-01,3,000037,深南电A,72.74,8.59,29.14,2022-07-04,8.41,0.0,0.238,已持仓,,,,
2022-07-04,2,000037,深南电A,77.38,5.42,29.14,2022-07-05,8.12,0.0,-0.976,买入,2022-07-13,7.795199999999999,止损,-4.15
2022-07-05,1,300731,科创新源,95.95,8.75,29.14,2022-07-06,22.5,0.0,-1.875,已持仓,,,,
2022-07-06,2,300731,科创新源,95.7,5.89,30.17,2022-07-07,22.6,0.0,-0.528,已持仓,,,,
2022-07-12,2,002348,高乐股份,82.66,20.48,29.28,2022-07-13,2.39,0.0,-2.449,已持仓,,,,
2022-07-22,1,002796,世嘉科技,89.16,20.59,27.93,2022-07-25,10.84,0.0,0.185,买入,2022-07-26,10.4,止损(低开),-4.2
2022-07-25,1,002796,世嘉科技,92.39,14.72,31.6,2022-07-26,10.4,0.0,0.0,已持仓,,,,
2022-07-26,2,002796,世嘉科技,92.78,10.1,32.67,2022-07-27,10.23,0.0,-0.486,冷却期,,,,
2022-07-27,2,002796,世嘉科技,88.29,11.67,32.67,2022-07-28,10.45,0.0,-0.476,冷却期,,,,
2022-07-28,2,002796,世嘉科技,87.47,10.41,32.67,2022-07-29,10.43,0.0,-0.856,冷却期,,,,
2022-08-05,3,002666,德联集团,85.62,30.98,32.25,2022-08-08,6.0,0.0,-1.478,买入,2022-08-17,6.6000000000000005,止盈,9.83
2022-08-08,2,000837,秦川机床,86.57,14.16,27.71,2022-08-09,10.54,0.0,0.285,已持仓,,,,
2022-08-09,1,000837,秦川机床,85.76,14.03,27.71,2022-08-10,10.33,0.0,-1.899,已持仓,,,,
2022-08-11,4,002494,华斯股份,66.7,5.52,28.0,2022-08-12,4.49,0.0,0.0,已持仓,,,,
2022-08-24,1,002077,大港股份,88.63,22.34,28.53,2022-08-25,16.01,0.0,-3.028,低开跳过,,,,
2022-08-25,2,688160,步科股份,85.99,10.91,30.79,2022-08-26,41.25,0.0,-0.121,买入,2022-08-30,39.6,止损,-4.15
2022-08-26,1,002471,中超控股,86.04,5.44,31.98,2022-08-29,2.82,0.0,-1.399,已持仓,,,,
2022-08-29,4,688155,先惠技术,87.5,8.12,28.27,2022-08-30,85.9,0.0,0.468,已持仓,,,,
2022-08-30,1,688155,先惠技术,86.03,5.85,30.69,2022-08-31,81.23,0.0,-4.435,低开跳过,,,,
2022-08-31,2,001212,中旗新材,93.68,5.15,28.73,2022-09-01,27.87,0.0,0.0,买入,2022-09-02,30.657000000000004,止盈,9.83
2022-09-01,2,001212,中旗新材,96.52,5.04,28.73,2022-09-02,29.56,0.0,3.068,已持仓,,,,
2022-09-02,2,001212,中旗新材,94.41,6.53,28.73,2022-09-05,28.99,0.0,0.173,冷却期,,,,
2022-09-05,5,002045,国光电器,89.34,11.41,29.17,2022-09-06,13.07,0.0,1.554,买入,2022-09-09,12.5472,止损,-4.15
2022-09-06,4,002012,凯恩股份,86.89,7.2,27.55,2022-09-07,5.55,0.0,-0.538,已持仓,,,,
2022-09-07,3,002012,凯恩股份,86.31,6.15,27.55,2022-09-08,5.62,0.0,-0.531,已持仓,,,,
2022-09-08,5,002045,国光电器,86.1,18.67,29.17,2022-09-09,12.75,0.0,-0.546,已持仓,,,,
2022-09-14,5,002115,三维通信,67.12,12.89,27.8,2022-09-15,5.19,0.0,0.777,买入,2022-09-16,4.97,止损(低开),-4.38
2022-09-15,5,000151,中成股份,87.32,14.86,29.44,2022-09-16,11.79,0.0,0.0,已持仓,,,,
2022-09-19,14,002278,神开股份,83.55,15.71,28.47,2022-09-20,4.99,0.0,-0.2,买入,2022-09-30,4.7904,止损,-4.15
2022-09-23,9,300517,海波重科,89.21,8.95,31.47,2022-09-26,13.71,0.0,-2.35,已持仓,,,,
2022-09-30,12,000678,襄阳轴承,89.11,5.81,29.15,2022-10-10,5.49,0.0,1.105,买入,2022-10-17,6.039000000000001,止盈,9.83
2022-10-10,1,000957,中通客车,97.61,9.3,29.53,2022-10-11,13.12,0.0,0.153,已持仓,,,,
2022-10-11,5,000620,盈新发展,95.42,10.7,32.66,2022-10-12,3.08,0.0,0.654,已持仓,,,,
2022-10-13,3,000957,中通客车,83.93,8.27,29.53,2022-10-14,13.49,0.0,0.447,已持仓,,,,
2022-10-26,1,603363,傲农生物,84.62,6.65,28.12,2022-10-27,13.51,0.0,-0.662,买入,2022-10-28,12.9696,止损,-4.15
2022-10-27,1,002796,世嘉科技,91.29,13.14,27.08,2022-10-28,9.53,0.0,-0.729,已持仓,,,,
2022-10-28,1,002137,实益达,90.9,22.91,27.05,2022-10-31,6.09,0.0,-2.247,低开跳过,,,,
2022-10-31,2,002137,实益达,92.93,16.66,29.39,2022-11-01,6.17,0.0,-0.323,买入,2022-11-15,6.787000000000001,止盈,9.83
2022-11-24,1,002279,久其软件,92.49,5.76,27.26,2022-11-25,6.06,0.0,0.0,买入,2022-12-08,5.8176,止损,-4.15
2022-11-25,1,002279,久其软件,89.8,7.39,27.26,2022-11-28,5.89,0.0,-2.322,已持仓,,,,
2022-11-28,2,002474,榕基软件,88.91,13.86,28.33,2022-11-29,8.75,0.0,-0.681,已持仓,,,,
2022-11-29,2,002474,榕基软件,87.44,16.12,28.33,2022-11-30,8.76,0.0,-0.905,已持仓,,,,
2022-11-30,1,002474,榕基软件,82.17,17.6,28.33,2022-12-01,8.92,0.0,-0.335,已持仓,,,,
2022-12-06,1,002317,众生药业,89.87,15.48,29.91,2022-12-07,28.7,0.0,0.035,已持仓,,,,
2022-12-07,1,002317,众生药业,88.23,13.9,29.91,2022-12-08,28.7,0.0,-1.914,已持仓,,,,
2022-12-08,1,688137,近岸蛋白,93.17,9.81,27.77,2022-12-09,87.78,0.0,1.036,买入,2022-12-13,84.2688,止损,-4.15
2022-12-20,5,002603,以岭药业,80.54,7.07,28.09,2022-12-21,38.86,0.0,-1.595,买入,2022-12-22,37.3056,止损,-4.15
2022-12-22,3,300434,金石亚药,88.4,11.11,31.26,2022-12-23,16.12,0.0,0.062,买入,2022-12-27,15.475200000000001,止损,-4.15
2022-12-23,4,603130,云中马,88.0,19.64,30.51,2022-12-26,26.81,0.0,-1.143,已持仓,,,,
2022-12-27,1,688075,安旭生物,94.48,7.62,28.5,2022-12-28,85.69,0.0,0.281,买入,2023-01-18,87.86,到期,2.38
2023-01-12,2,002095,生意宝,91.18,8.31,27.33,2023-01-13,22.13,0.0,0.09,已持仓,,,,
2023-01-13,5,002095,生意宝,84.79,7.12,28.37,2023-01-16,21.72,0.0,0.185,已持仓,,,,
2023-01-18,6,002095,生意宝,84.78,5.64,32.23,2023-01-19,20.62,0.0,0.536,买入,2023-02-02,22.682000000000002,止盈,9.83
2023-01-31,2,300562,乐心医疗,72.4,6.57,27.79,2023-02-01,9.71,0.0,0.103,已持仓,,,,
2023-02-01,1,002721,金一文化,83.31,8.62,27.11,2023-02-02,3.35,0.0,0.299,已持仓,,,,
2023-02-08,1,002785,万里石,83.18,16.91,27.07,2023-02-09,24.46,0.0,-0.448,买入,2023-03-01,24.73,到期,0.95
2023-02-09,1,002785,万里石,91.17,8.13,27.07,2023-02-10,24.25,0.0,0.041,已持仓,,,,
2023-02-16,2,002855,捷荣技术,86.96,7.21,29.21,2023-02-17,10.6,0.0,0.0,已持仓,,,,
2023-03-16,5,300427,红相股份,83.64,5.98,29.06,2023-03-17,14.52,0.0,0.0,买入,2023-03-20,13.9392,止损,-4.15
2023-04-25,4,300607,拓斯达,91.55,10.65,30.57,2023-04-26,11.58,0.0,-1.447,买入,2023-05-18,12.738000000000001,止盈,9.83
2023-04-26,2,301313,凡拓数创,92.37,11.69,28.97,2023-04-27,32.99,0.0,0.887,已持仓,,,,
2023-04-27,2,301313,凡拓数创,90.54,7.81,28.97,2023-04-28,32.48,0.0,0.371,已持仓,,,,
2023-04-28,1,605133,嵘泰股份,95.15,5.99,28.79,2023-05-04,27.63,0.0,-0.108,已持仓,,,,
2023-05-04,1,605133,嵘泰股份,96.95,5.59,28.79,2023-05-05,27.72,0.0,-0.467,已持仓,,,,
2023-05-05,18,688350,富淼科技,72.23,5.16,32.77,2023-05-08,16.27,0.0,0.0,已持仓,,,,
2023-05-09,17,002584,西陇科学,77.3,10.63,32.53,2023-05-10,5.02,0.0,-1.953,已持仓,,,,
2023-05-10,11,001309,德明利,88.7,7.27,27.33,2023-05-11,63.4,0.0,0.126,已持仓,,,,
2023-05-12,2,000620,盈新发展,91.29,7.54,30.17,2023-05-15,1.2,0.0,-4.0,已持仓,,,,
2023-05-16,7,300426,华智数媒,87.58,8.36,30.57,2023-05-17,11.94,0.0,-0.995,已持仓,,,,
2023-05-17,11,300426,华智数媒,80.56,5.79,32.03,2023-05-18,12.23,0.0,0.246,已持仓,,,,
2023-05-19,11,002425,凯撒文化,80.58,5.0,28.3,2023-05-22,5.37,0.0,-0.371,买入,2023-05-23,5.1552,止损,-4.15
2023-06-06,11,688176,亚虹医药,83.71,5.85,28.18,2023-06-07,11.79,0.0,-0.758,买入,2023-06-08,11.318399999999999,止损,-4.15
2023-06-07,5,605580,恒盛能源,88.76,18.95,27.69,2023-06-08,13.18,0.0,0.0,已持仓,,,,
2023-06-14,2,300753,爱朋医疗,92.97,12.85,32.02,2023-06-15,18.72,0.0,-0.531,买入,2023-06-26,17.95,止损(低开),-4.26
2023-06-28,4,300502,新易盛,83.98,10.26,32.09,2023-06-29,58.0,0.0,1.754,买入,2023-06-30,63.800000000000004,止盈,9.83
2023-06-29,11,300688,创业黑马,64.12,7.71,29.55,2023-06-30,32.76,0.0,0.061,已持仓,,,,
2023-07-03,11,688156,路德科技,62.59,5.22,27.73,2023-07-04,26.88,0.0,-0.334,买入,2023-07-24,29.21,到期,8.5
2023-07-05,2,002343,慈文传媒,86.54,7.08,27.76,2023-07-06,7.17,0.0,0.28,已持仓,,,,
2023-07-10,2,002535,林州重机,87.18,20.89,30.18,2023-07-11,4.46,0.0,4.206,已持仓,,,,
2023-07-11,1,002535,林州重机,92.51,14.97,30.18,2023-07-12,4.83,0.0,9.524,已持仓,,,,
2023-07-12,6,688195,腾景科技,73.95,8.01,29.63,2023-07-13,41.39,0.0,0.804,已持仓,,,,
2023-07-25,3,000037,深南电A,71.01,6.78,27.27,2023-07-26,11.09,0.0,0.271,买入,2023-07-27,10.6464,止损,-4.15
2023-07-26,2,002590,万安科技,85.48,6.73,28.59,2023-07-27,12.31,0.0,6.765,已持仓,,,,
2023-07-27,2,002590,万安科技,88.82,12.9,28.59,2023-07-28,11.24,0.0,-3.27,低开跳过,,,,
2023-07-28,2,301386,未来电器,90.88,11.09,28.14,2023-07-31,26.93,0.0,-0.847,买入,2023-08-03,29.623,止盈,9.83
2023-07-31,1,301386,未来电器,91.37,10.45,28.14,2023-08-01,27.03,0.0,-0.369,已持仓,,,,
2023-08-02,6,301386,未来电器,80.78,13.69,28.7,2023-08-03,28.0,0.0,1.486,已持仓,,,,
2023-08-08,7,002864,盘龙药业,82.09,8.45,27.34,2023-08-09,35.55,0.0,0.0,买入,2023-08-18,34.12799999999999,止损,-4.15
2023-08-15,9,000890,法尔胜,72.66,8.98,27.48,2023-08-16,4.56,0.0,0.0,已持仓,,,,
2023-08-18,10,002045,国光电器,81.48,5.21,28.21,2023-08-21,13.51,0.0,-1.387,买入,2023-08-22,12.9696,止损,-4.15
2023-08-21,11,000980,众泰汽车,77.77,5.03,27.36,2023-08-22,3.95,0.0,1.542,已持仓,,,,
2023-08-22,1,000411,英特集团,95.78,6.44,27.59,2023-08-23,11.67,0.0,0.086,买入,2023-09-12,12.03,到期,2.98
2023-08-23,1,000411,英特集团,99.06,5.58,27.59,2023-08-24,11.6,0.0,-0.855,已持仓,,,,
2023-08-25,14,301499,维科精密,83.52,22.53,31.65,2023-08-28,34.9,0.0,7.22,已持仓,,,,
2023-08-28,5,000411,英特集团,96.34,5.14,27.97,2023-08-29,11.71,0.0,-0.425,已持仓,,,,
2023-09-08,2,300561,汇金科技,90.97,6.06,29.89,2023-09-11,13.13,0.0,-0.455,已持仓,,,,
2023-09-11,2,300749,顶固集创,87.64,14.88,28.66,2023-09-12,8.9,0.0,-0.559,已持仓,,,,
2023-09-12,2,300749,顶固集创,86.71,10.1,28.66,2023-09-13,9.01,0.0,-0.662,买入,2023-10-11,9.12,到期,1.12
2023-09-14,4,300588,熙菱信息,86.39,21.53,27.21,2023-09-15,12.5,0.0,-3.176,已持仓,,,,
2023-09-27,1,301313,凡拓数创,98.51,13.38,30.03,2023-09-28,37.01,0.0,-1.674,已持仓,,,,
2023-10-09,1,300649,杭州园林,92.86,5.31,29.27,2023-10-10,18.5,0.0,0.0,已持仓,,,,
2023-10-19,2,300735,光弘科技,92.54,11.48,30.3,2023-10-20,17.6,0.0,-1.786,买入,2023-10-24,19.360000000000003,止盈,9.89
2023-10-20,5,300351,永贵电器,90.75,15.6,30.09,2023-10-23,18.35,0.0,-0.054,已持仓,,,,
2023-10-23,2,300502,新易盛,90.11,9.64,31.62,2023-10-24,34.33,0.0,2.754,已持仓,,,,
2023-10-24,4,300502,新易盛,91.72,7.17,31.62,2023-10-25,33.95,0.0,-0.029,买入,2023-10-26,32.26,止损(低开),-5.07
2023-10-30,5,002708,光洋股份,82.54,6.35,29.44,2023-10-31,7.7,0.0,-0.388,买入,2023-11-01,8.47,止盈,9.89
2023-11-28,2,002103,广博股份,88.28,20.49,28.07,2023-11-29,7.22,0.0,0.278,买入,2023-12-15,7.942,止盈,9.89
2023-11-29,1,002103,广博股份,99.17,14.05,28.27,2023-11-30,7.2,0.0,-0.826,已持仓,,,,
2023-11-30,1,002103,广博股份,93.6,15.7,28.47,2023-12-01,7.32,0.0,-0.136,已持仓,,,,
2023-12-01,3,300637,扬帆新材,83.35,7.33,27.22,2023-12-04,10.95,0.0,0.922,已持仓,,,,
2023-12-04,2,300637,扬帆新材,82.52,9.3,27.22,2023-12-05,11.02,0.0,0.916,已持仓,,,,
2023-12-05,1,300637,扬帆新材,90.85,7.27,27.22,2023-12-06,10.53,0.0,-0.095,已持仓,,,,
2023-12-06,1,603273,天元智能,97.35,11.09,27.39,2023-12-07,24.6,0.0,-0.081,已持仓,,,,
2023-12-07,4,002137,实益达,76.57,9.37,27.32,2023-12-08,7.35,0.0,-0.676,已持仓,,,,
2023-12-08,3,002137,实益达,83.87,8.51,27.32,2023-12-11,7.14,0.0,-0.695,已持仓,,,,
2023-12-12,1,300538,同益股份,93.69,7.17,29.24,2023-12-13,18.88,0.0,-0.527,已持仓,,,,
2023-12-18,2,300538,同益股份,88.68,8.02,31.18,2023-12-19,18.37,0.0,-1.607,买入,2023-12-20,20.207000000000004,止盈,9.89
2023-12-20,2,301499,维科精密,90.97,7.84,28.54,2023-12-21,30.45,0.0,-0.62,买入,2023-12-25,29.232,止损,-4.1
2023-12-21,5,301499,维科精密,90.18,7.35,28.54,2023-12-22,30.39,0.0,0.099,已持仓,,,,
2023-12-22,5,603153,上海建科,87.55,31.31,31.95,2023-12-25,20.51,0.0,-0.533,已持仓,,,,
2023-12-25,8,603153,上海建科,85.09,21.5,32.76,2023-12-26,20.63,0.0,0.146,买入,2023-12-27,19.804799999999997,止损,-4.1
2023-12-26,6,301499,维科精密,87.0,6.32,32.13,2023-12-27,28.35,0.0,0.106,已持仓,,,,
2023-12-27,13,002712,思美传媒,83.66,5.92,28.48,2023-12-28,5.45,0.0,0.368,买入,2024-01-16,5.232,止损,-4.1
2023-12-28,3,002712,思美传媒,86.71,5.57,30.07,2023-12-29,5.44,0.0,0.0,已持仓,,,,
2024-01-03,1,605133,嵘泰股份,96.57,7.38,29.07,2024-01-04,25.73,0.0,0.039,已持仓,,,,
2024-01-05,1,605133,嵘泰股份,98.15,5.64,29.52,2024-01-08,25.27,0.0,-0.433,已持仓,,,,
2024-01-08,1,002632,道明光学,92.02,9.32,28.71,2024-01-09,8.35,0.0,-1.533,已持仓,,,,
2024-01-09,8,603004,鼎龙科技,87.09,49.45,32.65,2024-01-10,30.21,0.0,-2.265,已持仓,,,,
2024-01-10,8,002632,道明光学,81.66,7.78,31.11,2024-01-11,8.01,0.0,-0.373,已持仓,,,,
2024-01-11,7,002632,道明光学,83.73,6.71,31.88,2024-01-12,8.18,0.0,-0.969,已持仓,,,,
2024-01-12,7,002632,道明光学,82.92,6.07,31.88,2024-01-15,8.01,0.0,-0.125,已持仓,,,,
2024-01-15,11,002660,茂硕电源,69.63,5.25,31.28,2024-01-16,10.17,0.0,0.0,已持仓,,,,
2024-01-18,10,601086,国芳集团,80.26,5.95,27.12,2024-01-19,5.56,0.0,0.361,买入,2024-01-22,5.337599999999999,止损,-4.1
2024-01-19,24,605080,浙江自然,65.32,7.58,27.56,2024-01-22,21.1,0.0,0.716,已持仓,,,,
2024-01-22,12,603075,热威股份,88.41,9.93,29.55,2024-01-23,20.04,0.0,0.1,买入,2024-02-01,19.0,止损(低开),-5.29
2024-01-23,21,002235,安妮股份,87.66,5.57,27.18,2024-01-24,5.83,0.0,-0.171,已持仓,,,,
2024-01-24,27,603075,热威股份,79.68,8.08,29.59,2024-01-25,20.4,0.0,-0.633,已持仓,,,,
2024-01-26,11,603075,热威股份,78.76,6.08,29.59,2024-01-29,21.4,0.0,3.532,已持仓,,,,
2024-01-29,35,301512,智信精密,70.31,8.49,28.23,2024-01-30,47.82,0.0,-0.994,已持仓,,,,
2024-01-30,13,300350,华鹏飞,78.11,10.16,31.11,2024-01-31,4.7,0.0,0.0,已持仓,,,,
2024-01-31,5,300663,科蓝软件,83.89,8.73,27.92,2024-02-01,10.0,0.0,0.0,已持仓,,,,
2024-02-01,7,603324,盛剑科技,86.67,5.39,28.1,2024-02-02,23.05,0.0,-0.475,买入,2024-02-05,21.55,止损(低开),-6.6
2024-02-02,1,000532,华金资本,91.56,11.91,30.23,2024-02-05,11.76,0.0,-3.764,已持仓,,,,
2024-02-05,1,605133,嵘泰股份,95.68,5.72,27.17,2024-02-06,16.53,0.0,-0.84,买入,2024-02-07,18.183000000000003,止盈,9.89
2024-02-06,1,603122,合富中国,88.65,12.63,30.65,2024-02-07,5.68,0.0,1.429,已持仓,,,,
2024-02-07,4,603230,内蒙新华,85.88,25.36,29.7,2024-02-08,10.81,0.0,-4.252,低开跳过,,,,
2024-03-26,1,603011,合锻智能,88.38,8.48,30.25,2024-03-27,8.01,0.0,1.136,买入,2024-04-08,7.6895999999999995,止损,-4.1
2024-03-27,1,000917,电广传媒,94.67,9.21,29.99,2024-03-28,6.46,0.0,-0.462,已持仓,,,,
2024-03-28,1,000917,电广传媒,88.02,8.41,30.43,2024-03-29,6.55,0.0,-1.057,已持仓,,,,
2024-03-29,1,000917,电广传媒,88.46,6.95,30.97,2024-04-01,6.49,0.0,0.0,已持仓,,,,
2024-04-02,1,000917,电广传媒,84.92,7.49,32.39,2024-04-03,6.26,0.0,0.16,已持仓,,,,
2024-04-03,2,002611,东方精工,86.07,6.27,27.26,2024-04-08,6.77,0.0,-0.587,已持仓,,,,
2024-04-08,2,002611,东方精工,88.59,5.58,29.09,2024-04-09,6.61,0.0,0.152,买入,2024-04-15,6.3456,止损,-4.1
2024-04-09,1,002611,东方精工,94.39,5.44,29.53,2024-04-10,6.7,0.0,-0.149,已持仓,,,,
2024-04-10,1,002611,东方精工,95.51,5.95,30.39,2024-04-11,6.46,0.0,-1.223,已持仓,,,,
2024-04-11,2,002611,东方精工,90.2,7.08,30.82,2024-04-12,6.69,0.0,0.602,已持仓,,,,
2024-04-12,4,300548,长芯博创,85.37,8.61,31.64,2024-04-15,23.51,0.0,-0.844,已持仓,,,,
2024-04-15,2,300417,南华仪器,87.45,7.57,27.24,2024-04-16,6.66,0.0,-3.057,低开跳过,,,,
2024-04-16,3,301421,波长光电,92.99,11.99,27.3,2024-04-17,34.99,0.0,2.101,买入,2024-04-18,38.489000000000004,止盈,9.89
2024-04-18,1,002652,扬子新材,87.72,5.06,28.47,2024-04-19,2.07,0.0,0.0,买入,2024-04-22,1.9871999999999999,止损,-4.1
2024-04-22,4,301520,万邦医药,87.27,6.85,27.81,2024-04-23,41.79,0.0,-0.167,买入,2024-04-30,45.969,止盈,9.89
2024-04-30,1,300536,农尚环境,87.12,8.82,28.83,2024-05-06,11.23,0.0,0.089,买入,2024-05-07,12.353000000000002,止盈,9.89
2024-05-14,1,300721,怡达股份,76.6,9.46,27.13,2024-05-15,12.5,0.0,0.402,买入,2024-05-28,13.750000000000002,止盈,9.89
2024-05-15,2,603222,济民健康,67.12,10.69,27.01,2024-05-16,6.84,0.0,0.0,已持仓,,,,
2024-05-16,1,603222,济民健康,71.69,7.19,27.87,2024-05-17,6.87,0.0,-1.151,已持仓,,,,
2024-05-17,3,603232,格尔软件,69.73,5.17,29.94,2024-05-20,12.08,0.0,-0.33,已持仓,,,,
2024-05-29,7,000702,正虹科技,63.16,25.9,29.58,2024-05-30,5.83,0.0,0.344,买入,2024-05-31,5.28,止损(低开),-9.53
2024-05-30,3,300641,正丹股份,85.92,13.1,30.69,2024-05-31,24.3,0.0,1.166,已持仓,,,,
2024-06-03,1,300644,南京聚隆,88.73,16.1,28.01,2024-06-04,22.6,0.0,-0.309,买入,2024-06-05,21.696,止损,-4.1
2024-06-04,4,300644,南京聚隆,76.26,13.02,29.57,2024-06-05,22.59,0.0,0.0,已持仓,,,,
2024-06-05,4,300644,南京聚隆,81.04,11.09,30.38,2024-06-06,21.51,0.0,0.0,冷却期,,,,
2024-06-06,7,300611,美力科技,90.78,5.66,30.28,2024-06-07,7.5,0.0,2.599,买入,2024-06-25,7.19,止损(低开),-4.23
2024-06-07,7,301517,陕西华达,88.9,28.36,31.62,2024-06-11,56.99,0.0,-0.887,已持仓,,,,
2024-06-20,19,300722,新余国科,70.47,6.62,32.23,2024-06-21,20.0,0.0,-0.05,已持仓,,,,
2024-06-25,23,301315,威士顿,82.02,15.51,31.01,2024-06-26,33.8,0.0,-4.681,低开跳过,,,,
2024-06-27,9,600345,长江通信,87.69,7.16,27.69,2024-06-28,18.09,0.0,0.444,买入,2024-07-03,17.3664,止损,-4.1
2024-06-28,17,600345,长江通信,83.59,7.04,27.69,2024-07-01,17.98,0.0,0.391,已持仓,,,,
2024-07-01,12,600345,长江通信,85.43,5.93,29.0,2024-07-02,17.98,0.0,-0.498,已持仓,,,,
2024-07-02,22,603037,凯众股份,73.88,5.35,32.53,2024-07-03,13.13,0.0,0.0,已持仓,,,,
2024-07-05,5,001696,宗申动力,95.02,7.45,28.82,2024-07-08,9.8,0.0,0.41,买入,2024-07-09,9.408,止损,-4.1
2024-07-08,5,001696,宗申动力,90.33,6.31,30.16,2024-07-09,9.48,0.0,-0.105,已持仓,,,,
2024-07-10,44,300730,科创信息,73.74,17.22,29.95,2024-07-11,10.41,0.0,1.66,买入,2024-07-12,11.451,止盈,9.89
2024-07-17,47,001336,楚环科技,63.81,6.36,32.1,2024-07-18,16.21,0.0,-0.856,买入,2024-07-24,15.5616,止损,-4.1
2024-07-18,36,600287,苏豪时尚,67.55,5.09,29.07,2024-07-19,2.67,0.0,-1.111,已持仓,,,,
2024-07-25,4,300469,信息发展,96.36,11.21,27.9,2024-07-26,12.58,0.0,0.159,买入,2024-08-05,12.0768,止损,-4.1
2024-07-26,5,300469,信息发展,93.42,9.53,28.94,2024-07-29,12.49,0.0,0.241,已持仓,,,,
2024-07-30,9,300469,信息发展,83.7,12.15,28.94,2024-07-31,12.57,0.0,-1.797,已持仓,,,,
2024-08-08,2,300641,正丹股份,90.65,8.75,30.56,2024-08-09,21.81,0.0,-0.593,买入,2024-08-15,20.9376,止损,-4.1
2024-08-09,1,300641,正丹股份,101.68,7.08,30.82,2024-08-12,21.88,0.0,-0.995,已持仓,,,,
2024-08-12,2,301606,绿联科技,91.0,16.31,28.71,2024-08-13,29.85,0.0,-1.061,已持仓,,,,
2024-08-13,5,301606,绿联科技,78.19,15.96,30.34,2024-08-14,29.79,0.0,-0.832,已持仓,,,,
2024-08-14,4,301606,绿联科技,82.66,12.25,30.34,2024-08-15,29.4,0.0,-1.077,已持仓,,,,
2024-08-15,5,301606,绿联科技,84.98,14.47,30.34,2024-08-16,29.9,0.0,0.033,买入,2024-08-19,28.35,止损(低开),-5.28
2024-08-16,9,301606,绿联科技,82.48,17.37,30.34,2024-08-19,28.35,0.0,-2.174,已持仓,,,,
2024-08-19,6,301606,绿联科技,83.5,15.04,32.75,2024-08-20,28.0,0.0,0.322,冷却期,,,,
2024-08-21,7,300411,金盾股份,87.41,6.44,29.79,2024-08-22,10.23,0.0,-0.68,买入,2024-08-23,9.8208,止损,-4.1
2024-08-22,4,300411,金盾股份,88.77,5.67,31.16,2024-08-23,10.25,0.0,1.285,已持仓,,,,
2024-08-23,20,300718,长盛轴承,65.39,18.77,29.71,2024-08-26,12.7,0.0,-1.703,买入,2024-08-30,13.97,止盈,9.89
2024-08-26,3,301421,波长光电,93.01,13.77,27.89,2024-08-27,31.26,0.0,-0.319,已持仓,,,,
2024-08-27,1,301421,波长光电,99.93,10.64,30.91,2024-08-28,29.83,0.0,-1.127,已持仓,,,,
2024-08-28,1,301421,波长光电,101.54,8.98,31.05,2024-08-29,29.95,0.0,-0.663,已持仓,,,,
2024-08-29,1,301421,波长光电,93.07,11.23,31.05,2024-08-30,31.12,0.0,0.225,已持仓,,,,
2024-09-02,5,000628,高新发展,87.15,6.76,27.32,2024-09-03,35.16,0.0,-0.199,买入,2024-09-09,38.676,止盈,9.89
2024-09-03,7,301571,国科天成,86.44,32.49,32.92,2024-09-04,38.54,0.0,-0.976,已持仓,,,,
2024-09-04,2,301571,国科天成,93.22,29.7,32.92,2024-09-05,37.59,0.0,-1.905,已持仓,,,,
2024-09-09,7,301607,富特科技,77.96,62.42,28.9,2024-09-10,40.47,0.0,-2.926,低开跳过,,,,
2024-09-10,1,603004,鼎龙科技,94.06,11.82,28.18,2024-09-11,16.12,0.0,-0.983,买入,2024-09-27,17.732000000000003,止盈,9.89
2024-09-12,10,000058,深赛格,75.64,6.23,30.47,2024-09-13,6.25,0.0,0.16,已持仓,,,,
2024-09-13,4,002388,新亚制程,86.79,13.8,32.9,2024-09-18,3.95,0.0,-5.728,已持仓,,,,
2024-09-18,17,301326,捷邦科技,68.37,12.17,30.05,2024-09-19,30.4,0.0,0.963,已持仓,,,,
2024-09-19,9,002806,华锋股份,72.77,5.95,32.05,2024-09-20,8.58,0.0,-0.924,已持仓,,,,
2024-09-20,12,301326,捷邦科技,68.77,7.22,30.05,2024-09-23,30.5,0.0,-0.359,已持仓,,,,
