周期,信号日期,排名,评分,股票代码,股票名称,买入日期,买入价,买入股数,买入金额,止盈价,止损价,卖出日期,卖出价,卖出金额,持股天数,退出原因,买入费,卖出费,总手续费,净收益金额,收益率%,买前现金,卖后现金
2022,2022-02-25,3,85.54370071782486,002104,恒宝股份,2022-02-28,13.2,3200,42240.0,14.52,12.672,2022-03-01,12.41,39712.0,2,止损(低开),10.98,50.04,61.02,-2589.02,-6.13,42368.79,39779.77
2022,2022-03-03,2,88.62492671652454,300561,汇金科技,2022-03-04,13.23,3000,39690.0,14.553,12.701,2022-03-07,12.701,38102.4,2,止损,10.32,48.01,58.33,-1645.93,-4.15,39779.77,38133.84
2022,2022-03-08,2,88.88497945313841,688005,容百科技,2022-03-09,108.0,300,32400.0,118.8,103.68,2022-03-10,120.0,36000.0,2,止盈(高开),8.42,45.36,53.78,3546.22,10.94,38133.84,41680.05
2022,2022-03-16,1,88.48886782701464,688075,安旭生物,2022-03-17,227.88,100,22788.0,250.668,218.765,2022-03-18,250.668,25066.8,2,止盈,5.92,31.58,37.51,2241.29,9.83,41680.05,43921.35
2022,2022-04-07,1,86.75918429987775,002069,獐子岛,2022-04-08,4.05,10800,43740.0,4.455,3.888,2022-04-11,3.86,41688.0,2,止损(低开),11.37,52.53,63.9,-2115.9,-4.84,43921.35,41805.45
2022,2022-04-11,1,94.04393996094704,002657,中科金财,2022-04-12,17.15,2400,41160.0,18.865,16.464,2022-04-13,16.464,39513.6,2,止损,10.7,49.79,60.49,-1706.89,-4.15,41805.45,40098.56
2022,2022-04-13,1,88.98483018168935,603122,合富中国,2022-04-14,14.2,2800,39760.0,15.62,13.632,2022-04-15,15.64,43792.0,2,止盈(高开),10.34,55.18,65.52,3966.48,9.97,40098.56,44065.04
2022,2022-04-15,3,90.5050932419116,300387,富邦科技,2022-04-18,8.3,5300,43990.0,9.13,7.968,2022-04-19,9.13,48389.0,2,止盈,11.44,60.97,72.41,4326.59,9.83,44065.04,48391.63
2022,2022-04-20,1,89.54558944916708,002603,以岭药业,2022-04-21,29.62,1600,47392.0,32.582,28.435,2022-04-22,28.435,45496.32,2,止损,12.32,57.33,69.65,-1965.33,-4.15,48391.63,46426.31
2022,2022-04-26,1,91.90618351927824,000430,张家界,2022-04-27,5.16,8900,45924.0,5.676,4.954,2022-05-13,5.676,50516.4,10,止盈,11.94,63.65,75.59,4516.81,9.83,46426.31,50943.12
2022,2022-05-17,2,80.28672750420489,603078,江化微,2022-05-18,23.89,2100,50169.0,26.279,22.934,2022-05-24,22.934,48162.24,5,止损,13.04,60.68,73.73,-2080.49,-4.15,50943.12,48862.63
2022,2022-05-31,3,89.10288005131356,688317,之江生物,2022-06-01,38.88,1200,46656.0,42.768,37.325,2022-06-14,37.325,44789.76,9,止损,12.13,56.44,68.57,-1934.81,-4.15,48862.63,46927.82
2022,2022-06-15,1,91.7474019940639,001212,中旗新材,2022-06-16,47.53,900,42777.0,52.283,45.629,2022-06-17,52.283,47054.7,2,止盈,11.12,59.29,70.41,4207.29,9.83,46927.82,51135.11
2022,2022-06-29,1,86.4825,000017,深中华A,2022-06-30,4.52,11300,51076.0,4.972,4.339,2022-07-04,4.339,49032.96,3,止损,13.28,61.78,75.06,-2118.1,-4.15,51135.11,49017.01
2022,2022-07-04,2,77.38129803955769,000037,深南电A,2022-07-05,8.12,6000,48720.0,8.932,7.795,2022-07-13,7.795,46771.2,7,止损,12.67,58.93,71.6,-2020.4,-4.15,49017.01,46996.61
2022,2022-07-22,1,89.16072524080244,002796,世嘉科技,2022-07-25,10.84,4300,46612.0,11.924,10.406,2022-07-26,10.4,44720.0,2,止损(低开),12.12,56.35,68.47,-1960.47,-4.2,46996.61,45036.14
2022,2022-08-05,3,85.61868627306818,002666,德联集团,2022-08-08,6.0,7500,45000.0,6.6,5.76,2022-08-17,6.6,49500.0,8,止盈,11.7,62.37,74.07,4425.93,9.83,45036.14,49462.07
2022,2022-08-25,2,85.98817348443448,688160,步科股份,2022-08-26,41.25,1100,45375.0,45.375,39.6,2022-08-30,39.6,43560.0,3,止损,11.8,54.89,66.68,-1881.68,-4.15,49462.07,47580.39
2022,2022-08-31,2,93.6815962740386,001212,中旗新材,2022-09-01,27.87,1700,47379.0,30.657,26.755,2022-09-02,30.657,52116.9,2,止盈,12.32,65.67,77.99,4659.91,9.83,47580.39,52240.31
2022,2022-09-05,5,89.34126021192671,002045,国光电器,2022-09-06,13.07,3900,50973.0,14.377,12.547,2022-09-09,12.547,48934.08,4,止损,13.25,61.66,74.91,-2113.83,-4.15,52240.31,50126.48
2022,2022-09-14,5,67.122737142972,002115,三维通信,2022-09-15,5.19,9600,49824.0,5.709,4.982,2022-09-16,4.97,47712.0,2,止损(低开),12.95,60.12,73.07,-2185.07,-4.38,50126.48,47941.4
2022,2022-09-19,14,83.55185185185185,002278,神开股份,2022-09-20,4.99,9600,47904.0,5.489,4.79,2022-09-30,4.79,45987.84,9,止损,12.46,57.94,70.4,-1986.56,-4.15,47941.4,45954.84
2022,2022-09-30,12,89.10932350682626,000678,襄阳轴承,2022-10-10,5.49,8300,45567.0,6.039,5.27,2022-10-17,6.039,50123.7,6,止盈,11.85,63.16,75.0,4481.7,9.83,45954.84,50436.54
2022,2022-10-26,1,84.61644273942751,603363,傲农生物,2022-10-27,13.51,3700,49987.0,14.861,12.97,2022-10-28,12.97,47987.52,2,止损,13.0,60.46,73.46,-2072.94,-4.15,50436.54,48363.6
2022,2022-10-31,2,92.925654313248,002137,实益达,2022-11-01,6.17,7800,48126.0,6.787,5.923,2022-11-15,6.787,52938.6,11,止盈,12.51,66.7,79.22,4733.38,9.83,48363.6,53096.98
2022,2022-11-24,1,92.48644292858692,002279,久其软件,2022-11-25,6.06,8700,52722.0,6.666,5.818,2022-12-08,5.818,50613.12,10,止损,13.71,63.77,77.48,-2186.36,-4.15,53096.98,50910.62
2022,2022-12-08,1,93.17316662047244,688137,近岸蛋白,2022-12-09,87.78,500,43890.0,96.558,84.269,2022-12-13,84.269,42134.4,3,止损,11.41,53.09,64.5,-1820.1,-4.15,50910.62,49090.52
2022,2022-12-20,5,80.53915230993091,002603,以岭药业,2022-12-21,38.86,1200,46632.0,42.746,37.306,2022-12-22,37.306,44766.72,2,止损,12.12,56.41,68.53,-1933.81,-4.15,49090.52,47156.71
2022,2022-12-22,3,88.39701105680432,300434,金石亚药,2022-12-23,16.12,2900,46748.0,17.732,15.475,2022-12-27,15.475,44878.08,3,止损,12.15,56.55,68.7,-1938.62,-4.15,47156.71,45218.09
2022,2022-12-27,1,94.48492239645743,688075,安旭生物,2022-12-28,85.69,500,42845.0,94.259,82.262,2023-01-18,87.86,43930.0,15,到期,11.14,55.35,66.49,1018.51,2.38,45218.09,46236.6
2023,2023-01-12,2,91.1847873861932,002095,生意宝,2023-01-13,22.13,2200,48686.0,24.343,21.245,2023-01-17,21.245,46738.56,3,止损,12.66,58.89,71.55,-2018.99,-4.15,50000.0,47981.01
2023,2023-01-31,2,72.4015202528931,300562,乐心医疗,2023-02-01,9.71,4900,47579.0,10.681,9.322,2023-02-16,10.681,52336.9,12,止盈,12.37,65.94,78.32,4679.58,9.83,47981.01,52660.6
2023,2023-02-16,2,86.95881177336193,002855,捷荣技术,2023-02-17,10.6,4900,51940.0,11.66,10.176,2023-02-27,10.176,49862.4,7,止损,13.5,62.83,76.33,-2153.93,-4.15,52660.6,50506.66
2023,2023-03-16,5,83.64163620771593,300427,红相股份,2023-03-17,14.52,3400,49368.0,15.972,13.939,2023-03-20,13.939,47393.28,2,止损,12.84,59.72,72.55,-2047.27,-4.15,50506.66,48459.39
2023,2023-04-25,4,91.54597720450548,300607,拓斯达,2023-04-26,11.58,4100,47478.0,12.738,11.117,2023-05-18,12.738,52225.8,14,止盈,12.34,65.8,78.15,4669.65,9.83,48459.39,53129.04
2023,2023-05-19,11,80.58298266374418,002425,凯撒文化,2023-05-22,5.37,9800,52626.0,5.907,5.155,2023-05-23,5.155,50520.96,2,止损,13.68,63.66,77.34,-2182.38,-4.15,53129.04,50946.67
2023,2023-06-06,11,83.71258314426532,688176,亚虹医药,2023-06-07,11.79,4300,50697.0,12.969,11.318,2023-06-08,11.318,48669.12,2,止损,13.18,61.32,74.5,-2102.38,-4.15,50946.67,48844.28
2023,2023-06-14,2,92.96737500438547,300753,爱朋医疗,2023-06-15,18.72,2600,48672.0,20.592,17.971,2023-06-26,17.95,46670.0,6,止损(低开),12.65,58.8,71.46,-2073.46,-4.26,48844.28,46770.82
2023,2023-06-28,4,83.98224714915995,300502,新易盛,2023-06-29,58.0,800,46400.0,63.8,55.68,2023-06-30,63.8,51040.0,2,止盈,12.06,64.31,76.37,4563.63,9.83,46770.82,51334.45
2023,2023-07-03,11,62.59111944419407,688156,路德科技,2023-07-04,26.88,1900,51072.0,29.568,25.805,2023-07-24,29.21,55499.0,15,到期,13.28,69.93,83.21,4343.79,8.5,51334.45,55678.24
2023,2023-07-25,3,71.0108830444895,000037,深南电A,2023-07-26,11.09,5000,55450.0,12.199,10.646,2023-07-27,10.646,53232.0,2,止损,14.42,67.07,81.49,-2299.49,-4.15,55678.24,53378.75
2023,2023-07-28,2,90.88242426416386,301386,未来电器,2023-07-31,26.93,1900,51167.0,29.623,25.853,2023-08-03,29.623,56283.7,4,止盈,13.3,70.92,84.22,5032.48,9.83,53378.75,58411.23
2023,2023-08-08,7,82.0863482242412,002864,盘龙药业,2023-08-09,35.55,1600,56880.0,39.105,34.128,2023-08-18,34.128,54604.8,8,止损,14.79,68.8,83.59,-2358.79,-4.15,58411.23,56052.44
2023,2023-08-18,10,81.48466658974034,002045,国光电器,2023-08-21,13.51,4100,55391.0,14.861,12.97,2023-08-22,12.97,53175.36,2,止损,14.4,67.0,81.4,-2297.04,-4.15,56052.44,53755.4
2023,2023-08-22,1,95.77613781325792,000411,英特集团,2023-08-23,11.67,4600,53682.0,12.837,11.203,2023-09-12,12.03,55338.0,15,到期,13.96,42.06,56.01,1599.99,2.98,53755.4,55355.38
2023,2023-09-12,2,86.70980226188796,300749,顶固集创,2023-09-13,9.01,6100,54961.0,9.911,8.65,2023-10-11,9.12,55632.0,15,到期,14.29,42.28,56.57,614.43,1.12,55355.38,55969.81
2023,2023-10-19,2,92.542737585773,300735,光弘科技,2023-10-20,17.6,3100,54560.0,19.36,16.896,2023-10-24,19.36,60016.0,3,止盈,14.19,45.61,59.8,5396.2,9.89,55969.81,61366.01
2023,2023-10-24,4,91.7172181007162,300502,新易盛,2023-10-25,33.95,1800,61110.0,37.345,32.592,2023-10-26,32.26,58068.0,2,止损(低开),15.89,44.13,60.02,-3102.02,-5.07,61366.01,58263.99
2023,2023-10-30,5,82.538874922198,002708,光洋股份,2023-10-31,7.7,7500,57750.0,8.47,7.392,2023-11-01,8.47,63525.0,2,止盈,15.02,48.28,63.29,5711.71,9.89,58263.99,63975.7
2023,2023-11-28,2,88.28046923556265,002103,广博股份,2023-11-29,7.22,8800,63536.0,7.942,6.931,2023-12-15,7.942,69889.6,13,止盈,16.52,53.12,69.64,6283.96,9.89,63975.7,70259.67
2023,2023-12-18,2,88.68151501531317,300538,同益股份,2023-12-19,18.37,3800,69806.0,20.207,17.635,2023-12-20,20.207,76786.6,2,止盈,18.15,58.36,76.51,6904.09,9.89,70259.67,77163.76
2023,2023-12-20,2,90.96860740323136,301499,维科精密,2023-12-21,30.45,2500,76125.0,33.495,29.232,2023-12-25,29.232,73080.0,3,止损,19.79,55.54,75.33,-3120.33,-4.1,77163.76,74043.42
2023,2023-12-25,8,85.0915674526121,603153,上海建科,2023-12-26,20.63,3500,72205.0,22.693,19.805,2023-12-27,19.805,69316.8,2,止损,18.77,52.68,71.45,-2959.65,-4.1,74043.42,71083.77
2023,2023-12-27,13,83.65512158348078,002712,思美传媒,2023-12-28,5.45,13000,70850.0,5.995,5.232,2024-01-16,5.232,68016.0,13,止损,18.42,51.69,70.11,-2904.11,-4.1,71083.77,68179.66
2024,2024-01-03,1,96.56991628011252,605133,嵘泰股份,2024-01-04,25.73,1900,48887.0,28.303,24.701,2024-01-08,24.701,46931.52,3,止损,12.71,35.67,48.38,-2003.86,-4.1,50000.0,47996.14
2024,2024-01-08,1,92.02313937756442,002632,道明光学,2024-01-09,8.35,5700,47595.0,9.185,8.016,2024-01-11,8.01,45657.0,3,止损(低开),12.37,34.7,47.07,-1985.07,-4.17,47996.14,46011.07
2024,2024-01-15,11,69.62929574849456,002660,茂硕电源,2024-01-16,10.17,4500,45765.0,11.187,9.763,2024-01-17,9.763,43934.4,2,止损,11.9,33.39,45.29,-1875.89,-4.1,46011.07,44135.18
2024,2024-01-18,10,80.26182749656539,601086,国芳集团,2024-01-19,5.56,7900,43924.0,6.116,5.338,2024-01-22,5.338,42167.04,2,止损,11.42,32.05,43.47,-1800.43,-4.1,44135.18,42334.75
2024,2024-01-22,12,88.41370706766922,603075,热威股份,2024-01-23,20.04,2100,42084.0,22.044,19.238,2024-02-01,19.0,39900.0,8,止损(低开),10.94,30.32,41.27,-2225.27,-5.29,42334.75,40109.49
2024,2024-02-01,7,86.66681639558438,603324,盛剑科技,2024-02-02,23.05,1700,39185.0,25.355,22.128,2024-02-05,21.55,36635.0,2,止损(低开),10.19,27.84,38.03,-2588.03,-6.6,40109.49,37521.45
2024,2024-02-05,1,95.68048017967806,605133,嵘泰股份,2024-02-06,16.53,2200,36366.0,18.183,15.869,2024-02-07,18.183,40002.6,2,止盈,9.46,30.4,39.86,3596.74,9.89,37521.45,41118.2
2024,2024-03-26,1,88.38312093945571,603011,合锻智能,2024-03-27,8.01,5100,40851.0,8.811,7.69,2024-04-08,7.69,39216.96,7,止损,10.62,29.8,40.43,-1674.47,-4.1,41118.2,39443.73
2024,2024-04-08,2,88.58947578520774,002611,东方精工,2024-04-09,6.61,5900,38999.0,7.271,6.346,2024-04-15,6.346,37439.04,5,止损,10.14,28.45,38.59,-1598.55,-4.1,39443.73,37845.18
2024,2024-04-16,3,92.98684204627293,301421,波长光电,2024-04-17,34.99,1000,34990.0,38.489,33.59,2024-04-18,38.489,38489.0,2,止盈,9.1,29.25,38.35,3460.65,9.89,37845.18,41305.83
2024,2024-04-18,1,87.72380655748317,002652,扬子新材,2024-04-19,2.07,19900,41193.0,2.277,1.987,2024-04-22,1.987,39545.28,2,止损,10.71,30.05,40.76,-1688.48,-4.1,41305.83,39617.34
2024,2024-04-22,4,87.27143212136956,301520,万邦医药,2024-04-23,41.79,900,37611.0,45.969,40.118,2024-04-30,45.969,41372.1,6,止盈,9.78,31.44,41.22,3719.88,9.89,39617.34,43337.22
2024,2024-04-30,1,87.12008183363848,300536,农尚环境,2024-05-06,11.23,3800,42674.0,12.353,10.781,2024-05-07,12.353,46941.4,2,止盈,11.1,35.68,46.77,4220.63,9.89,43337.22,47557.85
2024,2024-05-14,1,76.60448505225857,300721,怡达股份,2024-05-15,12.5,3800,47500.0,13.75,12.0,2024-05-28,13.75,52250.0,10,止盈,12.35,39.71,52.06,4697.94,9.89,47557.85,52255.79
2024,2024-05-29,7,63.16057553956834,000702,正虹科技,2024-05-30,5.83,8900,51887.0,6.413,5.597,2024-05-31,5.28,46992.0,2,止损(低开),13.49,35.71,49.2,-4944.2,-9.53,52255.79,47311.59
2024,2024-06-03,1,88.73467259339688,300644,南京聚隆,2024-06-04,22.6,2000,45200.0,24.86,21.696,2024-06-05,21.696,43392.0,2,止损,11.75,32.98,44.73,-1852.73,-4.1,47311.59,45458.86
2024,2024-06-06,7,90.77744820644664,300611,美力科技,2024-06-07,7.5,6000,45000.0,8.25,7.2,2024-06-25,7.19,43140.0,12,止损(低开),11.7,32.79,44.49,-1904.49,-4.23,45458.86,43554.37
2024,2024-06-27,9,87.6900488433177,600345,长江通信,2024-06-28,18.09,2400,43416.0,19.899,17.366,2024-07-03,17.366,41679.36,4,止损,11.29,31.68,42.96,-1779.6,-4.1,43554.37,41774.77
2024,2024-07-05,5,95.01622588223285,001696,宗申动力,2024-07-08,9.8,4200,41160.0,10.78,9.408,2024-07-09,9.408,39513.6,2,止损,10.7,30.03,40.73,-1687.13,-4.1,41774.77,40087.63
2024,2024-07-10,44,73.73814955943237,300730,科创信息,2024-07-11,10.41,3800,39558.0,11.451,9.994,2024-07-12,11.451,43513.8,2,止盈,10.29,33.07,43.36,3912.44,9.89,40087.63,44000.08
2024,2024-07-17,47,63.81200891693668,001336,楚环科技,2024-07-18,16.21,2700,43767.0,17.831,15.562,2024-07-24,15.562,42016.32,5,止损,11.38,31.93,43.31,-1793.99,-4.1,44000.08,42206.09
2024,2024-07-25,4,96.36262993271872,300469,信息发展,2024-07-26,12.58,3300,41514.0,13.838,12.077,2024-08-05,12.077,39853.44,7,止损,10.79,30.29,41.08,-1701.64,-4.1,42206.09,40504.45
2024,2024-08-08,2,90.64945007201534,300641,正丹股份,2024-08-09,21.81,1800,39258.0,23.991,20.938,2024-08-15,20.938,37687.68,5,止损,10.21,28.64,38.85,-1609.17,-4.1,40504.45,38895.28
2024,2024-08-15,5,84.97876597229329,301606,绿联科技,2024-08-16,29.9,1300,38870.0,32.89,28.704,2024-08-19,28.35,36855.0,2,止损(低开),10.11,28.01,38.12,-2053.12,-5.28,38895.28,36842.16
2024,2024-08-21,7,87.41352616360281,300411,金盾股份,2024-08-22,10.23,3600,36828.0,11.253,9.821,2024-08-23,9.821,35354.88,2,止损,9.58,26.87,36.44,-1509.56,-4.1,36842.16,35332.59
2024,2024-08-23,20,65.38953736654804,300718,长盛轴承,2024-08-26,12.7,2700,34290.0,13.97,12.192,2024-08-30,13.97,37719.0,5,止盈,8.92,28.67,37.58,3391.42,9.89,35332.59,38724.01
2024,2024-09-02,5,87.15111280770527,000628,高新发展,2024-09-03,35.16,1100,38676.0,38.676,33.754,2024-09-09,38.676,42543.6,5,止盈,10.06,32.33,42.39,3825.21,9.89,38724.01,42549.22
2024,2024-09-10,1,94.06392146863844,603004,鼎龙科技,2024-09-11,16.12,2600,41912.0,17.732,15.475,2024-09-27,17.732,46103.2,11,止盈,10.9,35.04,45.94,4145.26,9.89,42549.22,46694.49
2024,2024-10-11,2,89.84034329788108,300624,万兴科技,2024-10-14,55.4,800,44320.0,60.94,53.184,2024-10-15,60.94,48752.0,2,止盈,11.52,37.05,48.57,4383.43,9.89,46694.49,51077.91
2024,2024-10-15,1,88.73268077345634,688166,博瑞医药,2024-10-16,29.01,1700,49317.0,31.911,27.85,2024-10-17,31.911,54248.7,2,止盈,12.82,41.23,54.05,4877.65,9.89,51077.91,55955.56
2024,2024-10-17,10,81.62816077491685,301499,维科精密,2024-10-18,25.97,2100,54537.0,28.567,24.931,2024-10-22,28.567,59990.7,3,止盈,14.18,45.59,59.77,5393.93,9.89,55955.56,61349.49
2024,2024-10-24,1,67.39864891875595,300468,四方精创,2024-10-25,22.21,2700,59967.0,24.431,21.322,2024-10-28,21.29,57483.0,2,止损(低开),15.59,43.69,59.28,-2543.28,-4.24,61349.49,58806.21
2024,2024-11-01,1,79.84073227657298,300337,银邦股份,2024-11-04,17.0,3400,57800.0,18.7,16.32,2024-11-05,18.7,63580.0,2,止盈,15.03,48.32,63.35,5716.65,9.89,58806.21,64522.86
2024,2024-11-05,1,68.97676462396403,600198,大唐电信,2024-11-06,12.65,5000,63250.0,13.915,12.144,2024-11-07,12.0,60000.0,2,止损(低开),16.45,45.6,62.05,-3312.04,-5.24,64522.86,61210.82
2024,2024-11-13,1,60.052668658918215,603196,璞源材料,2024-11-14,14.88,4100,61008.0,16.368,14.285,2024-11-15,14.2,58220.0,2,止损(低开),15.86,44.25,60.11,-2848.11,-4.67,61210.82,58362.71
2024,2024-11-15,1,85.06864864864865,002510,天汽模,2024-11-18,6.1,9500,57950.0,6.71,5.856,2024-11-20,6.71,63745.0,3,止盈,15.07,48.45,63.51,5731.49,9.89,58362.71,64094.19
2024,2024-11-22,1,93.05776327137067,002388,新亚制程,2024-11-25,4.32,14800,63936.0,4.752,4.147,2024-11-26,4.12,60976.0,2,止损(低开),16.62,46.34,62.97,-3022.97,-4.73,64094.19,61071.23
2024,2024-11-27,2,87.92522427403111,603079,圣达生物,2024-11-28,15.28,3900,59592.0,16.808,14.669,2024-12-11,16.808,65551.2,10,止盈,15.49,49.82,65.31,5893.89,9.89,61071.23,66965.12
2024,2024-12-11,1,82.51705123020592,002301,齐心集团,2024-12-12,8.17,8100,66177.0,8.987,7.843,2024-12-13,8.987,72794.7,2,止盈,17.21,55.32,72.53,6545.17,9.89,66965.12,73510.29
2024,2024-12-13,2,55.73967542503865,002312,川发龙蟒,2024-12-16,16.35,4400,71940.0,17.985,15.696,2024-12-18,17.985,79134.0,3,止盈,18.7,60.14,78.85,7115.15,9.89,73510.29,80625.44
2024,2024-12-18,1,82.16477732793523,600979,广安爱众,2024-12-19,5.6,14300,80080.0,6.16,5.376,2024-12-20,5.33,76219.0,2,止损(低开),20.82,57.93,78.75,-3939.75,-4.92,80625.44,76685.69
2024,2024-12-20,1,95.34571763266368,002862,实丰文化,2024-12-23,32.61,2300,75003.0,35.871,31.306,2024-12-24,29.12,66976.0,2,止损(低开),19.5,50.9,70.4,-8097.4,-10.79,76685.69,68588.29
2024,2024-12-25,7,80.53273699203444,300355,蒙草生态,2024-12-26,5.45,12500,68125.0,5.995,5.232,2024-12-31,5.232,65400.0,4,止损,17.71,49.7,67.42,-2792.42,-4.1,68588.29,65795.87
2024,2024-12-31,12,82.20927036473799,301566,达利凯普,2025-01-02,16.6,3900,64740.0,18.26,15.936,2025-01-03,15.936,62150.4,2,止损,16.83,47.23,64.07,-2653.67,-4.1,65795.87,63142.21
2025,2025-03-27,1,88.00198027608546,300895,铜牛信息,2025-03-28,47.94,1000,47940.0,52.734,46.022,2025-03-31,52.734,52734.0,2,止盈,12.46,40.08,52.54,4741.46,9.89,50000.0,54741.46
2025,2025-04-07,1,86.0196975425331,300798,锦鸡股份,2025-04-08,6.25,8700,54375.0,6.875,6.0,2025-04-09,6.0,52200.0,2,止损,14.14,39.67,53.81,-2228.81,-4.1,54741.46,52512.65
2025,2025-04-29,2,87.91359875030673,001256,炜冈科技,2025-04-30,21.1,2400,50640.0,23.21,20.256,2025-05-06,23.21,55704.0,2,止盈,13.17,42.34,55.5,5008.5,9.89,52512.65,57521.15
2025,2025-05-13,1,92.84300086358196,003003,天元股份,2025-05-14,11.69,4900,57281.0,12.859,11.222,2025-05-27,12.859,63009.1,10,止盈,14.89,47.89,62.78,5665.32,9.89,57521.15,63186.47
2025,2025-05-27,1,94.95502602104416,002813,路畅科技,2025-05-28,23.42,2600,60892.0,25.762,22.483,2025-06-10,22.483,58456.32,9,止损,15.83,44.43,60.26,-2495.94,-4.1,63186.47,60690.53
2025,2025-06-10,1,92.62299817955164,002136,安纳达,2025-06-11,10.71,5600,59976.0,11.781,10.282,2025-06-19,10.282,57576.96,7,止损,15.59,43.76,59.35,-2458.39,-4.1,60690.53,58232.14
2025,2025-06-19,4,90.42296594756716,001230,劲旅环境,2025-06-20,19.84,2900,57536.0,21.824,19.046,2025-07-07,21.824,63289.6,12,止盈,14.96,48.1,63.06,5690.54,9.89,58232.14,63922.68
2025,2025-07-10,1,91.211876782926,002826,易明医药,2025-07-11,17.97,3500,62895.0,19.767,17.251,2025-07-23,19.767,69184.5,9,止盈,16.35,52.58,68.93,6220.57,9.89,63922.68,70143.24
2025,2025-07-28,1,96.56889583295084,000607,华媒控股,2025-07-29,4.92,14200,69864.0,5.412,4.723,2025-07-30,4.723,67069.44,2,止损,18.16,50.97,69.14,-2863.7,-4.1,70143.24,67279.55
2025,2025-08-01,1,98.02400432562187,001298,好上好,2025-08-04,28.1,2300,64630.0,30.91,26.976,2025-08-07,30.91,71093.0,4,止盈,16.8,54.03,70.83,6392.17,9.89,67279.55,73671.71
