rank,code,name,rank_score,probability_score,current_drawdown_pct,current_low_to_latest_pct,latest_turn,latest_pct_chg,current_stage,current_is_bottom_confirmed,latest_close,current_low_price,current_top_price,history_success_rate_pct,history_sample_count,history_success_count,reason
1,300355,蒙草生态,101.91669442317706,87.03708683828252,31.735159817351597,1.3377926421404545,1.0874363456109826,0.3311258278145601,bottom_area,False,3.03,2.99,4.38,100.0,3,3,历史3/3次成功; 当前距低点1.34%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
34,600251,冠农股份,89.39713113483194,77.62366699809205,29.220287660862997,2.245989304812843,0.9725691512498394,-0.1044932079414806,bottom_area,False,9.56,9.35,13.21,100.0,1,1,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
35,605005,合兴股份,89.14096723923399,75.23963855421685,27.594123048668507,0.6975269499048904,0.5149875311720699,-0.8119925046845777,bottom_area,False,15.88,15.77,21.78,100.0,1,1,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
36,002951,金时科技,89.08463485730937,74.31254951647841,27.10770471964501,0.0553403431101162,9.225342238638747,-9.960159362549804,bottom_area,False,18.08,18.07,24.79,100.0,2,2,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
37,000020,深华发A,88.80173153526412,77.6836977314911,27.990135635018493,2.6541095890411004,1.888826551359967,1.0109519797809607,bottom_area,False,11.99,11.68,16.22,75.0,4,3,历史3/4次成功; 当前距低点2.65%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
38,301602,超研股份,88.5236219967653,75.63985447176938,29.629629629629623,1.367053998632941,1.017317102895514,-1.396276595744672,bottom_area,False,14.83,14.63,20.79,100.0,1,1,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
39,002107,沃华医药,88.52341638655463,74.91403361344538,28.57142857142857,0.8403361344537785,1.5941714909658302,-0.8264462809917328,bottom_area,False,6.0,5.95,8.33,100.0,1,1,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
40,601390,中国中铁,88.39975416631583,74.57388742660461,30.60278207109737,0.6681514476614556,0.5132480086450241,-0.440528634361248,bottom_area,False,4.52,4.49,6.47,100.0,1,1,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
41,688317,之江生物,88.27275558663584,76.44022725770363,29.959183673469383,2.0979020979020944,1.8377063960018252,-1.9585898153329675,bottom_area,False,17.52,17.16,24.5,75.0,4,3,历史3/4次成功; 当前距低点2.10%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
42,603613,国联股份,88.16595493134015,76.15403052840601,28.05087658989344,1.9589106545628288,1.6223992408448376,-2.557077625570769,bottom_area,False,21.34,20.93,29.09,100.0,1,1,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
43,301439,泓淋电力,88.15248999536117,76.46093343404172,29.66469428007891,2.187324733595068,11.195496683574852,-0.0548546352166834,bottom_area,False,18.22,17.83,25.35,100.0,1,1,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
44,000422,湖北宜化,88.13550427083588,76.29408822794024,28.103448275862064,2.0783373301358896,2.178754418389896,-0.3900156006240274,bottom_area,False,12.77,12.51,17.4,100.0,1,1,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
45,002998,优彩资源,88.04076819407007,74.65857142857142,29.66507177033493,0.9523809523809564,3.3802703973933896,-1.1984021304926706,bottom_area,False,7.42,7.35,10.45,100.0,1,1,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
46,000565,渝三峡A,87.71495777721863,79.33222635529607,28.81548974943052,4.480000000000004,1.6889833837239052,2.1909233176838905,bottom_area,False,6.53,6.25,8.78,100.0,2,2,历史2/2次成功; 当前距低点4.48%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
47,605158,华达新材,87.15424538853259,77.40985070553835,30.199115044247787,3.4865293185420074,1.0634703374916898,2.351097178683381,bottom_area,False,6.53,6.31,9.04,75.0,4,3,历史3/4次成功; 当前距低点3.49%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
48,300069,金利华电,87.07874109656359,74.90792341632518,31.429617426322537,1.7351841964762371,12.592051282051282,-3.5189873417721507,bottom_area,False,38.11,37.46,54.63,100.0,1,1,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
49,301616,浙江华业,86.98267897133988,76.85151775472441,29.539812869963715,3.1978319783197824,1.9248780470193647,2.503364737550462,bottom_area,False,38.08,36.9,52.37,100.0,1,1,历史1/1次成功; 当前距低点3.20%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
50,300939,秋田微,86.89311257645204,74.69528696194634,29.435483870967744,1.6964285714285765,6.312416666666667,-4.108435763596563,bottom_area,False,56.95,56.0,79.36,100.0,1,1,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
51,001206,依依股份,86.81486700130654,73.4537270333428,28.577939835916137,0.8296107211231702,1.635716227608249,-0.6913890634820841,bottom_area,False,15.8,15.67,21.94,100.0,1,1,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
52,300950,德固特,86.53908894345712,76.39873578991465,27.641589180050712,3.1542056074766305,1.8401098149174029,1.319563970166393,bottom_area,False,17.66,17.12,23.66,100.0,1,1,历史1/1次成功; 当前距低点3.15%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
53,002321,华英农业,85.8897257656019,74.57981912852837,27.04918032786885,2.247191011235957,1.187716121757029,-1.6216216216216273,bottom_area,False,1.82,1.78,2.44,100.0,1,1,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
54,002252,上海莱士,85.79795246125435,72.02017907331569,30.57851239669421,0.3968253968253883,0.4376573181769022,-0.7843137254901933,bottom_area,False,5.06,5.04,7.26,100.0,1,1,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
55,688429,时创能源,85.59587355911638,74.06812980091688,29.9016393442623,2.057998129092616,1.9048246190236664,-0.0915750915750912,bottom_area,False,10.91,10.69,15.25,100.0,1,1,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
56,002104,恒宝股份,85.38410585667947,73.65630572226118,28.945686900958474,1.888489208633101,3.668457770111059,0.0,bottom_area,False,11.33,11.12,15.65,60.0,5,3,历史3/5次成功; 当前距低点1.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
57,300959,线上线下,85.14131758099555,74.60769321055162,29.471622599736023,2.7467552067612333,9.767773727548716,-3.295454545454557,bottom_area,False,170.2,165.65,234.87,100.0,1,1,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
58,603978,深圳新星,84.54945996653275,75.92639124640529,28.37278106508875,4.089219330855013,4.282920066454306,0.8403361344537785,bottom_area,False,25.2,24.21,33.8,100.0,1,1,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
59,000935,四川双马,84.24485887052256,76.51341422280521,27.834749487254623,4.709703613479498,0.9105230476023626,2.260111022997613,bottom_area,False,25.79,24.63,34.13,100.0,1,1,历史1/1次成功; 当前距低点4.71%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
60,002131,利欧股份,84.21884911359697,75.95297571993227,29.90777338603425,4.323308270676683,4.206561327150656,1.4625228519195677,bottom_area,False,5.55,5.32,7.59,100.0,1,1,历史1/1次成功; 当前距低点4.32%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
61,002788,鹭燕医药,83.76566172384157,71.42124841717019,28.388746803069058,1.250000000000005,2.738730082505342,-0.5263157894736858,bottom_area,False,11.34,11.2,15.64,66.66666666666666,3,2,历史2/3次成功; 当前距低点1.25%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
62,002322,理工能科,83.14575586356679,72.37383607557433,27.934111187371315,2.380952380952381,0.5718559439527106,0.938967136150226,bottom_area,False,10.75,10.5,14.57,60.0,5,3,历史3/5次成功; 当前距低点2.38%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
63,603912,佳力图,82.64118685255201,74.37878592216798,28.362068965517235,4.211793020457276,2.768830957247761,2.2432113341204207,bottom_area,False,8.66,8.31,11.6,100.0,1,1,历史1/1次成功; 当前距低点4.21%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
64,300471,厚普股份,82.47658605117462,71.22840260109702,32.77494537509104,1.950162513542792,1.5246950280224358,0.7494646680942241,bottom_area,False,9.41,9.23,13.73,66.66666666666666,3,2,历史2/3次成功; 当前距低点1.95%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
65,603178,圣龙股份,82.3136419179779,71.4773080568089,31.45833333333334,2.249240121580553,2.204246114744947,-0.414446417998815,bottom_area,False,16.82,16.45,24.0,66.66666666666666,9,6,历史6/9次成功; 当前距低点2.25%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
66,002052,同洲电子,82.29903326441287,74.45340557967313,27.22812755519215,4.494382022471914,1.9797873020377248,2.310231023102327,bottom_area,True,9.3,8.9,12.23,100.0,1,1,历史1/1次成功; 当前距低点4.49%; 最新日涨幅2.31%; 状态bottom_area; 底部已确认
67,301513,尚水智能,82.03063113982232,69.55748948540577,32.39834746684062,0.948858153747191,9.183085897961966,-2.1206923436769,bottom_area,False,62.77,62.18,91.98,100.0,1,1,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
68,603230,内蒙新华,81.5887632693162,69.71237520355069,28.95522388059702,1.3655462184874032,0.4110057812052323,-0.8221993833504637,bottom_area,False,9.65,9.52,13.4,66.66666666666666,3,2,历史2/3次成功; 当前距低点1.37%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
69,002685,华东重机,80.13915464313615,69.1683185840708,30.674846625766865,1.9174041297935085,2.4949494871172573,0.8759124087591275,bottom_area,False,6.91,6.78,9.78,40.0,5,2,历史2/5次成功; 当前距低点1.92%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
70,002519,银河电子,80.10587098263288,69.95099179930673,31.284302963776067,2.5559105431309925,2.689090743609134,1.2618296529968376,bottom_area,False,6.42,6.26,9.11,66.66666666666666,3,2,历史2/3次成功; 当前距低点2.56%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
71,002408,齐翔腾达,79.89425475570742,68.87916553109856,28.571428571428577,1.8556701030927991,0.8165106872145315,-0.8032128514056214,bottom_area,False,4.94,4.85,6.79,66.66666666666666,3,2,历史2/3次成功; 当前距低点1.86%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
72,603185,弘元绿能,79.8030102718268,70.99896897329228,27.95555555555555,3.5780382479950545,1.636485552984968,2.004860267314701,bottom_area,False,16.79,16.21,22.5,62.5,8,5,历史5/8次成功; 当前距低点3.58%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
73,002755,奥赛康,78.69920718151812,69.86906261451622,30.106921778278,3.462157809983895,0.8793940502979464,1.500789889415488,bottom_area,False,12.85,12.42,17.77,66.66666666666666,3,2,历史2/3次成功; 当前距低点3.46%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
74,000715,中兴商业,78.59210300792158,68.26332610090356,27.24550898203592,2.263374485596696,1.6124917012258173,-0.7984031936127733,bottom_area,False,4.97,4.86,6.68,60.0,5,3,历史3/5次成功; 当前距低点2.26%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
75,300437,清水源,78.21847399409002,68.5532173633187,32.890173410404635,2.7562446167097354,3.797166624082133,0.8453085376162184,bottom_area,False,11.93,11.61,17.3,54.54545454545454,11,6,历史6/11次成功; 当前距低点2.76%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
76,000572,海马汽车,78.00492883407017,67.59798347168515,28.885135135135137,2.1377672209026097,1.684575878033418,0.2331002331002363,bottom_area,False,4.3,4.21,5.92,37.5,8,3,历史3/8次成功; 当前距低点2.14%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
77,603079,圣达生物,77.74041083759731,67.83803597735687,30.35616438356164,2.517702596380791,1.012645588344088,1.243201243201253,bottom_area,False,13.03,12.71,18.25,50.0,4,2,历史2/4次成功; 当前距低点2.52%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
78,002757,南兴股份,77.25473506510039,68.246117719023,30.562180579216363,3.189401373895987,3.894407111247019,1.0571840461316873,bottom_area,False,21.03,20.38,29.35,50.0,4,2,历史2/4次成功; 当前距低点3.19%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
79,688251,井松智能,77.2167758483386,68.46163998031642,29.342224916641413,3.389103389103401,2.088919969290617,0.7946465913843737,bottom_area,False,24.1,23.31,32.99,50.0,4,2,历史2/4次成功; 当前距低点3.39%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
80,600983,惠而浦,77.13263710421813,65.85064304669238,27.375762859633827,1.320528211284507,0.2346175020659158,0.356718192627814,bottom_area,False,8.44,8.33,11.47,50.0,2,1,历史1/2次成功; 当前距低点1.32%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
81,300542,新晨科技,77.05813134150868,69.5123466312571,27.421307506053267,4.336947456213508,1.597692936004944,1.7073170731707332,bottom_area,False,12.51,11.99,16.52,62.5,8,5,历史5/8次成功; 当前距低点4.34%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
82,000753,漳州发展,77.05469199453896,66.37670096907851,28.28282828282828,1.8108651911468785,1.3338630543100054,0.0,bottom_area,False,5.06,4.97,6.93,40.0,5,2,历史2/5次成功; 当前距低点1.81%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
83,000576,甘化科工,76.79631258816086,67.28891774891773,30.351758793969847,2.7417027417027477,1.3085522424937457,0.7072135785006983,bottom_area,False,7.12,6.93,9.95,40.0,5,2,历史2/5次成功; 当前距低点2.74%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
84,300759,康龙化成,76.76145343755242,67.41985544839626,31.38314785373609,2.873030583873962,1.4462490667849153,0.4070556309362372,bottom_area,False,22.2,21.58,31.45,50.0,4,2,历史2/4次成功; 当前距低点2.87%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
85,002564,天沃科技,76.6165915561582,68.49827721908184,28.767123287671243,3.84615384615386,1.7954149080523902,1.673640167364021,bottom_area,False,4.86,4.68,6.57,66.66666666666666,3,2,历史2/3次成功; 当前距低点3.85%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
86,688085,三友医疗,76.45916571192521,66.06878051695638,31.473102061337357,1.9809244314013168,0.7425455098054115,0.2162941600576839,bottom_area,False,13.9,13.63,19.89,50.0,2,1,历史1/2次成功; 当前距低点1.98%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
87,601002,晋亿实业,76.38731232153457,65.34685565967773,28.193832599118945,1.4314928425357931,1.342157764024268,0.4048582995951344,bottom_area,False,4.96,4.89,6.81,50.0,2,1,历史1/2次成功; 当前距低点1.43%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
88,000707,双环科技,76.22834747953478,65.29519804023896,28.08641975308642,1.5021459227467873,1.1864277034237167,0.424628450106157,bottom_area,False,4.73,4.66,6.48,50.0,2,1,历史1/2次成功; 当前距低点1.50%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
89,300401,花园生物,76.11295628806991,67.80705183558136,27.3963290278722,3.651685393258433,1.7303946670047354,1.746323529411753,bottom_area,False,11.07,10.68,14.71,50.0,4,2,历史2/4次成功; 当前距低点3.65%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
90,002652,扬子新材,76.07634289542774,65.13478272107642,29.359165424739192,1.4767932489451348,3.710493332818668,0.4175365344467607,bottom_area,False,4.81,4.74,6.71,40.0,5,2,历史2/5次成功; 当前距低点1.48%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
91,002190,成飞集成,75.99467984866698,65.37651554415709,31.995601979109413,1.738075990299124,0.8549064787057615,0.398883127243721,bottom_area,False,25.17,24.74,36.38,50.0,2,1,历史1/2次成功; 当前距低点1.74%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
92,000901,航天科技,75.9077574971035,65.9752928975111,28.935831008369878,2.2994952327537868,2.406810066012351,-0.2188183807440014,bottom_area,False,18.24,17.83,25.09,50.0,4,2,历史2/4次成功; 当前距低点2.30%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
93,002021,中捷资源,75.81960103269857,66.04313670200767,27.058823529411764,2.4193548387096797,2.1667625062861053,-0.78125,bottom_area,False,2.54,2.48,3.4,50.0,4,2,历史2/4次成功; 当前距低点2.42%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
94,600550,保变电气,75.15489059344632,64.65957604741416,30.427251732101613,1.7427385892116103,1.485298811737736,0.5742411812961423,bottom_area,False,12.26,12.05,17.32,50.0,2,1,历史1/2次成功; 当前距低点1.74%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
95,000017,深中华A,75.01220507812499,65.31675,29.67651195499297,2.400000000000002,1.9434602065760849,1.3861386138613874,bottom_area,False,5.12,5.0,7.11,50.0,2,1,历史1/2次成功; 当前距低点2.40%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
96,603191,望变电气,74.97159125687418,64.45888409629251,27.772887323943657,1.7062766605728283,3.048629978546468,-0.5363528009535101,bottom_area,False,16.69,16.41,22.72,40.0,5,2,历史2/5次成功; 当前距低点1.71%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
97,600126,杭钢股份,74.62560179850848,66.88412060507054,30.674846625766865,3.982300884955746,1.7435979718710224,3.0701754385964897,bottom_area,False,7.05,6.78,9.78,50.0,4,2,历史2/4次成功; 当前距低点3.98%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
98,002045,国光电器,74.48317226982778,64.08335863923236,27.912824811399837,1.744186046511632,1.8372339050262108,-0.2280501710376192,bottom_area,False,8.75,8.6,11.93,44.44444444444444,9,4,历史4/9次成功; 当前距低点1.74%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
