rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.43196749737596,83.81393232183376,300530,领湃科技,bottom_area,2022-09-26,26.95,2022-09-23,26.68,1.011994002998499,7.946026986506751,28.433476394849787,True,-3.3357,1.6788,3,3,3,100.0,27.802573379948058,34.07510431154381,8.988005997001501,1.011994002998499,历史3/3次成功; 当前距低点1.01%; 最新日涨幅-3.34%; 状态bottom_area; 底部已确认
33,78.59916467581128,73.53035610413565,300376,易事特,bottom_area,2022-09-26,6.76,2022-09-19,6.66,1.501501501501496,5.105105105105103,29.14893617021277,False,-0.8798,0.5814,1,1,1,100.0,10.826771653543304,10.826771653543304,8.498498498498504,1.501501501501496,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
34,78.3906141308775,71.49994578099884,002451,摩恩电气,bottom_area,2022-09-26,5.79,2022-09-26,5.78,0.17301038062283366,2.249134948096884,31.026252983293563,False,-2.1959,1.0133,1,1,1,100.0,23.464566929133863,23.464566929133863,9.826989619377168,0.17301038062283366,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
35,78.0279404795531,71.98555807162863,002283,天润工业,bottom_area,2022-09-26,5.23,2022-09-19,5.19,0.7707129094412337,5.394990366088619,27.816411682892905,False,-1.3208,0.3989,1,1,1,100.0,33.402061855670105,33.402061855670105,9.229287090558767,0.7707129094412337,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
36,77.73006606804667,74.55429102877974,688280,精进电动,bottom_area,2022-09-26,8.78,2022-09-26,8.54,2.8103044496487146,5.971896955503532,32.114467408585064,False,-0.5663,1.7596,1,1,1,100.0,32.37518910741301,32.37518910741301,7.189695550351286,2.8103044496487146,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
37,77.45582460639623,71.15752707834572,688183,生益电子,bottom_area,2022-09-26,9.14,2022-09-26,9.09,0.5500550055005579,4.290429042904297,31.447963800904976,False,-2.766,0.4942,1,1,1,100.0,26.24544349939247,26.24544349939247,9.449944994499443,0.5500550055005579,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
38,77.33398781231878,70.56318508191536,000936,华西股份,bottom_area,2022-09-26,5.19,2022-09-26,5.18,0.1930501930502061,3.6679536679536757,30.094466936572207,False,-3.7106,0.8589,2,2,2,100.0,12.222255494999095,13.427561837455826,9.806949806949794,0.1930501930502061,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-3.71%; 状态bottom_area; 底部未确认
39,77.30275529294894,70.60560590893925,600126,杭钢股份,bottom_area,2022-09-26,4.08,2022-09-21,4.07,0.24570024570024046,5.159705159705159,28.72154115586689,False,-2.8571,0.3305,1,1,1,100.0,19.54732510288064,19.54732510288064,9.75429975429976,0.24570024570024046,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
40,76.99616091347485,74.81240671641788,688010,福光股份,bottom_area,2022-09-26,19.87,2022-09-26,19.2,3.4895833333333424,5.156250000000011,31.379556826304505,False,-1.8765,0.2021,1,1,1,100.0,42.08955223880597,42.08955223880597,6.510416666666657,3.4895833333333424,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
41,76.80814620661343,69.92820029027577,300739,明阳电路,bottom_area,2022-09-26,13.01,2022-09-26,13.0,0.07692307692307529,2.153846153846149,27.576601671309188,False,-1.9593,0.5462,1,1,1,100.0,13.83647798742139,13.83647798742139,9.923076923076925,0.07692307692307529,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
42,76.80790058101515,70.37599602616483,002616,长青集团,bottom_area,2022-09-26,4.88,2022-09-26,4.86,0.41152263374484715,5.5555555555555465,27.027027027027025,False,-6.6922,4.7576,1,1,1,100.0,30.560578661844474,30.560578661844474,9.588477366255153,0.41152263374484715,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-6.69%; 状态bottom_area; 底部未确认
43,76.79703866733446,71.08376416440127,300502,新易盛,bottom_area,2022-09-26,21.4,2022-09-23,21.2,0.943396226415091,4.716981132075472,27.620348241720727,False,-0.9259,1.0912,1,1,1,100.0,30.670470756062763,30.670470756062763,9.056603773584909,0.943396226415091,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
44,76.6267477197199,70.10961091234347,603186,华正新材,bottom_area,2022-09-26,20.87,2022-09-26,20.8,0.3365384615384629,2.3076923076923097,30.131004366812224,False,-1.1837,0.844,1,1,1,100.0,17.994186046511643,17.994186046511643,9.663461538461537,0.3365384615384629,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
45,76.36750732552015,69.5842905162065,002185,华天科技,bottom_area,2022-09-26,8.34,2022-09-26,8.33,0.1200480192076805,1.8007202881152504,27.248908296943224,False,-1.6509,0.495,1,1,1,100.0,12.516129032258071,12.516129032258071,9.87995198079232,0.1200480192076805,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
46,75.76649790694891,69.896136145693,300710,万隆光电,bottom_area,2022-09-26,27.54,2022-09-26,27.33,0.7683863885839768,4.6469081595316615,31.55522163786627,False,-3.1646,3.3312,2,2,2,100.0,15.688479094970239,19.8738907052779,9.231613611416025,0.7683863885839768,历史2/2次成功; 当前距低点0.77%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
47,75.69135075880445,69.22802959543326,600436,片仔癀,bottom_area,2022-09-26,246.79,2022-09-26,246.01,0.31706028210235404,2.7112718995162863,31.62970374075927,False,-2.3349,0.6982,1,1,1,100.0,13.015736766809729,13.015736766809729,9.682939717897646,0.31706028210235404,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
48,75.23919960522036,68.75498923805426,600130,波导股份,bottom_area,2022-09-26,3.69,2022-09-26,3.68,0.27173913043477677,3.8043478260869477,31.97781885397412,False,-4.1558,3.8876,1,1,1,100.0,20.13201320132014,20.13201320132014,9.728260869565224,0.27173913043477677,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
49,74.6350938514161,68.42216178830303,605196,华通线缆,bottom_area,2022-09-26,6.85,2022-09-26,6.82,0.4398826979472047,1.9061583577712593,27.4468085106383,False,-1.7217,1.4767,1,1,1,100.0,10.18867924528302,10.18867924528302,9.560117302052795,0.4398826979472047,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
50,73.73965449804435,67.03604954367667,002481,双塔食品,bottom_area,2022-09-26,5.82,2022-09-26,5.82,0.0,9.106529209621982,32.32558139534883,False,-10.0464,3.5021,1,1,1,100.0,19.817470664928287,19.817470664928287,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
51,73.58451338199515,66.89501216545013,300541,先进数通,bottom_area,2022-09-26,10.5,2022-09-26,10.5,0.0,4.190476190476185,28.47411444141689,False,-4.9774,2.3482,1,1,1,100.0,19.05920519059205,19.05920519059205,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
52,71.84980000000002,65.31800000000001,300635,中达安,bottom_area,2022-09-26,12.78,2022-09-26,12.78,0.0,5.320813771518009,32.237539766702014,False,-3.7651,1.1821,1,1,1,100.0,10.580645161290327,10.580645161290327,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
53,67.61097104807241,62.284046056406105,603033,三维股份,bottom_area,2022-09-26,15.96,2022-09-26,15.85,0.6940063091482727,2.902208201892739,32.83898305084747,False,-1.4815,0.1929,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,9.305993690851729,0.6940063091482727,历史2/3次成功; 当前距低点0.69%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
54,64.07992165320093,60.536528250658826,002112,三变科技,bottom_area,2022-09-26,7.09,2022-09-26,6.95,2.0143884892086286,4.89208633093525,29.584599797365748,False,0.2829,6.0964,1,2,1,50.0,16.44803229061553,16.44803229061553,7.985611510791372,2.0143884892086286,历史1/2次成功; 当前距低点2.01%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
55,59.60398100827279,54.35985392385394,601686,友发集团,bottom_area,2022-09-26,5.95,2022-09-26,5.94,0.16835016835016475,2.3569023569023515,30.363423212192252,False,-2.459,0.6665,1,2,1,50.0,22.923076923076927,22.923076923076927,9.831649831649836,0.16835016835016475,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
56,59.223797856049,53.83981623277182,000676,智度股份,bottom_area,2022-09-26,5.24,2022-09-26,5.24,0.0,2.6717557251908333,28.021978021978022,False,-2.6022,0.994,1,2,1,50.0,30.321592649310862,30.321592649310862,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
57,59.09756844179453,54.37007484068525,002080,中材科技,bottom_area,2022-09-26,20.92,2022-09-26,20.79,0.6253006253006377,3.126503126503137,27.535726734053682,False,-1.0875,0.3851,1,2,1,50.0,28.579356270810223,28.579356270810223,9.374699374699363,0.6253006253006377,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
58,57.93894982433589,52.98348377623503,605319,无锡振华,bottom_area,2022-09-26,12.98,2022-09-26,12.94,0.30911901081917253,3.4775888717156187,31.023454157782528,False,-1.1424,0.94,1,2,1,50.0,17.248790972595383,17.248790972595383,9.690880989180828,0.30911901081917253,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
59,57.59129707723589,52.42397018327577,688049,炬芯科技,bottom_area,2022-09-26,29.33,2022-09-26,29.31,0.06823609689525614,3.8212214261344286,30.643634642688124,False,-2.7197,0.93,1,2,1,50.0,11.287895076327672,11.287895076327672,9.931763903104745,0.06823609689525614,历史1/2次成功; 当前距低点0.07%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
60,56.81680530881221,52.34318372408904,300543,朗科智能,bottom_area,2022-09-26,8.67,2022-09-26,8.61,0.6968641114982637,2.322880371660872,31.120000000000005,False,-0.9143,0.8682,1,2,1,50.0,18.559322033898297,18.559322033898297,9.303135888501737,0.6968641114982637,历史1/2次成功; 当前距低点0.70%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
61,56.59057031024274,51.982933960203994,688021,奥福科技,bottom_area,2022-09-26,20.33,2022-09-26,20.22,0.5440158259149329,5.885262116716129,31.643002028397564,False,-3.6949,0.8334,1,2,1,50.0,24.96392496392497,24.96392496392497,9.455984174085067,0.5440158259149329,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
62,56.0761991657977,50.97836287799791,688060,云涌科技,bottom_area,2022-09-26,40.3,2022-09-20,40.3,0.0,6.699751861042191,27.216904460899404,False,-2.0656,0.3923,1,2,1,50.0,14.937434827945786,14.937434827945786,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
