rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.88523752615203,82.7039928332425,002125,湘潭电化,bottom_area,2023-04-20,12.47,2023-04-10,12.32,1.2175324675324704,7.629870129870126,29.236071223434806,False,-2.1961,1.2064,3,3,3,100.0,23.333155157078114,32.067510548523195,8.78246753246753,1.2175324675324704,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
12,81.77706902247141,76.27313489587141,300530,领湃科技,bottom_area,2023-04-20,22.63,2023-04-20,22.33,1.3434841021047952,2.4630541871921214,30.327613104524183,False,-0.6148,0.2666,3,4,3,75.0,27.802573379948058,34.07510431154381,8.656515897895206,1.3434841021047952,历史3/4次成功; 当前距低点1.34%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
13,81.18173121911126,74.137763217453,002370,亚太药业,bottom_area,2023-04-20,4.21,2023-04-20,4.2,0.238095238095233,4.047619047619046,30.578512396694208,False,-3.6613,1.7979,3,3,3,100.0,15.325915915645853,15.633423180592995,9.761904761904768,0.238095238095233,历史3/3次成功; 当前距低点0.24%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
14,80.79872590485714,76.55871760680328,000059,华锦股份,bottom_area,2023-04-20,7.06,2023-04-17,6.91,2.1707670043415264,6.367583212735159,27.71966527196653,False,-2.0804,0.941,2,2,2,100.0,18.645518154311638,25.41603630862328,7.829232995658475,2.1707670043415264,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
15,80.05741713879331,78.25548170480118,000983,山西焦煤,bottom_area,2023-04-20,10.64,2023-04-11,10.25,3.8048780487804934,8.097560975609756,27.715091678420308,True,-1.5726,1.2917,3,3,3,100.0,21.938729333444627,27.212389380530986,6.195121951219507,3.8048780487804934,历史3/3次成功; 当前距低点3.80%; 最新日涨幅-1.57%; 状态bottom_area; 底部已确认
16,79.76470370603013,76.1476885021767,300665,飞鹿股份,bottom_area,2023-04-20,7.6,2023-04-20,7.41,2.564102564102557,3.913630229419703,28.197674418604652,False,-0.2625,1.9774,2,2,2,100.0,21.25721692650826,22.6044226044226,7.435897435897443,2.564102564102557,历史2/2次成功; 当前距低点2.56%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
17,79.52998323194298,75.60176607091856,603051,鹿山新材,bottom_area,2023-04-20,47.21,2023-04-04,46.13,2.341209624972899,6.82852807283763,31.14925373134328,False,-1.6253,2.9943,2,2,2,100.0,15.58991406374611,18.738110336081178,7.6587903750271025,2.341209624972899,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
18,79.32476926914443,73.97156398104265,001227,兰州银行,bottom_area,2023-04-20,3.04,2023-04-11,3.0,1.3333333333333344,4.0000000000000036,28.571428571428577,False,-0.9772,1.2933,1,1,1,100.0,11.137440758293856,11.137440758293856,8.666666666666668,1.3333333333333344,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
19,79.1136960491592,72.55111767742822,002806,华锋股份,bottom_area,2023-04-20,11.0,2023-04-20,10.95,0.4566210045662165,3.1963470319634832,27.387267904509287,False,-2.3091,2.4274,2,2,2,100.0,15.925879396984929,20.35175879396985,9.543378995433784,0.4566210045662165,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
20,78.83242815715127,73.7485765765766,600400,红豆股份,bottom_area,2023-04-20,3.38,2023-04-20,3.33,1.501501501501496,2.4024024024024047,27.608695652173903,False,-0.8798,0.4917,1,1,1,100.0,12.00000000000001,12.00000000000001,8.498498498498504,1.501501501501496,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
21,78.66480371823783,72.57930790185179,000868,安凯客车,bottom_area,2023-04-20,5.2,2023-04-20,5.16,0.7751937984496131,2.131782945736423,28.7292817679558,False,-1.5152,1.5781,4,5,4,80.0,29.982525603854317,69.53846153846153,9.224806201550386,0.7751937984496131,历史4/5次成功; 当前距低点0.78%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
22,78.59011698562304,71.9054403684551,002329,皇氏集团,bottom_area,2023-04-20,5.97,2023-04-20,5.95,0.3361344537815054,2.0168067226890773,32.919954904171355,False,-1.8092,2.7735,1,1,1,100.0,27.644230769230756,27.644230769230756,9.663865546218494,0.3361344537815054,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
23,77.94607496175024,73.16107546278398,002188,中天服务,bottom_area,2023-04-20,6.07,2023-04-20,5.97,1.6750418760469101,2.6800670016750443,29.681978798586577,False,-0.6547,2.0147,1,1,1,100.0,10.968660968660975,10.968660968660975,8.324958123953092,1.6750418760469101,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
24,77.57544545550222,71.49898975760397,002706,良信股份,bottom_area,2023-04-20,11.19,2023-04-20,11.11,0.7200720072007207,2.880288028802883,27.433050293925543,False,-2.0997,1.1232,2,2,2,100.0,13.49867706463227,14.727153188691638,9.27992799279928,0.7200720072007207,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
25,77.37951408862952,70.91303841754693,002385,大北农,bottom_area,2023-04-20,7.15,2023-04-20,7.12,0.42134831460674504,2.247191011235957,28.00808897876643,False,-1.7857,1.1225,1,1,1,100.0,23.353293413173663,23.353293413173663,9.578651685393256,0.42134831460674504,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
26,77.0129712520981,72.76174455167094,300712,永福股份,bottom_area,2023-04-20,38.39,2023-04-20,37.63,2.0196651607759715,3.9596066967844665,27.911877394636015,False,-1.8159,1.6996,1,1,1,100.0,13.046135044301874,13.046135044301874,7.980334839224029,2.0196651607759715,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
27,76.63514198019645,71.00274783821189,000519,中兵红箭,bottom_area,2023-04-20,19.3,2023-04-20,19.11,0.9942438513867153,2.878074306645739,28.319579894973746,False,-2.0305,2.8223,2,2,2,100.0,14.191525910610773,14.515292897874552,9.005756148613285,0.9942438513867153,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
28,76.15686095909697,69.37794704896872,600366,宁波韵升,bottom_area,2023-04-20,9.17,2023-04-20,9.16,0.10917030567685357,4.039301310043659,27.01195219123506,False,-3.5752,1.9728,1,1,1,100.0,21.488469601677156,21.488469601677156,9.890829694323147,0.10917030567685357,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
29,75.92966302180503,69.17608691699306,000799,酒鬼酒,bottom_area,2023-04-20,115.13,2023-04-20,115.0,0.11304347826086561,2.226086956521741,31.815486778133522,False,-1.7662,1.6591,1,1,1,100.0,10.235623910902333,10.235623910902333,9.886956521739135,0.11304347826086561,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
30,74.96497850869626,68.78863705405553,603255,鼎际得,bottom_area,2023-04-20,49.35,2023-04-20,49.11,0.48869883934026065,4.052127876196298,28.096632503660317,False,-1.6148,5.867,1,1,1,100.0,12.757367783609205,12.757367783609205,9.51130116065974,0.48869883934026065,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
31,72.94039189787489,66.90702185675683,601888,中国中免,bottom_area,2023-04-20,171.0,2023-04-20,170.2,0.47003525264395507,3.971797884841375,29.080378349097884,False,-3.368,0.9395,1,1,1,100.0,12.627431359059372,12.627431359059372,9.529964747356045,0.47003525264395507,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
32,72.75708185190273,67.71166851509511,603026,石大胜华,bottom_area,2023-04-20,74.98,2023-04-20,74.07,1.2285675712164317,6.520858647225615,29.423535016674617,False,-5.1486,1.9369,2,3,2,66.66666666666666,25.30180597205321,31.14618918600542,8.771432428783568,1.2285675712164317,历史2/3次成功; 当前距低点1.23%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
33,69.64468539845086,63.936104628086035,601369,陕鼓动力,bottom_area,2023-04-20,9.8,2023-04-20,9.75,0.5128205128205201,7.076923076923072,27.075542258788328,False,-4.7619,1.9041,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,9.48717948717948,0.5128205128205201,历史2/3次成功; 当前距低点0.51%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
34,67.46677335386283,67.06545084217427,603138,海量数据,bottom_area,2023-04-20,22.56,2023-04-20,21.55,4.68677494199535,6.821345707656606,28.64238410596026,False,-2.3377,7.1184,1,1,1,100.0,15.114503816793897,15.114503816793897,5.31322505800465,4.68677494199535,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
35,60.8629176489519,55.89825494058679,300763,锦浪科技,bottom_area,2023-04-20,122.05,2023-04-20,121.4,0.5354200988467804,2.9818780889621004,31.253185344583496,False,-2.3756,1.5445,1,2,1,50.0,35.693617021276594,35.693617021276594,9.46457990115322,0.5354200988467804,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
36,60.51382803056316,59.31383710644433,000756,新华制药,bottom_area,2023-04-20,24.22,2023-04-13,23.3,3.948497854077245,9.399141630901278,27.164738980931535,True,0.4562,2.8552,1,2,1,50.0,24.38931297709925,24.38931297709925,6.051502145922756,3.948497854077245,历史1/2次成功; 当前距低点3.95%; 最新日涨幅0.46%; 状态bottom_area; 底部已确认
37,58.72708542513813,54.12482204362801,001319,铭科精技,bottom_area,2023-04-20,19.64,2023-04-20,19.5,0.717948717948721,3.589743589743586,30.53081581759886,False,-2.7723,3.7709,1,2,1,50.0,28.396479142747793,28.396479142747793,9.28205128205128,0.717948717948721,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
38,56.705271121656786,51.795368106322684,002810,山东赫达,bottom_area,2023-04-20,20.17,2023-04-20,20.12,0.2485089463220711,3.2803180914512926,30.138888888888886,False,-2.6544,1.3641,1,2,1,50.0,10.118110236220474,10.118110236220474,9.75149105367793,0.2485089463220711,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
39,53.17435651696561,52.743185985147846,300758,七彩化学,bottom_area,2023-04-20,10.52,2023-04-20,10.06,4.572564612326034,9.343936381709735,27.364620938628153,False,-5.6502,3.6797,1,2,1,50.0,38.59480269489894,38.59480269489894,5.427435387673967,4.572564612326034,历史1/2次成功; 当前距低点4.57%; 最新日涨幅-5.65%; 状态bottom_area; 底部未确认
40,49.56324855411754,49.265670677541785,002374,中锐股份,confirmed_rebound,2023-04-20,4.47,2023-04-07,4.27,4.683840749414524,10.538641686182675,30.90614886731392,True,-1.7582,1.4666,1,2,1,50.0,12.068965517241388,12.068965517241388,5.316159250585476,4.683840749414524,历史1/2次成功; 当前距低点4.68%; 最新日涨幅-1.76%; 状态confirmed_rebound; 底部已确认
