rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.40190734256142,83.09395669431471,002545,东方铁塔,bottom_area,2024-09-09,5.91,2024-07-25,5.83,1.3722126929674112,7.375643224699823,29.247572815533985,True,-0.5051,0.5739,3,3,3,100.0,18.132266850969987,28.468653648509758,6.627787307032588,1.3722126929674112,历史3/3次成功; 当前距低点1.37%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
16,80.36499886235234,77.1001079757333,301518,长华化学,bottom_area,2024-09-09,13.81,2024-08-28,13.56,1.8436578171091444,6.12094395280236,28.21598729486501,False,0.0725,0.7206,1,1,1,100.0,11.740041928721173,11.740041928721173,6.156342182890856,1.8436578171091444,历史1/1次成功; 当前距低点1.84%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
17,80.22644203790357,77.96395853531024,000591,太阳能,bottom_area,2024-09-09,4.08,2024-08-23,3.98,2.5125628140703538,7.035175879396981,28.158844765342963,True,-1.4493,0.3815,2,2,2,100.0,21.19678360962714,32.84132841328414,5.487437185929647,2.5125628140703538,历史2/2次成功; 当前距低点2.51%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
18,79.45698149903625,73.9242692485036,300401,花园生物,bottom_area,2024-09-09,12.1,2024-09-09,12.07,0.24855012427505685,2.5683512841756464,29.0834312573443,False,-0.9009,2.0276,2,2,2,100.0,20.757868450810403,29.551451187335093,7.751449875724943,0.24855012427505685,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
19,79.01317259412215,77.63903046205044,600160,巨化股份,bottom_area,2024-09-09,14.69,2024-09-09,14.25,3.0877192982456103,5.122807017543863,29.87204724409449,False,1.8724,1.277,2,2,2,100.0,13.22059388199155,16.05657237936772,4.912280701754391,3.0877192982456103,历史2/2次成功; 当前距低点3.09%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
20,78.80961828305301,74.00014290574458,000037,深南电A,bottom_area,2024-09-09,6.93,2024-08-28,6.88,0.726744186046509,5.523255813953487,28.92561983471074,False,-1.5625,1.1524,7,8,7,87.5,20.777524999627015,45.16765285996055,7.273255813953491,0.726744186046509,历史7/8次成功; 当前距低点0.73%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
21,78.42928906988267,77.15182958224635,000155,川能动力,bottom_area,2024-09-09,9.18,2024-08-23,8.9,3.1460674157303297,7.752808988764039,29.08366533864542,True,-0.8639,0.3832,2,2,2,100.0,24.596039194147934,37.70685579196216,4.85393258426967,3.1460674157303297,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
22,78.33024094796554,76.67200268594581,603079,圣达生物,bottom_area,2024-09-09,10.69,2024-08-26,10.39,2.887391722810384,6.929740134744936,28.83561643835616,False,1.2311,1.3229,1,1,1,100.0,22.232558139534888,22.232558139534888,5.112608277189616,2.887391722810384,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
23,77.86862767420689,75.2123629131081,603291,联合水务,bottom_area,2024-09-09,9.31,2024-08-28,9.11,2.195389681668508,5.92755214050495,29.65250965250965,False,-0.5342,0.6014,2,2,2,100.0,11.708878426410102,12.102772143340088,5.804610318331492,2.195389681668508,历史2/2次成功; 当前距低点2.20%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
24,77.54678268495921,78.5927270145737,000532,华金资本,bottom_area,2024-09-09,10.7,2024-09-04,10.22,4.696673189823861,7.632093933463789,27.926657263751757,True,0.8483,2.8649,2,2,2,100.0,28.877106921355356,32.044198895027606,3.303326810176139,4.696673189823861,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.85%; 状态bottom_area; 底部已确认
25,77.53361047260297,76.7778970208986,301509,金凯生科,bottom_area,2024-09-09,26.09,2024-08-28,25.21,3.4906783022610037,6.902023006743349,29.6792189679219,False,1.4386,2.5357,2,2,2,100.0,13.530341666955287,15.05054819877544,4.509321697738996,3.4906783022610037,历史2/2次成功; 当前距低点3.49%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
26,77.43195412289691,74.84521334091488,300751,迈为股份,confirmed_rebound,2024-09-09,79.65,2024-08-28,77.91,2.2333461686561535,8.201771274547557,27.89449329014345,True,-0.0878,0.7732,2,2,2,100.0,11.22173443790815,13.004138993165853,5.766653831343847,2.2333461686561535,历史2/2次成功; 当前距低点2.23%; 最新日涨幅-0.09%; 状态confirmed_rebound; 底部已确认
27,76.91064352219131,72.31012531328321,002110,三钢闽光,bottom_area,2024-09-09,2.54,2024-09-09,2.52,0.7936507936507943,2.3809523809523827,32.97872340425532,False,-1.9305,0.3073,2,2,2,100.0,18.761554423693642,22.90322580645161,7.206349206349206,0.7936507936507943,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
28,76.29841880387059,73.67273644342254,000539,粤电力A,bottom_area,2024-09-09,4.22,2024-08-26,4.13,2.1791767554479384,6.7796610169491585,31.395348837209298,False,-0.939,0.3145,1,1,1,100.0,19.89924433249369,19.89924433249369,5.820823244552062,2.1791767554479384,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
29,75.83337537717098,71.04795424964843,300573,兴齐眼药,bottom_area,2024-09-09,77.31,2024-09-09,76.84,0.6116605934409147,3.448724622592388,27.768377514570403,False,-2.1145,3.5282,4,5,4,80.0,19.744840874697324,42.86062675283501,7.388339406559085,0.6116605934409147,历史4/5次成功; 当前距低点0.61%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
30,74.77399770526088,69.83517131459591,601808,中海油服,bottom_area,2024-09-09,13.45,2024-09-09,13.39,0.44809559372665214,2.7632561613144078,28.548559231590172,False,-1.9679,0.2358,1,1,1,100.0,17.88617886178861,17.88617886178861,7.551904406273348,0.44809559372665214,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
31,74.31454860954942,70.08749993210277,600345,长江通信,bottom_area,2024-09-09,14.79,2024-09-09,14.65,0.9556313993173979,2.3890784982935127,27.331349206349202,False,-1.2024,1.4841,1,1,1,100.0,25.46419098143237,25.46419098143237,7.044368600682602,0.9556313993173979,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
32,74.26470547982875,73.51854709143805,000726,鲁泰A,bottom_area,2024-09-09,5.36,2024-08-29,5.18,3.4749034749034866,6.370656370656372,31.390728476821195,False,0.1869,0.4578,1,1,1,100.0,12.480252764612954,12.480252764612954,4.525096525096513,3.4749034749034866,历史1/1次成功; 当前距低点3.47%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
33,73.15597945151376,68.579629083337,601117,中国化学,bottom_area,2024-09-09,6.27,2024-09-09,6.23,0.6420545746388306,1.7656500802568125,27.97687861271676,False,-1.4151,0.4962,1,1,1,100.0,13.513513513513523,13.513513513513523,7.357945425361169,0.6420545746388306,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
34,72.73686040774929,71.43632038598658,002230,科大讯飞,bottom_area,2024-09-09,33.66,2024-08-28,32.66,3.0618493570116354,6.429883649724438,28.093350946719518,False,-1.0,0.6074,1,1,1,100.0,18.69535978480161,18.69535978480161,4.938150642988365,3.0618493570116354,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
35,72.51246332530818,71.32170101274752,600166,福田汽车,bottom_area,2024-09-09,2.3,2024-08-28,2.23,3.1390134529147913,7.174887892376688,27.5974025974026,True,-2.1277,0.8058,1,1,1,100.0,9.831460674157306,9.831460674157306,4.860986547085209,3.1390134529147913,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-2.13%; 状态bottom_area; 底部已确认
36,72.36392064941487,67.22532714949459,002302,西部建设,bottom_area,2024-09-09,5.84,2024-09-06,5.83,0.17152658662092257,7.718696397941684,28.201970443349744,False,-4.5752,4.2836,1,1,1,100.0,10.679611650485443,10.679611650485443,7.828473413379077,0.17152658662092257,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.58%; 状态bottom_area; 底部未确认
37,71.4239153870443,67.3283650694553,002140,东华科技,bottom_area,2024-09-09,6.51,2024-09-09,6.45,0.9302325581395288,2.0155038759689905,28.333333333333332,False,-0.1534,0.6066,1,1,1,100.0,10.318791946308728,10.318791946308728,7.069767441860471,0.9302325581395288,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
38,70.80959721068754,71.345942585524,300478,杭州高新,confirmed_rebound,2024-09-09,7.13,2024-08-28,6.83,4.3923865300146385,8.052708638360173,28.10526315789474,True,0.1404,1.9103,1,1,1,100.0,13.067655236329937,13.067655236329937,3.6076134699853615,4.3923865300146385,历史1/1次成功; 当前距低点4.39%; 最新日涨幅0.14%; 状态confirmed_rebound; 底部已确认
39,67.99268400629416,67.94704914479128,301607,富特科技,confirmed_rebound,2024-09-09,41.69,2024-09-09,40.1,3.965087281795502,11.895261845386523,28.90070921985815,False,-13.1458,62.4236,1,1,1,100.0,31.437893264973205,31.437893264973205,4.034912718204498,3.965087281795502,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-13.15%; 状态confirmed_rebound; 底部未确认
40,60.625755959362756,60.21024754182174,603282,亚光股份,bottom_area,2024-09-09,12.52,2024-09-09,12.08,3.6423841059602604,3.8907284768211974,27.880597014925375,False,0.8864,1.1831,1,2,1,50.0,34.64991023339317,34.64991023339317,4.357615894039739,3.6423841059602604,历史1/2次成功; 当前距低点3.64%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
41,59.83971997189315,56.2375595321967,000922,佳电股份,bottom_area,2024-09-09,9.13,2024-09-09,9.06,0.772626931567332,2.3178807947019764,27.808764940239044,False,-1.1905,0.8847,1,2,1,50.0,40.42553191489362,40.42553191489362,7.2273730684326685,0.772626931567332,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
42,52.50514711989274,52.089836263199665,000625,长安汽车,confirmed_rebound,2024-09-09,11.84,2024-08-29,11.43,3.5870516185476826,8.136482939632543,29.138251704897705,True,-1.7427,1.0106,1,2,1,50.0,13.808139534883724,13.808139534883724,4.412948381452318,3.5870516185476826,历史1/2次成功; 当前距低点3.59%; 最新日涨幅-1.74%; 状态confirmed_rebound; 底部已确认
