rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.65250655569345,82.24055130588485,300761,立华股份,bottom_area,2024-09-19,17.46,2024-09-18,17.27,1.1001737116386872,3.2426172553561012,30.6425702811245,False,0.4025,0.6527,1,1,1,100.0,30.263157894736853,30.263157894736853,13.89982628836131,1.1001737116386872,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
12,76.50575475925088,72.36410364936944,000690,宝新能源,bottom_area,2024-09-19,3.94,2024-09-18,3.77,4.509283819628646,5.0397877984084865,27.91586998087955,False,2.3377,1.3785,1,1,1,100.0,18.953068592057758,18.953068592057758,10.490716180371354,4.509283819628646,历史1/1次成功; 当前距低点4.51%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
13,76.21345249127393,72.25540578730723,000539,粤电力A,bottom_area,2024-09-19,4.29,2024-09-18,4.1,4.634146341463424,4.87804878048781,31.8936877076412,False,2.8777,0.6424,1,1,1,100.0,19.89924433249369,19.89924433249369,10.365853658536576,4.634146341463424,历史1/1次成功; 当前距低点4.63%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
14,75.93187899456932,70.4159619733255,603306,华懋科技,bottom_area,2024-09-19,17.7,2024-09-19,17.11,3.448275862068965,8.12390414962011,31.367829923786605,False,2.3121,7.6506,2,3,2,66.66666666666666,34.36217350632288,49.205252246026255,11.551724137931036,3.448275862068965,历史2/3次成功; 当前距低点3.45%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
15,74.18276204128917,68.44006522576468,300473,德尔股份,bottom_area,2024-09-19,15.94,2024-09-18,15.45,3.1715210355987065,4.336569579288037,29.612756264236907,False,0.7585,5.5524,2,3,2,66.66666666666666,20.34659419496271,21.37137137137137,11.828478964401294,3.1715210355987065,历史2/3次成功; 当前距低点3.17%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
16,71.2848106673553,67.73745434644805,300455,航天智装,bottom_area,2024-09-19,10.13,2024-09-18,9.67,4.7569803516029046,5.3774560496380515,29.82583454281567,False,2.6342,1.1618,2,3,2,66.66666666666666,36.00377893245158,53.103448275862064,10.243019648397095,4.7569803516029046,历史2/3次成功; 当前距低点4.76%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
17,69.62663754118454,65.49358400115766,002806,华锋股份,bottom_area,2024-09-19,8.66,2024-09-18,8.31,4.211793020457276,7.701564380264727,32.05233033524121,True,3.2181,5.9503,2,4,2,50.0,27.507914450538966,34.66407010710809,10.788206979542723,4.211793020457276,历史2/4次成功; 当前距低点4.21%; 最新日涨幅3.22%; 状态bottom_area; 底部已确认
18,69.56443528709397,66.00295598688778,688358,祥生医疗,bottom_area,2024-09-19,19.7,2024-09-18,18.82,4.675876726886285,5.5791710945802375,29.274708756106726,False,3.7388,0.9804,2,3,2,66.66666666666666,25.684345470547626,29.46360153256704,10.324123273113713,4.675876726886285,历史2/3次成功; 当前距低点4.68%; 最新日涨幅3.74%; 状态bottom_area; 底部未确认
19,68.02166679777876,61.216045487894355,000922,佳电股份,bottom_area,2024-09-19,8.86,2024-09-18,8.7,1.8390804597701167,3.6781609195402334,30.6772908366534,False,-0.5612,1.4278,1,2,1,50.0,40.42553191489362,40.42553191489362,13.160919540229882,1.8390804597701167,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
20,67.56112962772217,62.441250903966306,000591,太阳能,bottom_area,2024-09-19,4.11,2024-08-23,3.98,3.266331658291466,7.035175879396981,28.158844765342963,True,2.2388,0.509,1,2,1,50.0,32.84132841328414,32.84132841328414,11.733668341708533,3.266331658291466,历史1/2次成功; 当前距低点3.27%; 最新日涨幅2.24%; 状态bottom_area; 底部已确认
21,66.53975522545075,61.13095464503533,002036,联创电子,bottom_area,2024-09-19,6.64,2024-09-19,6.45,2.9457364341085195,4.651162790697672,30.57050592034445,False,2.3112,6.6984,2,5,2,40.0,19.393729649477176,22.210743801652896,12.05426356589148,2.9457364341085195,历史2/5次成功; 当前距低点2.95%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
22,66.30937355577835,61.65734033732739,301326,捷邦科技,bottom_area,2024-09-19,30.57,2024-09-18,29.51,3.5920027109454375,6.743476787529645,30.054515287982923,False,1.5277,7.6375,1,2,1,50.0,41.81240063593006,41.81240063593006,11.407997289054562,3.5920027109454375,历史1/2次成功; 当前距低点3.59%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
23,63.1656495437205,58.07038235712909,301509,金凯生科,bottom_area,2024-09-19,25.21,2024-09-18,24.48,2.982026143790851,4.166666666666665,31.71548117154812,False,1.5713,2.1992,1,2,1,50.0,15.05054819877544,15.05054819877544,12.017973856209148,2.982026143790851,历史1/2次成功; 当前距低点2.98%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
24,62.06984995199751,58.46882599580714,603132,金徽股份,bottom_area,2024-09-19,10.7,2024-09-18,10.26,4.2884990253411255,4.970760233918127,31.554369579719815,False,3.6822,1.4962,1,2,1,50.0,33.20754716981132,33.20754716981132,10.711500974658875,4.2884990253411255,历史1/2次成功; 当前距低点4.29%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
25,60.19337517037631,56.53870223438212,000966,长源电力,bottom_area,2024-09-19,4.03,2024-09-18,3.87,4.134366925064603,4.134366925064603,28.33333333333334,False,2.5445,0.4343,1,2,1,50.0,20.94117647058823,20.94117647058823,10.865633074935396,4.134366925064603,历史1/2次成功; 当前距低点4.13%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
26,59.592191773439126,55.826577104848575,603060,国检集团,bottom_area,2024-09-19,5.73,2024-09-18,5.51,3.9927404718693404,4.537205081669692,29.719387755102044,False,2.3214,0.8915,1,4,1,25.0,36.2098138747885,36.2098138747885,11.007259528130659,3.9927404718693404,历史1/4次成功; 当前距低点3.99%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
27,59.58960962955082,56.65473112991233,300401,花园生物,bottom_area,2024-09-19,12.48,2024-09-10,11.91,4.785894206549121,6.045340050377839,30.023501762632193,False,2.0442,3.4861,1,2,1,50.0,29.551451187335093,29.551451187335093,10.214105793450878,4.785894206549121,历史1/2次成功; 当前距低点4.79%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
28,58.53226488278201,55.55421255294573,000683,博源化工,bottom_area,2024-09-19,5.13,2024-09-18,4.9,4.693877551020399,6.530612244897946,29.69870875179339,False,1.7857,1.0988,1,2,1,50.0,22.50673854447439,22.50673854447439,10.306122448979602,4.693877551020399,历史1/2次成功; 当前距低点4.69%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
29,58.5272186583449,53.989454676345325,300400,劲拓股份,bottom_area,2024-09-19,11.41,2024-09-18,11.06,3.1645569620253133,4.339963833634707,28.64516129032258,False,1.0629,3.1681,1,5,1,20.0,27.014218009478668,27.014218009478668,11.835443037974686,3.1645569620253133,历史1/5次成功; 当前距低点3.16%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
30,58.30598099843352,55.41646135992091,000899,赣能股份,bottom_area,2024-09-19,7.47,2024-09-18,7.13,4.768583450210376,4.908835904628338,28.628628628628633,False,2.1888,1.0777,2,6,2,33.33333333333333,25.459668242296914,27.473958333333325,10.231416549789623,4.768583450210376,历史2/6次成功; 当前距低点4.77%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
31,56.38275822727575,53.73709486218189,001229,魅视科技,bottom_area,2024-09-19,22.83,2024-09-18,21.76,4.9172794117646905,5.56066176470587,28.23218997361477,False,2.7453,3.2041,1,2,1,50.0,15.47576301615797,15.47576301615797,10.082720588235308,4.9172794117646905,历史1/2次成功; 当前距低点4.92%; 最新日涨幅2.75%; 状态bottom_area; 底部未确认
