rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.00759406462387,82.68104343610574,002245,蔚蓝锂芯,bottom_area,2022-09-27,15.06,2022-09-23,14.63,2.939166097060832,5.673274094326726,27.788746298124384,False,0.467,1.837,3,3,3,100.0,21.840549125830286,25.653923541247494,12.060833902939168,2.939166097060832,历史3/3次成功; 当前距低点2.94%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
12,86.1978312255336,79.32961798684917,600215,派斯林,bottom_area,2022-09-27,6.78,2022-09-27,6.58,3.0395136778115526,3.1914893617021276,30.736842105263158,False,1.497,0.8361,2,2,2,100.0,21.718866517524237,23.993288590604024,11.960486322188446,3.0395136778115526,历史2/2次成功; 当前距低点3.04%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
13,86.03035953142036,77.90803271631515,600130,波导股份,bottom_area,2022-09-27,3.76,2022-09-26,3.68,2.1739130434782505,3.8043478260869477,31.97781885397412,False,1.897,2.6596,1,1,1,100.0,20.13201320132014,20.13201320132014,12.826086956521749,2.1739130434782505,历史1/1次成功; 当前距低点2.17%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
14,85.97030128332064,78.77032983508248,002516,旷达科技,bottom_area,2022-09-27,4.77,2022-09-26,4.64,2.8017241379310325,3.663793103448275,29.59028831562975,False,2.5806,0.7824,1,1,1,100.0,32.46376811594203,32.46376811594203,12.198275862068966,2.8017241379310325,历史1/1次成功; 当前距低点2.80%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
15,85.4506399413624,79.18233241533954,300538,同益股份,bottom_area,2022-09-27,11.23,2022-09-26,10.86,3.406998158379383,3.5911602209944804,29.019607843137262,False,2.9331,0.6489,2,2,2,100.0,25.431657077658826,30.150753768844226,11.593001841620616,3.406998158379383,历史2/2次成功; 当前距低点3.41%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
16,85.43656500487194,77.42461091234347,603186,华正新材,bottom_area,2022-09-27,21.26,2022-09-26,20.8,2.2115384615384657,2.4038461538461537,30.131004366812224,False,1.8687,0.7763,1,1,1,100.0,17.994186046511643,17.994186046511643,12.788461538461535,2.2115384615384657,历史1/1次成功; 当前距低点2.21%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
17,84.92908959166826,78.75958849304631,002343,慈文传媒,bottom_area,2022-09-27,5.1,2022-09-27,4.93,3.448275862068964,3.65111561866127,29.470672389127333,False,2.6157,1.9441,1,1,1,100.0,40.33149171270718,40.33149171270718,11.551724137931036,3.448275862068964,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
18,84.13727995719078,77.60426763110306,002616,长青集团,bottom_area,2022-09-27,4.9,2022-09-27,4.75,3.157894736842113,4.631578947368416,28.678678678678683,False,0.4098,3.2212,1,1,1,100.0,30.560578661844474,30.560578661844474,11.842105263157887,3.157894736842113,历史1/1次成功; 当前距低点3.16%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
19,83.75457523889357,76.56176168743866,300541,先进数通,bottom_area,2022-09-27,10.74,2022-09-27,10.46,2.6768642447418673,2.7724665391969325,28.746594005449584,False,2.2857,1.8736,1,1,1,100.0,19.05920519059205,19.05920519059205,12.323135755258132,2.6768642447418673,历史1/1次成功; 当前距低点2.68%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
20,82.86014831818666,76.37175780237173,002451,摩恩电气,bottom_area,2022-09-27,5.95,2022-09-27,5.77,3.119584055459283,3.466204506065861,31.145584725537006,False,2.7634,1.1999,1,1,1,100.0,23.464566929133863,23.464566929133863,11.880415944540717,3.119584055459283,历史1/1次成功; 当前距低点3.12%; 最新日涨幅2.76%; 状态bottom_area; 底部未确认
21,82.44533320174533,76.6511226549673,300502,新易盛,bottom_area,2022-09-27,21.96,2022-09-23,21.2,3.584905660377366,4.716981132075472,27.620348241720727,False,2.6168,1.3824,1,1,1,100.0,30.670470756062763,30.670470756062763,11.415094339622634,3.584905660377366,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
22,82.10225462766947,76.58492465491554,002138,顺络电子,bottom_area,2022-09-27,20.96,2022-09-26,20.2,3.7623762376237706,3.960396039603964,28.948294055575097,False,3.4551,1.1277,1,1,1,100.0,32.49001331557922,32.49001331557922,11.237623762376229,3.7623762376237706,历史1/1次成功; 当前距低点3.76%; 最新日涨幅3.46%; 状态bottom_area; 底部未确认
23,81.94331119937415,75.99070590359271,603356,华菱精工,bottom_area,2022-09-27,12.6,2022-09-26,12.18,3.448275862068965,5.1724137931034555,27.153110047846884,False,1.7771,1.4356,1,1,1,100.0,25.445026178010465,25.445026178010465,11.551724137931036,3.448275862068965,历史1/1次成功; 当前距低点3.45%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
24,81.81670503308051,75.97524985062296,688183,生益电子,bottom_area,2022-09-27,9.41,2022-09-26,9.09,3.5203520352035236,4.290429042904297,31.447963800904976,False,2.954,0.3943,1,1,1,100.0,26.24544349939247,26.24544349939247,11.479647964796476,3.5203520352035236,历史1/1次成功; 当前距低点3.52%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
25,78.90629768653619,73.58945063769985,688171,纬德信息,bottom_area,2022-09-27,19.91,2022-09-26,19.19,3.751954142782693,4.1167274622199015,29.13589364844903,False,2.365,1.2629,1,1,1,100.0,16.257559587335468,16.257559587335468,11.248045857217306,3.751954142782693,历史1/1次成功; 当前距低点3.75%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
26,76.74295608709548,72.36428469799532,603192,汇得科技,bottom_area,2022-09-27,19.46,2022-09-26,18.65,4.343163538874007,5.093833780160874,29.59607399018498,False,3.1813,0.6142,1,1,1,100.0,16.917728852838945,16.917728852838945,10.656836461125993,4.343163538874007,历史1/1次成功; 当前距低点4.34%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
27,75.84438949057882,69.8853484853248,002600,领益智造,bottom_area,2022-09-27,4.65,2022-09-26,4.51,3.104212860310434,3.3259423503326024,27.14054927302101,False,2.649,0.4264,2,3,2,66.66666666666666,27.29186634497801,38.381201044386415,11.895787139689565,3.104212860310434,历史2/3次成功; 当前距低点3.10%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
28,74.85101867131287,71.369763783287,300671,富满微,bottom_area,2022-09-27,44.18,2022-09-26,42.1,4.940617577197146,5.130641330166263,31.074001309757694,False,2.7442,1.0981,1,1,1,100.0,18.894472361809044,18.894472361809044,10.059382422802853,4.940617577197146,历史1/1次成功; 当前距低点4.94%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
29,72.0118133859375,67.34367245443677,300648,星云股份,bottom_area,2022-09-27,37.84,2022-09-23,36.42,3.8989566172432775,6.26029654036244,27.60882528324389,False,0.7723,2.2017,3,5,3,60.0,21.14673947178195,26.78362573099414,11.101043382756723,3.8989566172432775,历史3/5次成功; 当前距低点3.90%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
30,70.7263026653701,64.37280459770113,601778,晶科科技,bottom_area,2022-09-27,4.61,2022-09-26,4.5,2.4444444444444513,3.111111111111104,27.30210016155089,False,2.2173,0.9143,1,2,1,50.0,42.344827586206904,42.344827586206904,12.555555555555548,2.4444444444444513,历史1/2次成功; 当前距低点2.44%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
31,69.8081613115554,65.543770328457,002178,延华智能,bottom_area,2022-09-27,4.05,2022-09-26,3.89,4.11311053984575,4.370179948586104,28.623853211009177,False,3.8462,1.2364,2,3,2,66.66666666666666,16.31718114321852,17.359413202933986,10.886889460154249,4.11311053984575,历史2/3次成功; 当前距低点4.11%; 最新日涨幅3.85%; 状态bottom_area; 底部未确认
32,69.52385551490774,62.77969966031007,002080,中材科技,bottom_area,2022-09-27,21.21,2022-09-26,20.79,2.0202020202020283,3.126503126503137,27.535726734053682,False,1.3862,0.4898,1,2,1,50.0,28.579356270810223,28.579356270810223,12.979797979797972,2.0202020202020283,历史1/2次成功; 当前距低点2.02%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
33,68.85386932019526,62.488442186970296,000676,智度股份,bottom_area,2022-09-27,5.36,2022-09-26,5.24,2.2900763358778646,2.6717557251908333,28.021978021978022,False,2.2901,0.8336,1,2,1,50.0,30.321592649310862,30.321592649310862,12.709923664122137,2.2900763358778646,历史1/2次成功; 当前距低点2.29%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
34,68.35876837452983,61.727631701631736,601686,友发集团,bottom_area,2022-09-27,6.06,2022-09-26,5.94,2.020202020202007,2.3569023569023515,30.363423212192252,False,1.8487,0.5795,1,2,1,50.0,22.923076923076927,22.923076923076927,12.979797979797992,2.020202020202007,历史1/2次成功; 当前距低点2.02%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
35,67.65743472810809,63.08199738829274,300508,维宏股份,bottom_area,2022-09-27,21.37,2022-09-19,20.6,3.737864077669901,7.66990291262135,30.849278281302446,True,2.1999,1.5753,1,2,1,50.0,42.06627680311891,42.06627680311891,11.2621359223301,3.737864077669901,历史1/2次成功; 当前距低点3.74%; 最新日涨幅2.20%; 状态bottom_area; 底部已确认
36,63.7371808748732,58.63701647670231,300543,朗科智能,bottom_area,2022-09-27,8.87,2022-09-26,8.61,3.019744483159115,3.3681765389082576,31.120000000000005,False,2.3068,0.9054,1,2,1,50.0,18.559322033898297,18.559322033898297,11.980255516840884,3.019744483159115,历史1/2次成功; 当前距低点3.02%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
37,63.45936517616314,58.38525186508882,605319,无锡振华,bottom_area,2022-09-27,13.29,2022-09-27,12.9,3.023255813953479,3.1007751937984525,31.23667377398721,False,2.3883,0.9654,1,2,1,50.0,17.248790972595383,17.248790972595383,11.97674418604652,3.023255813953479,历史1/2次成功; 当前距低点3.02%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
38,62.472318687259936,57.92461172826181,300710,万隆光电,bottom_area,2022-09-27,28.27,2022-09-26,27.33,3.4394438346139826,4.976216611781936,31.55522163786627,False,2.6507,2.6553,1,2,1,50.0,19.8738907052779,19.8738907052779,11.560556165386018,3.4394438346139826,历史1/2次成功; 当前距低点3.44%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
39,61.74761443822638,56.61572860880833,603033,三维股份,bottom_area,2022-09-27,16.3,2022-09-26,15.85,2.839116719242909,3.217665615141955,32.83898305084747,False,2.1303,0.2055,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,12.16088328075709,2.839116719242909,历史1/3次成功; 当前距低点2.84%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
40,61.02247034254687,57.06953175525435,300560,中富通,bottom_area,2022-09-27,12.25,2022-09-26,11.79,3.9016115351993292,4.071246819338426,28.76132930513596,False,3.7257,1.0027,1,2,1,50.0,20.94196804037006,20.94196804037006,11.09838846480067,3.9016115351993292,历史1/2次成功; 当前距低点3.90%; 最新日涨幅3.73%; 状态bottom_area; 底部未确认
41,60.18820241414145,56.27178004921998,002112,三变科技,bottom_area,2022-09-27,7.22,2022-09-26,6.95,3.884892086330929,5.89928057553957,29.584599797365748,False,1.8336,4.7928,1,2,1,50.0,16.44803229061553,16.44803229061553,11.11510791366907,3.884892086330929,历史1/2次成功; 当前距低点3.88%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
42,58.93797159324092,55.93419294990723,002723,小崧股份,bottom_area,2022-09-27,10.94,2022-09-27,10.45,4.6889952153110075,7.177033492822966,28.522571819425448,False,1.3902,3.1997,1,2,1,50.0,24.489795918367328,24.489795918367328,10.311004784688993,4.6889952153110075,历史1/2次成功; 当前距低点4.69%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
43,58.652562384651894,55.77560458334937,688021,奥福科技,bottom_area,2022-09-27,21.19,2022-09-26,20.22,4.797230464886264,5.885262116716129,31.643002028397564,False,4.2302,0.5318,1,2,1,50.0,24.96392496392497,24.96392496392497,10.202769535113736,4.797230464886264,历史1/2次成功; 当前距低点4.80%; 最新日涨幅4.23%; 状态bottom_area; 底部未确认
