rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.3392609133811,77.10614619197926,300505,川金诺,bottom_area,2021-09-29,33.4,2021-09-29,32.93,1.427269966595806,7.804433647130277,27.990378307456808,False,-5.2213,10.556,1,1,1,100.0,39.35656836461126,39.35656836461126,13.572730033404193,1.427269966595806,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
12,79.13937432286023,68.81684723726977,002127,南极电商,bottom_area,2021-09-29,6.42,2021-09-29,6.42,0.0,3.2710280373831773,32.34984193888304,False,-2.8744,2.7043,1,1,1,100.0,19.17659804983748,19.17659804983748,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
13,79.12981673886749,68.92919887207738,601606,长城军工,bottom_area,2021-09-29,10.68,2021-09-29,10.67,0.09372071227741131,5.24835988753515,29.102990033222596,False,-4.5576,1.0887,1,1,1,100.0,18.886462882096076,18.886462882096076,14.906279287722587,0.09372071227741131,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-4.56%; 状态bottom_area; 底部未确认
14,78.91392118863048,68.62080103359173,000301,东方盛虹,bottom_area,2021-09-29,26.3,2021-09-29,26.3,0.0,8.36501901140684,28.53260869565217,False,-9.9932,3.3754,1,1,1,100.0,28.337639965546952,28.337639965546952,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
15,78.64808121830222,68.65836148999517,300516,久之洋,bottom_area,2021-09-29,28.66,2021-09-29,28.6,0.20979020979020532,5.314685314685312,27.539903724347596,False,-4.8789,0.8371,1,1,1,100.0,18.853135313531354,18.853135313531354,14.790209790209794,0.20979020979020532,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
16,78.24227533717752,69.20090884288781,300447,全信股份,bottom_area,2021-09-29,16.67,2021-09-29,16.52,0.9079903147699887,9.564164648910422,28.17391304347826,False,-8.2554,3.3239,1,1,1,100.0,30.328638497652584,30.328638497652584,14.09200968523001,0.9079903147699887,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-8.26%; 状态bottom_area; 底部未确认
17,77.687585995086,67.55442260442261,300665,飞鹿股份,bottom_area,2021-09-29,8.89,2021-09-29,8.89,0.0,4.836895388076487,27.723577235772357,False,-4.3057,4.2432,1,1,1,100.0,22.6044226044226,22.6044226044226,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
18,77.5700939849624,67.45225563909774,603169,兰石重装,bottom_area,2021-09-29,5.3,2021-09-29,5.3,0.0,9.056603773584913,28.086838534599735,False,-9.2466,2.6502,1,1,1,100.0,22.055137844611526,22.055137844611526,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.25%; 状态bottom_area; 底部未确认
19,77.4240488183625,68.42746788810045,000902,新洋丰,bottom_area,2021-09-29,17.41,2021-09-29,17.26,0.8690614136732246,6.141367323290838,30.17799352750808,False,-4.2354,2.2282,1,1,1,100.0,25.693160813308673,25.693160813308673,14.130938586326774,0.8690614136732246,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
20,77.31828609657303,71.35377195443581,300521,爱司凯,bottom_area,2021-09-29,15.54,2021-09-28,15.06,3.187250996015927,6.706507304116864,27.21121314644756,False,-1.145,0.8061,1,1,1,100.0,19.788732394366214,19.788732394366214,11.812749003984072,3.187250996015927,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
21,62.643361008360266,54.687886507007335,002455,百川股份,bottom_area,2021-09-29,14.24,2021-09-29,14.21,0.2111189303307485,9.50035186488388,27.536970933197342,False,-6.8063,10.8266,1,2,1,50.0,35.42600896860987,35.42600896860987,14.788881069669252,0.2111189303307485,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
22,62.34531809145129,54.213320079522866,300340,科恒股份,bottom_area,2021-09-29,16.0,2021-09-29,16.0,0.0,5.750000000000011,30.069930069930066,False,-3.7304,3.7927,1,2,1,50.0,42.54473161033797,42.54473161033797,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.73%; 状态bottom_area; 底部未确认
