rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.27733138392948,85.9703042596349,000678,襄阳轴承,bottom_area,2023-04-24,5.05,2023-04-24,4.93,2.4340770791075075,3.448275862068964,32.09366391184573,False,1.2024,1.334,2,2,2,100.0,68.2777295253666,121.62162162162164,7.5659229208924925,2.4340770791075075,历史2/2次成功; 当前距低点2.43%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
12,85.38327015560533,79.16100755317255,000059,华锦股份,bottom_area,2023-04-24,6.87,2023-04-24,6.8,1.0294117647058865,3.235294117647055,28.870292887029294,False,-1.1511,0.9095,2,2,2,100.0,18.645518154311638,25.41603630862328,8.970588235294114,1.0294117647058865,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
13,84.887115961762,80.65842199318713,000980,众泰汽车,bottom_area,2023-04-24,3.09,2023-04-24,3.02,2.3178807947019817,4.9668874172185395,29.4392523364486,False,-0.3226,1.7043,3,3,3,100.0,25.823603253266942,43.49775784753364,7.682119205298019,2.3178807947019817,历史3/3次成功; 当前距低点2.32%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
14,84.51223183037804,80.44277385870248,000868,安凯客车,bottom_area,2023-04-24,5.1,2023-04-24,4.98,2.4096385542168517,3.6144578313252955,31.215469613259668,False,0.5917,1.6476,4,5,4,80.0,29.982525603854317,69.53846153846153,7.590361445783149,2.4096385542168517,历史4/5次成功; 当前距低点2.41%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
15,84.18034712708156,77.86305439330543,300586,美联新材,bottom_area,2023-04-24,14.47,2023-04-24,14.34,0.9065550906555145,2.1617852161785254,30.388349514563114,False,-0.5498,1.0855,2,2,2,100.0,69.69134206257787,124.33414043583537,9.093444909344486,0.9065550906555145,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
16,83.0254532350993,77.50787422065774,000519,中兵红箭,bottom_area,2023-04-24,18.95,2023-04-24,18.69,1.3911182450508186,4.012841091492777,29.894973743435855,False,-2.5206,1.9798,2,2,2,100.0,14.191525910610773,14.515292897874552,8.608881754949183,1.3911182450508186,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
17,82.96468670109611,78.11770440950696,300454,深信服,bottom_area,2023-04-24,123.39,2023-04-24,121.16,1.8405414328161143,4.02773192472764,27.665671641791047,False,-1.6969,1.6921,2,2,2,100.0,22.979241270579003,29.49391262831224,8.159458567183886,1.8405414328161143,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
18,82.60046671612186,77.216201831645,002706,良信股份,bottom_area,2023-04-24,11.1,2023-04-24,10.94,1.4625228519195625,3.0164533820840957,28.54343566296539,False,-0.4484,0.7456,2,2,2,100.0,13.49867706463227,14.727153188691638,8.537477148080438,1.4625228519195625,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
19,80.65070555737312,75.19356093016523,603366,日出东方,bottom_area,2023-04-24,5.36,2023-04-24,5.29,1.3232514177693815,4.725897920604915,27.33516483516484,False,-2.5455,1.242,1,1,1,100.0,17.583732057416277,17.583732057416277,8.67674858223062,1.3232514177693815,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
20,80.6216111008326,76.39547826086958,600400,红豆股份,bottom_area,2023-04-24,3.29,2023-04-24,3.22,2.1739130434782554,3.4161490683229774,29.99999999999999,False,0.0,0.4961,1,1,1,100.0,12.00000000000001,12.00000000000001,7.8260869565217455,2.1739130434782554,历史1/1次成功; 当前距低点2.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,80.03079649060467,77.9561568329535,001210,金房能源,bottom_area,2023-04-24,22.32,2023-04-24,21.54,3.621169916434546,4.2711234911792095,27.180527383367135,False,1.3164,0.9551,1,1,1,100.0,38.131313131313135,38.131313131313135,6.378830083565454,3.621169916434546,历史1/1次成功; 当前距低点3.62%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
22,79.8668502297743,74.90161253776435,002741,光华科技,bottom_area,2023-04-24,16.82,2023-04-24,16.55,1.6314199395770366,4.229607250755282,27.348551360842844,False,-1.1751,1.1075,1,1,1,100.0,19.791666666666664,19.791666666666664,8.368580060422964,1.6314199395770366,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
23,79.84884802030776,73.75657762602931,000935,四川双马,bottom_area,2023-04-24,19.31,2023-04-24,19.15,0.8355091383812019,1.8276762402088846,28.863298662704317,False,-0.1551,0.3763,1,1,1,100.0,43.71794871794874,43.71794871794874,9.164490861618798,0.8355091383812019,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
24,79.84781607276646,73.8502371694429,300505,川金诺,bottom_area,2023-04-24,20.12,2023-04-24,19.94,0.9027081243731179,3.1093279839518426,28.22174226061915,False,-1.1302,1.7304,2,2,2,100.0,28.378557489320507,39.35656836461126,9.097291875626883,0.9027081243731179,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
25,77.34356905617746,70.89236393783452,002385,大北农,bottom_area,2023-04-24,7.0,2023-04-24,6.97,0.43041606886657463,1.8651362984218063,29.524772497472203,False,-1.4085,1.2932,1,1,1,100.0,23.353293413173663,23.353293413173663,9.569583931133426,0.43041606886657463,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
26,76.57092568930409,69.96660161191748,002759,天际股份,bottom_area,2023-04-24,14.98,2023-04-24,14.94,0.2677376171352137,1.9410977242302605,28.448275862068968,False,-0.6631,0.9243,3,4,3,75.0,20.548620317127853,27.166666666666668,9.732262382864787,0.2677376171352137,历史3/4次成功; 当前距低点0.27%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
27,76.42748467278854,71.18590377592452,002585,双星新材,bottom_area,2023-04-24,11.15,2023-04-24,11.01,1.2715712988192605,2.3614895549500434,28.22685788787484,False,-1.3274,1.2722,2,3,2,66.66666666666666,34.2925788740095,56.338028169014066,8.728428701180741,1.2715712988192605,历史2/3次成功; 当前距低点1.27%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
28,76.10591629294028,73.77743465045592,600234,科新发展,bottom_area,2023-04-24,5.83,2023-04-24,5.64,3.3687943262411415,4.078014184397171,27.599486521181007,False,0.8651,1.2252,1,1,1,100.0,12.571428571428566,12.571428571428566,6.631205673758858,3.3687943262411415,历史1/1次成功; 当前距低点3.37%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
29,75.38355192690233,73.22973615756226,002188,中天服务,bottom_area,2023-04-24,5.95,2023-04-24,5.75,3.4782608695652204,3.652173913043478,32.27326266195524,False,0.8475,1.853,1,1,1,100.0,10.968660968660975,10.968660968660975,6.521739130434781,3.4782608695652204,历史1/1次成功; 当前距低点3.48%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
30,75.21871097522789,68.82605377696102,001227,兰州银行,bottom_area,2023-04-24,2.95,2023-04-24,2.94,0.3401360544217766,1.0204081632653146,30.000000000000004,False,-0.6734,0.8942,1,1,1,100.0,11.137440758293856,11.137440758293856,9.659863945578225,0.3401360544217766,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
31,74.8365207434973,68.73340515257495,300712,永福股份,bottom_area,2023-04-24,37.48,2023-04-24,37.28,0.5364806866952675,2.655579399141636,28.5823754789272,False,-0.9514,1.1717,1,1,1,100.0,13.046135044301874,13.046135044301874,9.463519313304733,0.5364806866952675,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
32,74.79290965374946,69.20967140805372,688209,英集芯,bottom_area,2023-04-24,18.47,2023-04-24,18.3,0.9289617486338697,4.043715846994527,30.391783948269296,False,-3.6515,3.6761,2,2,2,100.0,13.966151585693265,17.590497737556557,9.071038251366131,0.9289617486338697,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
33,74.78017489182301,72.99117549249709,603255,鼎际得,bottom_area,2023-04-24,48.96,2023-04-21,47.2,3.7288135593220293,5.169491525423724,30.893118594436302,False,3.0086,6.1647,1,1,1,100.0,12.757367783609205,12.757367783609205,6.271186440677972,3.7288135593220293,历史1/1次成功; 当前距低点3.73%; 最新日涨幅3.01%; 状态bottom_area; 底部未确认
34,74.73857991008303,68.64785749933311,601888,中国中免,bottom_area,2023-04-24,163.89,2023-04-24,163.01,0.5398441813385655,2.515183117600161,32.07633651402143,False,-1.9621,0.7199,1,1,1,100.0,12.627431359059372,12.627431359059372,9.460155818661436,0.5398441813385655,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
35,74.72411281790906,68.54756540508353,600366,宁波韵升,bottom_area,2023-04-24,8.49,2023-04-24,8.45,0.47337278106509967,4.023668639053253,32.66932270916335,False,-3.9593,2.0806,1,1,1,100.0,21.488469601677156,21.488469601677156,9.5266272189349,0.47337278106509967,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.96%; 状态bottom_area; 底部未确认
36,73.55385885248549,68.12123928733361,603138,海量数据,bottom_area,2023-04-24,20.74,2023-04-24,20.54,0.9737098344693248,3.7000973709834546,31.98675496688742,False,-0.0482,3.8894,1,1,1,100.0,15.114503816793897,15.114503816793897,9.026290165530677,0.9737098344693248,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
37,72.48099942006068,69.77542183856531,002172,澳洋健康,bottom_area,2023-04-24,3.43,2023-04-24,3.33,3.003003003003006,4.204204204204208,27.292576419213972,False,1.4793,1.459,2,3,2,66.66666666666666,25.46022590723384,29.824561403508774,6.9969969969969945,3.003003003003006,历史2/3次成功; 当前距低点3.00%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
38,71.24265873072427,65.95349007963819,300496,中科创达,bottom_area,2023-04-24,88.01,2023-04-24,87.18,0.952053223216332,5.964670796054127,30.339592489013185,False,-4.6479,3.3583,1,1,1,100.0,13.409523809523808,13.409523809523808,9.04794677678367,0.952053223216332,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
39,70.96552382117258,64.68565137424143,603026,石大胜华,bottom_area,2023-04-24,71.99,2023-04-24,71.89,0.13910140492418183,2.044790652385587,31.50071462601239,False,-1.3565,0.9252,2,3,2,66.66666666666666,25.30180597205321,31.14618918600542,9.860898595075819,0.13910140492418183,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
40,70.56309431985196,67.92169506723717,002355,兴民智通,bottom_area,2023-04-24,3.78,2023-04-24,3.67,2.9972752043596698,3.814713896457769,29.150579150579148,False,0.8,1.3991,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,7.00272479564033,2.9972752043596698,历史2/3次成功; 当前距低点3.00%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
41,70.44572539142965,65.08128476440542,601369,陕鼓动力,bottom_area,2023-04-24,9.56,2023-04-24,9.48,0.8438818565400852,3.3755274261603407,29.09498878085265,False,-2.7467,1.0475,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,9.156118143459915,0.8438818565400852,历史2/3次成功; 当前距低点0.84%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
42,70.2380953316754,65.98276484355117,688168,安博通,bottom_area,2023-04-24,41.99,2023-04-24,41.28,1.7199612403100795,3.3187984496123963,29.520232200785383,False,-1.2,2.7183,2,3,2,66.66666666666666,11.815106477373549,12.015306122448962,8.280038759689921,1.7199612403100795,历史2/3次成功; 当前距低点1.72%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
43,70.00646787360824,66.20747790524459,002786,银宝山新,bottom_area,2023-04-24,5.42,2023-04-24,5.31,2.071563088512247,3.201506591337115,28.915662650602414,False,-0.7326,1.9883,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,7.928436911487753,2.071563088512247,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
44,69.04865668310742,65.18674811564075,688045,必易微,bottom_area,2023-04-24,59.77,2023-04-24,58.61,1.9791844395154474,9.025763521583347,30.059665871121716,False,-6.8132,10.3522,2,3,2,66.66666666666666,20.928075113275824,21.048975338659265,8.020815560484554,1.9791844395154474,历史2/3次成功; 当前距低点1.98%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
45,68.72190250452134,64.10718309859158,688272,富吉瑞,bottom_area,2023-04-24,17.99,2023-04-24,17.75,1.3521126760563293,3.492957746478879,28.02108678021087,False,-1.8549,3.2543,1,2,1,50.0,58.95303326810176,58.95303326810176,8.64788732394367,1.3521126760563293,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
46,68.48640015702773,64.68406873668667,300758,七彩化学,bottom_area,2023-04-24,10.19,2023-04-24,9.99,2.0020020020019946,3.103103103103108,27.87003610108303,False,0.0982,1.1096,1,2,1,50.0,38.59480269489894,38.59480269489894,7.997997997998006,2.0020020020019946,历史1/2次成功; 当前距低点2.00%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
47,67.56671446391593,66.84672503419974,300423,昇辉科技,bottom_area,2023-04-24,10.12,2023-04-24,9.69,4.437564499484002,5.882352941176474,31.95224719101124,False,-2.0329,3.9661,1,1,1,100.0,10.883720930232558,10.883720930232558,5.562435500515999,4.437564499484002,历史1/1次成功; 当前距低点4.44%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
48,67.15442186387219,64.98815019084407,001896,豫能控股,bottom_area,2023-04-24,4.41,2023-04-24,4.27,3.2786885245901773,5.85480093676815,27.993254637436767,False,0.2273,0.7358,2,4,2,50.0,22.546021650051973,34.93975903614456,6.7213114754098235,3.2786885245901773,历史2/4次成功; 当前距低点3.28%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
49,66.2398328832883,62.58393939393938,002753,永东股份,bottom_area,2023-04-24,7.07,2023-04-24,6.93,2.0202020202020283,2.4531024531024523,27.96257796257796,False,-0.4225,1.8273,1,2,1,50.0,69.36936936936937,69.36936936936937,7.979797979797973,2.0202020202020283,历史1/2次成功; 当前距低点2.02%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
50,64.68797006025446,61.66987873666987,001319,铭科精技,bottom_area,2023-04-24,19.33,2023-04-24,18.86,2.4920466595970248,3.446447507953352,32.810830067687924,False,0.6771,2.0492,1,2,1,50.0,28.396479142747793,28.396479142747793,7.507953340402976,2.4920466595970248,历史1/2次成功; 当前距低点2.49%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
51,64.26915351197148,60.71417858185001,002622,皓宸医疗,bottom_area,2023-04-24,3.04,2023-04-24,2.98,2.0134228187919483,3.35570469798658,28.53717026378897,False,0.33,0.9659,1,2,1,50.0,17.391304347826082,17.391304347826082,7.986577181208052,2.0134228187919483,历史1/2次成功; 当前距低点2.01%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
52,63.3397707803104,60.12172673480367,603029,天鹅股份,bottom_area,2023-04-24,19.43,2023-04-24,19.0,2.2631578947368407,2.894736842105267,28.16635160680529,False,0.8827,2.384,1,2,1,50.0,17.26734803657881,17.26734803657881,7.73684210526316,2.2631578947368407,历史1/2次成功; 当前距低点2.26%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
53,62.69675120835763,59.364178074945514,002623,亚玛顿,bottom_area,2023-04-24,27.29,2023-04-24,26.72,2.133233532934133,3.443113772455096,28.364611260053618,False,0.2203,1.2573,1,2,1,50.0,11.601884570082444,11.601884570082444,7.866766467065868,2.133233532934133,历史1/2次成功; 当前距低点2.13%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
54,59.641763206978844,55.741561985329135,002112,三变科技,bottom_area,2023-04-24,9.79,2023-04-24,9.65,1.4507772020725263,3.419689119170985,27.004538577912257,False,-4.6738,10.8405,1,2,1,50.0,16.44803229061553,16.44803229061553,8.549222797927476,1.4507772020725263,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-4.67%; 状态bottom_area; 底部未确认
55,55.24888373122219,50.86120901026614,002810,山东赫达,bottom_area,2023-04-24,19.88,2023-04-24,19.75,0.6582278481012608,2.0759493670886084,31.42361111111111,False,-0.9467,1.0378,1,2,1,50.0,10.118110236220474,10.118110236220474,9.34177215189874,0.6582278481012608,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
