rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.11085488433348,81.770371530374,002132,恒星科技,bottom_area,2023-05-23,3.74,2023-05-23,3.7,1.081081081081082,2.7027027027026933,28.155339805825246,False,0.2681,0.9219,2,2,2,100.0,10.834604275477771,11.088295687885012,8.918918918918918,1.081081081081082,历史2/2次成功; 当前距低点1.08%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
13,76.4227558795932,73.0012549366424,002041,登海种业,bottom_area,2023-05-23,15.81,2023-05-19,15.41,2.595717066839717,5.12654120700843,27.311320754716977,False,-2.2263,0.5474,1,1,1,100.0,21.395106715252467,21.395106715252467,7.4042829331602835,2.595717066839717,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
14,75.92724883659409,69.34454228623417,000572,海马汽车,bottom_area,2023-05-23,4.14,2023-05-23,4.13,0.24213075060532172,2.1791767554479384,29.8811544991511,False,-1.1933,0.7849,1,1,1,100.0,12.723658051689855,12.723658051689855,9.75786924939468,0.24213075060532172,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
15,75.63422812439458,74.76496190958395,601858,中国科传,bottom_area,2023-05-23,37.07,2023-05-22,35.51,4.393128696141938,7.265558997465519,28.11740890688259,True,0.2976,2.3277,1,1,1,100.0,21.243523316062173,21.243523316062173,5.606871303858063,4.393128696141938,历史1/1次成功; 当前距低点4.39%; 最新日涨幅0.30%; 状态bottom_area; 底部已确认
16,74.677434169835,71.51037998324617,688289,圣湘生物,confirmed_rebound,2023-05-23,18.47,2023-04-26,17.98,2.725250278086754,12.45828698553948,27.058823529411757,False,-0.3238,0.9441,1,1,1,100.0,25.182530200451346,25.182530200451346,7.274749721913247,2.725250278086754,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-0.32%; 状态confirmed_rebound; 底部未确认
17,74.4006248196199,73.61192561658507,600203,福日电子,bottom_area,2023-05-23,5.88,2023-05-15,5.63,4.440497335701599,8.348134991119,28.824273072060684,True,-2.0,1.098,2,2,2,100.0,21.43150291389641,24.045801526717554,5.559502664298402,4.440497335701599,历史2/2次成功; 当前距低点4.44%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
18,74.23247876923561,67.64651607237771,600415,小商品城,bottom_area,2023-05-23,7.95,2023-05-23,7.94,0.12594458438286885,5.2896725440805925,27.022058823529417,False,-3.5194,2.9113,1,1,1,100.0,12.38532110091743,12.38532110091743,9.874055415617132,0.12594458438286885,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
19,74.22232814949501,73.80967463711461,688181,八亿时空,bottom_area,2023-05-23,34.7,2023-05-15,33.14,4.707302353651183,7.211828605914304,29.157759726378796,True,-1.1678,0.5228,2,2,2,100.0,25.76518281418983,28.477257745550418,5.292697646348818,4.707302353651183,历史2/2次成功; 当前距低点4.71%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
20,73.77700000000002,67.07000000000001,300528,幸福蓝海,bottom_area,2023-05-23,8.51,2023-05-23,8.51,0.0,3.2902467685076306,29.901153212520597,False,-3.4052,2.5844,1,1,1,100.0,20.0,20.0,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
21,73.46638613861387,66.78762376237624,002383,合众思壮,bottom_area,2023-05-23,6.2,2023-05-23,6.2,0.0,4.5161290322580685,32.017543859649116,False,-3.876,2.4614,1,1,1,100.0,18.48184818481848,18.48184818481848,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
22,73.06975735786767,70.61556049388231,600160,巨化股份,bottom_area,2023-05-23,13.84,2023-05-19,13.41,3.206562266964949,4.772557792692026,29.606299212598426,False,-0.2882,0.6542,1,1,1,100.0,16.05657237936772,16.05657237936772,6.793437733035051,3.206562266964949,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
23,72.85988797104024,71.63292601412326,300762,上海瀚讯,bottom_area,2023-05-23,11.91,2023-05-10,11.44,4.1083916083916145,6.118881118881128,27.50316856780735,False,-1.7327,0.718,1,1,1,100.0,32.580961727183514,32.580961727183514,5.891608391608386,4.1083916083916145,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
24,72.38502919647496,70.35978477129622,001201,东瑞股份,bottom_area,2023-05-23,24.18,2023-05-19,23.36,3.510273972602741,5.265410958904111,31.25367863449087,False,-1.3061,0.6233,1,1,1,100.0,18.4043517679057,18.4043517679057,6.48972602739726,3.510273972602741,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
25,69.1784295459384,67.55958954096324,601369,陕鼓动力,bottom_area,2023-05-23,9.39,2023-05-10,9.05,3.7569060773480643,7.182320441988933,32.31114435302916,True,-0.8448,0.7253,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,6.243093922651936,3.7569060773480643,历史2/3次成功; 当前距低点3.76%; 最新日涨幅-0.84%; 状态bottom_area; 底部已确认
26,68.36938604709886,68.20524065465197,000970,中科三环,bottom_area,2023-05-23,12.05,2023-04-27,11.49,4.873803307223677,9.486510008703219,27.140139505389975,True,-1.1485,0.5389,1,1,1,100.0,14.341463414634154,14.341463414634154,5.126196692776324,4.873803307223677,历史1/1次成功; 当前距低点4.87%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
27,67.59300188678448,65.04620609349367,300727,润禾材料,bottom_area,2023-05-23,26.23,2023-05-23,25.47,2.9839026305457463,6.007067137809192,31.495427649273804,False,-2.4182,2.5493,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,7.016097369454255,2.9839026305457463,历史2/3次成功; 当前距低点2.98%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
28,57.19626164422358,52.113510341792576,601636,旗滨集团,bottom_area,2023-05-23,8.51,2023-05-22,8.5,0.11764705882352691,2.35294117647058,29.867986798679862,False,-1.0465,0.7342,1,2,1,50.0,10.224438902743147,10.224438902743147,9.882352941176475,0.11764705882352691,历史1/2次成功; 当前距低点0.12%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
29,56.667137224943374,54.32930017351072,300386,飞天诚信,bottom_area,2023-05-23,10.69,2023-05-17,10.4,2.7884615384615303,5.86538461538461,29.72972972972973,False,-1.8365,1.0263,1,2,1,50.0,15.037593984962406,15.037593984962406,7.211538461538471,2.7884615384615303,历史1/2次成功; 当前距低点2.79%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
30,53.37547350948734,53.1756383881387,688298,东方生物,bottom_area,2023-05-23,54.55,2023-05-19,52.05,4.803073967339097,6.570605187319889,32.99433573635429,False,2.7307,1.8412,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,5.196926032660904,4.803073967339097,历史2/6次成功; 当前距低点4.80%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
