rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.27108985494019,89.39039836227023,688221,前沿生物,bottom_area,2025-09-10,14.74,2025-09-09,14.56,1.2362637362637343,6.593406593406587,28.90625,False,0.2721,3.1443,7,7,7,100.0,20.371396134147986,34.87394957983194,6.7637362637362655,1.2362637362637343,历史7/7次成功; 当前距低点1.24%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
20,78.07857881759776,78.60868172899113,688448,磁谷科技,confirmed_rebound,2025-09-10,45.08,2025-09-09,43.2,4.3518518518518405,8.611111111111109,32.35202004384591,False,3.537,6.4618,2,2,2,100.0,44.14464489899632,63.23529411764706,3.6481481481481595,4.3518518518518405,历史2/2次成功; 当前距低点4.35%; 最新日涨幅3.54%; 状态confirmed_rebound; 底部未确认
21,77.45155187577508,77.70685159353619,688682,霍莱沃,bottom_area,2025-09-10,29.22,2025-09-04,28.05,4.1711229946524,7.522281639928696,27.687548337200308,True,0.8282,1.8376,2,2,2,100.0,17.672107641632564,26.22699386503069,3.8288770053476,4.1711229946524,历史2/2次成功; 当前距低点4.17%; 最新日涨幅0.83%; 状态bottom_area; 底部已确认
22,77.28510912875433,75.39437939761837,605169,洪通燃气,bottom_area,2025-09-10,14.77,2025-09-05,14.38,2.71210013908205,4.033379694019472,31.064237775647165,False,0.6131,1.3206,3,4,3,75.0,17.381546853362593,26.09375,5.287899860917951,2.71210013908205,历史3/4次成功; 当前距低点2.71%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
23,76.33642280960599,76.26091695123843,300870,欧陆通,bottom_area,2025-09-10,210.08,2025-09-09,202.1,3.9485403265710137,6.704601682335483,28.30791060659808,False,3.2334,6.4949,2,2,2,100.0,16.363381160324387,21.28571428571428,4.051459673428987,3.9485403265710137,历史2/2次成功; 当前距低点3.95%; 最新日涨幅3.23%; 状态bottom_area; 底部未确认
24,75.97395376291828,71.31693284763789,601669,中国电建,bottom_area,2025-09-10,5.66,2025-09-10,5.62,0.7117437722419936,1.2455516014234926,28.31632653061224,False,-0.1764,1.2495,2,2,2,100.0,12.417788431987212,16.457680250783696,7.288256227758007,0.7117437722419936,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
25,75.78009213893931,77.02984742045244,002232,启明信息,bottom_area,2025-09-10,21.4,2025-09-05,20.41,4.850563449289556,7.202351788339044,27.521306818181817,False,1.0387,4.1736,3,3,3,100.0,14.887806907702295,17.044757817290016,3.1494365507104445,4.850563449289556,历史3/3次成功; 当前距低点4.85%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
26,75.31067217965567,74.94946991500503,688152,麒麟信安,confirmed_rebound,2025-09-10,49.8,2025-09-04,48.0,3.7499999999999942,8.958333333333329,29.046563192904664,True,-0.994,3.7996,3,3,3,100.0,13.706827500026916,21.006836544437533,4.250000000000006,3.7499999999999942,历史3/3次成功; 当前距低点3.75%; 最新日涨幅-0.99%; 状态confirmed_rebound; 底部已确认
27,73.15831929719421,73.35263090223326,002229,鸿博股份,confirmed_rebound,2025-09-10,18.12,2025-09-04,17.4,4.137931034482773,8.2183908045977,27.500000000000007,False,1.9123,6.7478,2,2,2,100.0,13.264051940075175,16.987740805604197,3.862068965517227,4.137931034482773,历史2/2次成功; 当前距低点4.14%; 最新日涨幅1.91%; 状态confirmed_rebound; 底部未确认
28,73.13404546424253,73.53998980036832,300378,鼎捷数智,confirmed_rebound,2025-09-10,49.13,2025-09-04,47.11,4.287836977287207,8.151135639991516,27.52307692307692,True,1.0697,4.4254,4,5,4,80.0,16.91536617517821,26.480086114101198,3.712163022712793,4.287836977287207,历史4/5次成功; 当前距低点4.29%; 最新日涨幅1.07%; 状态confirmed_rebound; 底部已确认
29,70.63055075438533,71.37879745878082,600967,内蒙一机,confirmed_rebound,2025-09-10,18.85,2025-09-05,18.03,4.547975596228509,13.033832501386566,31.39269406392694,True,0.0531,2.4256,1,1,1,100.0,15.151515151515143,15.151515151515143,3.4520244037714907,4.547975596228509,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.05%; 状态confirmed_rebound; 底部已确认
30,68.59428093318208,66.53088972719505,688343,云天励飞,confirmed_rebound,2025-09-10,81.95,2025-09-04,80.02,2.411897025743573,12.32191952011997,27.909909909909913,False,1.4484,7.2402,2,3,2,66.66666666666666,10.9857434366867,12.88402000476303,5.588102974256428,2.411897025743573,历史2/3次成功; 当前距低点2.41%; 最新日涨幅1.45%; 状态confirmed_rebound; 底部未确认
31,63.11634514686521,61.31421446384041,001339,智微智能,confirmed_rebound,2025-09-10,57.54,2025-09-04,56.14,2.49376558603491,8.407552547203418,27.373868046571793,True,-0.2427,3.7197,1,2,1,50.0,58.06629834254142,58.06629834254142,5.50623441396509,2.49376558603491,历史1/2次成功; 当前距低点2.49%; 最新日涨幅-0.24%; 状态confirmed_rebound; 底部已确认
