rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.63664239186497,87.97037520504657,688315,诺禾致源,bottom_area,2024-01-29,17.34,2024-01-24,17.14,1.1668611435239165,7.4679113185530985,27.24957555178268,True,-2.0339,1.2868,3,3,3,100.0,41.83235813054352,86.2826357231662,8.833138856476085,1.1668611435239165,历史3/3次成功; 当前距低点1.17%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
73,71.28348114630471,69.93850980392159,300365,恒华科技,confirmed_rebound,2024-01-29,5.72,2024-01-23,5.5,3.999999999999995,10.727272727272725,28.84864165588616,True,-4.1876,1.8128,2,2,2,100.0,16.712418300653603,19.111111111111114,6.000000000000005,3.999999999999995,历史2/2次成功; 当前距低点4.00%; 最新日涨幅-4.19%; 状态confirmed_rebound; 底部已确认
74,71.0654389623772,69.00237802293951,603095,越剑智能,bottom_area,2024-01-29,13.78,2024-01-23,13.32,3.4534534534534465,9.984984984984985,29.561078794288736,True,-4.3056,0.9351,1,1,1,100.0,11.431461810824489,11.431461810824489,6.546546546546554,3.4534534534534465,历史1/1次成功; 当前距低点3.45%; 最新日涨幅-4.31%; 状态bottom_area; 底部已确认
75,71.02672887156434,70.91592274227952,300446,航天智造,confirmed_rebound,2024-01-29,13.44,2024-01-24,12.81,4.918032786885238,12.02185792349726,28.555493586168428,True,-4.4097,3.4791,2,2,2,100.0,33.22063170095625,51.92697768762679,5.081967213114762,4.918032786885238,历史2/2次成功; 当前距低点4.92%; 最新日涨幅-4.41%; 状态confirmed_rebound; 底部已确认
76,70.9621028097872,70.55766316594924,001332,锡装股份,confirmed_rebound,2024-01-29,28.96,2024-01-24,27.66,4.699927693420103,11.641359363702094,27.172195892575036,True,-3.8193,2.8678,2,2,2,100.0,28.620958639500337,31.086142322097377,5.300072306579897,4.699927693420103,历史2/2次成功; 当前距低点4.70%; 最新日涨幅-3.82%; 状态confirmed_rebound; 底部已确认
77,70.95043833965171,68.33421414110647,300400,劲拓股份,confirmed_rebound,2024-01-29,12.25,2024-01-24,11.89,3.0277544154751843,10.344827586206886,27.851941747572813,True,-4.7434,1.2195,3,4,3,75.0,17.00265703435426,27.014218009478668,6.972245584524817,3.0277544154751843,历史3/4次成功; 当前距低点3.03%; 最新日涨幅-4.74%; 状态confirmed_rebound; 底部已确认
78,69.91893161816597,69.40857445306986,002495,佳隆股份,confirmed_rebound,2024-01-29,2.72,2024-01-22,2.6,4.615384615384619,10.769230769230761,27.97783933518005,True,-3.8869,2.0211,1,1,1,100.0,38.07339449541283,38.07339449541283,5.3846153846153815,4.615384615384619,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-3.89%; 状态confirmed_rebound; 底部已确认
79,68.77405107434683,67.66316331837355,002439,启明星辰,confirmed_rebound,2024-01-29,20.1,2024-01-23,19.3,4.145077720207258,10.82901554404145,29.070194781330393,True,-4.1945,1.1458,1,1,1,100.0,22.924411400247834,22.924411400247834,5.854922279792742,4.145077720207258,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-4.19%; 状态confirmed_rebound; 底部已确认
80,68.61593246306343,68.50459612137477,300517,海波重科,confirmed_rebound,2024-01-29,10.46,2024-01-23,9.97,4.914744232698096,12.036108324974917,31.098825155494126,True,-4.0367,1.7959,1,1,1,100.0,36.88286544046467,36.88286544046467,5.085255767301904,4.914744232698096,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-4.04%; 状态confirmed_rebound; 底部已确认
81,68.41025047543351,62.80602091671157,300530,领湃科技,bottom_area,2024-01-29,19.5,2024-01-29,19.4,0.5154639175257806,6.1340206185567085,28.676470588235297,False,-5.9334,1.5125,3,5,3,60.0,27.802573379948058,34.07510431154381,9.48453608247422,0.5154639175257806,历史3/5次成功; 当前距低点0.52%; 最新日涨幅-5.93%; 状态bottom_area; 底部未确认
82,68.35948055681963,66.95122333278111,002338,奥普光电,confirmed_rebound,2024-01-29,25.53,2024-01-24,24.57,3.9072039072039106,10.7041107041107,27.564858490566042,True,-3.2955,1.3895,1,1,1,100.0,16.18090452261308,16.18090452261308,6.09279609279609,3.9072039072039106,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-3.30%; 状态confirmed_rebound; 底部已确认
83,68.29894017597394,67.38723058569686,001324,长青科技,confirmed_rebound,2024-01-29,20.4,2024-01-23,19.56,4.294478527607361,10.42944785276075,27.014925373134336,True,-2.0173,5.0282,1,1,1,100.0,13.057213057213065,13.057213057213065,5.705521472392639,4.294478527607361,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-2.02%; 状态confirmed_rebound; 底部已确认
84,67.82938187405466,67.1225447866709,600416,湘电股份,confirmed_rebound,2024-01-29,12.44,2024-01-23,11.91,4.4500419815281225,11.586901763224173,29.149315883402732,True,-4.6743,0.9916,1,1,1,100.0,23.756131744919415,23.756131744919415,5.549958018471878,4.4500419815281225,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-4.67%; 状态confirmed_rebound; 底部已确认
85,66.37336240049817,63.63945856918439,688049,炬芯科技,bottom_area,2024-01-29,27.98,2024-01-24,27.22,2.792064658339462,9.478324761205004,29.26195426195426,True,-3.1834,1.7086,2,3,2,66.66666666666666,13.380103889955375,15.472312703583075,7.207935341660539,2.792064658339462,历史2/3次成功; 当前距低点2.79%; 最新日涨幅-3.18%; 状态bottom_area; 底部已确认
86,65.99353774498647,63.77645677714203,603033,三维股份,confirmed_rebound,2024-01-29,13.52,2024-01-24,13.1,3.206106870229007,10.30534351145038,30.76109936575054,True,-2.029,0.1635,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,6.793893129770994,3.206106870229007,历史2/3次成功; 当前距低点3.21%; 最新日涨幅-2.03%; 状态confirmed_rebound; 底部已确认
87,64.99397808734656,59.08543462486051,300769,德方纳米,bottom_area,2024-01-29,44.71,2024-01-29,44.71,0.0,6.844106463878331,28.60108591504311,False,-5.3356,4.5456,3,5,3,60.0,13.738895832583383,20.592193808882907,10.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
88,64.39992725803981,59.773943782684235,301512,智信精密,bottom_area,2024-01-29,48.3,2024-01-24,47.78,1.0883214734198325,7.785684386772705,28.225927595012763,True,-3.1288,8.4915,1,2,1,50.0,24.490950226244347,24.490950226244347,8.911678526580168,1.0883214734198325,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-3.13%; 状态bottom_area; 底部已确认
89,63.91152149592919,58.16752200328767,603032,德新科技,bottom_area,2024-01-29,16.79,2024-01-29,16.78,0.059594755661489925,8.700834326579244,29.495798319327726,False,-8.1007,4.8363,2,4,2,50.0,18.94300024836494,25.53191489361702,9.94040524433851,0.059594755661489925,历史2/4次成功; 当前距低点0.06%; 最新日涨幅-8.10%; 状态bottom_area; 底部未确认
90,63.813261605543246,58.98220877853619,300458,全志科技,bottom_area,2024-01-29,17.41,2024-01-24,17.26,0.8690614136732246,8.111239860950164,29.32022932022932,True,-2.5196,2.0024,2,4,2,50.0,13.836929041457784,17.541498429789147,9.130938586326776,0.8690614136732246,历史2/4次成功; 当前距低点0.87%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
91,63.25589523520598,59.1534821148094,688321,微芯生物,bottom_area,2024-01-29,17.13,2024-01-24,16.88,1.481042654028436,7.760663507109018,29.987557030277895,True,-2.5597,0.5407,1,2,1,50.0,15.754082612872244,15.754082612872244,8.518957345971565,1.481042654028436,历史1/2次成功; 当前距低点1.48%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
92,63.02546112348537,61.63803668157538,002617,露笑科技,bottom_area,2024-01-29,5.42,2024-01-23,5.22,3.8314176245210767,7.662835249042153,28.395061728395067,True,-2.518,0.8319,2,4,2,50.0,24.589617556362565,36.60589060308556,6.168582375478924,3.8314176245210767,历史2/4次成功; 当前距低点3.83%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
93,61.0219719587756,58.07650141752189,300655,晶瑞电材,bottom_area,2024-01-29,7.67,2024-01-24,7.49,2.4032042723631473,8.678237650200272,29.13907284768212,True,-3.6432,1.1439,1,2,1,50.0,31.482834185536895,31.482834185536895,7.596795727636853,2.4032042723631473,历史1/2次成功; 当前距低点2.40%; 最新日涨幅-3.64%; 状态bottom_area; 底部已确认
94,59.33541507895244,57.03768829912968,002366,融发核电,bottom_area,2024-01-29,4.22,2024-01-23,4.1,2.926829268292686,9.024390243902443,29.188255613126085,True,-3.8724,1.0913,2,5,2,40.0,20.64977973568282,25.0,7.073170731707315,2.926829268292686,历史2/5次成功; 当前距低点2.93%; 最新日涨幅-3.87%; 状态bottom_area; 底部已确认
95,58.67232190908302,57.224105824602645,002331,皖通科技,confirmed_rebound,2024-01-29,7.31,2024-01-24,7.05,3.6879432624113444,10.496453900709222,29.710867397806577,True,-4.0682,1.6524,2,4,2,50.0,19.530196037099497,21.247892074199,6.312056737588656,3.6879432624113444,历史2/4次成功; 当前距低点3.69%; 最新日涨幅-4.07%; 状态confirmed_rebound; 底部已确认
96,55.25794556037655,53.61566396155416,002655,共达电声,bottom_area,2024-01-29,9.99,2024-01-24,9.66,3.4161490683229823,9.316770186335408,30.20231213872832,True,-3.4783,1.7975,1,2,1,50.0,19.91657977059437,19.91657977059437,6.583850931677018,3.4161490683229823,历史1/2次成功; 当前距低点3.42%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
97,54.95909224011714,49.96281112737921,605268,王力安防,bottom_area,2024-01-29,9.32,2024-01-29,9.32,0.0,7.29613733905579,28.197226502311246,False,-9.0732,23.7678,1,2,1,50.0,19.692532942898985,19.692532942898985,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.07%; 状态bottom_area; 底部未确认
98,54.33129004506753,49.48427768022802,688348,昱能科技,confirmed_rebound,2024-01-29,92.22,2024-01-29,92.13,0.09768804949528212,11.364376424617388,30.452177851589042,False,-3.1404,4.5332,1,2,1,50.0,16.27422813482398,16.27422813482398,9.90231195050472,0.09768804949528212,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-3.14%; 状态confirmed_rebound; 底部未确认
99,52.87787493238299,51.77247727272728,688070,纵横股份,confirmed_rebound,2024-01-29,28.57,2024-01-23,27.5,3.890909090909092,12.47272727272727,30.90452261306532,True,-3.1525,1.2971,1,2,1,50.0,26.04166666666665,26.04166666666665,6.1090909090909085,3.890909090909092,历史1/2次成功; 当前距低点3.89%; 最新日涨幅-3.15%; 状态confirmed_rebound; 底部已确认
100,52.60498896625714,51.41300377912413,002007,华兰生物,bottom_area,2024-01-29,18.59,2024-01-23,17.91,3.7967615857063075,6.923506420993849,27.046843177189412,False,-1.3793,0.4677,1,2,1,50.0,11.718388142658643,11.718388142658643,6.2032384142936925,3.7967615857063075,历史1/2次成功; 当前距低点3.80%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
101,50.91802297369643,46.37282805381214,601633,长城汽车,bottom_area,2024-01-29,21.15,2024-01-29,21.13,0.0946521533364864,4.495977283483196,32.492012779552724,False,-3.6885,0.3127,1,4,1,25.0,10.12706969580286,10.12706969580286,9.905347846663515,0.0946521533364864,历史1/4次成功; 当前距低点0.09%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
102,49.67228005327536,47.71879200554822,688121,卓然股份,confirmed_rebound,2024-01-29,16.0,2024-01-25,15.55,2.893890675241153,10.546623794212222,30.112359550561795,True,-3.6145,1.9928,1,3,1,33.33333333333333,11.470588235294118,11.470588235294118,7.106109324758847,2.893890675241153,历史1/3次成功; 当前距低点2.89%; 最新日涨幅-3.61%; 状态confirmed_rebound; 底部已确认
