rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.64315846994533,82.6795081967213,000932,华菱钢铁,bottom_area,2026-04-03,4.95,6.86,2026-03-24,4.88,1.4344262295082026,8.401639344262298,28.86297376093295,27.84256559766764,True,-1.7857,0.6015,1,1,1,100.0,55.72289156626506,55.72289156626506,18.5655737704918,1.4344262295082026,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
69,65.462522320459,54.68832738689879,002292,奥飞娱乐,bottom_area,2026-04-03,7.36,10.88,2026-03-24,7.35,0.13605442176871665,7.346938775510205,32.44485294117648,32.35294117647059,True,-3.4121,1.7792,1,2,1,50.0,25.31468531468532,25.31468531468532,19.863945578231284,0.13605442176871665,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-3.41%; 状态bottom_area; 底部已确认
70,65.25449261467075,56.22363425625161,603260,合盛硅业,bottom_area,2026-04-03,39.11,53.58,2026-04-03,38.41,1.8224420723769927,3.87919812548816,28.31280328480777,27.006345651362444,False,-1.5853,0.6266,1,4,1,25.0,34.21399022188793,34.21399022188793,18.17755792762301,1.8224420723769927,历史1/4次成功; 当前距低点1.82%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
71,64.91870130807254,54.519474714553276,001322,箭牌家居,bottom_area,2026-04-03,7.13,9.77,2026-04-03,7.1,0.4225352112676091,4.225352112676067,27.328556806550665,27.021494370522003,False,-2.861,0.4099,1,2,1,50.0,26.897069872276486,26.897069872276486,19.577464788732392,0.4225352112676091,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
72,64.71062147531192,56.411207335490566,300676,华大基因,bottom_area,2026-04-03,39.11,55.07,2026-03-23,38.17,2.462667015981131,10.400838354728842,30.68821499909206,28.981296531686944,True,-3.5512,1.1706,1,2,1,50.0,23.258538343696497,23.258538343696497,17.53733298401887,2.462667015981131,历史1/2次成功; 当前距低点2.46%; 最新日涨幅-3.55%; 状态bottom_area; 底部已确认
73,64.15701851519387,58.397782405201724,688519,南亚新材,bottom_area,2026-04-03,123.26,169.99,2026-04-02,117.58,4.830753529511828,10.5630209219255,30.831225366198016,27.489852344255546,True,3.4321,3.0996,1,2,1,50.0,30.27903469079939,30.27903469079939,15.169246470488174,4.830753529511828,历史1/2次成功; 当前距低点4.83%; 最新日涨幅3.43%; 状态bottom_area; 底部已确认
74,64.00459208696999,53.87247828488123,300397,天和防务,bottom_area,2026-04-03,11.07,15.14,2026-04-03,11.01,0.5449591280653996,4.268846503178934,27.27873183619551,26.882430647291944,False,-2.8947,2.8486,1,4,1,25.0,45.75260804769001,45.75260804769001,19.4550408719346,0.5449591280653996,历史1/4次成功; 当前距低点0.54%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
75,63.56646219504316,57.4305588401361,002343,慈文传媒,bottom_area,2026-04-03,6.14,8.74,2026-03-23,5.88,4.42176870748299,11.22448979591837,32.723112128146454,29.748283752860416,True,-3.1546,1.8038,2,5,2,40.0,41.087051038695236,41.842610364683296,15.578231292517012,4.42176870748299,历史2/5次成功; 当前距低点4.42%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
76,63.07245880187121,56.348756666490274,600435,北方导航,bottom_area,2026-04-03,14.18,18.81,2026-03-23,13.66,3.8067349926793526,10.102489019033667,27.379053694843165,24.614566719829874,True,-2.1394,1.1365,1,2,1,50.0,29.183400267737625,29.183400267737625,16.193265007320647,3.8067349926793526,历史1/2次成功; 当前距低点3.81%; 最新日涨幅-2.14%; 状态bottom_area; 底部已确认
77,63.02046726043382,55.692190056639426,605188,国光连锁,bottom_area,2026-04-03,16.4,22.3,2026-03-23,15.89,3.209565764631831,8.999370673379483,28.74439461883408,26.457399103139025,True,-2.2646,0.4388,1,5,1,20.0,50.993377483443716,50.993377483443716,16.79043423536817,3.209565764631831,历史1/5次成功; 当前距低点3.21%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
78,62.93674386426681,52.47677089720004,300458,全志科技,bottom_area,2026-04-03,32.63,48.2,2026-04-03,32.62,0.030656039239745914,2.6977314530962677,32.323651452282164,32.30290456431535,False,-1.7169,1.4004,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,19.969343960760256,0.030656039239745914,历史1/6次成功; 当前距低点0.03%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
79,62.16217659137577,51.80181382614648,600185,珠免集团,bottom_area,2026-04-03,5.56,8.28,2026-04-03,5.56,0.0,2.158273381294966,32.850241545893724,32.850241545893724,False,-1.5929,0.8011,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
80,62.155111506467044,55.96112386499917,600963,岳阳林纸,bottom_area,2026-04-03,4.68,6.2,2026-03-23,4.49,4.231625835189298,10.244988864142538,27.580645161290324,24.51612903225807,True,-0.8475,1.2903,1,2,1,50.0,32.307692307692314,32.307692307692314,15.768374164810703,4.231625835189298,历史1/2次成功; 当前距低点4.23%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
81,61.71050765220479,51.87616380324784,001258,立新能源,bottom_area,2026-04-03,8.44,12.33,2026-04-03,8.4,0.476190476190466,5.357142857142849,31.873479318734795,31.549067315490674,False,-3.653,3.5501,1,2,1,50.0,23.55848434925864,23.55848434925864,19.523809523809536,0.476190476190466,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
82,61.70086119708172,51.783937297615566,600383,金地集团,bottom_area,2026-04-03,2.59,3.65,2026-04-03,2.58,0.3875968992247979,3.48837209302325,29.31506849315068,29.04109589041096,False,-2.6316,1.0519,1,4,1,25.0,32.594936708860764,32.594936708860764,19.612403100775204,0.3875968992247979,历史1/4次成功; 当前距低点0.39%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
83,61.63633668929366,54.22651588190605,600363,联创光电,bottom_area,2026-04-03,49.31,67.58,2026-03-23,47.89,2.9651284192942193,8.060137815827938,29.135839005622966,27.034625628884278,True,-0.7048,0.8655,1,3,1,33.33333333333333,26.901480347115875,26.901480347115875,17.034871580705783,2.9651284192942193,历史1/3次成功; 当前距低点2.97%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
84,61.39914329275528,51.36878735553243,301315,威士顿,bottom_area,2026-04-03,46.43,64.35,2026-04-03,46.33,0.2158428663932688,4.316857327865314,28.003108003108,27.84770784770784,False,-2.5194,2.3178,1,3,1,33.33333333333333,26.868686868686865,26.868686868686865,19.784157133606733,0.2158428663932688,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
85,60.766490872210966,50.63874239350914,600982,宁波能源,bottom_area,2026-04-03,5.19,7.25,2026-04-03,5.19,0.0,7.899807321772625,28.41379310344827,28.41379310344827,False,-9.2657,9.668,1,2,1,50.0,23.3265720081136,23.3265720081136,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.27%; 状态bottom_area; 底部未确认
86,60.70783891916402,53.74369949263495,603767,中马传动,bottom_area,2026-04-03,18.12,25.0,2026-03-23,17.54,3.306727480045621,9.749144811858613,29.840000000000007,27.519999999999996,True,-2.5282,0.7424,1,4,1,25.0,29.881925522252505,29.881925522252505,16.69327251995438,3.306727480045621,历史1/4次成功; 当前距低点3.31%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
87,60.09079437847817,54.545624571537786,300699,光威复材,bottom_area,2026-04-03,33.11,43.94,2026-03-23,31.63,4.679102118242176,12.108757508694284,28.015475648611744,24.64724624487938,True,-2.4742,1.3686,1,3,1,33.33333333333333,49.6271186440678,49.6271186440678,15.320897881757825,4.679102118242176,历史1/3次成功; 当前距低点4.68%; 最新日涨幅-2.47%; 状态bottom_area; 底部已确认
88,59.977480737038604,54.430936478883375,603511,爱慕股份,bottom_area,2026-04-03,13.68,18.01,2026-03-23,13.07,4.6671767406273865,7.2685539403213415,27.42920599666852,24.042198778456424,True,-1.0846,0.2533,1,2,1,50.0,29.419889502762413,29.419889502762413,15.332823259372613,4.6671767406273865,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
89,59.04952243349902,49.6434038157735,600966,博汇纸业,bottom_area,2026-04-03,6.27,8.57,2026-04-03,6.24,0.48076923076922046,3.2051282051282075,27.18786464410735,26.837806301050183,False,-1.7241,0.8482,1,6,1,16.666666666666664,40.28436018957346,40.28436018957346,19.51923076923078,0.48076923076922046,历史1/6次成功; 当前距低点0.48%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
90,58.48823071739992,49.36433908045977,002698,博实股份,bottom_area,2026-04-03,13.05,18.45,2026-03-30,12.96,0.6944444444444433,4.089506172839501,29.756097560975604,29.268292682926823,False,-1.7319,0.5865,1,4,1,25.0,23.3477011494253,23.3477011494253,19.30555555555556,0.6944444444444433,历史1/4次成功; 当前距低点0.69%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
91,56.941182770740774,51.38029411764706,688255,凯尔达,bottom_area,2026-04-03,26.61,36.1,2026-03-23,25.5,4.352941176470586,9.33333333333333,29.362880886426595,26.288088642659286,True,-1.0781,1.0348,1,4,1,25.0,30.0,30.0,15.647058823529413,4.352941176470586,历史1/4次成功; 当前距低点4.35%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
92,54.59977227186192,47.808075734157654,300749,顶固集创,bottom_area,2026-04-03,26.58,35.99,2026-04-03,25.88,2.7047913446676946,12.326120556414224,28.091136426785223,26.146151708808013,False,-6.7368,11.1313,1,5,1,20.0,20.833333333333336,20.833333333333336,17.295208655332306,2.7047913446676946,历史1/5次成功; 当前距低点2.70%; 最新日涨幅-6.74%; 状态bottom_area; 底部未确认
93,54.21411409687542,49.10190725816168,000596,古井贡酒,bottom_area,2026-04-03,106.46,140.25,2026-03-27,101.82,4.557061481044982,9.104301708898067,27.401069518716582,24.09269162210339,True,-3.3851,0.5796,1,3,1,33.33333333333333,29.07889301941346,29.07889301941346,15.442938518955017,4.557061481044982,历史1/3次成功; 当前距低点4.56%; 最新日涨幅-3.39%; 状态bottom_area; 底部已确认
94,53.5688133967712,48.79444446953659,300673,佩蒂股份,bottom_area,2026-04-03,14.86,19.79,2026-03-23,14.17,4.86944248412138,7.833450952717004,28.39818089944416,24.911571500757958,True,-1.5894,1.4011,1,3,1,33.33333333333333,21.040000000000006,21.040000000000006,15.130557515878621,4.86944248412138,历史1/3次成功; 当前距低点4.87%; 最新日涨幅-1.59%; 状态bottom_area; 底部已确认
