rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.01726441947572,81.67820224719104,300272,开能健康,bottom_area,2026-05-27,6.3,9.02,2026-05-27,6.23,1.1235955056179678,4.333868378812192,30.931263858093118,30.15521064301552,False,-2.7778,1.9172,1,1,1,100.0,65.74468085106382,65.74468085106382,18.876404494382033,1.1235955056179678,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
12,88.75975324422402,75.76736370172345,688375,国博电子,bottom_area,2026-05-27,99.5,138.0,2026-05-27,98.21,1.3135118623358175,5.386416861826705,28.83333333333334,27.898550724637683,False,-2.3648,0.8974,1,1,1,100.0,20.549305095962943,20.549305095962943,18.686488137664185,1.3135118623358175,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
13,88.23046670903973,74.18454074014616,601238,广汽集团,bottom_area,2026-05-27,6.19,8.67,2026-05-27,6.16,0.48701298701299106,1.4610389610389587,28.950403690888116,28.60438292964244,False,-0.3221,0.2686,2,2,2,100.0,25.08027070180526,26.42487046632124,19.51298701298701,0.48701298701299106,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
14,88.21711193921284,73.61180601200302,603325,博隆技术,bottom_area,2026-05-27,55.34,77.95,2026-05-27,55.3,0.07233273056058998,2.4412296564195324,29.05708787684414,29.00577293136626,False,-1.7052,1.6063,1,1,1,100.0,33.584541062801925,33.584541062801925,19.92766726943941,0.07233273056058998,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
15,88.16174089831007,73.64838716577542,601136,首创证券,bottom_area,2026-05-27,14.98,21.55,2026-05-27,14.96,0.13368983957218966,2.6069518716577456,30.580046403712295,30.48723897911833,False,-1.6415,0.3283,1,1,1,100.0,34.53333333333333,34.53333333333333,19.866310160427812,0.13368983957218966,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
16,87.1257452482862,74.58866586639121,300300,海峡创新,bottom_area,2026-05-27,9.65,14.14,2026-05-27,9.51,1.4721345951629923,5.46792849631966,32.743988684582746,31.75388967468176,False,-3.6926,8.0737,1,1,1,100.0,26.37168141592919,26.37168141592919,18.52786540483701,1.4721345951629923,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
17,87.07666172568618,73.49218168574279,002866,传艺科技,bottom_area,2026-05-27,20.32,30.0,2026-05-27,20.18,0.6937561942517373,3.8156590683845373,32.733333333333334,32.266666666666666,False,-2.2137,4.6697,1,1,1,100.0,40.55884843353091,40.55884843353091,19.306243805748263,0.6937561942517373,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
18,86.03074452757349,74.63800487559114,001211,双枪科技,bottom_area,2026-05-27,44.13,61.66,2026-05-27,43.18,2.200092635479395,10.097267253358035,29.970807654881604,28.430100551410952,False,-1.0316,9.2855,1,1,1,100.0,25.34524776604386,25.34524776604386,17.799907364520607,2.200092635479395,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
19,85.50351828499372,73.46076923076924,600808,马钢股份,bottom_area,2026-05-27,3.05,4.2,2026-05-27,3.0,1.6666666666666607,5.666666666666664,28.571428571428577,27.38095238095239,False,-3.481,1.0939,1,1,1,100.0,22.692307692307686,22.692307692307686,18.33333333333334,1.6666666666666607,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
20,84.99759954842645,71.97305634778837,300798,锦鸡股份,bottom_area,2026-05-27,8.09,11.45,2026-05-27,8.02,0.872817955112223,4.862842892768087,29.95633187772926,29.344978165938862,False,-3.805,3.6986,1,1,1,100.0,44.801512287334596,44.801512287334596,19.12718204488778,0.872817955112223,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
21,84.8780249763621,71.7845272127555,000912,泸天化,bottom_area,2026-05-27,3.75,5.43,2026-05-27,3.72,0.8064516129032205,3.763440860215045,31.491712707182312,30.939226519337016,False,-2.3438,1.5923,4,5,4,80.0,26.092671452552917,33.20388349514563,19.193548387096783,0.8064516129032205,历史4/5次成功; 当前距低点0.81%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
22,84.84507589176323,74.25337399571272,688655,迅捷兴,bottom_area,2026-05-27,50.63,69.19,2026-05-27,49.31,2.676941796795782,7.888866355708782,28.732475791299315,26.824685648215052,False,-4.8308,7.8877,1,1,1,100.0,39.33764135702745,39.33764135702745,17.32305820320422,2.676941796795782,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
23,84.78703232367896,71.28594901149742,688819,天能股份,bottom_area,2026-05-27,24.89,36.54,2026-05-27,24.77,0.4844570044408599,3.7545417844166318,32.21127531472359,31.88286808976464,False,-2.085,0.4141,1,1,1,100.0,26.131779471089207,26.131779471089207,19.51554299555914,0.4844570044408599,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
24,84.67197362125867,73.81070871229866,002773,康弘药业,bottom_area,2026-05-27,21.23,30.6,2026-05-27,20.72,2.461389961389969,4.7297297297297325,32.28758169934641,30.62091503267974,False,-0.1881,1.4214,1,1,1,100.0,24.10041841004185,24.10041841004185,17.53861003861003,2.461389961389969,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
25,83.42045761572969,70.81006040428863,002083,孚日股份,bottom_area,2026-05-27,10.04,14.53,2026-05-26,9.94,1.0060362173038195,3.621730382293775,31.589814177563664,30.901582931865107,False,-1.665,2.3675,2,3,2,66.66666666666666,29.01696942513269,31.79487179487179,18.993963782696184,1.0060362173038195,历史2/3次成功; 当前距低点1.01%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
26,83.34185342147738,70.70271875585536,002252,上海莱士,bottom_area,2026-05-27,5.18,7.26,2026-05-27,5.13,0.974658869395708,3.1189083820662797,29.338842975206607,28.650137741046834,False,-1.5209,0.506,1,1,1,100.0,29.005059021922442,29.005059021922442,19.025341130604293,0.974658869395708,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
27,83.33312703403597,71.12749728050898,300539,横河精密,bottom_area,2026-05-27,26.34,36.0,2026-05-27,26.0,1.307692307692307,8.115384615384613,27.77777777777778,26.833333333333332,False,-6.33,4.637,4,6,4,66.66666666666666,27.969726211724545,39.25845147219192,18.692307692307693,1.307692307692307,历史4/6次成功; 当前距低点1.31%; 最新日涨幅-6.33%; 状态bottom_area; 底部未确认
28,83.31023547035687,70.24812419779552,601186,中国铁建,bottom_area,2026-05-27,6.26,8.93,2026-05-27,6.22,0.6430868167202578,1.9292604501607735,30.347144456886898,29.89921612541993,False,-1.2618,0.5553,1,1,1,100.0,22.496570644718787,22.496570644718787,19.35691318327974,0.6430868167202578,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
29,83.26389796164203,72.25497124105596,600130,波导股份,bottom_area,2026-05-27,5.08,6.86,2026-05-27,4.97,2.213279678068417,5.633802816901413,27.551020408163275,25.947521865889218,False,0.7937,7.1157,3,5,3,60.0,26.888434984150216,32.23140495867769,17.786720321931586,2.213279678068417,历史3/5次成功; 当前距低点2.21%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
30,81.41539923847128,68.46571428571427,000762,西藏矿业,bottom_area,2026-05-27,30.39,41.43,2026-05-26,30.24,0.4960317460317531,5.092592592592602,27.009413468501087,26.64735698769008,False,-2.5962,3.5093,2,3,2,66.66666666666666,54.884457817237255,71.15671641791043,19.50396825396825,0.4960317460317531,历史2/3次成功; 当前距低点0.50%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
31,80.72364789982404,69.57489902061678,000813,德展健康,bottom_area,2026-05-27,3.32,4.5,2026-05-26,3.26,1.840490797546014,3.06748466257669,27.55555555555556,26.222222222222225,False,1.2195,1.9406,3,6,3,50.0,29.57644107000913,39.9103139013453,18.15950920245399,1.840490797546014,历史3/6次成功; 当前距低点1.84%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
32,80.64366811651463,70.3546194756741,301408,华人健康,bottom_area,2026-05-27,16.78,23.05,2026-05-27,16.37,2.504581551618816,3.115455100794123,28.980477223427332,27.201735357917567,False,0.5995,5.7815,2,4,2,50.0,41.908953835295634,63.068493150684944,17.495418448381184,2.504581551618816,历史2/4次成功; 当前距低点2.50%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
33,80.54506386388593,70.63545512779451,600507,方大特钢,bottom_area,2026-05-27,4.79,6.5,2026-05-22,4.66,2.7896995708154484,6.866952789699576,28.307692307692307,26.30769230769231,False,-3.4274,1.3837,1,1,1,100.0,21.2686567164179,21.2686567164179,17.210300429184553,2.7896995708154484,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
34,80.3477761553047,69.29639075999461,002749,国光股份,bottom_area,2026-05-27,9.23,13.5,2026-05-27,9.06,1.8763796909492265,4.525386313465785,32.888888888888886,31.629629629629623,False,-2.9443,0.6564,2,3,2,66.66666666666666,31.547687035979433,38.823529411764696,18.123620309050775,1.8763796909492265,历史2/3次成功; 当前距低点1.88%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
35,80.34249100584549,68.66417468198101,000155,川能动力,bottom_area,2026-05-27,13.97,19.34,2026-05-26,13.78,1.3788098693759165,4.354136429608138,28.748707342295766,27.76628748707342,False,-1.3418,1.7815,2,4,2,50.0,41.493877334183324,45.280898876404486,18.621190130624086,1.3788098693759165,历史2/4次成功; 当前距低点1.38%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
36,79.94940870223822,67.79485151850605,300292,吴通控股,bottom_area,2026-05-27,5.31,7.3,2026-05-27,5.26,0.9505703422053199,7.2243346007604545,27.945205479452056,27.260273972602743,False,-4.8387,7.156,1,1,1,100.0,23.291139240506325,23.291139240506325,19.049429657794683,0.9505703422053199,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
37,79.59540730115492,67.44230410197841,300164,通源石油,bottom_area,2026-05-27,10.0,14.13,2026-05-27,9.91,0.9081735620585252,5.449041372351152,29.86553432413305,29.22859164897382,False,-4.1227,11.3997,3,4,3,75.0,25.042687222966958,28.79952690715554,19.091826437941474,0.9081735620585252,历史3/4次成功; 当前距低点0.91%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
38,79.36371866603734,67.73533497870588,002470,金正大,bottom_area,2026-05-27,2.33,3.17,2026-05-27,2.3,1.3043478260869674,4.782608695652188,27.444794952681388,26.49842271293375,False,-3.3195,3.514,2,3,2,66.66666666666666,26.357964276975775,30.327868852459027,18.695652173913032,1.3043478260869674,历史2/3次成功; 当前距低点1.30%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
39,79.24910066132959,66.76088757396448,002300,太阳电缆,bottom_area,2026-05-27,8.5,11.73,2026-05-27,8.45,0.5917159763313694,4.970414201183432,27.962489343563522,27.536231884057973,False,-3.2992,3.5952,3,5,3,60.0,50.34643279142729,75.7716049382716,19.40828402366863,0.5917159763313694,历史3/5次成功; 当前距低点0.59%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
40,78.15551559669191,66.37403300991298,300762,上海瀚讯,bottom_area,2026-05-27,36.18,49.44,2026-05-27,35.81,1.0332309410779041,6.813739179000272,27.56877022653721,26.820388349514563,False,-3.0806,4.0226,2,4,2,50.0,35.16021266435805,37.73946360153258,18.966769058922097,1.0332309410779041,历史2/4次成功; 当前距低点1.03%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
41,78.03161406967538,66.40315653786578,688159,有方科技,bottom_area,2026-05-27,50.4,73.58,2026-05-27,49.83,1.1438892233594227,5.940196668673492,32.277792878499596,31.503125849415603,False,-4.1643,5.4824,3,6,3,50.0,36.67324713508211,61.150808574652125,18.856110776640577,1.1438892233594227,历史3/6次成功; 当前距低点1.14%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
42,77.1636922015357,65.83203407899188,300437,清水源,bottom_area,2026-05-27,12.63,17.3,2026-05-27,12.47,1.2830793905372906,6.575781876503596,27.91907514450867,26.99421965317919,False,-4.173,6.222,6,11,6,54.54545454545454,25.46041348171349,30.330330330330323,18.71692060946271,1.2830793905372906,历史6/11次成功; 当前距低点1.28%; 最新日涨幅-4.17%; 状态bottom_area; 底部未确认
43,76.94460958371064,65.69138902840922,002208,合肥城建,bottom_area,2026-05-27,18.4,26.36,2026-05-27,18.16,1.3215859030836918,7.76431718061674,31.10773899848255,30.19726858877087,False,-2.6455,11.5923,2,4,2,50.0,24.80970369591419,27.071823204419903,18.67841409691631,1.3215859030836918,历史2/4次成功; 当前距低点1.32%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
44,76.4061157886246,64.22001317263064,000829,天音控股,bottom_area,2026-05-27,8.59,12.03,2026-05-27,8.55,0.46783625730993145,7.017543859649118,28.927680798004978,28.595178719866997,False,-5.9146,3.716,3,5,3,60.0,34.820859351060705,46.4765100671141,19.53216374269007,0.46783625730993145,历史3/5次成功; 当前距低点0.47%; 最新日涨幅-5.91%; 状态bottom_area; 底部未确认
45,74.34449710726443,63.17505802573695,002575,群兴玩具,bottom_area,2026-05-27,5.69,8.16,2026-05-27,5.63,1.0657193605683926,4.262877442273538,31.004901960784316,30.26960784313725,False,-2.735,4.828,2,5,2,40.0,29.811280472219792,39.02759526938239,18.93428063943161,1.0657193605683926,历史2/5次成功; 当前距低点1.07%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
46,72.24345878861264,61.590045511029224,000566,海南海药,bottom_area,2026-05-27,4.07,5.57,2026-05-27,4.02,1.2437810945273808,3.9800995024875663,27.827648114901265,26.929982046678635,False,-2.3981,1.9021,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,18.756218905472622,1.2437810945273808,历史2/6次成功; 当前距低点1.24%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
47,71.5930062422666,60.410499766140305,600343,航天动力,bottom_area,2026-05-27,28.07,40.57,2026-05-27,27.88,0.681492109038742,7.675753228120518,31.27927039684496,30.810944047325613,False,-5.9946,6.3037,2,4,2,50.0,38.62527835886361,55.72413793103447,19.31850789096126,0.681492109038742,历史2/4次成功; 当前距低点0.68%; 最新日涨幅-5.99%; 状态bottom_area; 底部未确认
48,71.402946016531,62.02247930626725,301617,博苑新材,bottom_area,2026-05-27,51.89,69.99,2026-05-26,50.74,2.2664564446196267,9.243200630666136,27.50392913273324,25.860837262466056,False,-2.7002,4.9487,1,2,1,50.0,55.675063685253335,55.675063685253335,17.733543555380376,2.2664564446196267,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
49,71.31539337329257,61.02283398846326,300393,中来股份,bottom_area,2026-05-27,9.83,13.65,2026-05-27,9.69,1.4447884416924723,7.327141382868946,29.010989010989018,27.985347985347985,False,-3.3432,4.2098,3,7,3,42.857142857142854,26.911414323083477,36.516853932584276,18.55521155830753,1.4447884416924723,历史3/7次成功; 当前距低点1.44%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
50,71.25593230191942,60.311725866579444,002506,协鑫集成,bottom_area,2026-05-27,3.56,4.9,2026-05-27,3.53,0.8498583569405169,6.798866855524086,27.959183673469397,27.34693877551021,False,-3.2609,5.0725,2,3,2,66.66666666666666,20.713635772780442,21.019108280254766,19.150141643059484,0.8498583569405169,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
51,71.01166571310151,60.29545182985891,688227,品高股份,bottom_area,2026-05-27,81.0,116.8,2026-05-27,80.18,1.0226989274133114,6.847094038413562,31.35273972602739,30.65068493150685,False,-5.0188,3.3194,3,8,3,37.5,29.433899915920712,36.87150837988826,18.977301072586688,1.0226989274133114,历史3/8次成功; 当前距低点1.02%; 最新日涨幅-5.02%; 状态bottom_area; 底部未确认
52,70.19979310344827,58.4998275862069,600636,退市国化,bottom_area,2026-05-27,4.51,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,0.0,0.0,1,2,1,50.0,32.90229885057471,32.90229885057471,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
53,69.88720544049586,59.47647861353218,300696,爱乐达,bottom_area,2026-05-27,31.73,44.58,2026-05-27,31.37,1.1475932419509065,4.494740197641059,29.63212202781516,28.8245850157021,False,-2.3692,2.6271,1,3,1,33.33333333333333,42.04117135401565,42.04117135401565,18.852406758049096,1.1475932419509065,历史1/3次成功; 当前距低点1.15%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
54,69.65399937486669,60.12818053703146,600009,上海机场,bottom_area,2026-05-27,25.4,34.16,2026-05-27,24.92,1.9261637239165204,2.24719101123595,27.04918032786884,25.64402810304449,False,-0.82,0.7755,2,5,2,40.0,23.97760122344691,27.704918032786885,18.07383627608348,1.9261637239165204,历史2/5次成功; 当前距低点1.93%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
55,67.94142061018692,58.37815677076548,300511,雪榕生物,bottom_area,2026-05-27,6.08,8.48,2026-05-27,5.98,1.6722408026755793,3.511705685618728,29.481132075471695,28.301886792452834,False,-0.3279,3.4189,2,6,2,33.33333333333333,25.900712191034756,29.220779220779214,18.327759197324422,1.6722408026755793,历史2/6次成功; 当前距低点1.67%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
56,67.92367360569332,57.164498375696205,603313,梦百合,bottom_area,2026-05-27,5.6,8.27,2026-05-27,5.57,0.5385996409335612,3.2315978456014314,32.64812575574364,32.285368802902056,False,-2.7778,1.492,2,5,2,40.0,30.87368579045548,36.22250970245794,19.461400359066438,0.5385996409335612,历史2/5次成功; 当前距低点0.54%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
57,67.35179119610768,57.42049514499872,002772,众兴菌业,bottom_area,2026-05-27,13.83,19.2,2026-05-26,13.66,1.2445095168374811,5.270863836017574,28.854166666666664,27.968749999999996,False,-1.7058,1.528,1,3,1,33.33333333333333,32.175502742230364,32.175502742230364,18.75549048316252,1.2445095168374811,历史1/3次成功; 当前距低点1.24%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
58,66.69595819452068,55.96442019544947,301360,荣旗科技,bottom_area,2026-05-27,64.05,95.0,2026-05-27,63.81,0.37611659614479687,5.014887948597402,32.83157894736842,32.578947368421055,False,-2.4669,5.0853,2,5,2,40.0,22.42992491752477,23.857583403420236,19.623883403855206,0.37611659614479687,历史2/5次成功; 当前距低点0.38%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
59,65.28904441980615,56.87581935401006,605338,巴比食品,bottom_area,2026-05-27,20.7,28.01,2026-05-27,20.21,2.4245423057892053,3.859475507174654,27.84719742948947,26.09782220635488,False,0.4367,0.901,1,3,1,33.33333333333333,21.238938053097343,21.238938053097343,17.575457694210794,2.4245423057892053,历史1/3次成功; 当前距低点2.42%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
60,64.91849279802501,56.73823916924163,300485,赛升药业,bottom_area,2026-05-27,8.67,12.14,2026-05-27,8.45,2.603550295857996,4.142011834319543,30.395387149917635,28.583196046128506,False,0.58,2.276,1,5,1,20.0,34.915773353751916,34.915773353751916,17.396449704142007,2.603550295857996,历史1/5次成功; 当前距低点2.60%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
61,64.7939472112057,55.49103791387893,600156,华升股份,bottom_area,2026-05-27,10.2,13.85,2026-05-27,10.05,1.4925373134328215,6.567164179104479,27.436823104693136,26.353790613718413,False,-7.3569,11.1377,1,3,1,33.33333333333333,35.05747126436782,35.05747126436782,18.50746268656718,1.4925373134328215,历史1/3次成功; 当前距低点1.49%; 最新日涨幅-7.36%; 状态bottom_area; 底部未确认
62,64.6758191572428,54.577183789406966,603348,文灿股份,bottom_area,2026-05-27,16.17,22.0,2026-05-27,16.06,0.6849315068493337,4.5454545454545485,27.000000000000007,26.49999999999999,False,-3.2895,1.0348,2,5,2,40.0,28.97219153238415,31.539888682745836,19.315068493150665,0.6849315068493337,历史2/5次成功; 当前距低点0.68%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
63,64.33298454922046,54.19182442323497,603113,金能科技,bottom_area,2026-05-27,5.13,7.5,2026-05-26,5.1,0.588235294117652,4.3137254901960915,32.00000000000001,31.6,False,-3.5714,0.9988,2,5,2,40.0,25.71505856894199,31.03448275862069,19.411764705882348,0.588235294117652,历史2/5次成功; 当前距低点0.59%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
64,64.24303632097862,55.76652458418283,600325,华发股份,bottom_area,2026-05-27,2.75,3.77,2026-05-27,2.69,2.2304832713754665,6.6914498141264005,28.647214854111407,27.055702917771885,False,-4.1812,2.3603,2,6,2,33.33333333333333,28.917704890244938,32.553606237816766,17.769516728624534,2.2304832713754665,历史2/6次成功; 当前距低点2.23%; 最新日涨幅-4.18%; 状态bottom_area; 底部未确认
65,63.88428004485395,53.88469417500126,600067,冠城新材,bottom_area,2026-05-27,3.05,4.2,2026-05-27,3.03,0.6600660066006607,3.630363036303641,27.857142857142865,27.38095238095239,False,-2.5559,1.3876,1,2,1,50.0,26.39593908629443,26.39593908629443,19.33993399339934,0.6600660066006607,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
66,63.71414508569201,55.67450532724507,002629,仁智股份,bottom_area,2026-05-27,5.54,8.04,2026-05-26,5.4,2.592592592592587,12.037037037037027,32.835820895522374,31.09452736318407,True,-4.1522,8.6532,1,2,1,50.0,20.890410958904106,20.890410958904106,17.407407407407415,2.592592592592587,历史1/2次成功; 当前距低点2.59%; 最新日涨幅-4.15%; 状态bottom_area; 底部已确认
67,63.62926768092859,55.85161220043573,605099,共创草坪,bottom_area,2026-05-27,41.65,55.88,2026-05-26,40.5,2.839506172839503,10.07407407407407,27.52326413743737,25.46528274874732,True,-4.4944,1.4926,1,3,1,33.33333333333333,44.31372549019606,44.31372549019606,17.160493827160497,2.839506172839503,历史1/3次成功; 当前距低点2.84%; 最新日涨幅-4.49%; 状态bottom_area; 底部已确认
