rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.31224430581781,84.56710849152877,300347,泰格医药,bottom_area,2025-01-08,50.5,2025-01-08,49.92,1.161858974358971,3.9663461538461475,27.75687409551374,False,-2.6224,1.7078,4,4,4,100.0,16.000790070253917,23.423271500843175,6.838141025641028,1.161858974358971,历史4/4次成功; 当前距低点1.16%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
14,81.81007309647408,80.99109118243729,300409,道氏技术,bottom_area,2025-01-08,12.5,2025-01-08,12.08,3.47682119205298,4.9668874172185395,28.26603325415677,False,-1.5748,3.5498,6,6,6,100.0,25.151846775903593,50.03460207612457,4.52317880794702,3.47682119205298,历史6/6次成功; 当前距低点3.48%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
15,81.42549421223697,82.64636132436671,002819,东方中科,bottom_area,2025-01-08,25.02,2025-01-06,23.88,4.773869346733671,6.1976549413735365,28.072289156626518,False,0.2806,2.1144,4,4,4,100.0,27.47733029526597,51.677148846960186,3.22613065326633,4.773869346733671,历史4/4次成功; 当前距低点4.77%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
16,81.26525594142274,81.84053670150023,600322,津投城开,bottom_area,2025-01-08,2.39,2025-01-08,2.29,4.36681222707424,7.423580786026197,30.3951367781155,False,0.4202,6.4132,4,4,4,100.0,18.15520741521231,35.828877005347586,3.6331877729257602,4.36681222707424,历史4/4次成功; 当前距低点4.37%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
17,80.80227490487846,80.41473401804453,300648,星云股份,bottom_area,2025-01-08,20.75,2025-01-06,20.0,3.75,7.050000000000001,32.432432432432435,True,-2.4448,3.1725,6,6,6,100.0,16.20824740884154,26.78362573099414,4.25,3.75,历史6/6次成功; 当前距低点3.75%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
18,80.51395280256125,79.44098367243998,688173,希荻微,bottom_area,2025-01-08,10.01,2025-01-06,9.69,3.3023735810113553,6.191950464396282,29.166666666666668,False,-2.3415,2.3894,7,7,7,100.0,14.679545360999299,23.120837297811605,4.697626418988645,3.3023735810113553,历史7/7次成功; 当前距低点3.30%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
19,80.46754778086054,79.91560670221311,688318,财富趋势,bottom_area,2025-01-08,154.52,2025-01-08,149.09,3.642095378630362,6.640284391978003,28.960785248010673,False,-2.4926,2.5994,5,5,5,100.0,21.395613792958734,36.949152542372886,4.357904621369638,3.642095378630362,历史5/5次成功; 当前距低点3.64%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
20,80.15487946482469,79.61080561738927,603232,格尔软件,bottom_area,2025-01-08,11.94,2025-01-06,11.52,3.645833333333333,5.034722222222223,29.32515337423314,False,-1.0771,2.7292,6,6,6,100.0,19.8027183730606,48.01488833746897,4.354166666666667,3.645833333333333,历史6/6次成功; 当前距低点3.65%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
21,79.28790277902685,77.1303432046518,601865,福莱特,bottom_area,2025-01-08,19.19,2025-01-06,18.71,2.5654730090860522,3.474078033137352,30.2386278896346,False,-0.3117,0.5444,2,2,2,100.0,26.557105727784926,39.24894003634159,5.434526990913948,2.5654730090860522,历史2/2次成功; 当前距低点2.57%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
22,79.08926148384504,77.89828328604942,000718,苏宁环球,bottom_area,2025-01-08,2.25,2025-01-08,2.18,3.2110091743119193,4.1284403669724705,28.75816993464052,False,-0.4425,1.5144,3,3,3,100.0,21.932173136992418,36.111111111111114,4.788990825688081,3.2110091743119193,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
23,78.91795476079473,76.3618425572978,600158,中体产业,bottom_area,2025-01-08,7.6,2025-01-08,7.43,2.2880215343203223,4.037685060565285,31.772268135904508,False,-1.6818,2.5637,2,2,2,100.0,19.024363739506168,23.955773955773946,5.711978465679677,2.2880215343203223,历史2/2次成功; 当前距低点2.29%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
24,78.75400469113028,76.2140326375699,688121,卓然股份,bottom_area,2025-01-08,10.25,2025-01-08,10.02,2.295409181636731,3.4930139720558846,27.809798270893378,False,-0.9662,1.009,5,6,5,83.33333333333334,21.0980227869264,55.206611570247944,5.70459081836327,2.295409181636731,历史5/6次成功; 当前距低点2.30%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
25,78.51869392513134,77.2464002735667,300568,星源材质,bottom_area,2025-01-08,8.84,2025-01-08,8.57,3.150525087514581,4.900816802800466,29.11497105045492,False,-2.1041,2.9617,3,3,3,100.0,17.686007919892248,26.539753639417707,4.8494749124854195,3.150525087514581,历史3/3次成功; 当前距低点3.15%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
26,78.40837644589489,77.40954362492806,002153,石基信息,bottom_area,2025-01-08,6.51,2025-01-08,6.3,3.3333333333333326,4.444444444444449,27.33564013840831,False,-0.6107,0.8652,3,3,3,100.0,20.80399798348427,39.629005059021914,4.666666666666668,3.3333333333333326,历史3/3次成功; 当前距低点3.33%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
27,78.13706297120855,78.49613040380538,002777,久远银海,bottom_area,2025-01-08,15.74,2025-01-08,15.1,4.238410596026494,5.894039735099342,29.66930600838379,False,-0.5685,2.3932,5,5,5,100.0,21.07369119755796,51.99999999999999,3.761589403973506,4.238410596026494,历史5/5次成功; 当前距低点4.24%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
28,78.00279766574637,78.43256514599842,000965,天保基建,bottom_area,2025-01-08,2.92,2025-01-06,2.8,4.28571428571429,5.000000000000004,27.083333333333336,False,0.0,1.8868,3,3,3,100.0,15.50534256681183,16.666666666666664,3.7142857142857104,4.28571428571429,历史3/3次成功; 当前距低点4.29%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,77.47347743970077,76.58468037538297,000014,沙河股份,bottom_area,2025-01-08,10.34,2025-01-06,10.0,3.399999999999999,4.299999999999997,27.953890489913547,False,-0.2893,1.774,3,3,3,100.0,17.186453631091226,20.605355064027936,4.600000000000001,3.399999999999999,历史3/3次成功; 当前距低点3.40%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
30,77.33258103055235,75.10326186650357,688202,美迪西,bottom_area,2025-01-08,28.11,2025-01-08,27.43,2.4790375501275963,4.775792927451691,32.76960784313725,False,-2.158,1.4888,6,7,6,85.71428571428571,12.2183351502008,23.795418261555337,5.520962449872404,2.4790375501275963,历史6/7次成功; 当前距低点2.48%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
31,77.30402213155051,77.62932597372613,002183,怡亚通,bottom_area,2025-01-08,4.2,2025-01-06,4.03,4.21836228287841,5.459057071960291,27.90697674418604,False,-0.4739,1.5655,4,4,4,100.0,16.167698810155322,31.948881789137378,3.78163771712159,4.21836228287841,历史4/4次成功; 当前距低点4.22%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
32,77.15734114801644,77.90957149347062,002495,佳隆股份,bottom_area,2025-01-08,2.32,2025-01-08,2.22,4.504504504504489,5.40540540540539,27.6872964169381,False,-1.2766,15.2361,5,5,5,100.0,21.181944966348635,38.07339449541283,3.4954954954955113,4.504504504504489,历史5/5次成功; 当前距低点4.50%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
33,77.1227792937095,76.21545247848938,000420,吉林化纤,bottom_area,2025-01-08,3.36,2025-01-08,3.25,3.384615384615381,5.230769230769228,30.257510729613735,False,-1.1765,1.8706,2,2,2,100.0,31.679438469959422,53.9249146757679,4.615384615384619,3.384615384615381,历史2/2次成功; 当前距低点3.38%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
34,77.03495419398534,77.56159336753828,001696,宗申动力,bottom_area,2025-01-08,21.09,2025-01-08,20.21,4.354280059376541,5.987135081642755,27.769835596854897,False,-1.2178,5.9949,3,3,3,100.0,34.13630055331614,65.16853932584267,3.645719940623459,4.354280059376541,历史3/3次成功; 当前距低点4.35%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
35,76.77998646890235,77.78784115646046,688107,安路科技,bottom_area,2025-01-08,26.18,2025-01-08,25.01,4.678128748500592,6.957217113154732,30.720221606648195,False,-0.8709,0.9179,6,6,6,100.0,22.655777973343003,67.95615731785945,3.3218712514994078,4.678128748500592,历史6/6次成功; 当前距低点4.68%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
36,76.70485352839933,76.71964285714286,600429,三元股份,bottom_area,2025-01-08,4.15,2025-01-06,3.99,4.010025062656645,6.265664160401002,31.79487179487179,False,0.9732,0.6907,1,1,1,100.0,36.25000000000001,36.25000000000001,3.9899749373433555,4.010025062656645,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
37,76.68760330149506,74.3364955357143,600300,维维股份,bottom_area,2025-01-08,3.01,2025-01-06,2.94,2.3809523809523756,4.761904761904766,30.331753554502367,False,-0.6601,2.9394,2,2,2,100.0,9.274553571428578,10.47619047619048,5.619047619047625,2.3809523809523756,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
38,76.05790839619597,75.93352915106728,601020,华钰矿业,bottom_area,2025-01-08,12.21,2025-01-06,11.75,3.914893617021284,6.212765957446812,27.018633540372676,False,-0.7317,2.4885,3,3,3,100.0,19.997239773525823,26.324110671936758,4.085106382978716,3.914893617021284,历史3/3次成功; 当前距低点3.91%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
39,76.0105465587273,76.38467558198602,000560,我爱我家,bottom_area,2025-01-08,2.94,2025-01-06,2.82,4.255319148936175,6.382978723404261,28.78787878787879,False,-0.6757,4.6655,4,4,4,100.0,9.929049685809112,13.793103448275875,3.744680851063826,4.255319148936175,历史4/4次成功; 当前距低点4.26%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
40,75.81225824290563,74.63475376125395,000503,国新健康,bottom_area,2025-01-08,10.04,2025-01-08,9.73,3.186022610483029,5.858170606372048,32.89655172413793,False,-0.4955,1.9823,2,2,2,100.0,20.746695232017505,31.85714285714286,4.813977389516971,3.186022610483029,历史2/2次成功; 当前距低点3.19%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
41,75.73611082343405,75.69672391017998,603155,新亚强,bottom_area,2025-01-08,12.3,2025-01-06,11.83,3.972950126796286,5.494505494505497,27.155172413793093,False,-1.4423,1.1426,3,3,3,100.0,19.435753759545772,25.624375624375624,4.027049873203714,3.972950126796286,历史3/3次成功; 当前距低点3.97%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
42,75.60556640555603,74.17325526932086,000949,新乡化纤,bottom_area,2025-01-08,3.77,2025-01-08,3.66,3.005464480874313,4.371584699453543,27.95275590551181,False,-1.5666,3.0214,1,1,1,100.0,32.718894009216584,32.718894009216584,4.994535519125687,3.005464480874313,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
43,75.60516255612572,76.41410246835352,601798,蓝科高新,confirmed_rebound,2025-01-08,5.97,2025-01-07,5.71,4.5534150612959685,8.931698774080557,31.780167264038226,True,-2.7687,4.2078,5,5,5,100.0,14.762843054345781,21.74721189591078,3.4465849387040315,4.5534150612959685,历史5/5次成功; 当前距低点4.55%; 最新日涨幅-2.77%; 状态confirmed_rebound; 底部已确认
44,75.55307937442788,75.41335314112472,600990,四创电子,bottom_area,2025-01-08,19.43,2025-01-06,18.7,3.9037433155080237,5.5080213903743385,27.123928293063138,False,-1.2201,1.6473,3,3,3,100.0,17.063913443457043,20.55837563451777,4.096256684491976,3.9037433155080237,历史3/3次成功; 当前距低点3.90%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
45,75.46004107742444,73.67985662212479,001236,弘业期货,bottom_area,2025-01-08,8.94,2025-01-08,8.7,2.7586206896551753,4.367816091954032,28.571428571428577,False,-1.5419,2.6556,2,2,2,100.0,10.37371932547633,11.955168119551693,5.241379310344825,2.7586206896551753,历史2/2次成功; 当前距低点2.76%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
46,75.4590127805409,73.48684194246829,000402,金融街,bottom_area,2025-01-08,3.13,2025-01-08,3.05,2.6229508196721336,4.918032786885258,30.995475113122172,False,-2.1875,1.0163,1,1,1,100.0,24.339622641509433,24.339622641509433,5.377049180327867,2.6229508196721336,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
47,75.26184667828639,74.79104116641028,601858,中国科传,bottom_area,2025-01-08,19.19,2025-01-06,18.51,3.6736898973527805,4.267963263101022,27.6387802971071,False,0.7878,0.951,4,5,4,80.0,15.091688883734559,21.243523316062173,4.32631010264722,3.6736898973527805,历史4/5次成功; 当前距低点3.67%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
48,75.16328079162395,75.30933526000697,001219,青岛食品,bottom_area,2025-01-08,13.2,2025-01-06,12.68,4.100946372239744,4.889589905362784,27.749287749287753,False,0.3802,1.9077,5,6,5,83.33333333333334,15.893331480539011,27.212020033388985,3.8990536277602557,4.100946372239744,历史5/6次成功; 当前距低点4.10%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
49,75.06704136400724,74.57571898013809,600231,凌钢股份,bottom_area,2025-01-08,1.7,2025-01-06,1.64,3.658536585365857,4.878048780487809,27.753303964757713,False,-1.1628,0.2859,2,2,2,100.0,26.221410724581972,29.302325581395344,4.341463414634143,3.658536585365857,历史2/2次成功; 当前距低点3.66%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
50,74.93598152633062,74.19404111517883,000567,海德股份,bottom_area,2025-01-08,6.24,2025-01-08,6.03,3.482587064676616,5.306799336650073,32.99999999999999,False,-1.7323,0.7511,1,1,1,100.0,38.67924528301886,38.67924528301886,4.517412935323383,3.482587064676616,历史1/1次成功; 当前距低点3.48%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
51,74.83779450212057,74.99090818937498,603335,迪生力,confirmed_rebound,2025-01-08,4.31,2025-01-07,4.14,4.106280193236714,14.49275362318842,32.901134521880074,True,-4.8565,5.5422,4,4,4,100.0,11.845306612659508,20.081135902636923,3.8937198067632863,4.106280193236714,历史4/4次成功; 当前距低点4.11%; 最新日涨幅-4.86%; 状态confirmed_rebound; 底部已确认
52,74.80077114714251,73.52891956546951,002624,完美世界,bottom_area,2025-01-08,9.62,2025-01-08,9.33,3.108252947481234,4.180064308681678,31.54805575935437,False,-0.5171,1.8389,2,2,2,100.0,13.848044546917823,19.685039370078737,4.891747052518766,3.108252947481234,历史2/2次成功; 当前距低点3.11%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
53,74.58913170731708,72.6517516629712,601216,君正集团,bottom_area,2025-01-08,5.07,2025-01-06,4.94,2.631578947368419,5.465587044534404,31.767955801104968,False,-2.5,1.4129,1,1,1,100.0,19.955654101995574,19.955654101995574,5.3684210526315805,2.631578947368419,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
54,74.55962820249346,73.75404892274685,300682,朗新科技,bottom_area,2025-01-08,10.84,2025-01-08,10.48,3.4351145038167887,5.248091603053425,27.17164697706741,False,-1.7226,1.3553,2,2,2,100.0,19.0651074809093,21.503593145384194,4.564885496183211,3.4351145038167887,历史2/2次成功; 当前距低点3.44%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
55,74.5118896890534,74.68563332716508,300562,乐心医疗,confirmed_rebound,2025-01-08,12.38,2025-01-08,11.89,4.121110176619009,10.008410428931871,27.411477411477403,False,-7.1268,16.7852,4,4,4,100.0,19.57937919277642,22.71604938271605,3.878889823380991,4.121110176619009,历史4/4次成功; 当前距低点4.12%; 最新日涨幅-7.13%; 状态confirmed_rebound; 底部未确认
56,74.5082798359594,74.71027979724019,300424,航新科技,bottom_area,2025-01-08,15.09,2025-01-08,14.49,4.140786749482399,5.72808833678399,27.404809619238478,False,-1.7578,4.6602,2,2,2,100.0,32.85630960247343,52.29885057471265,3.8592132505176013,4.140786749482399,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
57,74.37213123852466,75.19392274392274,002375,亚厦股份,bottom_area,2025-01-08,3.66,2025-01-06,3.5,4.571428571428576,5.999999999999999,29.149797570850204,False,-1.0811,0.8353,3,3,3,100.0,24.06870906870906,36.9047619047619,3.4285714285714244,4.571428571428576,历史3/3次成功; 当前距低点4.57%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
58,74.14950165395882,73.89054506551935,605186,健麾信息,bottom_area,2025-01-08,18.49,2025-01-06,17.81,3.8180797304884884,4.77259966311062,31.42087023488641,False,-0.3772,1.4753,2,2,2,100.0,24.49337016684467,37.29468599033817,4.181920269511512,3.8180797304884884,历史2/2次成功; 当前距低点3.82%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
59,74.11975778764545,73.2852815215721,300456,赛微电子,bottom_area,2025-01-08,16.37,2025-01-08,15.83,3.411244472520537,4.801010739102968,29.01345291479821,False,-1.7407,2.5938,1,1,1,100.0,32.91891891891892,32.91891891891892,4.588755527479464,3.411244472520537,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
60,73.96931846992597,75.06111652852266,002489,浙江永强,bottom_area,2025-01-08,3.08,2025-01-06,2.94,4.761904761904766,7.142857142857142,27.58620689655172,True,-0.9646,1.6661,1,1,1,100.0,49.82935153583616,49.82935153583616,3.2380952380952337,4.761904761904766,历史1/1次成功; 当前距低点4.76%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
61,73.75912003823404,73.25107075823671,605577,龙版传媒,bottom_area,2025-01-08,13.38,2025-01-06,12.91,3.640588690937263,5.577072037180486,32.05263157894736,False,-0.9623,1.0009,3,4,3,75.0,39.71297297620256,80.80939947780678,4.359411309062737,3.640588690937263,历史3/4次成功; 当前距低点3.64%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
62,73.44322752752579,73.9027263441735,605168,三人行,bottom_area,2025-01-08,30.88,2025-01-08,29.6,4.324324324324317,5.9459459459459385,29.52380952380952,False,-1.9683,3.1062,2,2,2,100.0,30.764439804478172,47.67726161369193,3.675675675675684,4.324324324324317,历史2/2次成功; 当前距低点4.32%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
63,73.31567104342803,73.61499963963571,300768,迪普科技,bottom_area,2025-01-08,16.33,2025-01-06,15.67,4.2118698149329825,6.126356094447984,31.51223776223776,False,-1.3889,1.3279,2,2,2,100.0,27.839047406897382,45.76659038901602,3.788130185067018,4.2118698149329825,历史2/2次成功; 当前距低点4.21%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
64,73.27198791673126,73.76374622489725,600186,莲花控股,bottom_area,2025-01-08,4.8,2025-01-08,4.6,4.347826086956526,7.826086956521746,29.555895865237375,False,-4.7619,14.1763,3,3,3,100.0,23.853708081495313,53.49544072948328,3.6521739130434745,4.347826086956526,历史3/3次成功; 当前距低点4.35%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
65,72.7512295592226,71.24864378186217,300525,博思软件,bottom_area,2025-01-08,13.77,2025-01-08,13.38,2.9147982062780176,6.502242152466361,28.295819935691313,False,-3.2326,3.0512,2,2,2,100.0,9.43217038804324,9.917808219178076,5.085201793721983,2.9147982062780176,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
66,72.70236952667224,72.26526549058158,300683,海特生物,bottom_area,2025-01-08,22.22,2025-01-08,21.43,3.686420905272978,6.812879141390578,30.714516650501132,False,-2.927,1.9972,2,2,2,100.0,14.141425562387008,16.532137518684582,4.3135790947270225,3.686420905272978,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
67,72.4439572753488,71.47073870573873,000839,国安股份,bottom_area,2025-01-08,2.82,2025-01-08,2.73,3.296703296703291,4.761904761904758,28.157894736842103,False,-0.7042,1.1384,1,1,1,100.0,21.75925925925925,21.75925925925925,4.703296703296709,3.296703296703291,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
68,72.37434450111407,72.17360236607114,603178,圣龙股份,bottom_area,2025-01-08,16.97,2025-01-08,16.34,3.85556915544675,4.773561811505514,30.46808510638298,False,-0.9918,1.7807,4,5,4,80.0,25.72204322843939,44.66270354096666,4.14443084455325,3.85556915544675,历史4/5次成功; 当前距低点3.86%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
69,72.13942379611102,73.27971918776794,605338,巴比食品,bottom_area,2025-01-08,16.76,2025-01-06,15.99,4.815509693558482,5.691056910569095,29.80684811237928,False,0.5399,0.7909,2,2,2,100.0,10.962802629469296,13.636363636363638,3.184490306441518,4.815509693558482,历史2/2次成功; 当前距低点4.82%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
70,71.92295686100313,71.59186763707326,300616,尚品宅配,bottom_area,2025-01-08,11.59,2025-01-06,11.17,3.7600716204118165,5.192479856759177,32.261976955730745,False,-0.8554,2.6279,2,2,2,100.0,11.423822212968835,11.61116111611162,4.239928379588184,3.7600716204118165,历史2/2次成功; 当前距低点3.76%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
71,71.81760669735866,73.11640045586148,300507,苏奥传感,bottom_area,2025-01-08,6.17,2025-01-06,5.88,4.931972789115647,6.122448979591842,30.823529411764707,False,-0.6441,2.8704,3,3,3,100.0,17.318808683038426,33.6283185840708,3.0680272108843534,4.931972789115647,历史3/3次成功; 当前距低点4.93%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
72,71.37096121410302,71.8441623574751,001318,阳光乳业,bottom_area,2025-01-08,10.81,2025-01-06,10.36,4.343629343629354,5.019305019305033,30.51643192488263,False,0.5581,2.8919,1,1,1,100.0,14.127082048118439,14.127082048118439,3.6563706563706457,4.343629343629354,历史1/1次成功; 当前距低点4.34%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
