rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.92672489877089,83.2499477658155,688181,八亿时空,bottom_area,2023-05-11,33.88,2023-05-10,33.33,1.6501650165016633,2.9402940294029527,28.751603249251822,False,0.3852,0.62,2,2,2,100.0,25.76518281418983,28.477257745550418,18.349834983498337,1.6501650165016633,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
12,83.97698601041319,74.99029481045572,688182,灿勤科技,bottom_area,2023-05-11,17.29,2023-05-11,16.66,3.781512605042011,6.842737094837939,28.772979905942712,False,2.4289,3.4118,1,1,1,100.0,24.15130940834142,24.15130940834142,16.21848739495799,3.781512605042011,历史1/1次成功; 当前距低点3.78%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
13,83.470877874037,73.78174543501615,603363,傲农生物,bottom_area,2023-05-11,9.61,2023-04-25,9.31,3.222341568206218,9.559613319011802,29.576399394856278,True,-0.2077,1.1653,1,1,1,100.0,24.078947368421055,24.078947368421055,16.777658431793782,3.222341568206218,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-0.21%; 状态bottom_area; 底部已确认
14,83.03787478260871,74.67434782608697,000629,钒钛股份,bottom_area,2023-05-11,4.25,2023-04-25,4.08,4.166666666666665,9.803921568627459,31.08108108108108,False,1.432,0.9432,1,1,1,100.0,27.173913043478265,27.173913043478265,15.833333333333336,4.166666666666665,历史1/1次成功; 当前距低点4.17%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
15,80.03752248996375,67.33966791909332,688008,澜起科技,bottom_area,2023-05-11,55.79,2023-05-11,55.5,0.522522522522521,4.10810810810811,29.3173713703515,False,-1.2392,0.84,2,3,2,66.66666666666666,44.270712923537644,62.20095693779905,19.477477477477482,0.522522522522521,历史2/3次成功; 当前距低点0.52%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
16,79.87690751725629,67.48087380335821,002690,美亚光电,bottom_area,2023-05-11,24.29,2023-05-11,24.11,0.7465781833264195,2.364164247200333,27.379518072289166,False,0.5381,0.5702,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,19.253421816673583,0.7465781833264195,历史2/3次成功; 当前距低点0.75%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
17,75.6466452380457,67.61337317736829,002245,蔚蓝锂芯,bottom_area,2023-05-11,11.11,2023-04-26,10.7,3.831775700934581,8.317757009345799,29.512516469038214,False,1.184,1.7487,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,16.16822429906542,3.831775700934581,历史2/3次成功; 当前距低点3.83%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
18,73.92929445927783,63.82569753724224,300552,万集科技,bottom_area,2023-05-11,17.41,2023-05-04,17.08,1.9320843091335007,7.728337236533961,31.129032258064527,True,0.0575,1.5916,1,2,1,50.0,23.929299796057098,23.929299796057098,18.067915690866503,1.9320843091335007,历史1/2次成功; 当前距低点1.93%; 最新日涨幅0.06%; 状态bottom_area; 底部已确认
19,71.3957425285947,62.70117903565109,688350,富淼科技,bottom_area,2023-05-11,16.5,2023-05-05,16.04,2.867830423940155,4.301745635910232,32.774518021793796,False,1.601,1.7899,1,2,1,50.0,38.54748603351957,38.54748603351957,17.132169576059848,2.867830423940155,历史1/2次成功; 当前距低点2.87%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
20,70.57033784459725,61.32420922481454,600203,福日电子,bottom_area,2023-05-11,5.81,2023-05-09,5.68,2.2887323943661957,3.3450704225352186,28.19216182048041,False,1.3962,1.3117,1,2,1,50.0,24.045801526717554,24.045801526717554,17.711267605633807,2.2887323943661957,历史1/2次成功; 当前距低点2.29%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
21,67.69160090805684,59.082617818211645,002724,海洋王,bottom_area,2023-05-11,8.51,2023-04-25,8.3,2.5301204819276992,8.192771084337345,28.999144568006834,True,0.2356,0.8132,1,3,1,33.33333333333333,25.204081632653047,25.204081632653047,17.4698795180723,2.5301204819276992,历史1/3次成功; 当前距低点2.53%; 最新日涨幅0.24%; 状态bottom_area; 底部已确认
22,67.3738200044267,56.82040606367642,688010,福光股份,bottom_area,2023-05-11,23.13,2023-05-10,22.98,0.6527415143603071,3.829416884247167,30.907997594708352,False,-1.4906,1.0394,1,2,1,50.0,42.08955223880597,42.08955223880597,19.347258485639692,0.6527415143603071,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
23,67.33671841345483,58.42105534825872,300727,润禾材料,bottom_area,2023-05-11,27.39,2023-05-10,26.8,2.2014925373134324,3.4701492537313423,27.918235610543302,False,0.0731,1.1407,1,3,1,33.33333333333333,26.812499999999993,26.812499999999993,17.79850746268657,2.2014925373134324,历史1/3次成功; 当前距低点2.20%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
24,67.26705805910595,58.00551140480537,000721,西安饮食,bottom_area,2023-05-11,12.0,2023-05-10,11.78,1.8675721561969494,3.22580645161291,31.43189755529686,False,0.7557,4.8119,1,3,1,33.33333333333333,20.485175202156327,20.485175202156327,18.13242784380305,1.8675721561969494,历史1/3次成功; 当前距低点1.87%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
25,66.72688251716949,59.4395211786372,601369,陕鼓动力,bottom_area,2023-05-11,9.38,2023-05-10,9.05,3.6464088397790064,4.972375690607726,32.31114435302916,False,0.4283,0.4813,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,16.353591160220997,3.6464088397790064,历史1/3次成功; 当前距低点3.65%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
26,66.24479146951069,57.512905141463655,000059,华锦股份,bottom_area,2023-05-11,6.85,2023-04-25,6.7,2.2388059701492455,5.970149253731335,29.916317991631804,False,-1.1544,0.7109,1,2,1,50.0,25.41603630862328,25.41603630862328,17.761194029850756,2.2388059701492455,历史1/2次成功; 当前距低点2.24%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
27,66.02330168476927,58.53361684558216,002079,苏州固锝,bottom_area,2023-05-11,12.52,2023-05-10,12.11,3.3856317093311326,4.128819157720892,28.512396694214885,False,0.9677,1.5788,1,2,1,50.0,22.488479262672804,22.488479262672804,16.614368290668867,3.3856317093311326,历史1/2次成功; 当前距低点3.39%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
28,65.73030805135653,55.200727784479284,002317,众生药业,bottom_area,2023-05-11,16.65,2023-05-10,16.58,0.4221954161640548,2.2919179734620183,27.280701754385973,False,-1.4793,3.1244,1,3,1,33.33333333333333,58.31999999999999,58.31999999999999,19.577804583835945,0.4221954161640548,历史1/3次成功; 当前距低点0.42%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
29,64.57699273600547,54.46652535517911,300454,深信服,bottom_area,2023-05-11,114.8,2023-05-10,114.05,0.657606313020605,5.164401578255152,31.910447761194032,False,-0.2173,0.9051,1,2,1,50.0,29.49391262831224,29.49391262831224,19.342393686979396,0.657606313020605,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
30,62.626279041579146,56.07795763321168,002455,百川股份,bottom_area,2023-05-11,7.93,2023-05-05,7.63,3.931847968545214,4.587155963302759,28.691588785046722,False,0.8906,0.7664,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,16.068152031454787,3.931847968545214,历史1/3次成功; 当前距低点3.93%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
31,62.32803343476786,56.11801913459446,002309,中利集团,bottom_area,2023-05-11,3.94,2023-05-10,3.78,4.232804232804237,8.730158730158744,31.021897810218984,True,0.2545,1.767,1,3,1,33.33333333333333,30.136986301369873,30.136986301369873,15.767195767195762,4.232804232804237,历史1/3次成功; 当前距低点4.23%; 最新日涨幅0.25%; 状态bottom_area; 底部已确认
