rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.08847536869612,81.43543316364688,002570,贝因美,bottom_area,2023-05-30,4.12,2023-05-30,4.06,1.4778325123152833,3.2019704433497735,29.636048526863085,False,-1.4354,1.1433,3,3,3,100.0,19.703716622181236,35.05154639175259,8.522167487684717,1.4778325123152833,历史3/3次成功; 当前距低点1.48%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
12,83.02333130387059,79.25855017075949,601388,怡球资源,bottom_area,2023-05-30,2.8,2023-05-30,2.73,2.564102564102558,3.296703296703291,27.777777777777775,False,0.3584,0.6339,2,2,2,100.0,15.509161381254394,18.333333333333325,7.435897435897443,2.564102564102558,历史2/2次成功; 当前距低点2.56%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
13,82.68770513660697,78.84176536281127,002567,唐人神,bottom_area,2023-05-30,6.56,2023-05-30,6.4,2.4999999999999885,2.8124999999999956,31.256713211600427,False,0.768,1.7969,2,2,2,100.0,12.482609477479864,13.8187221396731,7.500000000000012,2.4999999999999885,历史2/2次成功; 当前距低点2.50%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
14,80.95375761667648,77.09881677778714,002251,步步高,bottom_area,2023-05-30,4.62,2023-05-30,4.51,2.43902439024391,2.43902439024391,30.07751937984497,False,0.6536,1.9309,1,1,1,100.0,19.0311418685121,19.0311418685121,7.56097560975609,2.43902439024391,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
15,80.91579653107065,75.61948984903695,002041,登海种业,bottom_area,2023-05-30,15.42,2023-05-30,15.2,1.4473684210526359,3.4210526315789567,28.30188679245283,False,-1.9708,0.4652,1,1,1,100.0,21.395106715252467,21.395106715252467,8.552631578947365,1.4473684210526359,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
16,80.75358289996224,75.31139595732789,001201,东瑞股份,bottom_area,2023-05-30,23.47,2023-05-30,23.16,1.3385146804835868,2.0293609671847963,31.842260153031187,False,-0.382,0.7481,1,1,1,100.0,18.4043517679057,18.4043517679057,8.661485319516414,1.3385146804835868,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
17,80.35830171282602,76.42426692014584,300363,博腾股份,bottom_area,2023-05-30,31.16,2023-05-30,30.44,2.36530880420499,3.777923784494082,27.01989930472309,False,-1.0165,1.3629,1,1,1,100.0,36.97403760071621,36.97403760071621,7.634691195795011,2.36530880420499,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
18,80.0753331334322,76.46026615617377,603077,和邦生物,bottom_area,2023-05-30,2.39,2023-05-30,2.33,2.5751072961373414,2.5751072961373414,29.819277108433727,False,0.4202,0.7718,1,1,1,100.0,17.26618705035971,17.26618705035971,7.4248927038626595,2.5751072961373414,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
19,78.85328027792055,76.96457895389851,002405,四维图新,bottom_area,2023-05-30,11.41,2023-05-30,11.0,3.7272727272727284,3.818181818181818,28.664072632944226,False,1.7841,1.3045,2,2,2,100.0,17.434197699356595,23.478260869565215,6.272727272727272,3.7272727272727284,历史2/2次成功; 当前距低点3.73%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
20,78.77823782186037,76.80942951062677,300762,上海瀚讯,bottom_area,2023-05-30,11.86,2023-05-10,11.44,3.6713286713286704,6.206293706293714,27.50316856780735,False,1.1083,1.1836,1,1,1,100.0,32.580961727183514,32.580961727183514,6.32867132867133,3.6713286713286704,历史1/1次成功; 当前距低点3.67%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
21,78.77647522809059,77.5058869179601,000890,法尔胜,bottom_area,2023-05-30,4.27,2023-05-19,4.1,4.146341463414633,7.56097560975611,27.689594356261026,True,1.1848,1.5964,1,1,1,100.0,32.954545454545446,32.954545454545446,5.853658536585367,4.146341463414633,历史1/1次成功; 当前距低点4.15%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
22,78.68920113363224,75.37770487574167,600386,北巴传媒,bottom_area,2023-05-30,4.12,2023-05-30,4.01,2.743142144638412,2.743142144638412,29.52548330404219,False,0.9804,1.7995,1,1,1,100.0,13.505747126436788,13.505747126436788,7.256857855361589,2.743142144638412,历史1/1次成功; 当前距低点2.74%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
23,78.24962783314818,74.57165912516494,688238,和元生物,bottom_area,2023-05-30,13.26,2023-05-30,12.94,2.472952086553325,4.17310664605874,28.03114571746385,False,-1.705,1.3217,2,2,2,100.0,11.666612271540478,11.958224543080954,7.527047913446676,2.472952086553325,历史2/2次成功; 当前距低点2.47%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
24,77.75935246248402,73.41167097741388,600160,巨化股份,bottom_area,2023-05-30,13.39,2023-05-30,13.13,1.9801980198019784,3.0464584920030355,31.076115485564305,False,-0.8148,0.6556,1,1,1,100.0,16.05657237936772,16.05657237936772,8.019801980198022,1.9801980198019784,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
25,77.57630587181403,73.57061717117111,002481,双塔食品,bottom_area,2023-05-30,4.61,2023-05-30,4.51,2.2172949002217415,3.5476718403547705,27.25806451612904,False,-0.8602,0.9789,1,1,1,100.0,19.817470664928287,19.817470664928287,7.7827050997782585,2.2172949002217415,历史1/1次成功; 当前距低点2.22%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
26,76.88345604246834,70.98398293029874,600935,华塑股份,bottom_area,2023-05-30,3.73,2023-05-30,3.7,0.8108108108108055,1.8918918918918874,27.59295499021526,False,-0.7979,0.3269,1,1,1,100.0,28.50877192982458,28.50877192982458,9.189189189189195,0.8108108108108055,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
27,76.78980747717006,74.97555931722127,600256,广汇能源,bottom_area,2023-05-30,7.48,2023-05-29,7.21,3.744798890429965,5.547850208044388,29.10521140609636,False,0.9447,1.4674,1,1,1,100.0,23.62204724409449,23.62204724409449,6.255201109570035,3.744798890429965,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
28,76.18700379774111,75.29391899217698,601068,中铝国际,bottom_area,2023-05-30,5.48,2023-05-26,5.25,4.3809523809523885,5.3333333333333375,29.90654205607477,False,2.2388,1.0889,2,2,2,100.0,16.46500226208832,18.6700767263427,5.619047619047612,4.3809523809523885,历史2/2次成功; 当前距低点4.38%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
29,76.04232208968764,71.50340997803825,600984,建设机械,bottom_area,2023-05-30,4.6,2023-05-30,4.52,1.7699115044247804,2.433628318584078,27.680000000000003,False,1.0989,0.5458,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,8.23008849557522,1.7699115044247804,历史2/3次成功; 当前距低点1.77%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
30,75.53588828791632,74.17599504541701,002079,苏州固锝,bottom_area,2023-05-30,12.6,2023-05-10,12.11,4.046242774566476,7.101568951279945,28.512396694214885,True,-1.0212,2.0166,2,2,2,100.0,19.631336405529957,22.488479262672804,5.953757225433525,4.046242774566476,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-1.02%; 状态bottom_area; 底部已确认
31,73.84362216154139,72.35522665633476,300729,乐歌股份,bottom_area,2023-05-30,15.07,2023-05-25,14.5,3.9310344827586228,6.827586206896553,30.78758949880668,False,1.5499,1.973,1,1,1,100.0,11.817125145292525,11.817125145292525,6.068965517241378,3.9310344827586228,历史1/1次成功; 当前距低点3.93%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
32,73.32856651541252,72.05351033490177,600037,歌华有线,bottom_area,2023-05-30,8.42,2023-05-25,8.09,4.079110012360941,4.326328800988871,28.659611992945326,False,1.2019,1.0153,1,1,1,100.0,12.010113780025275,12.010113780025275,5.92088998763906,4.079110012360941,历史1/1次成功; 当前距低点4.08%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
33,71.95697140684322,69.98154304001743,002455,百川股份,bottom_area,2023-05-30,7.9,2023-05-05,7.63,3.538663171690701,7.86369593709044,28.691588785046722,True,0.0,0.7741,2,3,2,66.66666666666666,23.941012929062143,35.42600896860987,6.4613368283093,3.538663171690701,历史2/3次成功; 当前距低点3.54%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
34,71.59171603188372,70.95906891146822,000572,海马汽车,confirmed_rebound,2023-05-30,4.15,2023-05-26,3.97,4.53400503778338,10.579345088161196,32.59762308998301,True,2.2167,1.1775,1,1,1,100.0,12.723658051689855,12.723658051689855,5.46599496221662,4.53400503778338,历史1/1次成功; 当前距低点4.53%; 最新日涨幅2.22%; 状态confirmed_rebound; 底部已确认
35,69.28124786925277,63.964299300558544,002268,电科网安,confirmed_rebound,2023-05-30,28.62,2023-05-30,28.39,0.8101444170482579,10.954561465304682,32.725118483412324,False,-9.2581,6.7562,1,1,1,100.0,11.190476190476202,11.190476190476202,9.189855582951742,0.8101444170482579,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-9.26%; 状态confirmed_rebound; 底部未确认
36,68.89276501070619,65.42615529011077,600409,三友化工,bottom_area,2023-05-30,5.36,2023-05-30,5.24,2.2900763358778646,4.198473282442743,29.18918918918919,False,-1.8315,1.0451,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,7.709923664122136,2.2900763358778646,历史2/3次成功; 当前距低点2.29%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
37,63.62780889948715,62.22571404659283,300758,七彩化学,bottom_area,2023-05-30,10.03,2023-04-26,9.66,3.8302277432712133,9.523809523809524,30.252707581227433,True,0.3,0.8311,1,2,1,50.0,38.59480269489894,38.59480269489894,6.169772256728788,3.8302277432712133,历史1/2次成功; 当前距低点3.83%; 最新日涨幅0.30%; 状态bottom_area; 底部已确认
38,62.34459906955216,58.57840012426219,000792,盐湖股份,bottom_area,2023-05-30,18.82,2023-05-30,18.5,1.7297297297297312,2.6486486486486402,29.49695121951219,False,-0.3706,0.4562,1,2,1,50.0,24.904214559386965,24.904214559386965,8.270270270270268,1.7297297297297312,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
39,58.04132130027162,57.24778761061947,002753,永东股份,confirmed_rebound,2023-05-30,7.07,2023-04-25,6.78,4.277286135693216,10.619469026548668,29.521829521829513,True,-0.4225,0.9569,1,2,1,50.0,69.36936936936937,69.36936936936937,5.722713864306785,4.277286135693216,历史1/2次成功; 当前距低点4.28%; 最新日涨幅-0.42%; 状态confirmed_rebound; 底部已确认
40,56.27320138682058,55.14681994433464,688298,东方生物,bottom_area,2023-05-30,54.1,2023-05-19,52.05,3.938520653218068,6.570605187319889,32.99433573635429,False,2.5592,0.9705,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,6.061479346781932,3.938520653218068,历史2/6次成功; 当前距低点3.94%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
