rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.62016760039182,88.31525543165374,301313,凡拓数创,bottom_area,2023-10-17,28.17,2023-10-16,27.44,2.6603498542274067,3.0612244897959178,31.82608695652174,False,1.2581,5.8858,4,4,4,100.0,32.04759730802268,52.43243243243245,5.339650145772594,2.6603498542274067,历史4/4次成功; 当前距低点2.66%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
12,81.35556127457308,75.82509271270894,002333,罗普斯金,bottom_area,2023-10-17,5.89,2023-10-17,5.87,0.340715502555359,2.0442930153321996,28.50182704019489,False,-1.1745,2.3178,2,2,2,100.0,32.10711859427502,46.728971962616825,7.659284497444641,0.340715502555359,历史2/2次成功; 当前距低点0.34%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
13,81.28237570967278,77.49983437286491,002853,皮阿诺,bottom_area,2023-10-17,14.67,2023-10-17,14.45,1.5224913494809733,1.6608996539792402,27.38693467336683,False,0.4795,0.5517,1,1,1,100.0,9.952229299363056,9.952229299363056,6.477508650519027,1.5224913494809733,历史1/1次成功; 当前距低点1.52%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
14,81.17865904459005,78.29539987460461,000524,岭南控股,bottom_area,2023-10-17,8.19,2023-10-17,8.02,2.119700748129675,3.366583541147127,28.392857142857142,False,0.8621,1.5382,1,1,1,100.0,21.550094517958406,21.550094517958406,5.880299251870325,2.119700748129675,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
15,80.73849511227588,75.64829735080785,688103,国力电子,bottom_area,2023-10-17,47.45,2023-10-17,47.16,0.6149279050042542,3.6471586089906833,27.446153846153855,False,-2.4666,1.0965,2,2,2,100.0,34.51791921622336,57.609964966913196,7.385072094995746,0.6149279050042542,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
16,80.61633923935567,76.78951816281713,603191,望变电气,bottom_area,2023-10-17,15.17,2023-09-21,14.95,1.4715719063545194,5.819397993311044,29.046037019458954,False,-0.5246,1.3068,2,2,2,100.0,11.315602738201239,13.281249999999995,6.528428093645481,1.4715719063545194,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
17,80.18985572808512,75.61340400974264,600004,白云机场,bottom_area,2023-10-17,10.68,2023-10-17,10.58,0.9451795841209797,1.1342155009451722,28.271186440677965,False,0.2817,0.2924,1,1,1,100.0,32.57211538461537,32.57211538461537,7.05482041587902,0.9451795841209797,历史1/1次成功; 当前距低点0.95%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
18,79.22403114263867,74.10279112754156,600032,浙江新能,bottom_area,2023-10-17,9.55,2023-10-16,9.5,0.5263157894736916,1.8947368421052602,28.892215568862273,False,0.3151,0.7783,1,1,1,100.0,19.31608133086876,19.31608133086876,7.473684210526309,0.5263157894736916,历史1/1次成功; 当前距低点0.53%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
19,79.1538037338996,74.4860135513484,000560,我爱我家,bottom_area,2023-10-17,2.4,2023-10-16,2.38,0.8403361344537823,2.521008403361347,30.813953488372096,False,0.4184,1.6012,2,2,2,100.0,8.559031924209851,8.679245283018867,7.159663865546218,0.8403361344537823,历史2/2次成功; 当前距低点0.84%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
20,78.32059162494892,78.26752889349571,000058,深赛格,bottom_area,2023-10-17,7.08,2023-09-22,6.81,3.9647577092511086,7.782672540381795,27.16577540106952,True,0.0,1.4815,1,1,1,100.0,34.82352941176472,34.82352941176472,4.035242290748892,3.9647577092511086,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
21,75.9866381151811,72.41919031634627,000428,华天酒店,bottom_area,2023-10-17,4.06,2023-10-16,4.0,1.4999999999999902,2.499999999999991,28.571428571428566,False,0.7444,1.2078,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,6.50000000000001,1.4999999999999902,历史2/3次成功; 当前距低点1.50%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
22,75.81373663345889,75.39831889848104,002767,先锋电子,bottom_area,2023-10-17,14.52,2023-09-22,14.0,3.714285714285711,5.428571428571427,30.174563591022448,False,1.0438,3.8407,2,2,2,100.0,8.854249070174514,9.063444108761324,4.285714285714289,3.714285714285711,历史2/2次成功; 当前距低点3.71%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
23,75.52586151405588,71.14788359228372,603025,大豪科技,bottom_area,2023-10-17,12.39,2023-10-17,12.28,0.8957654723127135,1.384364820846905,28.22910578609001,False,-0.0806,0.3394,2,2,2,100.0,13.76467133955222,13.87573964497043,7.104234527687287,0.8957654723127135,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
24,74.26077441459566,69.10180410790927,601156,东航物流,bottom_area,2023-10-17,11.68,2023-10-16,11.65,0.2575107296137284,3.1759656652360446,28.52760736196319,False,-0.2562,0.6493,1,1,1,100.0,11.607142857142852,11.607142857142852,7.7424892703862715,0.2575107296137284,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
25,74.04345868715242,68.938645668815,001330,博纳影业,bottom_area,2023-10-17,6.99,2023-10-17,6.97,0.286944045911054,1.4347202295552444,32.0,False,-0.2853,0.4534,1,1,1,100.0,11.090742438130146,11.090742438130146,7.713055954088946,0.286944045911054,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
26,73.96069057791554,69.41924466523653,000006,深振业A,bottom_area,2023-10-17,4.28,2023-10-17,4.25,0.7058823529411823,2.1176470588235263,30.327868852459012,False,-0.9259,0.9449,1,1,1,100.0,18.809980806142043,18.809980806142043,7.294117647058817,0.7058823529411823,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
27,72.88726265363859,72.63653754940714,300512,中亚股份,confirmed_rebound,2023-10-17,7.88,2023-08-25,7.59,3.8208168642951255,9.090909090909085,28.260869565217394,True,0.1271,0.6486,1,1,1,100.0,12.999999999999995,12.999999999999995,4.179183135704875,3.8208168642951255,历史1/1次成功; 当前距低点3.82%; 最新日涨幅0.13%; 状态confirmed_rebound; 底部已确认
28,72.76767004721674,68.56353474320242,000965,天保基建,bottom_area,2023-10-17,3.34,2023-10-17,3.31,0.9063444108761269,1.5105740181268827,27.886710239651414,False,-0.2985,1.1063,1,1,1,100.0,16.666666666666664,16.666666666666664,7.093655589123873,0.9063444108761269,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
29,71.84213783292645,67.48033646829903,603128,华贸物流,bottom_area,2023-10-17,6.77,2023-10-17,6.72,0.7440476190476164,2.083333333333342,30.0,False,-1.312,0.4921,1,1,1,100.0,8.853575482406349,8.853575482406349,7.255952380952384,0.7440476190476164,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
30,71.36093568929185,67.35477434023224,688281,华秦科技,bottom_area,2023-10-17,141.9,2023-10-17,140.5,0.996441281138794,4.3131672597864785,27.341366292599684,False,-2.9744,1.6249,1,1,1,100.0,11.272368071121925,11.272368071121925,7.003558718861207,0.996441281138794,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
31,69.79458085511276,70.3310303996243,002145,钛能化学,confirmed_rebound,2023-10-17,4.51,2023-09-26,4.32,4.398148148148136,10.416666666666648,30.32258064516129,True,-1.5284,1.5856,2,2,2,100.0,13.488216007537837,16.649537512846855,3.6018518518518636,4.398148148148136,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-1.53%; 状态confirmed_rebound; 底部已确认
32,65.12883233558946,65.95186388489913,603301,振德医疗,confirmed_rebound,2023-10-17,26.54,2023-09-11,25.36,4.652996845425866,8.911671924290228,31.58888589155652,True,-1.5579,0.5111,1,1,1,100.0,9.734928454140272,9.734928454140272,3.347003154574134,4.652996845425866,历史1/1次成功; 当前距低点4.65%; 最新日涨幅-1.56%; 状态confirmed_rebound; 底部已确认
33,54.18052359109975,53.06288270854896,605365,立达信,bottom_area,2023-10-17,16.94,2023-09-28,16.46,2.9161603888213876,6.98663426488456,32.51332513325133,False,-0.7034,6.5175,1,2,1,50.0,9.794238683127569,9.794238683127569,5.083839611178613,2.9161603888213876,历史1/2次成功; 当前距低点2.92%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
