rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.95029109247858,83.82772254848261,000619,海螺新材,bottom_area,2025-11-24,6.28,2025-11-21,6.19,1.4539579967689797,6.1389337641357,27.85547785547785,False,1.454,4.0011,1,1,1,100.0,43.133047210300425,43.133047210300425,18.546042003231022,1.4539579967689797,历史1/1次成功; 当前距低点1.45%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
29,83.73115583066271,74.71644749021004,688766,普冉股份,bottom_area,2025-11-24,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,2.0661,5.0885,1,1,1,100.0,22.190577904355056,22.190577904355056,16.25833333333334,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
30,83.62389623059528,70.59068578185044,002451,摩恩电气,bottom_area,2025-11-24,10.02,2025-11-24,9.95,0.7035175879397014,6.231155778894483,28.571428571428577,False,-4.3893,13.7855,1,1,1,100.0,35.29411764705884,35.29411764705884,19.2964824120603,0.7035175879397014,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
31,83.05444278376156,74.22174541134869,001309,德明利,bottom_area,2025-11-24,218.11,2025-11-24,210.08,3.8223533891850727,5.664508758568154,31.34640522875817,False,-2.0655,9.6228,1,1,1,100.0,42.99307063812183,42.99307063812183,16.17764661081493,3.8223533891850727,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
32,80.73288254880508,72.51361502516495,300072,海新能科,bottom_area,2025-11-24,4.57,2025-11-24,4.39,4.1002277904328155,5.466970387243741,31.29890453834116,False,-3.5865,4.6902,1,1,1,100.0,47.4308300395257,47.4308300395257,15.899772209567187,4.1002277904328155,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
33,79.41966552601004,72.45227829202746,002374,中锐股份,bottom_area,2025-11-24,3.39,2025-11-24,3.23,4.953560371517033,5.882352941176469,30.237580993520517,False,0.2959,11.5896,1,1,1,100.0,24.873096446700508,24.873096446700508,15.046439628482968,4.953560371517033,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
34,76.12005332692772,69.40921739130435,600815,厦工股份,bottom_area,2025-11-24,3.62,2025-11-24,3.45,4.927536231884055,8.405797101449277,29.591836734693878,False,-0.8219,7.1613,1,1,1,100.0,30.666666666666664,30.666666666666664,15.072463768115945,4.927536231884055,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
35,73.58953525282958,64.36216713314676,002678,珠江钢琴,bottom_area,2025-11-24,5.05,2025-11-03,4.92,2.6422764227642253,7.113821138211375,29.613733905579405,True,1.2024,1.0637,1,2,1,50.0,35.5191256830601,35.5191256830601,17.357723577235777,2.6422764227642253,历史1/2次成功; 当前距低点2.64%; 最新日涨幅1.20%; 状态bottom_area; 底部已确认
36,62.947979890471274,55.95702365438533,603767,中马传动,bottom_area,2025-11-24,22.86,2025-11-21,22.08,3.532608695652179,4.076086956521749,27.725040916530286,False,2.6032,2.015,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,16.46739130434782,3.532608695652179,历史1/3次成功; 当前距低点3.53%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
37,62.354458080688964,56.12130387343155,301038,深水规院,bottom_area,2025-11-24,24.49,2025-11-21,23.5,4.212765957446802,4.38297872340426,27.803379416282638,False,4.2128,1.9842,1,3,1,33.33333333333333,39.102564102564095,39.102564102564095,15.7872340425532,4.212765957446802,历史1/3次成功; 当前距低点4.21%; 最新日涨幅4.21%; 状态bottom_area; 底部未确认
38,59.83776780027807,50.64032459769039,600693,东百集团,bottom_area,2025-11-24,8.38,2025-11-24,8.31,0.8423586040914595,7.581227436823092,31.32231404958677,False,-2.217,11.031,1,3,1,33.33333333333333,30.632090761750412,30.632090761750412,19.15764139590854,0.8423586040914595,历史1/3次成功; 当前距低点0.84%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
