rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.3170246328335,82.79887188685858,000619,海螺新材,bottom_area,2025-12-11,6.23,2025-11-21,6.19,0.6462035541195482,7.108239095315015,27.85547785547785,True,-2.6563,2.3735,4,4,4,100.0,30.81836553898465,43.133047210300425,7.353796445880452,0.6462035541195482,历史4/4次成功; 当前距低点0.65%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
12,83.76858992643987,77.56350919114803,002459,晶澳科技,bottom_area,2025-12-11,11.1,2025-12-11,11.1,0.0,2.9729729729729737,27.450980392156872,False,-1.7699,0.9634,6,6,6,100.0,16.2016623180001,26.683937823834192,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
13,80.39028114878882,74.6265058236273,301001,凯淳股份,bottom_area,2025-12-11,30.09,2025-12-11,30.05,0.1331114808652218,5.457570715474212,27.485521235521233,False,-4.5065,7.9769,1,1,1,100.0,58.89483065953654,58.89483065953654,7.866888519134778,0.1331114808652218,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
14,80.35966678585122,77.39487427466152,002418,康盛股份,bottom_area,2025-12-11,4.49,2025-12-05,4.4,2.045454545454542,7.954545454545446,27.031509121061358,True,-1.1013,4.0223,1,1,1,100.0,29.078014184397176,29.078014184397176,5.954545454545459,2.045454545454542,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
15,79.31969292369008,77.07212645413695,688190,云路股份,bottom_area,2025-12-11,95.33,2025-12-10,93.0,2.5053763440860197,5.333333333333327,28.351309707241917,False,0.2102,0.5602,1,1,1,100.0,19.70099203576919,19.70099203576919,5.49462365591398,2.5053763440860197,历史1/1次成功; 当前距低点2.51%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
16,78.70483524980266,73.30057567753379,688365,光云科技,bottom_area,2025-12-11,16.58,2025-12-11,16.53,0.3024803387779622,3.750756200846929,28.099173553718998,False,-2.0673,3.9222,1,1,1,100.0,34.732423924449115,34.732423924449115,7.697519661222038,0.3024803387779622,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
17,78.25781919077765,75.72216859116524,603197,保隆科技,bottom_area,2025-12-11,34.88,2025-11-21,34.1,2.2873900293255165,5.014662756598243,27.431368376250266,False,-1.3296,1.075,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,5.7126099706744835,2.2873900293255165,历史5/6次成功; 当前距低点2.29%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
18,77.89269612254222,75.17681650054735,300035,中科电气,bottom_area,2025-12-11,20.86,2025-12-05,20.42,2.154750244857971,5.729676787463261,29.097222222222218,False,-1.6965,3.335,1,1,1,100.0,27.686274509803933,27.686274509803933,5.845249755142029,2.154750244857971,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
19,76.61903308229138,71.66630998419448,688050,爱博医疗,bottom_area,2025-12-11,59.2,2025-12-10,58.89,0.5264051621667554,2.1395822720326,29.750685911964688,False,-1.2016,0.737,2,2,2,100.0,12.024267494272554,12.90770757525636,7.473594837833245,0.5264051621667554,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
20,76.60716279425992,74.95997367320075,600550,保变电气,bottom_area,2025-12-11,9.32,2025-12-04,9.06,2.8697571743929338,6.401766004415012,30.307692307692303,False,-0.8511,3.4167,1,1,1,100.0,35.285053929121716,35.285053929121716,5.130242825607066,2.8697571743929338,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
21,75.59396954314724,69.99441624365484,003038,鑫铂股份,bottom_area,2025-12-11,15.31,2025-12-11,15.31,0.0,3.0698889614630884,29.08754052802223,False,-2.2974,2.1812,1,1,1,100.0,25.507614213197975,25.507614213197975,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
22,74.50621453996986,69.2566968325792,000638,,bottom_area,2025-12-11,4.95,2025-12-11,4.94,0.20242914979756652,5.060728744939271,28.093158660844246,False,-2.1739,4.0347,1,1,1,100.0,11.764705882352935,11.764705882352935,7.797570850202434,0.20242914979756652,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
23,74.2457122957567,71.71285793521832,603938,三孚股份,confirmed_rebound,2025-12-11,17.69,2025-11-21,17.31,2.195262853841725,8.08781051415368,27.45180217937972,False,-0.9518,2.2966,1,1,1,100.0,19.774501300954046,19.774501300954046,5.804737146158275,2.195262853841725,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-0.95%; 状态confirmed_rebound; 底部未确认
24,73.8071270135722,70.17061226475711,002017,东信和平,bottom_area,2025-12-11,20.67,2025-12-04,20.39,1.3732221677292846,5.394801373222157,29.373051610668515,False,-2.2695,1.476,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,6.626777832270715,1.3732221677292846,历史2/3次成功; 当前距低点1.37%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
25,73.5198991532211,70.20667559817775,600383,金地集团,confirmed_rebound,2025-12-11,3.17,2025-12-10,3.12,1.6025641025640969,8.653846153846153,31.578947368421044,False,-4.5181,3.2269,3,4,3,75.0,18.793127699053183,32.594936708860764,6.397435897435903,1.6025641025640969,历史3/4次成功; 当前距低点1.60%; 最新日涨幅-4.52%; 状态confirmed_rebound; 底部未确认
26,73.14693020872136,68.27807577985172,688337,普源精电,bottom_area,2025-12-11,35.9,2025-12-04,35.75,0.4195804195804156,5.398601398601397,28.499999999999996,False,-2.3395,0.9416,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,7.5804195804195835,0.4195804195804156,历史4/6次成功; 当前距低点0.42%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
27,73.11208086891092,69.82844100879022,605368,蓝天燃气,confirmed_rebound,2025-12-11,8.2,2025-12-11,8.07,1.6109045848822678,9.913258983890941,27.231740306582502,False,-8.3799,4.9208,1,1,1,100.0,12.695179904955879,12.695179904955879,6.389095415117732,1.6109045848822678,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-8.38%; 状态confirmed_rebound; 底部未确认
28,72.78840897643349,68.2274506327638,000998,隆平高科,bottom_area,2025-12-11,9.49,2025-12-09,9.43,0.6362672322375451,1.8027571580063622,27.40569668976136,False,-0.9395,0.8243,1,1,1,100.0,11.549139367018313,11.549139367018313,7.363732767762456,0.6362672322375451,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
29,72.63469356984479,67.25434589800443,301177,迪阿股份,bottom_area,2025-12-11,28.65,2025-12-11,28.65,0.0,1.4659685863874405,30.579113157257098,False,-0.9679,0.251,1,1,1,100.0,10.776053215077603,10.776053215077603,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
30,71.72331942973412,67.40460690079966,301349,信德新材,bottom_area,2025-12-11,47.01,2025-12-05,46.65,0.7717041800643075,5.787781350482321,28.472861085556577,False,-1.776,3.7061,1,1,1,100.0,8.785443179281096,8.785443179281096,7.228295819935693,0.7717041800643075,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
31,71.14747401520147,67.36441620702213,688348,昱能科技,bottom_area,2025-12-11,50.6,2025-12-05,50.02,1.1595361855257862,5.497800879648141,30.796900940785832,False,-1.1719,1.0599,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,6.840463814474214,1.1595361855257862,历史2/3次成功; 当前距低点1.16%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
32,71.02686402385339,65.76561483690128,002291,遥望科技,bottom_area,2025-12-11,6.48,2025-12-11,6.48,0.0,4.3209876543209775,30.172413793103438,False,-4.142,6.322,3,4,3,75.0,17.153843209146633,27.107438016528935,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
33,70.14400830958016,65.43171932890161,000695,滨海能源,bottom_area,2025-12-11,13.03,2025-12-11,12.98,0.38520801232664814,3.543913713405231,32.57142857142857,False,-2.543,7.5144,4,6,4,66.66666666666666,15.663048012579045,21.910112359550556,7.614791987673351,0.38520801232664814,历史4/6次成功; 当前距低点0.39%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
34,68.62834202572456,64.46048594799143,002706,良信股份,bottom_area,2025-12-11,9.49,2025-12-11,9.42,0.743099787685778,3.8216560509554083,27.31481481481482,False,-2.5667,2.3159,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,7.256900212314223,0.743099787685778,历史4/6次成功; 当前距低点0.74%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
35,56.13174490347566,54.75696239540277,002468,申通快递,bottom_area,2025-12-11,14.02,2025-11-21,13.65,2.710622710622705,6.2271062271062245,31.988041853512705,False,-0.8487,0.6074,1,2,1,50.0,16.382699868938413,16.382699868938413,5.2893772893772955,2.710622710622705,历史1/2次成功; 当前距低点2.71%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
36,52.76554323725057,48.85698447893571,002670,国盛证券,bottom_area,2025-12-11,16.96,2025-12-11,16.96,0.0,3.1249999999999853,27.053763440860212,False,-3.1963,1.5896,1,2,1,50.0,13.747228381374727,13.747228381374727,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
