rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.16898681311989,85.39072771812964,688288,鸿泉技术,bottom_area,2022-08-29,19.78,2022-08-29,19.44,1.7489711934156371,4.681069958847737,28.84333821376281,False,0.4061,1.329,3,3,3,100.0,21.819258274824108,41.992882562277565,6.2510288065843636,1.7489711934156371,历史3/3次成功; 当前距低点1.75%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
12,78.14887125376679,77.29769924221075,601606,长城军工,bottom_area,2022-08-29,12.06,2022-08-29,11.66,3.430531732418528,4.030874785591773,27.033792240300375,False,1.0897,1.7139,2,2,2,100.0,15.587696731854795,18.886462882096076,4.569468267581472,3.430531732418528,历史2/2次成功; 当前距低点3.43%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
13,77.30456808225732,75.43537299909393,000561,烽火电子,bottom_area,2022-08-29,7.91,2022-08-29,7.7,2.7272727272727266,3.506493506493501,31.978798586572438,False,0.0,1.6965,1,1,1,100.0,13.621262458471767,13.621262458471767,5.272727272727273,2.7272727272727266,历史1/1次成功; 当前距低点2.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,76.79494561358277,74.938073008073,000761,本钢板材,confirmed_rebound,2022-08-29,3.39,2022-07-15,3.3,2.7272727272727364,8.484848484848492,31.818181818181817,True,0.0,0.1176,1,1,1,100.0,11.969111969111971,11.969111969111971,5.272727272727264,2.7272727272727364,历史1/1次成功; 当前距低点2.73%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
15,76.68301928352633,71.64836023890263,688155,先惠技术,confirmed_rebound,2022-08-29,85.5,2022-08-29,85.1,0.47003525264395507,10.775558166862517,28.270397842211736,False,-9.7911,8.1194,2,2,2,100.0,31.66688502650995,38.11460912628228,7.529964747356045,0.47003525264395507,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-9.79%; 状态confirmed_rebound; 底部未确认
16,75.54049233484555,74.17291791430047,688127,蓝特光学,bottom_area,2022-08-29,20.61,2022-08-29,20.0,3.049999999999997,6.449999999999996,28.545909253304746,False,0.1458,1.515,1,1,1,100.0,10.789881259679916,10.789881259679916,4.950000000000003,3.049999999999997,历史1/1次成功; 当前距低点3.05%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
17,75.39828423664196,75.44936420112226,605319,无锡振华,bottom_area,2022-08-29,14.18,2022-08-29,13.63,4.035216434336015,5.209097578870132,27.345415778251603,False,0.3539,0.9201,2,2,2,100.0,13.062675652733196,17.248790972595383,3.9647835656639847,4.035216434336015,历史2/2次成功; 当前距低点4.04%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
18,75.21508936336917,73.79205611549224,605069,正和生态,bottom_area,2022-08-29,10.62,2022-08-29,10.31,3.0067895247332563,3.0067895247332563,30.66577000672494,False,0.0,1.1849,1,1,1,100.0,8.212560386473426,8.212560386473426,4.993210475266744,3.0067895247332563,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,75.18381991074425,75.5324795923828,603180,金牌家居,bottom_area,2022-08-29,24.09,2022-08-29,23.11,4.240588489831244,4.5002163565556,27.463904582548647,False,1.9036,0.9091,2,2,2,100.0,16.0269965010647,23.744619799139173,3.7594115101687566,4.240588489831244,历史2/2次成功; 当前距低点4.24%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
20,75.07339915446916,75.52536195039276,000715,中兴商业,bottom_area,2022-08-29,5.08,2022-08-03,4.87,4.312114989733059,7.802874743326487,27.421758569299552,True,1.1952,1.1002,1,1,1,100.0,24.33862433862435,24.33862433862435,3.6878850102669407,4.312114989733059,历史1/1次成功; 当前距低点4.31%; 最新日涨幅1.20%; 状态bottom_area; 底部已确认
21,74.69165740978842,73.92113482561167,688091,上海谊众,bottom_area,2022-08-29,105.53,2022-08-29,102.0,3.4607843137254917,4.607843137254905,31.986397279455893,False,1.4224,2.5705,1,1,1,100.0,14.471629359708471,14.471629359708471,4.539215686274509,3.4607843137254917,历史1/1次成功; 当前距低点3.46%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
22,73.8947303211884,69.05434926775351,688058,宝兰德,confirmed_rebound,2022-08-29,42.0,2022-08-26,41.8,0.4784688995215379,8.851674641148332,29.152542372881364,False,-2.8902,3.6116,1,1,1,100.0,24.27558257345491,24.27558257345491,7.521531100478462,0.4784688995215379,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-2.89%; 状态confirmed_rebound; 底部未确认
23,73.76124009660708,73.69891543239366,002671,龙泉股份,bottom_area,2022-08-29,4.73,2022-08-26,4.55,3.9560439560439695,4.175824175824185,27.316293929712458,False,3.956,1.9628,1,1,1,100.0,19.347826086956534,19.347826086956534,4.0439560439560305,3.9560439560439695,历史1/1次成功; 当前距低点3.96%; 最新日涨幅3.96%; 状态bottom_area; 底部未确认
24,73.45593008569709,73.43342175718914,688259,创耀科技,bottom_area,2022-08-29,78.3,2022-08-29,75.3,3.9840637450199203,4.594953519256319,29.342216383597634,False,0.1919,3.5037,1,1,1,100.0,18.26390911739005,18.26390911739005,4.01593625498008,3.9840637450199203,历史1/1次成功; 当前距低点3.98%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
25,72.12306550320154,68.06764666673202,002632,道明光学,bottom_area,2022-08-29,7.13,2022-08-29,7.06,0.9915014164305991,4.532577903682724,29.04522613065327,False,-7.8811,7.679,1,1,1,100.0,25.259515570934255,25.259515570934255,7.008498583569402,0.9915014164305991,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-7.88%; 状态bottom_area; 底部未确认
26,71.96921408420927,72.37022659521305,600248,陕建股份,bottom_area,2022-08-29,4.62,2022-08-29,4.43,4.288939051918745,4.288939051918745,28.548387096774203,False,2.6667,1.2334,1,1,1,100.0,16.28498727735369,16.28498727735369,3.711060948081255,4.288939051918745,历史1/1次成功; 当前距低点4.29%; 最新日涨幅2.67%; 状态bottom_area; 底部未确认
27,71.72000233736864,70.1200130364678,300740,水羊股份,bottom_area,2022-08-29,14.55,2022-08-29,14.15,2.826855123674914,3.321554770318013,29.320679320679314,False,-0.2058,1.8224,1,1,1,100.0,8.73786407766991,8.73786407766991,5.173144876325086,2.826855123674914,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
28,71.69109163863845,70.84843415628409,603055,台华新材,bottom_area,2022-08-29,11.3,2022-08-29,10.93,3.385178408051244,5.123513266239712,28.70189171559035,False,-0.5282,0.439,1,1,1,100.0,19.498069498069512,19.498069498069512,4.614821591948756,3.385178408051244,历史1/1次成功; 当前距低点3.39%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
29,71.08096562740448,70.05137334933976,002043,兔宝宝,confirmed_rebound,2022-08-29,8.6,2022-08-04,8.33,3.241296518607438,8.403361344537807,30.2928870292887,True,-1.0357,1.0662,1,1,1,100.0,14.470588235294123,14.470588235294123,4.758703481392562,3.241296518607438,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-1.04%; 状态confirmed_rebound; 底部已确认
30,70.77012227151528,71.03710737305157,002607,中公教育,bottom_area,2022-08-29,4.47,2022-08-25,4.29,4.195804195804189,5.5944055944055995,28.02013422818792,False,0.9029,1.4662,3,4,3,75.0,12.142693223038266,18.337408312958438,3.8041958041958113,4.195804195804189,历史3/4次成功; 当前距低点4.20%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
31,70.50576151121602,70.11942857142856,300503,昊志机电,bottom_area,2022-08-29,10.89,2022-08-29,10.5,3.7142857142857197,5.714285714285711,27.032661570535097,False,-1.0899,3.694,1,1,1,100.0,19.61290322580645,19.61290322580645,4.28571428571428,3.7142857142857197,历史1/1次成功; 当前距低点3.71%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
32,68.45122842403555,69.38110296463235,002157,正邦科技,confirmed_rebound,2022-08-29,5.79,2022-08-02,5.53,4.701627486437609,10.488245931283908,28.737113402061848,True,-0.6861,1.7997,2,2,2,100.0,12.101148568333835,13.751169317118809,3.2983725135623914,4.701627486437609,历史2/2次成功; 当前距低点4.70%; 最新日涨幅-0.69%; 状态confirmed_rebound; 底部已确认
33,54.22407170782652,53.32362007593734,000625,长安汽车,bottom_area,2022-08-29,15.16,2022-08-29,14.7,3.129251700680278,3.9455782312925174,29.597701149425287,False,-0.1318,1.5682,1,2,1,50.0,13.808139534883724,13.808139534883724,4.870748299319723,3.129251700680278,历史1/2次成功; 当前距低点3.13%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
