rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.3588868569197,83.48105710741403,001896,豫能控股,bottom_area,2023-04-27,4.34,2023-04-24,4.27,1.6393442622950887,5.85480093676815,27.993254637436767,False,-0.6865,0.5005,4,4,4,100.0,16.014849599176554,34.93975903614456,6.360655737704912,1.6393442622950887,历史4/4次成功; 当前距低点1.64%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
39,77.01206612294088,75.00805582684602,002806,华锋股份,bottom_area,2023-04-27,10.54,2023-04-25,10.27,2.629016553067182,4.868549172346641,31.896551724137932,False,-0.8467,1.8369,2,2,2,100.0,15.925879396984929,20.35175879396985,5.370983446932819,2.629016553067182,历史2/2次成功; 当前距低点2.63%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
40,76.74686643279001,76.42270116371203,300661,圣邦股份,bottom_area,2023-04-27,124.1,2023-04-25,119.58,3.7798963037297177,6.790433182806494,30.20079383609619,False,0.4858,1.1657,1,1,1,100.0,31.832606108687024,31.832606108687024,4.220103696270282,3.7798963037297177,历史1/1次成功; 当前距低点3.78%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
41,76.5973497755018,76.79181142905377,001210,金房能源,bottom_area,2023-04-27,22.43,2023-04-24,21.54,4.131847725162491,5.2924791086351,27.180527383367135,False,0.8997,0.9458,1,1,1,100.0,38.131313131313135,38.131313131313135,3.8681522748375086,4.131847725162491,历史1/1次成功; 当前距低点4.13%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
42,76.56870997442456,73.62375959079284,000629,钒钛股份,confirmed_rebound,2023-04-27,4.16,2023-04-25,4.08,1.960784313725492,9.803921568627459,31.08108108108108,False,-0.716,0.7931,1,1,1,100.0,27.173913043478265,27.173913043478265,6.039215686274509,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-0.72%; 状态confirmed_rebound; 底部未确认
43,76.32601630190588,71.97172682876558,300582,英飞特,bottom_area,2023-04-27,12.8,2023-04-27,12.68,0.9463722397476418,3.4700315457413216,32.40938166311301,False,-1.9157,4.5411,1,1,1,100.0,35.48094373865699,35.48094373865699,7.0536277602523585,0.9463722397476418,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
44,76.24975290823558,75.24349357474351,002553,南方精工,bottom_area,2023-04-27,9.99,2023-04-26,9.67,3.3092037228541913,5.687693898655644,28.844738778513612,False,-1.2846,1.9106,2,2,2,100.0,25.52945195081221,32.14285714285715,4.690796277145809,3.3092037228541913,历史2/2次成功; 当前距低点3.31%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
45,76.174485370482,74.70209622744824,000059,华锦股份,bottom_area,2023-04-27,6.9,2023-04-25,6.7,2.9850746268656745,4.626865671641785,29.916317991631804,False,-1.2876,0.5875,2,2,2,100.0,18.645518154311638,25.41603630862328,5.014925373134325,2.9850746268656745,历史2/2次成功; 当前距低点2.99%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
46,76.16068857047274,73.45502205292702,603186,华正新材,bottom_area,2023-04-27,28.43,2023-04-27,27.84,2.1192528735632177,6.71695402298851,30.935251798561154,False,-0.5596,3.86,1,1,1,100.0,17.994186046511643,17.994186046511643,5.880747126436782,2.1192528735632177,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
47,76.03486167996523,75.70451470669963,300610,晨化股份,bottom_area,2023-04-27,11.0,2023-04-25,10.6,3.7735849056603805,5.471698113207548,27.989130434782616,False,0.0,0.9972,2,2,2,100.0,11.227356406480116,14.142857142857146,4.22641509433962,3.7735849056603805,历史2/2次成功; 当前距低点3.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
48,75.80680933024463,73.62531841426636,002385,大北农,bottom_area,2023-04-27,7.02,2023-04-25,6.85,2.4817518248175174,4.817518248175183,30.73811931243681,False,-0.9873,1.2535,1,1,1,100.0,23.353293413173663,23.353293413173663,5.5182481751824835,2.4817518248175174,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
49,75.7922058757444,70.67337031855007,300353,东土科技,bottom_area,2023-04-27,10.99,2023-04-27,10.95,0.36529680365297645,3.744292237442924,29.354838709677423,False,-0.7227,3.4969,1,1,1,100.0,21.377672209026137,21.377672209026137,7.634703196347024,0.36529680365297645,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
50,75.66776307456115,75.63046075113272,002455,百川股份,bottom_area,2023-04-27,8.11,2023-04-25,7.8,3.974358974358969,6.923076923076923,27.102803738317753,False,-1.4581,0.809,3,3,3,100.0,19.096769960597644,35.42600896860987,4.025641025641031,3.974358974358969,历史3/3次成功; 当前距低点3.97%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
51,75.4873679629509,70.84371574541098,688229,博睿数据,bottom_area,2023-04-27,56.13,2023-04-27,55.74,0.6996770721205607,6.458557588805169,28.538461538461533,False,-2.9229,4.0497,2,2,2,100.0,9.725696074440098,11.21206614573869,7.3003229278794395,0.6996770721205607,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
52,75.46164025146061,72.38110060951945,002748,世龙实业,bottom_area,2023-04-27,10.0,2023-04-26,9.82,1.8329938900203637,3.767820773930745,29.857142857142854,False,-1.088,0.5977,1,1,1,100.0,8.711433756805816,8.711433756805816,6.167006109979637,1.8329938900203637,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
53,75.01938731765719,72.10761322184186,688313,仕佳光子,bottom_area,2023-04-27,13.65,2023-04-27,13.39,1.9417475728155325,5.825242718446597,27.464788732394368,False,-1.1586,6.2267,1,1,1,100.0,8.574181117533707,8.574181117533707,6.058252427184468,1.9417475728155325,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
54,74.6068570490001,74.68838823303616,603335,迪生力,bottom_area,2023-04-27,5.13,2023-04-25,4.93,4.0567951318458455,5.679513184584184,31.14525139664805,False,0.0,0.5371,2,2,2,100.0,9.235920073358502,9.27643784786642,3.943204868154155,4.0567951318458455,历史2/2次成功; 当前距低点4.06%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
55,74.51088154160058,74.3234756431308,002795,永和智控,confirmed_rebound,2023-04-27,10.47,2023-04-25,10.08,3.869047619047625,8.432539682539678,28.763250883392228,True,-1.7824,2.2365,2,2,2,100.0,28.467226959996715,31.302270011947446,4.130952380952375,3.869047619047625,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-1.78%; 状态confirmed_rebound; 底部已确认
56,74.3429179551185,75.39220118004125,300665,飞鹿股份,bottom_area,2023-04-27,7.53,2023-04-24,7.19,4.728789986091792,5.28511821974965,30.329457364341085,False,0.534,2.1918,2,2,2,100.0,21.25721692650826,22.6044226044226,3.271210013908208,4.728789986091792,历史2/2次成功; 当前距低点4.73%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
57,74.29349681718361,70.00213026943062,002077,大港股份,bottom_area,2023-04-27,13.35,2023-04-27,13.23,0.907029478458044,4.610733182161749,28.05872756933116,False,-2.4836,2.7569,1,1,1,100.0,24.40944881889765,24.40944881889765,7.0929705215419565,0.907029478458044,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
58,74.17173482839847,71.28349254213559,002261,拓维信息,confirmed_rebound,2023-04-27,11.59,2023-04-27,11.37,1.9349164467898035,8.355321020228681,28.490566037735853,False,-7.0569,13.478,1,1,1,100.0,24.489795918367328,24.489795918367328,6.065083553210196,1.9349164467898035,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-7.06%; 状态confirmed_rebound; 底部未确认
59,74.0335947467167,68.54962476547843,002564,天沃科技,bottom_area,2023-04-27,4.17,2023-04-27,4.17,0.0,0.0,29.32203389830509,False,-9.9352,0.6459,1,1,1,100.0,27.954971857410886,27.954971857410886,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
60,73.39793176452079,68.6992180096455,605358,立昂微,bottom_area,2023-04-27,44.81,2023-04-27,44.56,0.5610412926391383,4.353680430879708,27.094240837696326,False,-1.5381,3.3444,1,1,1,100.0,13.16339869281045,13.16339869281045,7.438958707360863,0.5610412926391383,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
61,73.19835641756296,70.44430947108286,300771,智莱科技,confirmed_rebound,2023-04-27,10.17,2023-04-25,9.97,2.00601805416248,10.330992978936804,32.176870748299315,False,-1.6441,3.7894,1,1,1,100.0,10.634573304157549,10.634573304157549,5.99398194583752,2.00601805416248,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-1.64%; 状态confirmed_rebound; 底部未确认
62,72.94508230490612,70.54824326561805,000970,中科三环,bottom_area,2023-04-27,11.75,2023-04-27,11.49,2.2628372497824176,3.7423846823324607,27.140139505389975,False,-4.238,2.0155,1,1,1,100.0,14.341463414634154,14.341463414634154,5.737162750217582,2.2628372497824176,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
63,72.86661766459119,74.06858473357735,000518,四环生物,bottom_area,2023-04-27,2.81,2023-04-25,2.68,4.850746268656712,5.223880597014913,27.956989247311824,False,2.5547,0.6463,2,2,2,100.0,15.635947452229296,17.834394904458602,3.1492537313432885,4.850746268656712,历史2/2次成功; 当前距低点4.85%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
64,72.75052251987368,71.99493214292812,002403,爱仕达,bottom_area,2023-04-27,8.08,2023-04-25,7.81,3.457106274007689,4.865556978233034,28.545288197621225,False,-0.4926,0.8128,2,2,2,100.0,9.877066922933613,11.190233977619528,4.542893725992311,3.457106274007689,历史2/2次成功; 当前距低点3.46%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
65,72.46813247394938,72.80940396023769,300758,七彩化学,bottom_area,2023-04-27,10.07,2023-04-26,9.66,4.244306418219463,5.590062111801234,30.252707581227433,False,-0.1982,0.8259,2,2,2,100.0,23.905497816011056,38.59480269489894,3.7556935817805366,4.244306418219463,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
66,71.95977306486428,73.17212018328247,001266,宏英智能,bottom_area,2023-04-27,24.77,2023-04-25,23.62,4.868755292125311,6.90093141405588,28.6404833836858,False,0.0404,2.049,2,2,2,100.0,11.03700134047409,13.763753373468953,3.1312447078746892,4.868755292125311,历史2/2次成功; 当前距低点4.87%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
67,71.87523435213016,71.72391806928358,300525,博思软件,confirmed_rebound,2023-04-27,18.96,2023-04-26,18.25,3.890410958904114,10.849315068493153,32.38236383845868,True,1.3904,2.8974,1,1,1,100.0,8.946532556908405,8.946532556908405,4.109589041095886,3.890410958904114,历史1/1次成功; 当前距低点3.89%; 最新日涨幅1.39%; 状态confirmed_rebound; 底部已确认
68,71.5905106433796,71.00290043290045,002654,万润科技,confirmed_rebound,2023-04-27,6.09,2023-04-26,5.88,3.571428571428571,9.523809523809533,31.308411214953274,False,0.1645,4.566,1,1,1,100.0,10.353535353535358,10.353535353535358,4.428571428571429,3.571428571428571,历史1/1次成功; 当前距低点3.57%; 最新日涨幅0.16%; 状态confirmed_rebound; 底部未确认
69,71.05020381653176,70.31826647037175,603366,日出东方,bottom_area,2023-04-27,5.38,2023-04-25,5.2,3.4615384615384563,4.615384615384619,28.57142857142857,False,-0.738,0.7847,1,1,1,100.0,17.583732057416277,17.583732057416277,4.538461538461544,3.4615384615384563,历史1/1次成功; 当前距低点3.46%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
70,71.015148794341,70.11549677968665,688289,圣湘生物,confirmed_rebound,2023-04-27,18.58,2023-04-26,17.98,3.3370411568409226,12.45828698553948,27.058823529411757,False,-2.7734,2.8205,1,1,1,100.0,25.182530200451346,25.182530200451346,4.662958843159077,3.3370411568409226,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-2.77%; 状态confirmed_rebound; 底部未确认
71,70.93711924360464,71.23358270921526,002575,群兴玩具,bottom_area,2023-04-27,5.19,2023-04-26,4.98,4.216867469879517,5.823293172690745,28.242074927953887,False,0.9728,0.6925,1,1,1,100.0,9.290540540540537,9.290540540540537,3.7831325301204832,4.216867469879517,历史1/1次成功; 当前距低点4.22%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
72,70.85030934851504,71.40791564961103,300769,德方纳米,confirmed_rebound,2023-04-27,171.5,2023-04-26,164.26,4.407646414221362,13.040301960306842,27.279971666371527,True,-3.8515,4.1618,3,3,3,100.0,12.942739107718923,20.592193808882907,3.592353585778638,4.407646414221362,历史3/3次成功; 当前距低点4.41%; 最新日涨幅-3.85%; 状态confirmed_rebound; 底部已确认
