rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.53516412235643,89.14807729468104,688107,安路科技,bottom_area,2024-01-23,29.71,2024-01-23,29.11,2.0611473720371056,4.294057025077294,29.68599033816425,False,0.7119,0.7479,4,4,4,100.0,29.180071521105532,67.95615731785945,5.938852627962894,2.0611473720371056,历史4/4次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
12,87.09060079919938,84.62910627542182,001309,德明利,bottom_area,2024-01-23,69.45,2024-01-23,67.75,2.5092250922509267,3.5867158671586816,29.27974947807933,False,0.9888,1.7987,3,3,3,100.0,27.043760676096344,45.392,5.490774907749073,2.5092250922509267,历史3/3次成功; 当前距低点2.51%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
13,86.85715755264636,83.0452446819973,002370,亚太药业,bottom_area,2024-01-23,3.66,2024-01-23,3.6,1.666666666666668,2.77777777777778,30.367504835589937,False,-1.0811,1.767,4,4,4,100.0,14.006691838695174,15.633423180592995,6.333333333333332,1.666666666666668,历史4/4次成功; 当前距低点1.67%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
14,86.62218055371642,84.52585771344094,600343,航天动力,bottom_area,2024-01-23,8.29,2024-01-23,8.07,2.7261462205699982,3.221809169764557,28.138913624220834,False,0.6068,0.8242,3,3,3,100.0,29.147694066346975,55.72413793103447,5.273853779430001,2.7261462205699982,历史3/3次成功; 当前距低点2.73%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
15,86.09697148679695,82.87820150860261,688286,敏芯股份,bottom_area,2024-01-23,48.51,2024-01-23,47.55,2.0189274447949543,4.942166140904314,29.32520808561237,False,-1.0,2.2418,4,4,4,100.0,17.426645606102728,25.016501650165008,5.981072555205046,2.0189274447949543,历史4/4次成功; 当前距低点2.02%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
16,85.88323492835868,81.9284513771369,300658,延江股份,bottom_area,2024-01-23,5.9,2024-01-23,5.81,1.5490533562822848,6.54044750430294,29.146341463414632,False,-4.5307,4.5425,4,4,4,100.0,16.775768975593984,26.72018348623853,6.450946643717716,1.5490533562822848,历史4/4次成功; 当前距低点1.55%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
17,85.85818453158343,84.89493222864924,688320,禾川科技,bottom_area,2024-01-23,30.6,2024-01-23,29.59,3.4133153092260957,4.731328151402496,28.127277143551133,False,1.5936,2.2274,4,4,4,100.0,22.888662009057757,38.29133374308544,4.586684690773905,3.4133153092260957,历史4/4次成功; 当前距低点3.41%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
18,85.48588259419806,82.27271210566197,000679,大连友谊,bottom_area,2024-01-23,5.08,2024-01-23,4.98,2.0080321285140488,5.02008032128514,29.56152758132956,False,-1.5504,3.5427,5,5,5,100.0,14.037770745559069,24.94061757719715,5.991967871485951,2.0080321285140488,历史5/5次成功; 当前距低点2.01%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
19,85.4349806326021,80.90725446820856,300538,同益股份,confirmed_rebound,2024-01-23,14.71,2024-01-22,14.54,1.169188445667137,9.697386519944981,28.899755501222497,False,-0.7422,3.1242,3,3,3,100.0,23.295721098546444,30.150753768844226,6.830811554332864,1.169188445667137,历史3/3次成功; 当前距低点1.17%; 最新日涨幅-0.74%; 状态confirmed_rebound; 底部未确认
20,85.2981859051271,81.55469185286447,603226,菲林格尔,bottom_area,2024-01-23,5.49,2024-01-23,5.4,1.6666666666666639,6.851851851851837,28.759894459102895,False,-3.3451,1.7012,4,4,4,100.0,16.208020714325002,20.479302832244016,6.333333333333337,1.6666666666666639,历史4/4次成功; 当前距低点1.67%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
21,85.11633793683836,80.99829383886255,002657,中科金财,bottom_area,2024-01-23,14.98,2024-01-23,14.77,1.4218009478673044,3.114421123899803,31.110074626865682,False,-0.1333,2.7015,1,1,1,100.0,56.540447504302946,56.540447504302946,6.578199052132695,1.4218009478673044,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
22,84.88591384615381,82.57384615384615,002426,胜利精密,bottom_area,2024-01-23,2.0,2024-01-23,1.95,2.5641025641025665,3.076923076923068,29.090909090909093,False,0.5025,0.8667,1,1,1,100.0,51.31578947368419,51.31578947368419,5.435897435897434,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
23,84.87668282372135,84.18002058440217,002761,浙江建投,bottom_area,2024-01-23,8.99,2024-01-23,8.68,3.5714285714285774,3.917050691244238,32.60869565217392,False,2.1591,1.6315,4,4,4,100.0,20.98321358741574,43.73730534867976,4.428571428571423,3.5714285714285774,历史4/4次成功; 当前距低点3.57%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
24,84.63950055104968,81.94831022019092,300534,陇神戎发,confirmed_rebound,2024-01-23,8.38,2024-01-22,8.19,2.3199023199023356,9.157509157509159,31.1764705882353,False,0.9639,2.0572,3,3,3,100.0,20.525201664345396,26.86762778505898,5.680097680097665,2.3199023199023356,历史3/3次成功; 当前距低点2.32%; 最新日涨幅0.96%; 状态confirmed_rebound; 底部未确认
25,84.29159435151946,80.26986008836523,002164,宁波东力,bottom_area,2024-01-23,4.87,2024-01-23,4.8,1.4583333333333393,3.3333333333333366,28.143712574850298,False,-2.0121,3.26,2,2,2,100.0,29.86483918475938,45.468509984639034,6.541666666666661,1.4583333333333393,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
26,84.29136244484506,80.1020080297308,605069,正和生态,bottom_area,2024-01-23,8.26,2024-01-23,8.15,1.3496932515337352,2.6993865030674704,28.130511463844794,False,-1.0778,5.259,3,3,3,100.0,10.964024963589921,12.604042806183122,6.650306748466265,1.3496932515337352,历史3/3次成功; 当前距低点1.35%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
27,84.2102865692983,82.27628597067888,300607,拓斯达,confirmed_rebound,2024-01-23,12.15,2024-01-22,11.82,2.791878172588833,10.067681895093058,29.263913824057454,False,1.6736,2.49,3,3,3,100.0,28.074022603125986,45.9265890778872,5.208121827411167,2.791878172588833,历史3/3次成功; 当前距低点2.79%; 最新日涨幅1.67%; 状态confirmed_rebound; 底部未确认
28,84.10997239450663,83.29158051920047,688039,当虹科技,bottom_area,2024-01-23,26.38,2024-01-23,25.49,3.4915653197332315,4.864652805021585,29.934029686641022,False,1.1115,2.6659,4,4,4,100.0,15.227685205334584,17.31207289293849,4.5084346802667685,3.4915653197332315,历史4/4次成功; 当前距低点3.49%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
29,83.86070647454964,82.3022492051962,603229,奥翔药业,bottom_area,2024-01-23,10.9,2024-01-23,10.58,3.0245746691871482,3.5916824196597426,32.9531051964512,False,1.5843,0.7811,3,3,3,100.0,20.85096479001555,41.48479427549196,4.975425330812852,3.0245746691871482,历史3/3次成功; 当前距低点3.02%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
30,83.41043121323558,79.71422914539914,000837,秦川机床,confirmed_rebound,2024-01-23,8.04,2024-01-22,7.91,1.6434892541087105,8.59671302149178,27.431192660550458,False,0.7519,2.256,2,2,2,100.0,16.889164756811816,21.915584415584412,6.356510745891289,1.6434892541087105,历史2/2次成功; 当前距低点1.64%; 最新日涨幅0.75%; 状态confirmed_rebound; 底部未确认
31,83.21851302105146,79.9177251184834,300636,同和药业,bottom_area,2024-01-23,8.6,2024-01-23,8.44,1.8957345971564,3.31753554502371,29.9585062240664,False,-0.6928,1.0403,1,1,1,100.0,122.63187748156552,122.63187748156552,6.1042654028436,1.8957345971564,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
32,83.0708609662338,80.75376623376626,002577,雷柏科技,confirmed_rebound,2024-01-23,15.0,2024-01-22,14.63,2.5290498974709448,10.731373889268616,28.634146341463413,False,0.0667,2.4463,1,1,1,100.0,50.0,50.0,5.470950102529056,2.5290498974709448,历史1/1次成功; 当前距低点2.53%; 最新日涨幅0.07%; 状态confirmed_rebound; 底部未确认
33,82.82129604004764,81.3805488850772,300580,贝斯特,bottom_area,2024-01-23,24.04,2024-01-23,23.32,3.0874785591766676,4.2024013722126945,27.779498296686278,False,1.1785,1.4289,1,1,1,100.0,53.89266817838245,53.89266817838245,4.912521440823332,3.0874785591766676,历史1/1次成功; 当前距低点3.09%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
34,82.78904337263238,80.34056889211092,000701,厦门信达,bottom_area,2024-01-23,4.62,2024-01-23,4.51,2.43902439024391,3.5476718403547705,27.72435897435898,False,0.4348,3.2142,2,2,2,100.0,19.793250010037795,30.161579892280066,5.56097560975609,2.43902439024391,历史2/2次成功; 当前距低点2.44%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
35,82.70139732637536,78.83672063807484,002347,泰尔股份,bottom_area,2024-01-23,4.7,2024-01-23,4.63,1.5118790496760321,3.887688984881203,31.50887573964497,False,-0.4237,7.2668,2,2,2,100.0,22.816155222237516,29.585798816568047,6.488120950323968,1.5118790496760321,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
36,82.67115660380657,78.75352662479841,300507,苏奥传感,bottom_area,2024-01-23,5.5,2024-01-23,5.42,1.4760147601476028,2.583025830258297,27.052489905787347,False,-0.5425,1.6861,2,2,2,100.0,21.92924880610189,33.6283185840708,6.523985239852398,1.4760147601476028,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
37,82.6617705907512,80.18004076989098,002213,大为股份,bottom_area,2024-01-23,11.45,2024-01-23,11.18,2.4150268336314813,3.3094812164579697,27.07110241356817,False,0.0,1.6097,2,2,2,100.0,18.636031992315928,20.248254460822338,5.584973166368519,2.4150268336314813,历史2/2次成功; 当前距低点2.42%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
38,82.3591548250586,81.11079627714581,000029,深深房A,bottom_area,2024-01-23,9.98,2024-01-23,9.67,3.205791106515,3.826266804550147,27.727952167414056,False,1.1145,0.4363,1,1,1,100.0,52.42165242165242,52.42165242165242,4.794208893485,3.205791106515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
39,82.34641505529923,81.03470643973709,603033,三维股份,bottom_area,2024-01-23,13.69,2024-01-23,13.27,3.165033911077618,4.6721929163526825,29.862579281183944,False,1.7088,0.2694,3,3,3,100.0,15.757977188140112,24.922480620155024,4.834966088922382,3.165033911077618,历史3/3次成功; 当前距低点3.17%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
40,82.17202085484669,81.36993074632264,002036,联创电子,confirmed_rebound,2024-01-23,7.71,2024-01-22,7.45,3.489932885906037,10.469798657718124,27.45861733203505,False,2.2546,2.4773,4,4,4,100.0,15.091278097787045,22.210743801652896,4.510067114093963,3.489932885906037,历史4/4次成功; 当前距低点3.49%; 最新日涨幅2.25%; 状态confirmed_rebound; 底部未确认
41,82.01880288903104,78.055694110761,300375,鹏翎股份,bottom_area,2024-01-23,4.27,2024-01-23,4.21,1.4251781472683993,2.8503562945368195,31.87702265372168,False,0.0,2.8883,1,1,1,100.0,11.74785100286532,11.74785100286532,6.574821852731601,1.4251781472683993,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
42,81.9649551730286,79.23510343427125,603289,泰瑞机器,bottom_area,2024-01-23,8.22,2024-01-23,8.04,2.2388059701492726,3.9800995024875663,30.32928942807626,False,-2.0262,2.134,2,2,2,100.0,33.86871530221285,40.702947845804985,5.761194029850728,2.2388059701492726,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
43,81.83164239799423,81.8991352307832,688083,中望软件,bottom_area,2024-01-23,76.69,2024-01-23,73.71,4.042870709537382,4.46343779677114,27.493606138107417,False,2.1172,1.3251,4,4,4,100.0,14.499357250152812,21.52777777777778,3.957129290462618,4.042870709537382,历史4/4次成功; 当前距低点4.04%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
44,81.8076884258901,80.0472859617122,000795,英洛华,bottom_area,2024-01-23,5.02,2024-01-23,4.88,2.868852459016387,3.2786885245901667,27.272727272727277,False,0.4,0.8955,2,2,2,100.0,23.485320259513813,36.40552995391707,5.131147540983613,2.868852459016387,历史2/2次成功; 当前距低点2.87%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
45,81.80473204455193,79.97431893448366,300762,上海瀚讯,bottom_area,2024-01-23,11.29,2024-01-23,10.98,2.823315118397074,3.8251366120218573,28.515624999999993,False,1.5288,2.607,2,2,2,100.0,22.534824754994467,32.580961727183514,5.1766848816029265,2.823315118397074,历史2/2次成功; 当前距低点2.82%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
46,81.78089821873306,79.52487344028523,300365,恒华科技,bottom_area,2024-01-23,5.64,2024-01-23,5.5,2.5454545454545396,3.0909090909090895,28.84864165588616,False,1.6216,2.4341,2,2,2,100.0,16.712418300653603,19.111111111111114,5.45454545454546,2.5454545454545396,历史2/2次成功; 当前距低点2.55%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
47,81.76809261977755,81.48732189437794,600992,贵绳股份,bottom_area,2024-01-23,12.77,2024-01-23,12.3,3.8211382113821046,4.471544715447146,29.3103448275862,False,0.0,2.1582,3,3,3,100.0,26.23396245338246,61.79906542056074,4.178861788617896,3.8211382113821046,历史3/3次成功; 当前距低点3.82%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
48,81.75275287904867,76.63596882903978,688115,思林杰,bottom_area,2024-01-23,25.15,2024-01-23,24.99,0.6402561024409771,3.641456582633054,28.94512368495878,False,-3.4549,3.5244,4,4,4,100.0,17.02017603551187,23.658728081654015,7.3597438975590235,0.6402561024409771,历史4/4次成功; 当前距低点0.64%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
49,81.4743161748559,79.06171137415987,688246,嘉和美康,bottom_area,2024-01-23,25.22,2024-01-23,24.62,2.4370430544272863,4.630381803411862,29.677235075692654,False,-0.5912,1.1168,2,2,2,100.0,35.36650289383915,58.0508474576271,5.562956945572714,2.4370430544272863,历史2/2次成功; 当前距低点2.44%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
50,81.45042473572893,78.74616615178472,002676,顺威股份,bottom_area,2024-01-23,4.1,2024-01-23,4.01,2.244389027431418,3.740648379052378,31.217838765008583,False,-1.4423,1.6978,2,2,2,100.0,31.308457711442777,39.33333333333333,5.755610972568583,2.244389027431418,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
51,81.43780222898657,79.4311212705721,000561,烽火电子,bottom_area,2024-01-23,6.84,2024-01-23,6.66,2.702702702702698,3.3033033033032995,27.13347921225383,False,0.885,1.2827,2,2,2,100.0,18.135932434055153,22.65060240963854,5.297297297297302,2.702702702702698,历史2/2次成功; 当前距低点2.70%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
52,81.40774555914847,78.9744778628341,002151,北斗星通,bottom_area,2024-01-23,26.64,2024-01-23,26.01,2.4221453287197194,3.344867358708179,28.641975308641975,False,0.9091,1.1087,1,1,1,100.0,28.90843662534986,28.90843662534986,5.577854671280281,2.4221453287197194,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
53,81.35156704938711,78.46396285060675,300421,力星股份,bottom_area,2024-01-23,9.63,2024-01-23,9.43,2.1208907741251437,5.514316012725341,28.015267175572518,False,-2.0346,5.4919,2,2,2,100.0,28.27738610544126,43.59974009096816,5.879109225874856,2.1208907741251437,历史2/2次成功; 当前距低点2.12%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
54,81.1331004647597,79.32221971713491,300682,朗新科技,bottom_area,2024-01-23,12.37,2024-01-23,12.03,2.8262676641729,4.073150457190359,27.311178247734148,False,0.6509,1.4443,2,2,2,100.0,19.0651074809093,21.503593145384194,5.1737323358271,2.8262676641729,历史2/2次成功; 当前距低点2.83%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
55,81.05477740884622,78.6452821204288,603353,和顺石油,bottom_area,2024-01-23,21.49,2024-01-23,20.98,2.430886558627255,3.1458531935176364,27.051460361613355,False,1.177,1.1989,4,5,4,80.0,20.579050936015864,27.079174983366617,5.569113441372746,2.430886558627255,历史4/5次成功; 当前距低点2.43%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
56,81.0348547851195,77.77593133016853,688155,先惠技术,confirmed_rebound,2024-01-23,45.86,2024-01-22,45.02,1.865837405597504,11.594846734784536,27.79470729751403,False,-0.7574,0.4686,2,2,2,100.0,31.66688502650995,38.11460912628228,6.134162594402497,1.865837405597504,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-0.76%; 状态confirmed_rebound; 底部未确认
57,80.97955673756093,80.13455266725596,000670,盈方微,bottom_area,2024-01-23,5.69,2024-01-23,5.5,3.4545454545454617,4.363636363636368,30.90452261306533,False,0.708,1.5876,3,3,3,100.0,14.467291954944098,23.28519855595668,4.545454545454539,3.4545454545454617,历史3/3次成功; 当前距低点3.45%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
58,80.88479150136953,79.1808390976868,603078,江化微,bottom_area,2024-01-23,13.16,2024-01-23,12.79,2.8928850664581782,3.362001563721669,32.613277133825086,False,1.3087,1.4687,2,2,2,100.0,19.12159703877122,24.563540397888758,5.107114933541822,2.8928850664581782,历史2/2次成功; 当前距低点2.89%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
59,80.8272741018774,76.37950040393655,000989,九芝堂,bottom_area,2024-01-23,8.6,2024-01-23,8.51,1.057579318448882,3.6427732079906052,27.2027373823781,False,-0.578,2.0475,1,1,1,100.0,20.703125,20.703125,6.942420681551117,1.057579318448882,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
60,80.81540793210482,77.18233949770115,600386,北巴传媒,bottom_area,2024-01-23,3.79,2024-01-23,3.73,1.6085790884718514,2.949061662198388,29.62264150943396,False,-0.5249,1.7826,2,2,2,100.0,15.106988276435352,16.708229426433917,6.391420911528149,1.6085790884718514,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
61,80.80283759328884,80.09552906972945,603160,汇顶科技,bottom_area,2024-01-23,58.16,2024-01-23,56.17,3.5428164500623014,4.3261527505786,29.7875,False,2.3763,0.9055,3,3,3,100.0,15.339519225115597,20.747474747474755,4.457183549937699,3.5428164500623014,历史3/3次成功; 当前距低点3.54%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
62,80.79857097016708,80.44752721504686,000868,安凯客车,bottom_area,2024-01-23,4.4,2024-01-23,4.24,3.7735849056603805,4.481132075471686,29.568106312292354,False,-0.9009,2.2113,5,5,5,100.0,25.867208601895335,69.53846153846153,4.22641509433962,3.7735849056603805,历史5/5次成功; 当前距低点3.77%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
63,80.63543188045844,77.58557764307363,002609,捷顺科技,confirmed_rebound,2024-01-23,8.69,2024-01-22,8.52,1.995305164319248,8.802816901408452,31.345688960515716,False,1.1641,2.6287,1,1,1,100.0,26.42405063291139,26.42405063291139,6.004694835680752,1.995305164319248,历史1/1次成功; 当前距低点2.00%; 最新日涨幅1.16%; 状态confirmed_rebound; 底部未确认
64,80.62838243235436,78.56577702014587,002467,二六三,bottom_area,2024-01-23,3.87,2024-01-23,3.77,2.6525198938992065,3.183023872679048,27.220077220077215,False,1.0444,1.6452,2,2,2,100.0,12.868399882989609,13.91509433962264,5.347480106100794,2.6525198938992065,历史2/2次成功; 当前距低点2.65%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
65,80.47816358713523,77.132149226331,000536,华映科技,bottom_area,2024-01-23,2.84,2024-01-23,2.79,1.7921146953404954,3.9426523297490994,30.76923076923077,False,0.0,2.0035,1,1,1,100.0,11.280487804878053,11.280487804878053,6.207885304659505,1.7921146953404954,历史1/1次成功; 当前距低点1.79%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
66,80.44627524837286,77.17003131943233,002313,日海智能,bottom_area,2024-01-23,8.31,2024-01-23,8.16,1.8382352941176512,4.289215686274506,30.017152658662095,False,-1.0714,2.2184,2,2,2,100.0,17.855955860325707,20.08238928939237,6.161764705882349,1.8382352941176512,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
67,80.38383308912657,77.82355104742153,002009,天奇股份,bottom_area,2024-01-23,11.04,2024-01-23,10.79,2.3169601482854496,4.170528266913819,31.098339719029376,False,-0.6301,2.7288,2,2,2,100.0,27.237742932862197,44.78798586572438,5.68303985171455,2.3169601482854496,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
68,80.33903086680756,79.91999999999997,002337,赛象科技,bottom_area,2024-01-23,4.73,2024-01-23,4.56,3.728070175438615,3.947368421052645,28.971962616822434,False,0.6383,2.6183,1,1,1,100.0,60.465116279069754,60.465116279069754,4.2719298245613855,3.728070175438615,历史1/1次成功; 当前距低点3.73%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
69,80.27408115005001,78.8684173107828,688220,翱捷科技,bottom_area,2024-01-23,53.19,2024-01-23,51.6,3.0813953488372023,4.224806201550387,27.067137809187276,False,1.7406,0.9766,2,2,2,100.0,19.752681215761463,25.180102915951984,4.918604651162798,3.0813953488372023,历史2/2次成功; 当前距低点3.08%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
70,80.16417706161874,78.52234618680376,002185,华天科技,bottom_area,2024-01-23,7.04,2024-01-23,6.84,2.9239766081871372,3.654970760233918,27.078891257995743,False,1.0043,0.4742,2,2,2,100.0,15.962434696077615,19.40874035989716,5.076023391812863,2.9239766081871372,历史2/2次成功; 当前距低点2.92%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
71,80.14362193817072,76.83678517397881,688280,精进电动,bottom_area,2024-01-23,6.19,2024-01-23,6.08,1.8092105263157947,5.09868421052631,32.44444444444444,False,-0.4823,0.9924,1,1,1,100.0,32.37518910741301,32.37518910741301,6.190789473684205,1.8092105263157947,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
72,80.10403330476231,78.67673783767,002279,久其软件,bottom_area,2024-01-23,5.38,2024-01-23,5.22,3.065134099616861,3.6398467432950268,28.785811732605733,False,1.5094,1.8459,2,2,2,100.0,18.522814972023927,25.915492957746476,4.93486590038314,3.065134099616861,历史2/2次成功; 当前距低点3.07%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
