rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.6194894488065,89.98884559323686,603215,比依股份,bottom_area,2024-07-17,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,0.0,0.8996,4,4,4,100.0,25.48935218430281,36.01562499999999,6.608695652173912,1.3913043478260883,历史4/4次成功; 当前距低点1.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
73,74.17989514809649,75.3860723049761,000597,东北制药,bottom_area,2024-07-17,3.9,2024-07-09,3.72,4.838709677419347,7.258064516129033,29.00763358778626,True,0.2571,0.4783,2,2,2,100.0,13.378120266087073,16.59751037344398,3.161290322580653,4.838709677419347,历史2/2次成功; 当前距低点4.84%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
74,73.74921151154085,72.131065008785,002335,科华数据,bottom_area,2024-07-17,19.15,2024-07-10,18.62,2.8464017185821566,7.733619763694939,32.24163027656477,True,-0.6743,1.7414,1,1,1,100.0,10.596026490066222,10.596026490066222,5.153598281417843,2.8464017185821566,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-0.67%; 状态bottom_area; 底部已确认
75,73.71845606771737,73.3103665521191,002320,海峡股份,bottom_area,2024-07-17,5.03,2024-07-09,4.85,3.7113402061855796,4.536082474226818,27.28635682158921,False,0.8016,0.5404,1,1,1,100.0,14.259259259259249,14.259259259259249,4.28865979381442,3.7113402061855796,历史1/1次成功; 当前距低点3.71%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
76,73.22669331379707,73.16726812141418,002557,洽洽食品,bottom_area,2024-07-17,27.58,2024-07-09,26.53,3.957783641160939,4.1462495288352725,31.001300390117038,False,1.4717,1.0698,1,1,1,100.0,16.510832383124292,16.510832383124292,4.042216358839061,3.957783641160939,历史1/1次成功; 当前距低点3.96%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
77,72.432429595907,68.13013757496913,603010,万盛股份,bottom_area,2024-07-17,8.64,2024-07-09,8.57,0.8168028004667477,5.834305717619603,27.18776550552251,False,-0.9174,0.1944,1,1,1,100.0,13.238967527060783,13.238967527060783,7.183197199533252,0.8168028004667477,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
78,72.10369170235414,67.19231702870239,600131,国网信通,bottom_area,2024-07-17,15.06,2024-07-17,15.01,0.3331112591605644,3.997335109926713,27.312348668280865,False,-3.2134,0.7972,1,1,1,100.0,12.482853223593954,12.482853223593954,7.666888740839435,0.3331112591605644,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
79,70.54955623249293,70.596490187188,002121,科陆电子,confirmed_rebound,2024-07-17,3.61,2024-07-09,3.47,4.0345821325648314,9.221902017291061,30.18108651911468,True,-1.6349,0.4261,2,2,2,100.0,10.458803491590388,11.826697892271683,3.9654178674351686,4.0345821325648314,历史2/2次成功; 当前距低点4.03%; 最新日涨幅-1.63%; 状态confirmed_rebound; 底部已确认
80,70.44980666824611,69.63497354497356,002060,广东建工,bottom_area,2024-07-17,3.35,2024-07-09,3.24,3.3950617283950573,6.48148148148148,27.67857142857143,False,-0.2976,0.5547,1,1,1,100.0,13.095238095238093,13.095238095238093,4.604938271604943,3.3950617283950573,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
81,69.60148120007084,70.7992316421896,600287,苏豪时尚,bottom_area,2024-07-17,2.79,2024-07-16,2.66,4.887218045112777,6.766917293233071,29.066666666666663,False,-0.3571,6.465,2,2,2,100.0,20.978971962616825,28.499999999999993,3.1127819548872226,4.887218045112777,历史2/2次成功; 当前距低点4.89%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
82,69.58828484545711,70.93190903010034,600976,健民集团,bottom_area,2024-07-17,47.09,2024-07-10,44.85,4.9944258639910855,6.778149386845037,32.859281437125745,False,0.6197,0.8494,1,1,1,100.0,17.200000000000006,17.200000000000006,3.005574136008915,4.9944258639910855,历史1/1次成功; 当前距低点4.99%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
83,69.51266872110942,68.85909090909092,002438,江苏神通,confirmed_rebound,2024-07-17,10.62,2024-07-09,10.26,3.5087719298245554,9.356725146198839,28.401953942777393,True,-1.4842,0.6056,1,1,1,100.0,11.33919843597263,11.33919843597263,4.491228070175445,3.5087719298245554,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.48%; 状态confirmed_rebound; 底部已确认
84,69.33529655214653,69.26443779225677,000526,学大教育,bottom_area,2024-07-17,50.83,2024-07-12,48.9,3.94683026584867,7.750511247443762,27.737549874390428,True,-2.1747,1.233,1,1,1,100.0,8.673176335439411,8.673176335439411,4.05316973415133,3.94683026584867,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-2.17%; 状态bottom_area; 底部已确认
85,68.81912487820887,68.48431268287038,002573,清新环境,confirmed_rebound,2024-07-17,3.6,2024-07-10,3.47,3.7463976945244926,8.64553314121037,28.453608247422675,True,-0.277,0.3233,1,1,1,100.0,12.237093690248559,12.237093690248559,4.253602305475508,3.7463976945244926,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-0.28%; 状态confirmed_rebound; 底部已确认
86,68.6792401238306,69.3402820514987,603190,亚通精工,confirmed_rebound,2024-07-17,22.07,2024-07-09,21.12,4.498106060606057,10.321969696969695,30.43478260869565,True,-2.5607,2.5035,2,2,2,100.0,9.386902525164045,9.45010183299389,3.501893939393943,4.498106060606057,历史2/2次成功; 当前距低点4.50%; 最新日涨幅-2.56%; 状态confirmed_rebound; 底部已确认
87,67.56799077125622,63.37167323697772,600141,兴发集团,bottom_area,2024-07-17,18.11,2024-07-08,17.99,0.6670372429127349,6.7259588660366925,27.547321788159486,False,-1.683,0.7339,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,7.332962757087265,0.6670372429127349,历史2/3次成功; 当前距低点0.67%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
88,66.24767035940799,64.82454545454543,600058,五矿发展,bottom_area,2024-07-17,6.45,2024-07-09,6.27,2.8708133971291963,5.263157894736844,28.91156462585035,False,0.624,0.2931,1,2,1,50.0,99.54954954954954,99.54954954954954,5.129186602870804,2.8708133971291963,历史1/2次成功; 当前距低点2.87%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
89,65.27115660284794,66.26916005790937,002136,安纳达,confirmed_rebound,2024-07-17,9.19,2024-06-24,8.77,4.789053591790193,11.288483466362603,27.818930041152267,True,-0.6486,0.6137,1,1,1,100.0,13.108614232209742,13.108614232209742,3.2109464082098076,4.789053591790193,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-0.65%; 状态confirmed_rebound; 底部已确认
90,62.873212984062704,60.1333617975264,601636,旗滨集团,bottom_area,2024-07-17,6.04,2024-07-16,5.94,1.6835016835016776,3.3670033670033552,30.60747663551402,False,0.3322,0.5497,1,2,1,50.0,10.224438902743147,10.224438902743147,6.316498316498323,1.6835016835016776,历史1/2次成功; 当前距低点1.68%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
91,61.33375886224713,61.04648130317338,002623,亚玛顿,confirmed_rebound,2024-07-17,15.47,2024-07-09,14.91,3.7558685446009425,9.523809523809511,27.831558567279767,True,-0.3222,0.4104,2,3,2,66.66666666666666,11.253736119337951,11.601884570082444,4.2441314553990575,3.7558685446009425,历史2/3次成功; 当前距低点3.76%; 最新日涨幅-0.32%; 状态confirmed_rebound; 底部已确认
92,59.61641982511176,55.79739792283755,002833,弘亚数控,bottom_area,2024-07-17,16.2,2024-07-17,16.11,0.5586592178770942,2.9795158286778425,28.272484416740877,False,-1.9964,1.2252,1,2,1,50.0,35.43624161073825,35.43624161073825,7.441340782122905,0.5586592178770942,历史1/2次成功; 当前距低点0.56%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
93,55.491571001269214,54.62554859746251,601966,玲珑轮胎,confirmed_rebound,2024-07-17,17.51,2024-07-05,16.97,3.182086034177977,9.310548025928119,31.434343434343436,True,-1.5186,0.8429,1,2,1,50.0,22.476907287033857,22.476907287033857,4.817913965822023,3.182086034177977,历史1/2次成功; 当前距低点3.18%; 最新日涨幅-1.52%; 状态confirmed_rebound; 底部已确认
