rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.40164569803733,86.78574497973766,603032,德新科技,bottom_area,2024-01-30,16.82,2024-01-30,16.51,1.877649909145964,6.8443367655966005,30.630252100840334,False,0.1787,4.3795,4,4,4,100.0,14.23003641177667,25.53191489361702,6.122350090854036,1.877649909145964,历史4/4次成功; 当前距低点1.88%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
26,75.1686276975786,71.45184985745962,601133,柏诚股份,confirmed_rebound,2024-01-30,11.15,2024-01-24,11.0,1.3636363636363669,8.545454545454541,30.37974683544304,True,-3.7133,1.9811,1,1,1,100.0,9.198606271777006,9.198606271777006,6.636363636363633,1.3636363636363669,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-3.71%; 状态confirmed_rebound; 底部已确认
27,75.12358534909875,70.06810543964231,002384,东山精密,bottom_area,2024-01-30,13.25,2024-01-30,13.2,0.37878787878788417,3.9393939393939497,27.750410509031205,False,-2.6451,1.9558,1,1,1,100.0,18.28893442622951,18.28893442622951,7.621212121212116,0.37878787878788417,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
28,74.65603028267896,69.24116204243593,002304,洋河股份,bottom_area,2024-01-30,92.6,2024-01-24,92.52,0.08646779074794456,5.544747081712073,27.53759398496241,False,-3.2696,0.447,1,1,1,100.0,20.474777448071226,20.474777448071226,7.913532209252056,0.08646779074794456,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
29,73.28102877406236,73.17058261162973,601069,西部黄金,confirmed_rebound,2024-01-30,10.6,2024-01-24,10.2,3.921568627450984,8.921568627450982,27.246790299572044,True,-2.3041,0.424,1,1,1,100.0,39.579349904397695,39.579349904397695,4.078431372549017,3.921568627450984,历史1/1次成功; 当前距低点3.92%; 最新日涨幅-2.30%; 状态confirmed_rebound; 底部已确认
30,73.26167279288954,67.94927493438321,605180,华生科技,bottom_area,2024-01-30,11.44,2024-01-30,11.43,0.08748906386701476,4.461942257217847,32.84371327849589,False,-3.2149,9.7041,1,1,1,100.0,13.541666666666663,13.541666666666663,7.9125109361329855,0.08748906386701476,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
31,72.91499837222723,68.46247482936764,603035,常熟汽饰,bottom_area,2024-01-30,13.9,2024-01-30,13.8,0.7246376811594177,5.362318840579698,27.786499215070638,False,-4.0718,2.2789,1,1,1,100.0,24.111014744145717,24.111014744145717,7.275362318840582,0.7246376811594177,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
32,72.17319454538583,71.7766788769098,002467,二六三,confirmed_rebound,2024-01-30,3.91,2024-01-23,3.77,3.713527851458889,11.140583554376668,27.220077220077215,True,-2.005,1.1129,2,2,2,100.0,12.868399882989609,13.91509433962264,4.286472148541111,3.713527851458889,历史2/2次成功; 当前距低点3.71%; 最新日涨幅-2.00%; 状态confirmed_rebound; 底部已确认
33,72.04948380895442,66.92211423271819,688157,松井股份,bottom_area,2024-01-30,36.89,2024-01-30,36.83,0.1629106706489337,6.923703502579431,31.897189349112427,False,-4.7262,0.8111,1,1,1,100.0,8.943820224719094,8.943820224719094,7.837089329351067,0.1629106706489337,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
34,71.59036543002482,66.60489046087423,600305,恒顺醋业,bottom_area,2024-01-30,8.08,2024-01-23,8.06,0.24813895781637188,5.583126550868477,29.4838145231846,False,-3.1175,0.4303,1,1,1,100.0,8.283049917718035,8.283049917718035,7.751861042183627,0.24813895781637188,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
35,71.53462986525166,66.79557399731347,002635,安洁科技,bottom_area,2024-01-30,11.49,2024-01-30,11.44,0.43706293706294325,4.982517482517485,32.50737463126844,False,-3.5264,2.1842,1,1,1,100.0,11.624072547403118,11.624072547403118,7.562937062937057,0.43706293706294325,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
36,70.88409446394111,70.73529670831566,000021,深科技,confirmed_rebound,2024-01-30,12.55,2024-01-23,12.08,3.8907284768211974,11.175496688741719,32.13483146067416,True,-2.1061,1.3463,1,1,1,100.0,26.108374384236456,26.108374384236456,4.109271523178803,3.8907284768211974,历史1/1次成功; 当前距低点3.89%; 最新日涨幅-2.11%; 状态confirmed_rebound; 底部已确认
37,70.41421967861514,65.19835155427327,002824,和胜股份,bottom_area,2024-01-30,14.86,2024-01-30,14.86,0.0,4.643337819650076,28.212560386473427,False,-3.5065,1.1382,3,4,3,75.0,14.104040614372417,19.06976744186047,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
38,69.15882215179236,69.39632830213122,600318,新力金融,bottom_area,2024-01-30,7.48,2024-01-30,7.18,4.1782729805014025,6.406685236768802,32.77153558052434,False,-6.2657,22.8395,1,1,1,100.0,31.627906976744185,31.627906976744185,3.8217270194985975,4.1782729805014025,历史1/1次成功; 当前距低点4.18%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
39,69.0321150641986,68.49934240107912,000989,九芝堂,confirmed_rebound,2024-01-30,8.64,2024-01-24,8.34,3.597122302158282,10.91127098321343,28.65697177074422,True,-4.1065,1.1729,1,1,1,100.0,20.703125,20.703125,4.402877697841718,3.597122302158282,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-4.11%; 状态confirmed_rebound; 底部已确认
40,68.14556429058709,67.52490980050585,300350,华鹏飞,confirmed_rebound,2024-01-30,4.7,2024-01-30,4.54,3.524229074889871,8.590308370044045,31.10773899848255,False,-6.3745,10.1554,1,1,1,100.0,23.76425855513308,23.76425855513308,4.47577092511013,3.524229074889871,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-6.37%; 状态confirmed_rebound; 底部未确认
41,67.89407194347979,63.25284414387803,300530,领湃科技,bottom_area,2024-01-30,18.84,2024-01-30,18.78,0.31948881789136696,5.697550585729501,30.95588235294117,False,-3.3846,1.394,3,5,3,60.0,27.802573379948058,34.07510431154381,7.680511182108633,0.31948881789136696,历史3/5次成功; 当前距低点0.32%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
42,66.83718222700023,67.4663159710245,002330,得利斯,confirmed_rebound,2024-01-30,4.89,2024-01-23,4.68,4.487179487179486,10.683760683760685,29.198184568835106,True,-2.3952,0.9853,1,1,1,100.0,15.844544095665164,15.844544095665164,3.5128205128205137,4.487179487179486,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.40%; 状态confirmed_rebound; 底部已确认
43,65.2304513272303,65.91517806052327,001201,东瑞股份,confirmed_rebound,2024-01-30,19.33,2024-01-24,18.49,4.542996214169821,11.303407247160628,29.2113323124043,True,-3.9264,1.2788,1,1,1,100.0,18.4043517679057,18.4043517679057,3.457003785830179,4.542996214169821,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-3.93%; 状态confirmed_rebound; 底部已确认
44,63.59396268921636,58.88329878631144,605255,天普股份,bottom_area,2024-01-30,15.75,2024-01-30,15.75,0.0,4.444444444444439,28.40909090909091,False,-10.0,4.368,2,3,2,66.66666666666666,14.874366234649367,16.069142125480155,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
45,60.60436182633363,57.396253360363644,002007,华兰生物,bottom_area,2024-01-30,18.12,2024-01-23,17.91,1.1725293132328356,6.923506420993849,27.046843177189412,False,-2.5282,0.4593,1,2,1,50.0,11.718388142658643,11.718388142658643,6.827470686767165,1.1725293132328356,历史1/2次成功; 当前距低点1.17%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
