rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.3395763381695,79.88044231830769,300449,汉邦高科,bottom_area,2024-04-15,3.9,2024-04-15,3.82,2.094240837696337,12.56544502617801,30.291970802919714,False,-9.3023,3.9077,2,2,2,100.0,45.78124423793193,71.7557251908397,12.905759162303662,2.094240837696337,历史2/2次成功; 当前距低点2.09%; 最新日涨幅-9.30%; 状态bottom_area; 底部未确认
27,73.97872822568392,66.71831914831375,605218,伟时电子,bottom_area,2024-04-15,17.23,2024-04-15,16.9,1.952662721893502,10.355029585798817,27.467811158798295,False,-7.6139,3.6176,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,13.047337278106497,1.952662721893502,历史2/3次成功; 当前距低点1.95%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
28,72.76543651324354,65.81647418635086,688220,翱捷科技,bottom_area,2024-04-15,37.27,2024-04-15,36.5,2.109589041095899,4.767123287671239,32.656826568265686,False,-0.983,1.2986,2,4,2,50.0,35.14159784972857,45.103092783505154,12.8904109589041,2.109589041095899,历史2/4次成功; 当前距低点2.11%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
29,72.03285707242662,64.90193255718042,002410,广联达,bottom_area,2024-04-15,10.18,2024-04-15,9.99,1.9019019019018968,5.405405405405396,29.697396199859256,False,-1.3566,2.2775,2,4,2,50.0,27.678865018907224,39.688715953307394,13.098098098098102,1.9019019019018968,历史2/4次成功; 当前距低点1.90%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
30,71.78082615812075,64.13943644134874,300474,景嘉微,bottom_area,2024-04-15,64.09,2024-04-15,63.17,1.456387525724239,6.0471742915941,32.286418694393824,False,-4.0282,3.5535,2,5,2,40.0,56.74256339264612,59.857142857142854,13.54361247427576,1.456387525724239,历史2/5次成功; 当前距低点1.46%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
31,71.65244996205386,65.76284570789316,002235,安妮股份,bottom_area,2024-04-15,4.98,2024-04-15,4.84,2.892561983471086,8.677685950413222,30.35971223021583,False,-5.6818,5.2206,2,3,2,66.66666666666666,35.221614857744996,46.16438356164384,12.107438016528913,2.892561983471086,历史2/3次成功; 当前距低点2.89%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
32,71.42067564302755,64.84903944420624,688071,华依科技,bottom_area,2024-04-15,24.3,2024-04-15,23.75,2.3157894736842133,11.747368421052629,32.45164960182024,False,-8.059,5.7083,3,5,3,60.0,21.016341097882982,29.494190020505805,12.684210526315788,2.3157894736842133,历史3/5次成功; 当前距低点2.32%; 最新日涨幅-8.06%; 状态bottom_area; 底部未确认
33,71.13544684097701,66.36487279221069,688276,百克生物,bottom_area,2024-04-15,41.56,2024-04-15,40.05,3.7702871410736707,4.569288389513122,27.445652173913054,False,2.4908,1.2886,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,11.229712858926328,3.7702871410736707,历史2/3次成功; 当前距低点3.77%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
34,70.85903087514065,63.866150223822146,002405,四维图新,bottom_area,2024-04-15,6.9,2024-04-15,6.77,1.9202363367799231,6.942392909896612,27.125941872981695,False,-3.8997,2.3924,2,4,2,50.0,32.54994124559342,41.62162162162163,13.079763663220076,1.9202363367799231,历史2/4次成功; 当前距低点1.92%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
35,68.70479464570843,62.39254163763397,300473,德尔股份,confirmed_rebound,2024-04-15,14.53,2024-04-15,14.2,2.323943661971832,15.211267605633804,27.84552845528456,False,-10.4744,6.5101,2,3,2,66.66666666666666,20.34659419496271,21.37137137137137,12.676056338028168,2.323943661971832,历史2/3次成功; 当前距低点2.32%; 最新日涨幅-10.47%; 状态confirmed_rebound; 底部未确认
36,68.64220036502698,61.8660484681083,603131,上海沪工,bottom_area,2024-04-15,12.75,2024-04-15,12.51,1.9184652278177474,8.153477218225417,29.640044994375707,False,-4.6372,3.6404,2,4,2,50.0,21.77499563189656,23.708721422523276,13.081534772182252,1.9184652278177474,历史2/4次成功; 当前距低点1.92%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
37,67.8228814685582,63.00608347258366,603000,人民网,bottom_area,2024-04-15,23.97,2024-04-11,23.15,3.5421166306695477,7.818574514038887,27.588364091335627,False,-0.2082,2.4107,2,4,2,50.0,37.591985970485084,48.493150684931514,11.457883369330451,3.5421166306695477,历史2/4次成功; 当前距低点3.54%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
38,67.80882657686587,61.19660774051289,002156,通富微电,bottom_area,2024-04-15,20.5,2024-04-15,20.1,1.9900497512437738,5.721393034825863,27.173913043478258,False,-3.9363,4.6008,2,4,2,50.0,19.053339641659626,21.92170818505337,13.009950248756224,1.9900497512437738,历史2/4次成功; 当前距低点1.99%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
39,67.62120084796858,61.639442173945305,000980,众泰汽车,bottom_area,2024-04-15,2.03,2024-04-15,1.98,2.525252525252516,6.060606060606066,30.28169014084507,False,-4.2453,2.2142,3,6,3,50.0,27.99472006194104,43.49775784753364,12.474747474747483,2.525252525252516,历史3/6次成功; 当前距低点2.53%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
40,67.35559907439097,60.443051226895214,002309,中利集团,bottom_area,2024-04-15,1.81,2024-04-11,1.78,1.6853932584269677,7.303370786516848,28.799999999999997,True,-5.2356,0.2046,2,5,2,40.0,23.740579871552146,30.136986301369873,13.314606741573032,1.6853932584269677,历史2/5次成功; 当前距低点1.69%; 最新日涨幅-5.24%; 状态bottom_area; 底部已确认
41,64.94074042599007,59.76309429897051,300654,世纪天鸿,bottom_area,2024-04-15,9.84,2024-04-15,9.55,3.036649214659677,12.774869109947632,30.036630036630036,False,-7.6056,7.6115,2,4,2,50.0,24.17556187308909,29.61325966850828,11.963350785340323,3.036649214659677,历史2/4次成功; 当前距低点3.04%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
42,64.39587011122366,57.28585200633034,688358,祥生医疗,bottom_area,2024-04-15,28.24,2024-04-15,27.9,1.2186379928315407,6.559139784946244,27.324824172961716,False,-4.1737,1.5438,1,2,1,50.0,21.905089408528212,21.905089408528212,13.781362007168457,1.2186379928315407,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-4.17%; 状态bottom_area; 底部未确认
43,63.772968768148644,56.874386625401364,001208,华菱线缆,bottom_area,2024-04-15,7.49,2024-04-15,7.39,1.3531799729364078,5.27740189445197,27.263779527559056,False,-3.3548,2.5891,1,2,1,50.0,21.34213421342134,21.34213421342134,13.646820027063592,1.3531799729364078,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
44,63.48010574250189,56.727507621719845,688004,博汇科技,bottom_area,2024-04-15,15.97,2024-04-15,15.74,1.4612452350698883,14.104193138500639,28.160657234139663,False,-12.8751,4.4311,1,2,1,50.0,21.87713310580205,21.87713310580205,13.538754764930111,1.4612452350698883,历史1/2次成功; 当前距低点1.46%; 最新日涨幅-12.88%; 状态bottom_area; 底部未确认
45,62.04846798170381,55.19416666666665,300749,顶固集创,confirmed_rebound,2024-04-15,5.83,2024-04-15,5.76,1.2152777777777828,16.84027777777779,27.180783817951966,False,-11.8003,6.5057,1,2,1,50.0,20.833333333333336,20.833333333333336,13.784722222222218,1.2152777777777828,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-11.80%; 状态confirmed_rebound; 底部未确认
46,61.75162132109525,55.17926362752894,000890,法尔胜,bottom_area,2024-04-15,3.48,2024-04-15,3.43,1.4577259475218607,13.119533527696783,28.54166666666666,False,-8.6614,7.1759,1,3,1,33.33333333333333,32.954545454545446,32.954545454545446,13.54227405247814,1.4577259475218607,历史1/3次成功; 当前距低点1.46%; 最新日涨幅-8.66%; 状态bottom_area; 底部未确认
47,61.6606767416187,55.6377547471461,002712,思美传媒,bottom_area,2024-04-15,4.12,2024-04-15,4.04,1.980198019801982,9.15841584158416,30.940170940170937,False,-6.7873,5.4481,1,2,1,50.0,22.379603399433442,22.379603399433442,13.019801980198018,1.980198019801982,历史1/2次成功; 当前距低点1.98%; 最新日涨幅-6.79%; 状态bottom_area; 底部未确认
48,59.50705702275568,55.51238198516614,600198,大唐电信,bottom_area,2024-04-15,5.51,2024-04-15,5.31,3.766478342749533,7.344632768361594,29.010695187165787,False,-3.6713,1.8456,1,2,1,50.0,43.60189573459716,43.60189573459716,11.233521657250467,3.766478342749533,历史1/2次成功; 当前距低点3.77%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
49,59.12853002980831,53.96537088178878,605398,新炬网络,bottom_area,2024-04-15,20.58,2024-04-15,20.06,2.592223330009968,9.47158524426721,31.277834874957183,False,-5.6829,1.5517,1,2,1,50.0,20.890538033395174,20.890538033395174,12.407776669990032,2.592223330009968,历史1/2次成功; 当前距低点2.59%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
50,58.86895753011319,53.93697713097715,300423,昇辉科技,bottom_area,2024-04-15,5.14,2024-04-15,5.0,2.7999999999999936,13.000000000000005,29.971988795518207,False,-8.2143,5.6489,1,2,1,50.0,23.28482328482329,23.28482328482329,12.200000000000005,2.7999999999999936,历史1/2次成功; 当前距低点2.80%; 最新日涨幅-8.21%; 状态bottom_area; 底部未确认
51,58.798631281097094,53.57208627833292,688282,理工导航,bottom_area,2024-04-15,20.91,2024-04-15,20.4,2.500000000000008,12.745098039215694,28.9198606271777,False,-8.5702,4.2943,1,2,1,50.0,17.645625152327572,17.645625152327572,12.499999999999991,2.500000000000008,历史1/2次成功; 当前距低点2.50%; 最新日涨幅-8.57%; 状态bottom_area; 底部未确认
52,58.46872865881572,52.46116165214529,002735,王子新材,bottom_area,2024-04-15,10.3,2024-04-15,10.13,1.6781836130306014,7.699901283316874,28.10503903477643,False,-4.6296,7.3242,1,3,1,33.33333333333333,21.043478260869563,21.043478260869563,13.321816386969399,1.6781836130306014,历史1/3次成功; 当前距低点1.68%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
53,58.263716716082364,52.40840743980987,688202,美迪西,bottom_area,2024-04-15,35.95,2024-04-15,35.31,1.8125177003681694,7.278391390540924,31.008206330597886,False,-4.566,2.2393,1,4,1,25.0,23.795418261555337,23.795418261555337,13.187482299631831,1.8125177003681694,历史1/4次成功; 当前距低点1.81%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
54,57.891037216828465,50.34003236245954,002167,东方锆业,bottom_area,2024-04-15,6.59,2024-04-15,6.59,0.0,10.470409711684377,29.215896885069824,False,-9.9727,16.5213,1,3,1,33.33333333333333,41.1650485436893,41.1650485436893,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
55,56.43770192965053,52.1440243963174,300758,七彩化学,bottom_area,2024-04-15,8.58,2024-04-15,8.31,3.2490974729241824,12.876052948255118,30.109335576114383,False,-4.6667,6.3387,1,3,1,33.33333333333333,38.59480269489894,38.59480269489894,11.750902527075818,3.2490974729241824,历史1/3次成功; 当前距低点3.25%; 最新日涨幅-4.67%; 状态bottom_area; 底部未确认
56,53.52026471553635,49.29498065904664,002425,凯撒文化,bottom_area,2024-04-15,3.01,2024-04-15,2.92,3.0821917808219133,10.273972602739736,32.40740740740741,False,-7.0988,3.8068,1,3,1,33.33333333333333,21.231422505307858,21.231422505307858,11.917808219178086,3.0821917808219133,历史1/3次成功; 当前距低点3.08%; 最新日涨幅-7.10%; 状态bottom_area; 底部未确认
