rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.43279943783446,82.88736338143326,001202,炬申股份,bottom_area,2022-09-20,13.95,2022-09-19,13.65,2.19780219780219,3.296703296703291,27.161152614727847,False,1.4545,4.7185,3,3,3,100.0,13.862109636678731,15.03225806451612,7.802197802197811,2.19780219780219,历史3/3次成功; 当前距低点2.20%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
12,82.47867491620492,79.65009071402773,603315,福鞍股份,bottom_area,2022-09-20,20.19,2022-09-19,19.57,3.1681144609095604,4.701073071027072,29.324665944384254,False,1.5594,0.3653,1,1,1,100.0,41.68490153172865,41.68490153172865,6.8318855390904405,3.1681144609095604,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
13,82.40221071837261,78.95022621530565,000591,太阳能,bottom_area,2022-09-20,7.09,2022-09-19,6.9,2.75362318840579,2.898550724637671,27.672955974842754,False,2.4566,1.2256,1,1,1,100.0,32.84132841328414,32.84132841328414,7.24637681159421,2.75362318840579,历史1/1次成功; 当前距低点2.75%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
14,81.94169407644083,81.13039017469389,600367,红星发展,bottom_area,2022-09-20,19.6,2022-09-19,18.76,4.477611940298506,5.7569296375266426,27.483571704677228,False,3.5394,3.1484,4,4,4,100.0,15.695405368679975,24.161490683229793,5.522388059701494,4.477611940298506,历史4/4次成功; 当前距低点4.48%; 最新日涨幅3.54%; 状态bottom_area; 底部未确认
15,80.50728677694485,76.06690922177857,600996,贵广网络,bottom_area,2022-09-20,10.09,2022-09-19,9.89,2.022244691607677,8.493427704752273,28.38522809558291,False,-1.272,4.3055,1,1,1,100.0,30.84745762711863,30.84745762711863,7.977755308392323,2.022244691607677,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
16,79.73018196823477,76.46659527177206,600130,波导股份,bottom_area,2022-09-20,4.03,2022-09-19,3.92,2.8061224489796,4.33673469387755,27.541589648798524,False,1.5113,3.5213,1,1,1,100.0,20.13201320132014,20.13201320132014,7.1938775510204,2.8061224489796,历史1/1次成功; 当前距低点2.81%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
17,79.42346898333184,76.52847724542909,002451,摩恩电气,bottom_area,2022-09-20,6.08,2022-09-19,5.9,3.0508474576271136,3.3898305084745637,29.59427207637232,False,2.7027,0.9125,1,1,1,100.0,23.464566929133863,23.464566929133863,6.949152542372887,3.0508474576271136,历史1/1次成功; 当前距低点3.05%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
18,79.03446597964556,72.649042491915,688018,乐鑫科技,bottom_area,2022-09-20,85.0,2022-09-19,84.51,0.5798130398769316,3.1120577446455986,27.769230769230763,False,-1.1053,0.6685,1,1,1,100.0,34.629119477604306,34.629119477604306,9.420186960123068,0.5798130398769316,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
19,78.64830155231284,75.12568192554197,000661,长春高新,bottom_area,2022-09-20,161.72,2022-09-19,157.63,2.5946837530926876,3.7556302734251195,32.14377959535085,False,0.1238,1.1257,1,1,1,100.0,10.330972487060738,10.330972487060738,7.405316246907313,2.5946837530926876,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
20,78.32729537882271,71.82358493220566,688179,阿拉丁,bottom_area,2022-09-20,35.56,2022-09-19,35.4,0.45197740112995394,3.474576271186452,31.594202898550726,False,-0.5315,1.0115,2,2,2,100.0,11.957491434311619,12.021924482338617,9.548022598870046,0.45197740112995394,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
21,78.24763128080959,76.22616394955077,000936,华西股份,bottom_area,2022-09-20,5.43,2022-09-19,5.24,3.6259541984732726,4.007633587786259,29.284750337381915,False,2.4528,0.8225,2,2,2,100.0,12.222255494999095,13.427561837455826,6.374045801526728,3.6259541984732726,历史2/2次成功; 当前距低点3.63%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
22,78.13921357480267,75.37600951374206,603186,华正新材,bottom_area,2022-09-20,21.55,2022-09-19,20.9,3.1100478468899624,3.7320574162679483,29.795095733960363,False,1.8913,1.0108,1,1,1,100.0,17.994186046511643,17.994186046511643,6.889952153110038,3.1100478468899624,历史1/1次成功; 当前距低点3.11%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
23,77.70645753399818,76.15529868749236,688280,精进电动,bottom_area,2022-09-20,9.23,2022-09-19,8.88,3.9414414414414374,5.292792792792779,29.411764705882348,False,3.3595,1.7414,1,1,1,100.0,32.37518910741301,32.37518910741301,6.0585585585585635,3.9414414414414374,历史1/1次成功; 当前距低点3.94%; 最新日涨幅3.36%; 状态bottom_area; 底部未确认
24,76.70671862628015,75.39828845781484,600196,复星医药,confirmed_rebound,2022-09-20,32.27,2022-09-14,31.0,4.096774193548397,10.516129032258057,31.049822064056944,True,0.2485,0.7048,2,2,2,100.0,14.56415924250103,15.356166586267886,5.903225806451603,4.096774193548397,历史2/2次成功; 当前距低点4.10%; 最新日涨幅0.25%; 状态confirmed_rebound; 底部已确认
25,76.46100000000001,69.51,002110,三钢闽光,bottom_area,2022-09-20,5.06,2022-09-19,5.06,0.0,2.7667984189723436,31.897711978465683,False,-0.1972,0.1789,1,1,1,100.0,22.90322580645161,22.90322580645161,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
26,76.35879684153161,70.06168624637547,600126,杭钢股份,bottom_area,2022-09-20,4.15,2022-09-19,4.13,0.48426150121066497,2.421307506053282,27.670753064798596,False,-0.7177,0.2651,1,1,1,100.0,19.54732510288064,19.54732510288064,9.515738498789336,0.48426150121066497,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
27,76.01999625868775,73.60224799602754,300376,易事特,bottom_area,2022-09-20,6.88,2022-09-19,6.66,3.3033033033032995,4.204204204204208,29.14893617021277,False,1.4749,0.6061,1,1,1,100.0,10.826771653543304,10.826771653543304,6.6966966966967005,3.3033033033032995,历史1/1次成功; 当前距低点3.30%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
28,75.37801394025152,75.31218161366613,300484,蓝海华腾,bottom_area,2022-09-20,11.44,2022-09-19,10.9,4.954128440366964,5.596330275229352,28.52459016393442,False,3.6232,1.787,2,2,2,100.0,23.589217514531214,28.708133971291865,5.045871559633036,4.954128440366964,历史2/2次成功; 当前距低点4.95%; 最新日涨幅3.62%; 状态bottom_area; 底部未确认
29,75.24788057067929,74.18805126686689,002012,凯恩股份,bottom_area,2022-09-20,5.39,2022-09-19,5.17,4.255319148936165,4.255319148936165,31.523178807947016,False,2.4715,2.2903,1,1,1,100.0,25.646123260437374,25.646123260437374,5.744680851063836,4.255319148936165,历史1/1次成功; 当前距低点4.26%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
30,74.49871966573912,73.11341289509521,603192,汇得科技,bottom_area,2022-09-20,19.95,2022-09-19,19.18,4.014598540145983,4.848800834202293,27.595318988297468,False,3.0475,0.8186,1,1,1,100.0,16.917728852838945,16.917728852838945,5.9854014598540175,4.014598540145983,历史1/1次成功; 当前距低点4.01%; 最新日涨幅3.05%; 状态bottom_area; 底部未确认
31,74.0095212066364,68.0558979438852,000728,国元证券,bottom_area,2022-09-20,6.71,2022-09-16,6.67,0.599700149925038,4.1979010494752655,27.735644637053092,False,-0.2972,1.0534,1,1,1,100.0,10.178571428571434,10.178571428571434,9.400299850074962,0.599700149925038,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
32,72.61344253672704,67.77542357187289,688202,美迪西,bottom_area,2022-09-20,235.56,2022-09-19,232.35,1.3815364751452583,4.140305573488274,29.26725318883376,False,-0.5446,1.63,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,8.618463524854741,1.3815364751452583,历史2/3次成功; 当前距低点1.38%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
33,71.99107883943496,71.12937931034486,300635,中达安,bottom_area,2022-09-20,13.62,2022-09-19,13.05,4.367816091954011,5.210727969348657,30.805938494167545,False,3.1818,0.9897,1,1,1,100.0,10.580645161290327,10.580645161290327,5.632183908045989,4.367816091954011,历史1/1次成功; 当前距低点4.37%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
34,69.16371693760723,64.42340149231767,688026,洁特生物,bottom_area,2022-09-20,31.0,2022-09-20,30.61,1.27409343351846,3.2015681149951014,29.599816007359703,False,-0.6092,0.463,2,4,2,50.0,17.41040064913842,20.423991726990696,8.725906566481541,1.27409343351846,历史2/4次成功; 当前距低点1.27%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
35,69.01070879147676,63.13217210977927,688027,国盾量子,bottom_area,2022-09-20,91.5,2022-09-20,91.2,0.3289473684210495,1.9736842105263126,28.749999999999996,False,-0.3159,0.5826,2,3,2,66.66666666666666,19.276910984476316,26.382393397524062,9.67105263157895,0.3289473684210495,历史2/3次成功; 当前距低点0.33%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
36,67.30416714369107,66.14174629492268,603033,三维股份,bottom_area,2022-09-20,17.07,2022-09-19,16.4,4.085365853658547,4.5121951219512315,30.508474576271194,False,2.9554,0.2231,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,5.914634146341453,4.085365853658547,历史2/3次成功; 当前距低点4.09%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
37,63.49435393042216,59.847632953767956,688049,炬芯科技,bottom_area,2022-09-20,30.64,2022-09-19,30.07,1.8955769870302637,4.090455603591621,28.84524372929484,False,1.3898,0.6212,1,2,1,50.0,11.287895076327672,11.287895076327672,8.104423012969738,1.8955769870302637,历史1/2次成功; 当前距低点1.90%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
38,62.10017268140104,59.190794639784514,688060,云涌科技,bottom_area,2022-09-20,41.3,2022-09-20,40.3,2.481389578163772,3.3498759305210957,27.216904460899404,False,1.0027,0.4002,1,2,1,50.0,14.937434827945786,14.937434827945786,7.518610421836229,2.481389578163772,历史1/2次成功; 当前距低点2.48%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
39,61.70185227272728,59.536875,000545,金浦钛业,bottom_area,2022-09-20,3.96,2022-09-19,3.84,3.1250000000000027,3.645833333333337,28.22429906542056,False,2.5907,1.4446,1,2,1,50.0,24.6875,24.6875,6.874999999999998,3.1250000000000027,历史1/2次成功; 当前距低点3.13%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
40,61.178050914557794,56.67369230769233,601686,友发集团,bottom_area,2022-09-20,6.14,2022-09-19,6.08,0.9868421052631514,2.796052631578946,28.722157092614296,False,0.491,0.4264,1,2,1,50.0,22.923076923076927,22.923076923076927,9.01315789473685,0.9868421052631514,历史1/2次成功; 当前距低点0.99%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
41,60.63389554429498,58.47048750655253,300543,朗科智能,bottom_area,2022-09-20,9.0,2022-09-19,8.73,3.092783505154634,3.321878579610529,30.159999999999997,False,2.2727,0.7726,1,2,1,50.0,18.559322033898297,18.559322033898297,6.9072164948453665,3.092783505154634,历史1/2次成功; 当前距低点3.09%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
42,60.21552030798104,57.765502645502664,000421,南京公用,bottom_area,2022-09-20,5.47,2022-09-19,5.32,2.819548872180441,4.323308270676683,27.520435967302447,False,1.6729,3.1694,1,3,1,33.33333333333333,30.864197530864196,30.864197530864196,7.180451127819559,2.819548872180441,历史1/3次成功; 当前距低点2.82%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
43,58.93051955085547,54.085792912312414,688298,东方生物,bottom_area,2022-09-20,78.56,2022-09-20,78.17,0.4989126263272362,2.213125239861845,30.01790510295434,False,-0.4814,1.3086,2,5,2,40.0,13.83501989429302,15.470039788586028,9.501087373672764,0.4989126263272362,历史2/5次成功; 当前距低点0.50%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
44,57.316112270109976,55.885151660331964,002800,天顺股份,bottom_area,2022-09-20,22.3,2022-09-19,21.51,3.672710367271032,6.3691306369130505,31.387559808612437,False,0.0,16.6832,1,2,1,50.0,11.768447837150124,11.768447837150124,6.327289632728969,3.672710367271032,历史1/2次成功; 当前距低点3.67%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
