rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.4549286321298,83.71092569065134,603222,济民健康,bottom_area,2024-01-18,7.27,2024-01-18,7.12,2.1067415730337005,4.353932584269658,29.504950495049503,False,-2.1534,1.9038,8,8,8,100.0,22.980088586925643,68.46504559270518,7.8932584269663,2.1067415730337005,历史8/8次成功; 当前距低点2.11%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
12,83.0646610124028,79.48649099956083,688156,路德科技,bottom_area,2024-01-18,21.77,2024-01-18,21.2,2.68867924528302,3.820754716981143,29.591497841248753,False,-1.1353,1.0797,3,3,3,100.0,24.0681703161618,44.22535211267606,7.311320754716981,2.68867924528302,历史3/3次成功; 当前距低点2.69%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
13,82.85743506913421,80.39064628770683,603160,汇顶科技,bottom_area,2024-01-18,60.29,2024-01-18,58.3,3.413379073756436,3.773584905660382,27.125000000000004,False,0.9883,0.8689,3,3,3,100.0,15.339519225115597,20.747474747474755,6.5866209262435635,3.413379073756436,历史3/3次成功; 当前距低点3.41%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
14,81.98855002200295,78.59615200798315,600399,抚顺特钢,bottom_area,2024-01-18,7.02,2024-01-18,6.83,2.781844802342599,3.6603221083455346,32.70935960591133,False,1.5919,2.8767,2,2,2,100.0,14.616979340453145,15.078707539353772,7.218155197657401,2.781844802342599,历史2/2次成功; 当前距低点2.78%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
15,80.76919511233741,77.61209302325582,603013,亚普股份,bottom_area,2024-01-18,15.93,2024-01-18,15.48,2.906976744186042,4.198966408268725,31.956043956043956,False,-0.4375,0.8437,1,1,1,100.0,53.30739299610896,53.30739299610896,7.093023255813959,2.906976744186042,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
16,79.79836439830262,76.94019857110149,300647,超频三,bottom_area,2024-01-18,5.68,2024-01-18,5.51,3.085299455535389,5.08166969147006,28.161668839634945,False,-0.8726,1.9004,2,2,2,100.0,31.90688886947406,48.45360824742268,6.914700544464611,3.085299455535389,历史2/2次成功; 当前距低点3.09%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
17,79.51631814885857,77.18170232240216,688107,安路科技,bottom_area,2024-01-18,31.01,2024-01-18,29.98,3.4356237491661146,4.3695797198132045,27.584541062801925,False,0.0323,0.7882,3,4,3,75.0,35.85980898118766,67.95615731785945,6.564376250833886,3.4356237491661146,历史3/4次成功; 当前距低点3.44%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
18,79.07604010295347,76.51566282301786,000021,深科技,bottom_area,2024-01-18,12.94,2024-01-18,12.53,3.2721468475658435,3.750997605746215,29.606741573033712,False,0.1548,1.6193,1,1,1,100.0,26.108374384236456,26.108374384236456,6.727853152434157,3.2721468475658435,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
19,78.6817067744692,75.33001871701607,300370,安控科技,bottom_area,2024-01-18,2.27,2024-01-18,2.21,2.714932126696835,3.6199095022624466,28.246753246753247,False,-0.8734,1.2862,2,2,2,100.0,18.710021321961612,23.13432835820894,7.2850678733031655,2.714932126696835,历史2/2次成功; 当前距低点2.71%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
20,78.26337079690896,76.86080142778873,300353,东土科技,bottom_area,2024-01-18,8.22,2024-01-18,7.9,4.050632911392409,4.3037974683544284,27.985414767547862,False,0.612,1.8634,2,2,2,100.0,20.840024009480672,21.377672209026137,5.949367088607592,4.050632911392409,历史2/2次成功; 当前距低点4.05%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
21,77.97327446345373,74.67563256936496,605080,浙江自然,bottom_area,2024-01-18,21.06,2024-01-18,20.5,2.7317073170731643,6.097560975609756,27.56183745583039,False,-2.9493,10.0126,2,2,2,100.0,15.397447592966563,20.335021425788852,7.268292682926836,2.7317073170731643,历史2/2次成功; 当前距低点2.73%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
22,77.95335367369583,74.81484507188327,688122,西部超导,bottom_area,2024-01-18,39.07,2024-01-18,37.99,2.842853382469066,3.1324032640168404,31.152591518666178,False,0.6699,1.0928,1,1,1,100.0,11.701885935014767,11.701885935014767,7.157146617530935,2.842853382469066,历史1/1次成功; 当前距低点2.84%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
23,77.70784523752609,74.68153468179328,688105,诺唯赞,bottom_area,2024-01-18,27.54,2024-01-18,26.76,2.9147982062780176,5.231689088191325,30.88842975206611,False,-2.7886,1.3065,2,2,2,100.0,17.673519312404096,25.237580993520524,7.085201793721983,2.9147982062780176,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
24,77.38751290555193,73.16985291776379,605123,派克新材,bottom_area,2024-01-18,70.4,2024-01-18,68.98,2.058567700782838,4.885474050449392,28.295218295218294,False,-2.6683,1.9632,1,1,1,100.0,15.71713589004656,15.71713589004656,7.941432299217163,2.058567700782838,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
25,77.26272012442824,75.92194055934323,688196,卓越新能,bottom_area,2024-01-18,31.88,2024-01-18,30.63,4.080966372837088,4.374795951681358,28.36763330215154,False,0.0,0.4911,2,2,2,100.0,16.16421445920315,19.41979522184301,5.919033627162912,4.080966372837088,历史2/2次成功; 当前距低点4.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,76.99415338051936,74.36119269496791,603078,江化微,bottom_area,2024-01-18,13.98,2024-01-18,13.55,3.173431734317341,5.018450184501843,28.609062170706007,False,-1.1315,1.8818,2,2,2,100.0,19.12159703877122,24.563540397888758,6.826568265682659,3.173431734317341,历史2/2次成功; 当前距低点3.17%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
27,76.94315345734188,72.8561037355893,601016,节能风电,bottom_area,2024-01-18,2.87,2024-01-18,2.81,2.1352313167259807,3.9145907473309567,31.127450980392158,False,-1.7123,0.7746,1,1,1,100.0,14.970059880239523,14.970059880239523,7.86476868327402,2.1352313167259807,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
28,76.5338402068477,74.35619531955373,300579,数字认证,bottom_area,2024-01-18,22.57,2024-01-18,21.81,3.4846400733608505,4.860155891792766,27.3,False,-0.485,0.8214,2,2,2,100.0,22.90954132697023,24.946808510638284,6.5153599266391495,3.4846400733608505,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
29,76.13864419851703,74.06354052943595,600360,华微电子,bottom_area,2024-01-18,6.71,2024-01-18,6.48,3.5493827160493754,3.8580246913580245,27.10911136107986,False,0.7508,1.5046,1,1,1,100.0,16.32329635499208,16.32329635499208,6.450617283950624,3.5493827160493754,历史1/1次成功; 当前距低点3.55%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
30,76.1240279414623,75.77957532634257,688326,经纬恒润,bottom_area,2024-01-18,88.0,2024-01-18,84.0,4.761904761904762,5.357142857142857,29.11392405063291,False,1.2775,1.6405,2,2,2,100.0,23.74579668540548,34.48938586529221,5.238095238095239,4.761904761904762,历史2/2次成功; 当前距低点4.76%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
31,76.10369349569353,72.74617760617762,600981,苏豪汇鸿,bottom_area,2024-01-18,2.73,2024-01-18,2.66,2.631578947368415,3.3834586466165355,31.79487179487179,False,-0.7273,1.2151,1,1,1,100.0,20.463320463320475,20.463320463320475,7.368421052631585,2.631578947368415,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
32,76.04212011214291,73.55002046809646,688280,精进电动,bottom_area,2024-01-18,6.67,2024-01-18,6.46,3.250773993808049,5.572755417956661,28.22222222222222,False,-1.4771,1.1,1,1,1,100.0,32.37518910741301,32.37518910741301,6.749226006191952,3.250773993808049,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
33,75.97619676191721,75.02698191276093,002641,公元股份,bottom_area,2024-01-18,5.77,2024-01-18,5.53,4.339963833634707,5.244122965641954,29.733163913595934,False,1.9435,10.2537,2,2,2,100.0,14.527416416387467,17.038539553752532,5.660036166365293,4.339963833634707,历史2/2次成功; 当前距低点4.34%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
34,75.79587272175927,73.20552343111966,300483,首华燃气,bottom_area,2024-01-18,10.4,2024-01-18,10.08,3.174603174603177,5.0595238095238075,28.96405919661733,False,-1.5152,1.5789,2,2,2,100.0,12.922681017284448,14.124293785310735,6.825396825396823,3.174603174603177,历史2/2次成功; 当前距低点3.17%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
35,75.7014953227256,72.6584212235121,600006,东风股份,bottom_area,2024-01-18,5.42,2024-01-18,5.27,2.8462998102466863,5.3130929791271395,30.29100529100529,False,-2.8674,1.1625,1,1,1,100.0,22.6235741444867,22.6235741444867,7.153700189753315,2.8462998102466863,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
36,75.68695603501578,73.81976334739258,601995,中金公司,bottom_area,2024-01-18,33.17,2024-01-18,31.99,3.688652703970001,4.126289465457968,29.381898454746135,False,1.1589,0.6908,1,1,1,100.0,16.719846841097638,16.719846841097638,6.311347296029999,3.688652703970001,历史1/1次成功; 当前距低点3.69%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
37,75.49394088297618,72.19074798619104,002195,岩山科技,bottom_area,2024-01-18,2.71,2024-01-18,2.64,2.651515151515145,4.166666666666662,32.30769230769231,False,-0.7326,2.0888,1,1,1,100.0,17.72151898734177,17.72151898734177,7.348484848484856,2.651515151515145,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
38,75.10076985976899,71.5393541840831,300375,鹏翎股份,bottom_area,2024-01-18,4.6,2024-01-18,4.49,2.4498886414253773,4.008908685968813,27.346278317152095,False,-1.4989,4.1401,1,1,1,100.0,11.74785100286532,11.74785100286532,7.550111358574624,2.4498886414253773,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
39,74.81923958404876,72.56914892936017,002413,雷科防务,bottom_area,2024-01-18,4.87,2024-01-18,4.71,3.3970276008492597,3.8216560509554083,31.540697674418606,False,-0.6122,1.9158,1,1,1,100.0,28.894472361809044,28.894472361809044,6.602972399150742,3.3970276008492597,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
40,74.58699890785772,71.69614884224012,300567,精测电子,bottom_area,2024-01-18,65.45,2024-01-18,63.59,2.924988205692718,3.711275357760653,28.526469596493193,False,-0.7732,1.5186,1,1,1,100.0,18.414634146341452,18.414634146341452,7.075011794307283,2.924988205692718,历史1/1次成功; 当前距低点2.92%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
41,74.56828348631957,71.48526949392743,001366,播恩集团,bottom_area,2024-01-18,14.77,2024-01-18,14.37,2.783576896311763,4.384133611691029,30.84696823869106,False,-1.4019,8.8022,1,1,1,100.0,15.547445255474459,15.547445255474459,7.216423103688238,2.783576896311763,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
42,74.04740143271619,70.89787395096265,301419,阿莱德,bottom_area,2024-01-18,31.74,2024-01-18,30.9,2.7184466019417473,4.142394822006476,29.40370116518164,False,-0.4391,3.9701,1,1,1,100.0,11.591033351558234,11.591033351558234,7.281553398058254,2.7184466019417473,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
43,73.69260540332989,70.85098822839429,600222,太龙药业,bottom_area,2024-01-18,5.61,2024-01-18,5.45,2.935779816513764,3.6697247706422047,28.57142857142857,False,-1.2324,2.5697,1,1,1,100.0,14.00304414003044,14.00304414003044,7.064220183486237,2.935779816513764,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
44,73.33462239790013,72.13668467407078,601086,国芳集团,bottom_area,2024-01-18,5.54,2024-01-18,5.32,4.135338345864657,9.774436090225555,27.12328767123287,False,-4.3178,5.9484,2,2,2,100.0,29.168043562592505,33.48946135831383,5.864661654135344,4.135338345864657,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
45,73.21217571514575,71.80044106432581,603306,华懋科技,bottom_area,2024-01-18,22.48,2024-01-18,21.62,3.977798334875113,4.3940795559666945,30.926517571884983,False,-0.0445,2.0637,2,2,2,100.0,15.214092837855201,19.519094766619503,6.0222016651248875,3.977798334875113,历史2/2次成功; 当前距低点3.98%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
46,73.17187320541083,72.12615144660211,300513,恒实科技,bottom_area,2024-01-18,10.07,2024-01-18,9.66,4.244306418219463,4.554865424430637,32.823365785813635,False,0.3988,2.4699,1,1,1,100.0,14.42564559216384,14.42564559216384,5.755693581780537,4.244306418219463,历史1/1次成功; 当前距低点4.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
47,73.0772919289746,71.84830771800867,000536,华映科技,bottom_area,2024-01-18,3.04,2024-01-18,2.92,4.109589041095894,4.452054794520544,27.54342431761787,False,1.3333,2.8708,1,1,1,100.0,11.280487804878053,11.280487804878053,5.8904109589041065,4.109589041095894,历史1/1次成功; 当前距低点4.11%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
48,73.0420747676487,71.59375585503362,603308,应流股份,bottom_area,2024-01-18,11.32,2024-01-18,10.89,3.9485766758494,4.591368227731864,29.14769030579049,False,-0.1764,1.408,2,2,2,100.0,13.744681053603557,14.186046511627906,6.0514233241506,3.9485766758494,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
49,72.96207387357384,70.25104366502426,001311,多利科技,bottom_area,2024-01-18,41.72,2024-01-18,40.5,3.0123456790123426,3.654320987654313,30.76923076923077,False,-0.0958,3.4151,1,1,1,100.0,11.7160850170559,11.7160850170559,6.987654320987657,3.0123456790123426,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
50,72.91146414494783,70.62512534151901,002765,蓝黛科技,bottom_area,2024-01-18,5.9,2024-01-18,5.71,3.3274956217162943,5.078809106830123,28.17610062893082,False,-1.3378,2.6844,3,4,3,75.0,21.75707182275358,28.213879408418663,6.672504378283706,3.3274956217162943,历史3/4次成功; 当前距低点3.33%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
51,72.52442801585774,70.14929442508708,300397,天和防务,bottom_area,2024-01-18,8.89,2024-01-18,8.61,3.252032520325217,5.342624854819987,30.33980582524272,False,-1.9846,2.2492,1,1,1,100.0,14.107142857142863,14.107142857142863,6.7479674796747835,3.252032520325217,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
52,72.34942224247025,69.85544952126058,301339,通行宝,bottom_area,2024-01-18,17.31,2024-01-18,16.78,3.1585220500595796,4.588796185935635,32.55627009646302,False,-0.46,2.5519,1,1,1,100.0,11.381074168797946,11.381074168797946,6.841477949940421,3.1585220500595796,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
53,72.24064579665458,70.04519925290676,603138,海量数据,bottom_area,2024-01-18,14.07,2024-01-18,13.61,3.3798677443056637,4.996326230712709,28.96659707724426,False,-0.4246,2.0063,1,1,1,100.0,15.114503816793897,15.114503816793897,6.620132255694336,3.3798677443056637,历史1/1次成功; 当前距低点3.38%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
54,71.90144174142438,69.56879699248121,002268,电科网安,bottom_area,2024-01-18,18.64,2024-01-18,18.05,3.2686980609418272,4.210526315789463,27.276390008058016,False,-0.1072,1.3472,1,1,1,100.0,11.190476190476202,11.190476190476202,6.731301939058174,3.2686980609418272,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
55,70.69705864503585,70.58501893244468,300628,亿联网络,bottom_area,2024-01-18,26.46,2024-01-18,25.22,4.9167327517843065,5.075337034099926,27.798454050959066,False,2.3598,0.9819,1,1,1,100.0,14.38263229308005,14.38263229308005,5.083267248215694,4.9167327517843065,历史1/1次成功; 当前距低点4.92%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
56,70.68495090275576,68.87251626422356,688180,君实生物,bottom_area,2024-01-18,34.2,2024-01-18,33.0,3.636363636363645,4.878787878787877,28.44752818733738,False,-1.1561,0.8386,1,1,1,100.0,11.95389975877781,11.95389975877781,6.363636363636354,3.636363636363645,历史1/1次成功; 当前距低点3.64%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
57,70.58787001716361,68.67212406680218,603229,奥翔药业,bottom_area,2024-01-18,11.65,2024-01-18,11.25,3.555555555555559,3.8222222222222197,28.707224334600756,False,0.0,0.9143,2,3,2,66.66666666666666,26.30174229463547,41.48479427549196,6.444444444444441,3.555555555555559,历史2/3次成功; 当前距低点3.56%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
58,70.3748535554562,68.21728365384617,605378,野马电池,bottom_area,2024-01-18,23.65,2024-01-18,22.88,3.3653846153846136,7.342657342657341,27.868852459016395,False,-3.034,19.9313,1,1,1,100.0,15.324519230769235,15.324519230769235,6.634615384615386,3.3653846153846136,历史1/1次成功; 当前距低点3.37%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
59,70.14782661385772,68.5201184068891,000603,盛达资源,bottom_area,2024-01-18,9.64,2024-01-18,9.29,3.7674919268030296,4.736275565123804,31.083086053412472,False,-1.2295,1.7737,1,1,1,100.0,11.666666666666679,11.666666666666679,6.232508073196971,3.7674919268030296,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
60,69.03051736521056,67.89886953955137,002578,闽发铝业,bottom_area,2024-01-18,3.78,2024-01-18,3.63,4.1322314049586755,5.234159779614324,32.02247191011236,False,-1.0471,4.9304,1,1,1,100.0,12.797619047619053,12.797619047619053,5.8677685950413245,4.1322314049586755,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
61,66.11713158841188,63.65763216389764,603123,翠微股份,bottom_area,2024-01-18,9.24,2024-01-18,8.97,3.0100334448160484,3.5674470457078984,30.303030303030294,False,-1.2821,2.5943,2,3,2,66.66666666666666,15.128181459201945,16.108452950558224,6.989966555183952,3.0100334448160484,历史2/3次成功; 当前距低点3.01%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
62,65.16262983525498,62.80923181920055,300601,康泰生物,bottom_area,2024-01-18,24.18,2024-01-18,23.46,3.069053708439893,3.410059676044334,31.36337039204213,False,-0.5348,1.3944,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,6.930946291560108,3.069053708439893,历史2/3次成功; 当前距低点3.07%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
63,60.975693110410305,59.609200605553745,300657,弘信电子,bottom_area,2024-01-18,16.62,2024-01-18,16.01,3.810118675827604,4.184884447220475,28.04494382022471,False,0.1205,2.4402,1,2,1,50.0,33.47457627118643,33.47457627118643,6.189881324172396,3.810118675827604,历史1/2次成功; 当前距低点3.81%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
64,60.46535292041263,58.28063241106721,603037,凯众股份,bottom_area,2024-01-18,18.14,2024-01-18,17.6,3.068181818181813,3.9204545454545325,29.543634907926336,False,-0.4391,3.5036,1,2,1,50.0,39.71014492753625,39.71014492753625,6.931818181818188,3.068181818181813,历史1/2次成功; 当前距低点3.07%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
65,60.25595227444101,57.96095880447505,300558,贝达药业,bottom_area,2024-01-18,44.5,2024-01-18,43.22,2.9615918556224,3.1929662193429027,28.609184010571525,False,0.3382,0.8411,1,2,1,50.0,14.211764705882352,14.211764705882352,7.0384081443776,2.9615918556224,历史1/2次成功; 当前距低点2.96%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
66,58.96654890100022,57.1193711467324,002153,石基信息,bottom_area,2024-01-18,8.38,2024-01-18,8.11,3.3292231812577233,4.438964241676957,30.025884383088876,False,0.2392,0.8934,1,2,1,50.0,14.193548387096769,14.193548387096769,6.670776818742278,3.3292231812577233,历史1/2次成功; 当前距低点3.33%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
67,58.938439652785405,56.90119980485009,000860,顺鑫农业,bottom_area,2024-01-18,19.3,2024-01-18,18.71,3.1533939070016026,3.3671833244254357,27.59287925696594,False,0.2597,1.2153,1,2,1,50.0,10.865257595772784,10.865257595772784,6.846606092998398,3.1533939070016026,历史1/2次成功; 当前距低点3.15%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
68,56.65939136741786,55.078436252755445,601777,千里科技,bottom_area,2024-01-18,3.24,2024-01-18,3.13,3.514376996805122,4.792332268370604,32.104121475054235,False,-1.5198,0.4218,1,2,1,50.0,27.96352583586626,27.96352583586626,6.485623003194879,3.514376996805122,历史1/2次成功; 当前距低点3.51%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
69,55.62034512590146,53.579521375399786,688189,南新制药,bottom_area,2024-01-18,8.48,2024-01-18,8.23,3.0376670716889427,5.953827460510331,28.559027777777775,False,-2.0785,1.3343,1,2,1,50.0,14.06130268199233,14.06130268199233,6.962332928311057,3.0376670716889427,历史1/2次成功; 当前距低点3.04%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
70,55.51153902891125,53.54127857254798,000547,航天发展,bottom_area,2024-01-18,7.31,2024-01-18,7.09,3.102961918194637,3.385049365303247,28.67203219315895,False,-0.5442,1.1669,1,2,1,50.0,14.656084656084673,14.656084656084673,6.897038081805364,3.102961918194637,历史1/2次成功; 当前距低点3.10%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
71,55.41030341153633,54.32014140411806,601011,宝泰隆,bottom_area,2024-01-18,2.89,2024-01-18,2.78,3.956834532374112,4.676258992805768,31.527093596059114,False,-0.3448,2.472,1,2,1,50.0,29.31034482758621,29.31034482758621,6.043165467625888,3.956834532374112,历史1/2次成功; 当前距低点3.96%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
72,55.31293585218786,54.38069536029707,688068,热景生物,bottom_area,2024-01-18,36.75,2024-01-18,35.3,4.107648725212473,4.985835694051007,28.686868686868692,False,-0.2984,1.1866,1,2,1,50.0,31.484593837534998,31.484593837534998,5.8923512747875275,4.107648725212473,历史1/2次成功; 当前距低点4.11%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
