rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.22853538508683,80.68978734111288,300538,同益股份,bottom_area,2024-01-24,14.6,2024-01-24,14.3,2.0979020979020904,5.45454545454545,30.073349633251826,False,-0.7478,4.6277,3,3,3,100.0,23.295721098546444,30.150753768844226,12.902097902097909,2.0979020979020904,历史3/3次成功; 当前距低点2.10%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
12,83.045951258117,78.84506828527904,688181,八亿时空,bottom_area,2024-01-24,21.34,2024-01-24,20.38,4.710500490677139,5.446516192345434,27.93493635077794,False,0.0,1.2413,3,3,3,100.0,22.930158086144655,28.477257745550418,10.28949950932286,4.710500490677139,历史3/3次成功; 当前距低点4.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,82.8569027248467,77.21891064622292,002213,大为股份,bottom_area,2024-01-24,11.45,2024-01-24,11.04,3.713768115942031,5.525362318840591,27.98434442270059,False,0.0,1.5407,2,2,2,100.0,18.636031992315928,20.248254460822338,11.286231884057967,3.713768115942031,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,82.49095591163734,77.31705319986503,601069,西部黄金,bottom_area,2024-01-24,10.61,2024-01-24,10.2,4.019607843137257,4.509803921568636,27.246790299572044,False,0.3784,0.8051,1,1,1,100.0,39.579349904397695,39.579349904397695,10.980392156862742,4.019607843137257,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
15,82.11106015887172,76.23515738498787,300636,同和药业,bottom_area,2024-01-24,8.55,2024-01-24,8.26,3.5108958837772506,5.084745762711863,31.452282157676354,False,-0.5814,1.2639,1,1,1,100.0,122.63187748156552,122.63187748156552,11.489104116222748,3.5108958837772506,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
16,81.15264248638559,76.18299883479669,002313,日海智能,bottom_area,2024-01-24,8.37,2024-01-24,8.04,4.1044776119403,6.218905472636817,31.04631217838766,False,0.722,2.2842,2,2,2,100.0,17.855955860325707,20.08238928939237,10.8955223880597,4.1044776119403,历史2/2次成功; 当前距低点4.10%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
17,81.07994342329968,77.1039791949344,002676,顺威股份,bottom_area,2024-01-24,4.15,2024-01-24,3.96,4.797979797979808,5.303030303030303,32.07547169811321,False,1.2195,2.0686,2,2,2,100.0,31.308457711442777,39.33333333333333,10.202020202020192,4.797979797979808,历史2/2次成功; 当前距低点4.80%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
18,81.06173322399648,75.63244951712029,300580,贝斯特,bottom_area,2024-01-24,23.64,2024-01-24,22.78,3.7752414398595233,6.628621597892879,29.451842675751,False,-1.6639,1.9522,1,1,1,100.0,53.89266817838245,53.89266817838245,11.224758560140478,3.7752414398595233,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
19,80.71460210114749,77.03581137309293,002577,雷柏科技,bottom_area,2024-01-24,15.14,2024-01-24,14.42,4.993065187239949,6.102635228848826,29.65853658536585,False,0.9333,2.2753,1,1,1,100.0,50.0,50.0,10.00693481276005,4.993065187239949,历史1/1次成功; 当前距低点4.99%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
20,80.68761904761905,77.02,002666,德联集团,bottom_area,2024-01-24,4.41,2024-01-23,4.2,4.999999999999999,5.952380952380952,28.327645051194537,False,1.8476,2.1034,1,1,1,100.0,51.275510204081634,51.275510204081634,10.0,4.999999999999999,历史1/1次成功; 当前距低点5.00%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
21,80.43585594836006,75.85306651318827,300682,朗新科技,bottom_area,2024-01-24,12.48,2024-01-24,11.96,4.347826086956518,6.187290969899652,27.734138972809664,False,0.8892,1.2205,2,2,2,100.0,19.0651074809093,21.503593145384194,10.65217391304348,4.347826086956518,历史2/2次成功; 当前距低点4.35%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
22,80.18254544403362,74.79083019414881,001332,锡装股份,bottom_area,2024-01-24,28.7,2024-01-24,27.66,3.7599421547360774,4.736080983369482,27.172195892575036,False,-0.1044,4.2197,2,2,2,100.0,28.620958639500337,31.086142322097377,11.240057845263921,3.7599421547360774,历史2/2次成功; 当前距低点3.76%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
23,80.07093521945946,74.13851348072178,603226,菲林格尔,bottom_area,2024-01-24,5.53,2024-01-24,5.35,3.3644859813084222,5.607476635514033,29.419525065963064,False,0.7286,1.4803,3,4,3,75.0,18.62656730163969,20.479302832244016,11.635514018691577,3.3644859813084222,历史3/4次成功; 当前距低点3.36%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
24,79.80085829964695,72.69095415570985,001201,东瑞股份,bottom_area,2024-01-24,18.95,2024-01-24,18.49,2.4878312601406214,5.246078961600879,29.2113323124043,False,-1.4048,2.0,1,1,1,100.0,18.4043517679057,18.4043517679057,12.512168739859378,2.4878312601406214,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
25,79.76436364808188,74.72290584223121,688337,普源精电,bottom_area,2024-01-24,35.95,2024-01-24,34.57,3.9919004917558647,6.7399479317327105,31.787687450670877,False,-0.5257,1.2823,2,2,2,100.0,31.09913421201392,33.36842105263158,11.008099508244134,3.9919004917558647,历史2/2次成功; 当前距低点3.99%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
26,79.68377376741473,74.69311755015022,688296,和达科技,bottom_area,2024-01-24,13.44,2024-01-24,12.92,4.024767801857582,5.26315789473684,29.244249726177447,False,0.0745,3.3028,1,1,1,100.0,25.535420098846778,25.535420098846778,10.975232198142418,4.024767801857582,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
27,79.31593214928718,75.46380487133615,002347,泰尔股份,bottom_area,2024-01-24,4.78,2024-01-24,4.56,4.8245614035087865,4.8245614035087865,32.544378698224854,False,1.7021,8.3135,2,2,2,100.0,22.816155222237516,29.585798816568047,10.175438596491212,4.8245614035087865,历史2/2次成功; 当前距低点4.82%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
28,79.14506023965671,72.22720139609159,300633,开立医疗,bottom_area,2024-01-24,37.67,2024-01-24,36.72,2.5871459694989185,6.481481481481488,29.78967495219885,False,-2.7118,0.7247,1,1,1,100.0,17.12846347607052,17.12846347607052,12.41285403050108,2.5871459694989185,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
29,79.08675262538141,74.53967033891182,002399,海普瑞,bottom_area,2024-01-24,9.18,2024-01-24,8.8,4.318181818181807,4.999999999999994,32.15111796453354,False,0.0,0.5995,1,1,1,100.0,28.307123034227555,28.307123034227555,10.681818181818192,4.318181818181807,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
30,79.05636542400417,73.96270728106302,300410,正业科技,bottom_area,2024-01-24,6.89,2024-01-24,6.63,3.9215686274509776,5.279034690799405,28.324324324324323,False,0.5839,1.345,1,1,1,100.0,20.34346103038308,20.34346103038308,11.078431372549021,3.9215686274509776,历史1/1次成功; 当前距低点3.92%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
31,78.91613065542926,74.26770295259318,688155,先惠技术,bottom_area,2024-01-24,45.75,2024-01-24,43.89,4.237867395762131,5.969469127363858,29.607056936647957,False,-0.2399,0.4647,2,2,2,100.0,31.66688502650995,38.11460912628228,10.762132604237868,4.237867395762131,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
32,78.09836438096423,72.9406981655689,688110,东芯股份,bottom_area,2024-01-24,25.76,2024-01-24,24.81,3.829101168883527,6.972994760177349,28.23257159386752,False,-0.9612,2.0433,2,2,2,100.0,19.521767906577143,22.87272727272727,11.170898831116473,3.829101168883527,历史2/2次成功; 当前距低点3.83%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
33,77.90006043926711,73.00563144978776,600360,华微电子,bottom_area,2024-01-24,6.22,2024-01-24,5.98,4.013377926421393,5.0167224080267525,32.73340832395951,False,0.161,1.5504,1,1,1,100.0,16.32329635499208,16.32329635499208,10.986622073578605,4.013377926421393,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
34,77.74420682965211,73.59536293348121,000021,深科技,bottom_area,2024-01-24,12.63,2024-01-23,12.08,4.552980132450337,5.463576158940398,32.13483146067416,False,0.8786,1.5185,1,1,1,100.0,26.108374384236456,26.108374384236456,10.447019867549661,4.552980132450337,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
35,77.53884216200454,73.94031260392421,002255,海陆重工,bottom_area,2024-01-24,4.88,2024-01-23,4.65,4.946236559139774,5.376344086021505,27.795031055900623,False,2.521,3.5801,1,1,1,100.0,32.783505154639194,32.783505154639194,10.053763440860225,4.946236559139774,历史1/1次成功; 当前距低点4.95%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
36,77.53305165357996,73.19171528973372,002599,盛通股份,bottom_area,2024-01-24,5.69,2024-01-24,5.45,4.403669724770646,5.688073394495405,28.383705650459923,False,0.3527,4.101,1,1,1,100.0,22.107969151670947,22.107969151670947,10.596330275229354,4.403669724770646,历史1/1次成功; 当前距低点4.40%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
37,77.13693843992411,72.46704660480086,300353,东土科技,bottom_area,2024-01-24,7.79,2024-01-24,7.48,4.144385026737963,6.684491978609625,31.814038286235185,False,-0.1282,2.291,2,2,2,100.0,20.840024009480672,21.377672209026137,10.855614973262037,4.144385026737963,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
38,76.92037965907502,72.94173933188152,002298,中电鑫龙,bottom_area,2024-01-24,4.73,2024-01-24,4.52,4.646017699115063,4.867256637168156,29.59501557632399,False,1.7204,2.6061,1,1,1,100.0,23.734729493891784,23.734729493891784,10.353982300884937,4.646017699115063,历史1/1次成功; 当前距低点4.65%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
39,76.88623645500829,71.61235463688966,603353,和顺石油,bottom_area,2024-01-24,21.4,2024-01-24,20.64,3.6821705426356495,5.135658914728676,28.2336578581363,False,-0.4188,1.0905,4,5,4,80.0,20.579050936015864,27.079174983366617,11.31782945736435,3.6821705426356495,历史4/5次成功; 当前距低点3.68%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
40,76.85842404744764,72.31726260856885,001299,美能能源,bottom_area,2024-01-24,13.56,2024-01-24,13.01,4.227517294388937,5.3036126056879285,27.88248337028825,False,0.8178,4.4055,1,1,1,100.0,15.247322794492616,15.247322794492616,10.772482705611063,4.227517294388937,历史1/1次成功; 当前距低点4.23%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
41,76.79925275910102,72.32349545820398,002330,得利斯,bottom_area,2024-01-24,4.88,2024-01-23,4.68,4.273504273504278,4.700854700854714,29.198184568835106,False,1.6667,1.4089,1,1,1,100.0,15.844544095665164,15.844544095665164,10.726495726495722,4.273504273504278,历史1/1次成功; 当前距低点4.27%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
42,76.74343710987269,71.45979430017793,688183,生益电子,bottom_area,2024-01-24,8.48,2024-01-24,8.18,3.6674816625916957,5.5012224938875445,28.62129144851659,False,-0.4695,1.1223,1,1,1,100.0,26.24544349939247,26.24544349939247,11.332518337408304,3.6674816625916957,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
43,76.55917304839986,72.17216474877038,688061,灿瑞科技,bottom_area,2024-01-24,29.16,2024-01-24,27.95,4.329159212880146,5.366726296958856,30.662366658397428,False,0.8299,1.6404,1,1,1,100.0,15.713159968479115,15.713159968479115,10.670840787119854,4.329159212880146,历史1/1次成功; 当前距低点4.33%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
44,76.333458923703,69.69154361046235,688103,国力电子,bottom_area,2024-01-24,36.95,2024-01-23,36.01,2.6103860038878226,7.7478478200499845,27.67624020887729,True,-3.0184,1.964,2,3,2,66.66666666666666,43.69116684225759,57.609964966913196,12.389613996112177,2.6103860038878226,历史2/3次成功; 当前距低点2.61%; 最新日涨幅-3.02%; 状态bottom_area; 底部已确认
45,76.31187102736607,71.35741316193331,688143,长盈通,bottom_area,2024-01-24,23.75,2024-01-24,22.86,3.893263342082242,8.880139982502193,31.103074141048825,False,-4.1952,2.4535,2,2,2,100.0,22.0110407628001,25.949367088607595,11.106736657917757,3.893263342082242,历史2/2次成功; 当前距低点3.89%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
46,76.3041420966014,72.0210255049866,605123,派克新材,bottom_area,2024-01-24,68.16,2024-01-24,65.29,4.3957727063868735,5.314749578802265,32.13097713097713,False,0.2795,0.9547,1,1,1,100.0,15.71713589004656,15.71713589004656,10.604227293613127,4.3957727063868735,历史1/1次成功; 当前距低点4.40%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
47,76.24709821210585,72.69773805977562,603188,亚邦股份,bottom_area,2024-01-24,3.4,2024-01-24,3.24,4.938271604938262,6.7901234567901145,27.191011235955052,False,1.1905,2.2207,1,1,1,100.0,26.005361930294914,26.005361930294914,10.061728395061738,4.938271604938262,历史1/1次成功; 当前距低点4.94%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
48,76.24621439274287,71.37055882744836,603075,热威股份,bottom_area,2024-01-24,20.53,2024-01-24,19.75,3.9493670886076004,5.518987341772151,29.590017825311943,False,-0.243,8.0756,1,1,1,100.0,29.221052631578953,29.221052631578953,11.0506329113924,3.9493670886076004,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
49,76.24006481222084,72.01487412643192,002338,奥普光电,bottom_area,2024-01-24,25.66,2024-01-24,24.57,4.436304436304436,6.1457061457061375,27.564858490566042,False,0.0,1.7373,1,1,1,100.0,16.18090452261308,16.18090452261308,10.563695563695564,4.436304436304436,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,76.21011314749742,72.30891074640286,000989,九芝堂,bottom_area,2024-01-24,8.73,2024-01-24,8.34,4.676258992805763,5.155875299760188,28.65697177074422,False,1.5116,1.6905,1,1,1,100.0,20.703125,20.703125,10.323741007194236,4.676258992805763,历史1/1次成功; 当前距低点4.68%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
51,76.16378468871066,72.61345860082788,605158,华达新材,bottom_area,2024-01-24,7.23,2024-01-24,6.89,4.93468795355589,4.93468795355589,28.15432742440042,False,2.845,1.7809,1,1,1,100.0,25.5083179297597,25.5083179297597,10.06531204644411,4.93468795355589,历史1/1次成功; 当前距低点4.93%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
52,75.87542966874973,71.73552572019177,688115,思林杰,bottom_area,2024-01-24,25.16,2024-01-24,24.08,4.485049833887051,6.270764119601335,31.53255615581462,False,0.0398,2.8678,3,4,3,75.0,19.44322226588305,23.658728081654015,10.51495016611295,4.485049833887051,历史3/4次成功; 当前距低点4.49%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
53,75.46195635649742,70.4073888209559,688358,祥生医疗,bottom_area,2024-01-24,28.04,2024-01-24,27.02,3.7749814951887477,6.957809030347886,29.08136482939633,False,-1.8551,1.6217,1,1,1,100.0,21.905089408528212,21.905089408528212,11.225018504811251,3.7749814951887477,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
54,75.44592895597522,70.71327852998066,688160,步科股份,bottom_area,2024-01-24,43.48,2024-01-24,41.8,4.019138755980861,6.818181818181822,28.91156462585034,False,-1.0694,1.2548,1,1,1,100.0,26.542553191489354,26.542553191489354,10.980861244019138,4.019138755980861,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
55,75.1918261574105,71.7118212765824,605398,新炬网络,bottom_area,2024-01-24,24.79,2024-01-24,23.62,4.95342929720575,5.292125317527519,29.5346062052506,False,0.6905,1.1416,1,1,1,100.0,20.890538033395174,20.890538033395174,10.04657070279425,4.95342929720575,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
56,74.90254691187987,71.42592423729575,688233,神工股份,bottom_area,2024-01-24,27.16,2024-01-24,25.88,4.94590417310665,6.221020092735701,27.486690949845894,False,0.4067,0.7878,1,1,1,100.0,19.261213720316633,19.261213720316633,10.05409582689335,4.94590417310665,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
57,74.58340830067614,68.82751164844902,688286,敏芯股份,bottom_area,2024-01-24,46.97,2024-01-24,45.52,3.185413005272398,9.16080843585236,32.34244946492271,False,-3.1746,2.648,3,4,3,75.0,20.56587795951654,25.016501650165008,11.814586994727602,3.185413005272398,历史3/4次成功; 当前距低点3.19%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
58,74.52969827575608,69.97828785971873,600416,湘电股份,bottom_area,2024-01-24,12.4,2024-01-23,11.91,4.114189756507139,5.2057094878253505,29.149315883402732,False,-0.0806,0.8288,1,1,1,100.0,23.756131744919415,23.756131744919415,10.88581024349286,4.114189756507139,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
59,74.3964816621786,70.01657645926691,300593,新雷能,bottom_area,2024-01-24,11.31,2024-01-24,10.85,4.239631336405538,6.728110599078345,31.11111111111111,False,-0.7024,2.0669,1,1,1,100.0,25.499655410062033,25.499655410062033,10.76036866359446,4.239631336405538,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
60,74.07971847334197,69.15527009776432,300553,集智股份,bottom_area,2024-01-24,25.65,2024-01-24,24.71,3.804127883447987,7.203561311210025,31.22738658502644,False,-0.427,2.9478,1,1,1,100.0,15.530546623794205,15.530546623794205,11.195872116552012,3.804127883447987,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
61,73.87552120828634,68.97058717864209,688173,希荻微,bottom_area,2024-01-24,12.81,2024-01-24,12.34,3.8087520259319336,6.807131280388978,30.28248587570621,False,-1.0811,1.8025,3,4,3,75.0,18.7609774073489,23.120837297811605,11.191247974068066,3.8087520259319336,历史3/4次成功; 当前距低点3.81%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
62,73.80659876658765,69.02436463009954,301510,固高科技,bottom_area,2024-01-24,29.3,2024-01-24,28.2,3.900709219858161,6.134751773049647,28.061224489795926,False,-0.5093,4.921,1,1,1,100.0,16.010654039656714,16.010654039656714,11.099290780141837,3.900709219858161,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
63,73.33076456334388,69.0061981784652,002600,领益智造,bottom_area,2024-01-24,5.17,2024-01-22,4.96,4.233870967741934,9.677419354838717,27.272727272727277,False,-0.3854,0.9607,3,4,3,75.0,24.163569811380693,38.381201044386415,10.766129032258064,4.233870967741934,历史3/4次成功; 当前距低点4.23%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
64,73.16917084202649,69.50740745932706,002151,北斗星通,bottom_area,2024-01-24,26.29,2024-01-24,25.1,4.741035856573696,6.97211155378486,31.13854595336077,False,-1.3138,3.6799,1,1,1,100.0,28.90843662534986,28.90843662534986,10.258964143426304,4.741035856573696,历史1/1次成功; 当前距低点4.74%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
65,72.69121639304844,68.49781365467676,688200,华峰测控,bottom_area,2024-01-24,88.15,2024-01-24,84.51,4.307182581942966,5.360312389066384,31.780755569906354,False,-0.6313,0.9228,1,1,1,100.0,18.16231151347698,18.16231151347698,10.692817418057034,4.307182581942966,历史1/1次成功; 当前距低点4.31%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
66,71.87183089566732,68.24442454592877,000868,安凯客车,bottom_area,2024-01-24,4.44,2024-01-23,4.24,4.7169811320754755,5.660377358490571,29.568106312292354,False,0.9091,1.5557,3,5,3,60.0,36.016889930434594,69.53846153846153,10.283018867924524,4.7169811320754755,历史3/5次成功; 当前距低点4.72%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
67,71.82637645830901,67.62286287450978,688039,当虹科技,bottom_area,2024-01-24,26.19,2024-01-24,25.12,4.259554140127389,7.085987261146487,30.951072017592086,False,-0.7202,2.198,3,4,3,75.0,17.04110921505497,17.31207289293849,10.74044585987261,4.259554140127389,历史3/4次成功; 当前距低点4.26%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
68,71.55294431232382,67.96733217496838,300607,拓斯达,bottom_area,2024-01-24,12.16,2024-01-24,11.61,4.73729543496986,6.201550387596905,30.520646319569128,False,0.0823,3.1191,2,3,2,66.66666666666666,36.99838225824183,45.9265890778872,10.26270456503014,4.73729543496986,历史2/3次成功; 当前距低点4.74%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
69,71.51533025993317,68.0523810808205,600343,航天动力,bottom_area,2024-01-24,8.46,2024-01-23,8.07,4.832713754646846,5.7001239157372865,28.138913624220834,False,2.0507,1.1677,2,3,2,66.66666666666666,38.62527835886361,55.72413793103447,10.167286245353152,4.832713754646846,历史2/3次成功; 当前距低点4.83%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
70,71.12595758456634,65.45738246961636,688095,福昕软件,bottom_area,2024-01-24,53.58,2024-01-24,52.0,3.038461538461535,7.307692307692302,27.33370598099497,False,-2.137,2.7255,2,3,2,66.66666666666666,25.152731777645194,31.679509356817103,11.961538461538463,3.038461538461535,历史2/3次成功; 当前距低点3.04%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
71,70.9334847922439,67.36414955122902,301486,致尚科技,bottom_area,2024-01-24,37.01,2024-01-24,35.34,4.7255234861346755,6.140350877192967,28.08302808302808,False,-0.7775,5.0885,1,1,1,100.0,17.19539300868862,17.19539300868862,10.274476513865324,4.7255234861346755,历史1/1次成功; 当前距低点4.73%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
72,70.83151751083902,65.72476169095752,603348,文灿股份,bottom_area,2024-01-24,28.25,2024-01-24,27.3,3.4798534798534773,5.274725274725267,32.923832923832926,False,0.284,1.1356,2,4,2,50.0,28.97219153238415,31.539888682745836,11.520146520146522,3.4798534798534773,历史2/4次成功; 当前距低点3.48%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
73,70.2544224963109,66.84401363726667,688216,气派科技,bottom_area,2024-01-24,21.07,2024-01-24,20.1,4.825870646766163,7.910447761194028,27.95698924731182,False,-1.634,2.2596,1,1,1,100.0,15.629025332760845,15.629025332760845,10.174129353233836,4.825870646766163,历史1/1次成功; 当前距低点4.83%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
