rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.33170918734851,86.3885046137568,000701,厦门信达,bottom_area,2025-12-18,6.34,2025-12-17,6.2,2.2580645161290267,4.5161290322580685,28.32369942196532,False,0.158,5.5053,6,6,6,100.0,16.75748231468269,30.161579892280066,5.741935483870973,2.2580645161290267,历史6/6次成功; 当前距低点2.26%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
14,84.94899593104222,80.12616396657772,002235,安妮股份,bottom_area,2025-12-18,10.5,2025-12-18,10.4,0.9615384615384581,5.288461538461528,27.475592747559276,False,-1.9608,22.3464,4,4,4,100.0,29.507912144545173,46.16438356164384,7.038461538461542,0.9615384615384581,历史4/4次成功; 当前距低点0.96%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
15,84.88089907107525,84.2037823035458,300609,汇纳科技,bottom_area,2025-12-18,36.71,2025-12-17,35.44,3.583521444695269,5.361173814898437,28.20097244732577,False,0.0,2.8955,5,5,5,100.0,21.25919998629576,49.87035436473638,4.416478555304732,3.583521444695269,历史5/5次成功; 当前距低点3.58%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,84.73626596409349,78.64860838614007,603322,超讯通信,bottom_area,2025-12-18,40.05,2025-12-18,40.0,0.1249999999999929,3.000000000000007,27.68034713433376,False,-4.8241,9.7395,7,7,7,100.0,21.524776269570104,39.45833333333333,7.875000000000007,0.1249999999999929,历史7/7次成功; 当前距低点0.12%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
17,84.63677560541473,84.56654733081476,603030,全筑股份,confirmed_rebound,2025-12-18,2.89,2025-12-17,2.78,3.956834532374112,10.071942446043176,30.845771144278604,True,1.049,3.9904,7,7,7,100.0,28.80715088509532,51.87969924812029,4.043165467625888,3.956834532374112,历史7/7次成功; 当前距低点3.96%; 最新日涨幅1.05%; 状态confirmed_rebound; 底部已确认
18,84.2681805286693,79.91455332891026,600161,天坛生物,bottom_area,2025-12-18,16.3,2025-12-17,16.1,1.242236024844716,1.5527950310559004,27.08333333333332,False,-0.0613,0.2611,2,2,2,100.0,25.305653040624797,36.77455357142857,6.757763975155284,1.242236024844716,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
19,84.12179164194694,84.72909847494657,600403,大有能源,bottom_area,2025-12-18,6.92,2025-12-17,6.63,4.374057315233786,7.993966817496233,27.934782608695645,True,0.5814,2.3134,4,4,4,100.0,24.58037179397625,37.18411552346569,3.6259426847662137,4.374057315233786,历史4/4次成功; 当前距低点4.37%; 最新日涨幅0.58%; 状态bottom_area; 底部已确认
20,83.79670952031908,84.08919367222248,300358,楚天科技,bottom_area,2025-12-18,8.97,2025-12-17,8.61,4.1811846689895615,5.458768873403027,30.564516129032267,False,1.9318,2.8581,4,4,4,100.0,27.96932643827245,38.205499276411004,3.818815331010439,4.1811846689895615,历史4/4次成功; 当前距低点4.18%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
21,83.09474495003307,80.49313308416104,000692,惠天热电,bottom_area,2025-12-18,3.49,2025-12-17,3.41,2.346041055718477,3.8123167155425186,28.511530398322844,False,0.2874,2.9971,4,5,4,80.0,29.47369188816758,59.042553191489375,5.6539589442815235,2.346041055718477,历史4/5次成功; 当前距低点2.35%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
22,82.41320935926659,80.3425557801288,000665,湖北广电,bottom_area,2025-12-18,5.37,2025-12-17,5.23,2.6768642447418673,4.3977055449330695,27.46185852981969,False,0.5618,1.6788,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,5.323135755258133,2.6768642447418673,历史6/7次成功; 当前距低点2.68%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
23,82.14008886568234,78.13853088275904,600375,汉马科技,bottom_area,2025-12-18,5.78,2025-12-17,5.7,1.4035087719298258,2.8070175438596516,28.571428571428577,False,-0.6873,1.1991,2,2,2,100.0,17.73403700408087,22.073578595317713,6.596491228070174,1.4035087719298258,历史2/2次成功; 当前距低点1.40%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
24,81.5705564834278,77.78342376506015,000998,隆平高科,bottom_area,2025-12-18,9.3,2025-12-17,9.16,1.5283842794759888,1.9650655021834031,29.484218629715166,False,0.0,0.5797,1,1,1,100.0,11.549139367018313,11.549139367018313,6.471615720524011,1.5283842794759888,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,81.23278706175266,77.39145916175325,601162,天风证券,bottom_area,2025-12-18,4.11,2025-12-17,4.05,1.4814814814814938,3.4567901234568046,27.678571428571423,False,-0.9639,1.4993,2,2,2,100.0,14.673316879199232,18.939393939393938,6.518518518518507,1.4814814814814938,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
26,80.75241411764709,79.12470588235297,600708,光明地产,bottom_area,2025-12-18,3.15,2025-12-17,3.06,2.9411764705882306,3.921568627450984,27.65957446808511,False,0.9615,0.6387,1,1,1,100.0,36.07843137254903,36.07843137254903,5.05882352941177,2.9411764705882306,历史1/1次成功; 当前距低点2.94%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
27,80.35921729945466,78.10998241009413,003038,鑫铂股份,bottom_area,2025-12-18,15.03,2025-12-17,14.66,2.5238744884038145,3.7517053206002777,32.098193608151924,False,0.6024,1.6422,1,1,1,100.0,25.507614213197975,25.507614213197975,5.4761255115961855,2.5238744884038145,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
28,79.99090861723127,78.52847665847668,003016,欣贺股份,bottom_area,2025-12-18,9.15,2025-12-17,8.88,3.0405405405405355,5.1801801801801695,30.5707584050039,False,0.5495,4.2994,1,1,1,100.0,34.09090909090909,34.09090909090909,4.959459459459464,3.0405405405405355,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
29,79.68908494125573,76.56855514660177,603353,和顺石油,bottom_area,2025-12-18,26.5,2025-12-17,26.0,1.9230769230769231,4.500000000000007,31.57894736842105,False,-0.6747,3.5696,5,6,5,83.33333333333334,18.4399849348592,27.079174983366617,6.076923076923077,1.9230769230769231,历史5/6次成功; 当前距低点1.92%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
30,79.65627663372346,77.76509361072692,002402,和而泰,bottom_area,2025-12-18,38.85,2025-12-17,37.81,2.750595080666488,6.241734990743188,29.221265443654058,False,0.4655,7.5178,2,2,2,100.0,9.765862336809192,11.221945137157112,5.249404919333513,2.750595080666488,历史2/2次成功; 当前距低点2.75%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
31,79.63568409338295,76.59802146496627,301567,贝隆精密,bottom_area,2025-12-18,44.34,2025-12-17,43.48,1.9779208831646886,3.6798528058877675,31.527559055118115,False,-1.2912,9.8996,2,2,2,100.0,16.4929090246331,16.59192825112107,6.022079116835312,1.9779208831646886,历史2/2次成功; 当前距低点1.98%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
32,79.56872877719574,76.4665775732752,301487,盟固利,bottom_area,2025-12-18,21.1,2025-12-17,20.7,1.9323671497584645,4.2995169082125635,28.000000000000004,False,-0.5186,3.1743,2,2,2,100.0,15.227820831852117,18.439999999999998,6.067632850241536,1.9323671497584645,历史2/2次成功; 当前距低点1.93%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
33,79.34659445799839,76.57119827458307,002453,华软科技,bottom_area,2025-12-18,6.18,2025-12-17,6.05,2.1487603305785106,6.115702479338845,28.31753554502369,False,-0.8026,3.1956,2,2,2,100.0,18.44285929194665,28.60169491525425,5.851239669421489,2.1487603305785106,历史2/2次成功; 当前距低点2.15%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
34,79.25960743906937,74.89497100849593,605368,蓝天燃气,bottom_area,2025-12-18,7.66,2025-12-18,7.58,1.0554089709762544,1.4511873350923525,31.65013525698828,False,-0.7772,1.464,1,1,1,100.0,12.695179904955879,12.695179904955879,6.944591029023746,1.0554089709762544,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
35,79.1011439535399,78.84773537946478,603032,德新科技,bottom_area,2025-12-18,18.42,2025-12-16,17.74,3.833145434047369,6.8207440811724975,28.869286287089025,False,-2.1254,2.9521,5,5,5,100.0,17.996274027380522,33.061224489795926,4.166854565952631,3.833145434047369,历史5/5次成功; 当前距低点3.83%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
36,78.78172234335483,74.32013594245723,600048,保利发展,bottom_area,2025-12-18,6.25,2025-12-17,6.19,0.969305331179315,1.93861066235863,27.60233918128655,False,-0.4777,0.7863,2,2,2,100.0,31.721247836269217,31.987577639751546,7.030694668820685,0.969305331179315,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
37,78.51470536763168,75.38751937859375,002596,海南瑞泽,confirmed_rebound,2025-12-18,4.86,2025-12-18,4.77,1.8867924528302045,10.691823899371085,32.340425531914896,False,-6.8966,13.4197,3,3,3,100.0,12.631215973368882,14.970059880239523,6.113207547169795,1.8867924528302045,历史3/3次成功; 当前距低点1.89%; 最新日涨幅-6.90%; 状态confirmed_rebound; 底部未确认
38,77.92383164006516,77.54897795075132,301024,霍普股份,bottom_area,2025-12-18,34.59,2025-12-17,33.34,3.7492501499700057,5.068986202759441,27.913513513513504,False,0.8455,1.327,1,1,1,100.0,37.51219512195122,37.51219512195122,4.250749850029995,3.7492501499700057,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
39,77.85495494800026,72.20341828736775,002632,道明光学,bottom_area,2025-12-18,12.04,2025-12-18,12.03,0.08312551953449532,2.4937655860349186,27.223230490018157,False,-3.2932,6.1504,2,2,2,100.0,19.693249848959194,25.259515570934255,7.916874480465505,0.08312551953449532,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
40,77.73162966019164,75.22415773566935,002184,海得控制,bottom_area,2025-12-18,12.48,2025-12-17,12.2,2.2950819672131244,3.688524590163943,29.357266936884773,False,-0.6369,2.2058,4,5,4,80.0,22.994325918899346,50.27203482045704,5.704918032786876,2.2950819672131244,历史4/5次成功; 当前距低点2.30%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
41,77.61863104147099,74.65397648008648,603072,天和磁材,bottom_area,2025-12-18,40.27,2025-12-17,39.49,1.9751835907824793,3.7731071157254865,27.05947543405984,False,-0.0992,2.2492,1,1,1,100.0,22.674167027260935,22.674167027260935,6.024816409217521,1.9751835907824793,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
42,77.40618234004644,76.84024781644597,000819,岳阳兴长,bottom_area,2025-12-18,15.75,2025-12-17,15.2,3.618421052631584,5.0657894736842195,27.028324531925108,False,0.5747,1.5591,2,2,2,100.0,15.431439873365429,20.739549839228296,4.381578947368416,3.618421052631584,历史2/2次成功; 当前距低点3.62%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
43,77.3980344826449,73.94716670316393,600383,金地集团,bottom_area,2025-12-18,3.12,2025-12-15,3.07,1.6286644951140152,3.583061889250825,32.675438596491226,False,-0.6369,1.2783,3,4,3,75.0,18.793127699053183,32.594936708860764,6.371335504885985,1.6286644951140152,历史3/4次成功; 当前距低点1.63%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
44,76.4019616018998,74.57464920642516,688337,普源精电,bottom_area,2025-12-18,36.73,2025-12-04,35.75,2.7412587412587324,6.545454545454556,28.499999999999996,False,0.0,0.6325,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.258741258741267,2.7412587412587324,历史4/6次成功; 当前距低点2.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
45,76.37111370409369,74.85580069987088,688005,容百科技,bottom_area,2025-12-18,27.15,2025-12-16,26.37,2.9579067121729143,5.536594615092898,28.864310763420555,False,-1.6304,2.0435,5,6,5,83.33333333333334,21.916638012321442,38.76758854924795,5.042093287827086,2.9579067121729143,历史5/6次成功; 当前距低点2.96%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
46,76.1604351024945,73.58163933152969,603938,三孚股份,bottom_area,2025-12-18,17.12,2025-12-17,16.75,2.208955223880603,4.656716417910454,29.798826487845766,False,-0.8111,1.1129,1,1,1,100.0,19.774501300954046,19.774501300954046,5.7910447761193975,2.208955223880603,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
47,75.79549147608454,72.5848595915078,301349,信德新材,bottom_area,2025-12-18,45.36,2025-12-16,44.58,1.7496635262449556,4.890085240017945,31.646734130634773,False,-2.8278,4.8279,1,1,1,100.0,8.785443179281096,8.785443179281096,6.250336473755044,1.7496635262449556,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
48,75.59372359957783,71.13412006622765,002163,海南发展,confirmed_rebound,2025-12-18,13.22,2025-12-18,13.11,0.8390541571319696,10.60259344012205,30.708245243128975,False,-5.6388,13.6688,3,3,3,100.0,16.758943787572893,32.54716981132074,7.16094584286803,0.8390541571319696,历史3/3次成功; 当前距低点0.84%; 最新日涨幅-5.64%; 状态confirmed_rebound; 底部未确认
49,75.56772450555277,72.1902028397566,000593,德龙汇能,confirmed_rebound,2025-12-18,10.02,2025-12-16,9.86,1.622718052738338,8.519269776876266,31.14525139664805,False,-1.7647,3.2655,1,1,1,100.0,15.322580645161285,15.322580645161285,6.377281947261662,1.622718052738338,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-1.76%; 状态confirmed_rebound; 底部未确认
50,75.30902088895829,72.97307827316175,300890,翔丰华,bottom_area,2025-12-18,29.04,2025-12-17,28.37,2.361649629890723,4.2650687345787714,28.122624778312638,False,-1.0562,2.8081,1,1,1,100.0,18.37440553393861,18.37440553393861,5.6383503701092765,2.361649629890723,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
51,75.23416076139432,73.98667247217733,301177,迪阿股份,bottom_area,2025-12-18,28.99,2025-12-17,28.11,3.130558520099605,6.438989683386703,31.88756966319361,False,1.7907,0.5214,1,1,1,100.0,10.776053215077603,10.776053215077603,4.869441479900395,3.130558520099605,历史1/1次成功; 当前距低点3.13%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
52,74.38089811857238,74.49113527196722,603178,圣龙股份,bottom_area,2025-12-18,18.38,2025-12-05,17.66,4.077010192525475,5.832389580973959,28.182187881252542,False,-0.863,1.2863,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,3.922989807474525,4.077010192525475,历史6/7次成功; 当前距低点4.08%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
53,74.35680877645186,73.3819926380861,603197,保隆科技,bottom_area,2025-12-18,35.23,2025-11-21,34.1,3.3137829912023324,6.334310850439873,27.431368376250266,False,-0.7046,1.4134,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,4.686217008797668,3.3137829912023324,历史5/6次成功; 当前距低点3.31%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
54,73.72348430090327,73.3616404203338,600802,福建水泥,bottom_area,2025-12-18,6.65,2025-12-18,6.41,3.7441497659906426,6.552262090483618,29.714912280701743,False,1.2177,7.7846,1,1,1,100.0,14.937106918238982,14.937106918238982,4.255850234009357,3.7441497659906426,历史1/1次成功; 当前距低点3.74%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
55,72.86885265141377,68.90727735516596,002017,东信和平,confirmed_rebound,2025-12-18,20.33,2025-12-16,20.11,1.0939830929885572,10.691198408751875,30.342916522341532,False,-2.7273,3.4282,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,6.906016907011443,1.0939830929885572,历史2/3次成功; 当前距低点1.09%; 最新日涨幅-2.73%; 状态confirmed_rebound; 底部未确认
56,72.0560797127473,72.79708681701092,300878,维康药业,bottom_area,2025-12-18,21.22,2025-12-17,20.3,4.5320197044334884,5.172413793103452,28.771929824561397,False,1.677,1.5847,1,1,1,100.0,21.55963302752294,21.55963302752294,3.467980295566512,4.5320197044334884,历史1/1次成功; 当前距低点4.53%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
57,71.60972282888437,69.89021286806994,001282,三联锻造,bottom_area,2025-12-18,19.9,2025-12-17,19.37,2.7361899845121194,4.078471863706758,27.992565055762075,False,0.2014,2.8543,2,3,2,66.66666666666666,22.80677078543491,37.31343283582089,5.2638100154878815,2.7361899845121194,历史2/3次成功; 当前距低点2.74%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
58,71.51861567642271,72.64118164246638,605033,美邦股份,bottom_area,2025-12-18,18.74,2025-12-18,17.88,4.809843400447424,7.326621923937374,28.135048231511256,False,-1.056,4.4531,2,2,2,100.0,29.933465567131744,31.96664350243223,3.190156599552576,4.809843400447424,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
59,71.28462553686786,71.16641574923997,300035,中科电气,bottom_area,2025-12-18,20.71,2025-12-16,19.93,3.913697942799805,6.6231811339688935,30.798611111111114,False,-1.1456,3.8484,1,1,1,100.0,27.686274509803933,27.686274509803933,4.086302057200196,3.913697942799805,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
60,69.49992155375554,68.85661393253261,300652,雷迪克,bottom_area,2025-12-18,49.75,2025-12-17,48.06,3.5164377861007026,6.471077819392425,27.18181818181818,False,-0.4203,1.3543,1,1,1,100.0,10.39834454216245,10.39834454216245,4.483562213899297,3.5164377861007026,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
61,68.65947884014075,65.84673100772932,688348,昱能科技,bottom_area,2025-12-18,50.21,2025-12-17,49.31,1.8251875887243938,3.4272966943824734,31.77919203099059,False,-1.1614,0.6121,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,6.174812411275607,1.8251875887243938,历史2/3次成功; 当前距低点1.83%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
62,67.38953664918043,66.8938134303087,002605,姚记科技,bottom_area,2025-12-18,23.21,2025-12-17,22.4,3.6160714285714386,4.776785714285716,27.71861890932559,False,1.709,1.629,3,5,3,60.0,15.26051767447074,23.2121212121212,4.383928571428561,3.6160714285714386,历史3/5次成功; 当前距低点3.62%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
63,67.16599671549132,67.55461386138614,601360,三六零,bottom_area,2025-12-18,10.43,2025-12-17,10.0,4.299999999999997,5.9999999999999964,30.50729673384295,False,-0.7612,1.8778,1,1,1,100.0,13.003300330033007,13.003300330033007,3.7000000000000033,4.299999999999997,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
64,65.77557027906856,67.03890064768532,688190,云路股份,confirmed_rebound,2025-12-18,97.64,2025-12-10,93.0,4.989247311827957,9.548387096774189,28.351309707241917,True,-0.4385,0.2616,1,1,1,100.0,19.70099203576919,19.70099203576919,3.010752688172043,4.989247311827957,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-0.44%; 状态confirmed_rebound; 底部已确认
65,65.75885429841085,66.95064251085775,301291,明阳电气,confirmed_rebound,2025-12-18,42.11,2025-12-04,40.13,4.933964615001238,12.010964365811114,27.888589398023356,True,-2.7483,2.5139,1,1,1,100.0,18.54882705946537,18.54882705946537,3.0660353849987625,4.933964615001238,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-2.75%; 状态confirmed_rebound; 底部已确认
66,63.83669886311,63.21040409344889,603767,中马传动,confirmed_rebound,2025-12-18,22.85,2025-11-21,22.08,3.487318840579724,9.601449275362324,27.725040916530286,True,-0.9536,1.9252,2,3,2,66.66666666666666,19.59583001776342,29.881925522252505,4.512681159420276,3.487318840579724,历史2/3次成功; 当前距低点3.49%; 最新日涨幅-0.95%; 状态confirmed_rebound; 底部已确认
67,59.937829587111125,59.28662636841913,300056,中创环保,bottom_area,2025-12-18,8.74,2025-12-17,8.45,3.4319526627219052,6.9822485207100575,29.34782608695653,False,0.8074,6.953,1,2,1,50.0,27.10472279260781,27.10472279260781,4.568047337278095,3.4319526627219052,历史1/2次成功; 当前距低点3.43%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
68,55.549248988262605,51.9213881486605,002670,国盛证券,bottom_area,2025-12-18,16.43,2025-12-17,16.35,0.48929663608561647,3.1804281345565717,29.6774193548387,False,-1.4988,1.1575,1,2,1,50.0,13.747228381374727,13.747228381374727,7.510703363914384,0.48929663608561647,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
