rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.50716435469741,84.55438233695185,603232,格尔软件,bottom_area,2023-09-21,11.65,2023-09-21,11.53,1.0407632263660105,2.948829141370337,29.176904176904184,False,-1.1874,2.5087,4,4,4,100.0,14.447970392829903,22.78481012658228,6.9592367736339895,1.0407632263660105,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
12,78.6322399540729,75.69343973941368,300503,昊志机电,bottom_area,2023-09-21,15.66,2023-09-19,15.35,2.019543973941371,7.817589576547239,29.55484167049105,True,-0.7605,9.5539,1,1,1,100.0,19.61290322580645,19.61290322580645,5.980456026058629,2.019543973941371,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
13,78.22606404688379,77.51637732262219,603106,恒银科技,bottom_area,2023-09-21,7.34,2023-09-21,7.09,3.5260930888575457,4.090267983074754,30.829268292682926,False,2.371,7.1542,1,1,1,100.0,34.60144927536232,34.60144927536232,4.473906911142454,3.5260930888575457,历史1/1次成功; 当前距低点3.53%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
14,77.7049108444731,72.31154715797524,000028,国药一致,bottom_area,2023-09-21,30.73,2023-09-08,30.65,0.2610114192495982,5.481239804241435,30.577576443941112,False,-1.0943,0.5587,2,2,2,100.0,12.240070934754426,14.150943396226415,7.7389885807504015,0.2610114192495982,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
15,76.37129579286236,71.32331318351055,300603,立昂技术,bottom_area,2023-09-21,9.02,2023-09-21,8.98,0.4454342984409705,2.0044543429844066,27.346278317152095,False,-0.8791,3.0919,4,5,4,80.0,19.18765260191376,35.36723163841809,7.55456570155903,0.4454342984409705,历史4/5次成功; 当前距低点0.45%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
16,76.18286627922761,71.36212685846931,603191,望变电气,bottom_area,2023-09-21,15.04,2023-09-21,14.95,0.6020066889632099,2.341137123745829,29.046037019458954,False,-1.4417,2.1399,2,2,2,100.0,11.315602738201239,13.281249999999995,7.397993311036791,0.6020066889632099,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
17,75.56945401648942,72.42779075713288,688152,麒麟信安,bottom_area,2023-09-21,77.24,2023-09-21,75.88,1.7923036373220866,3.307854507116507,27.726450138108394,False,-1.7303,7.8824,1,1,1,100.0,8.463672313049639,8.463672313049639,6.207696362677914,1.7923036373220866,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
18,74.26636019757679,74.31992410684298,600338,西藏珠峰,confirmed_rebound,2023-09-21,14.43,2023-08-25,13.87,4.037490987743335,11.175198269646726,28.320413436692515,True,-0.7565,0.7118,2,2,2,100.0,30.512922359665453,31.213191990577155,3.9625090122566653,4.037490987743335,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-0.76%; 状态confirmed_rebound; 底部已确认
19,72.69663290770929,70.22550213249058,600375,汉马科技,confirmed_rebound,2023-09-21,5.57,2023-09-21,5.45,2.201834862385323,11.376146788990829,30.395913154533844,False,-7.9339,4.4444,1,1,1,100.0,22.073578595317713,22.073578595317713,5.798165137614678,2.201834862385323,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-7.93%; 状态confirmed_rebound; 底部未确认
20,72.3272061953954,68.19132315387655,603258,电魂网络,bottom_area,2023-09-21,27.95,2023-09-21,27.69,0.9389671361502274,2.3474178403755817,31.93215339233038,False,-1.4109,2.568,1,1,1,100.0,15.065420560747667,15.065420560747667,7.061032863849773,0.9389671361502274,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
21,68.21833801169242,68.15614229249014,300512,中亚股份,confirmed_rebound,2023-09-21,7.89,2023-08-25,7.59,3.9525691699604724,9.090909090909085,28.260869565217394,True,-0.1266,0.4927,1,1,1,100.0,12.999999999999995,12.999999999999995,4.047430830039528,3.9525691699604724,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-0.13%; 状态confirmed_rebound; 底部已确认
22,56.56545281940789,55.988085621853735,605365,立达信,bottom_area,2023-09-21,17.61,2023-09-21,17.02,3.4665099882491184,3.995299647473559,30.217302173021732,False,1.3234,25.6023,1,2,1,50.0,9.794238683127569,9.794238683127569,4.533490011750882,3.4665099882491184,历史1/2次成功; 当前距低点3.47%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
23,53.98744994427373,54.752964537984695,002861,瀛通通讯,bottom_area,2023-09-21,11.73,2023-09-18,11.2,4.732142857142867,5.803571428571432,28.662420382165603,False,1.6464,6.4328,1,2,1,50.0,18.668012108980825,18.668012108980825,3.2678571428571326,4.732142857142867,历史1/2次成功; 当前距低点4.73%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
