rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.57258556496643,82.86754033930872,000591,太阳能,bottom_area,2022-09-30,6.83,2022-09-30,6.76,1.0355029585798858,1.7751479289940846,29.140461215932913,False,0.1466,0.7525,1,1,1,100.0,32.84132841328414,32.84132841328414,18.964497041420113,1.0355029585798858,历史1/1次成功; 当前距低点1.04%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
32,69.33117824547,58.48404340299077,300484,蓝海华腾,bottom_area,2022-09-30,10.6,2022-09-30,10.53,0.6647673314340009,2.564102564102577,30.950819672131153,False,0.0,1.5446,1,2,1,50.0,28.708133971291865,28.708133971291865,19.335232668566,0.6647673314340009,历史1/2次成功; 当前距低点0.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
33,68.90588620986134,57.780354738601424,300560,中富通,bottom_area,2022-09-30,11.81,2022-09-29,11.77,0.3398470688190393,4.078164825828381,28.88217522658611,False,0.0,0.72,1,2,1,50.0,20.94196804037006,20.94196804037006,19.660152931180964,0.3398470688190393,历史1/2次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
34,68.57906573868632,57.33138355726168,300549,优德精密,bottom_area,2022-09-30,11.54,2022-09-30,11.52,0.1736111111111074,4.1666666666666705,28.358208955223873,False,-2.2034,0.5213,1,2,1,50.0,38.963531669865645,38.963531669865645,19.826388888888893,0.1736111111111074,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
35,68.06406223705515,58.44517786561265,000510,新金路,bottom_area,2022-09-30,5.59,2022-09-30,5.5,1.6363636363636338,5.272727272727273,29.66751918158568,False,-2.6132,3.2731,1,2,1,50.0,23.043478260869577,23.043478260869577,18.363636363636367,1.6363636363636338,历史1/2次成功; 当前距低点1.64%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
36,66.86481406292533,57.14338403773951,000020,深华发A,bottom_area,2022-09-30,8.1,2022-09-30,7.99,1.3767209011264008,4.505632040050055,28.660714285714278,False,-7.8498,5.2029,1,2,1,50.0,23.076923076923073,23.076923076923073,18.6232790988736,1.3767209011264008,历史1/2次成功; 当前距低点1.38%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
37,66.03620834396278,55.1570509852634,300342,天银机电,bottom_area,2022-09-30,7.97,2022-09-30,7.96,0.1256281407035149,2.386934673366839,30.175438596491233,False,-1.2392,0.7251,1,2,1,50.0,26.68539325842696,26.68539325842696,19.874371859296485,0.1256281407035149,历史1/2次成功; 当前距低点0.13%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
38,65.98459330265295,55.917426806769875,601919,中远海控,bottom_area,2022-09-30,11.02,2022-09-30,10.92,0.9157509157509125,2.014652014652021,27.87318361955086,False,-0.5415,0.4913,1,2,1,50.0,40.45881126173098,40.45881126173098,19.084249084249088,0.9157509157509125,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
39,64.85282644628097,54.04402203856748,688195,腾景科技,bottom_area,2022-09-30,24.34,2022-09-30,24.34,0.0,8.874281018898934,28.136994390315913,False,-5.8414,1.854,2,5,2,40.0,29.967860422405867,38.77410468319559,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
40,64.70463050659646,54.23025167785237,600215,派斯林,bottom_area,2022-09-30,6.42,2022-09-30,6.4,0.31249999999999334,3.7499999999999893,32.63157894736842,False,-1.5337,0.6927,1,2,1,50.0,23.993288590604024,23.993288590604024,19.687500000000007,0.31249999999999334,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
41,64.49661425543576,54.19909443689637,300648,星云股份,bottom_area,2022-09-30,35.18,2022-09-30,35.02,0.45688178183893935,4.1690462592803925,30.391572252037363,False,-3.2985,2.1542,2,5,2,40.0,24.14400483596314,26.78362573099414,19.543118218161062,0.45688178183893935,历史2/5次成功; 当前距低点0.46%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
42,64.34336981082112,53.95883860717594,601686,友发集团,bottom_area,2022-09-30,5.83,2022-09-30,5.81,0.3442340791738462,1.8932874354561158,31.887456037514657,False,-0.3419,0.4289,1,2,1,50.0,22.923076923076927,22.923076923076927,19.655765920826155,0.3442340791738462,历史1/2次成功; 当前距低点0.34%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
43,64.21891231964484,53.515760266370705,002080,中材科技,bottom_area,2022-09-30,19.92,2022-09-30,19.92,0.0,2.309236947791151,30.568142209829208,False,-1.7751,0.4103,1,2,1,50.0,28.579356270810223,28.579356270810223,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
44,63.650396555987015,53.613458411507175,000576,甘化科工,bottom_area,2022-09-30,10.32,2022-09-30,10.26,0.5847953216374318,5.458089668615989,29.045643153526978,False,-2.7333,1.2443,1,2,1,50.0,24.015009380863045,24.015009380863045,19.415204678362567,0.5847953216374318,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
45,63.19741516703401,52.82756066594175,002173,创新医疗,bottom_area,2022-09-30,5.94,2022-09-30,5.93,0.16863406408095574,6.745362563237781,30.399061032863848,False,-5.1118,5.6221,1,2,1,50.0,24.903474903474905,24.903474903474905,19.831365935919045,0.16863406408095574,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
46,61.41989312319093,51.32212332383062,002222,福晶科技,bottom_area,2022-09-30,13.55,2022-09-30,13.53,0.14781966001479194,3.0303030303030316,27.179763186221738,False,-2.518,0.9824,1,3,1,33.33333333333333,25.783972125435533,25.783972125435533,19.85218033998521,0.14781966001479194,历史1/3次成功; 当前距低点0.15%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
