rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.50768127179883,84.00539829075677,300604,长川科技,bottom_area,2024-01-26,27.88,2024-01-26,27.58,1.0877447425670803,8.484408992023218,28.917525773195873,False,-7.0357,4.2339,4,4,4,100.0,22.28739948284786,36.28082648300379,8.91225525743292,1.0877447425670803,历史4/4次成功; 当前距低点1.09%; 最新日涨幅-7.04%; 状态bottom_area; 底部未确认
12,80.20598785625663,76.2216731247363,688220,翱捷科技,bottom_area,2024-01-26,52.8,2024-01-23,51.6,2.325581395348829,7.84883720930232,27.067137809187276,True,-3.5088,0.74,2,2,2,100.0,19.752681215761463,25.180102915951984,7.674418604651172,2.325581395348829,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-3.51%; 状态bottom_area; 底部已确认
13,79.70886893722434,74.80710858571216,002050,三花智控,bottom_area,2024-01-26,21.32,2024-01-26,20.97,1.669051025274208,3.9103481163567015,28.794567062818338,False,-4.0936,1.5278,2,2,2,100.0,13.293252276007243,13.890426120641935,8.330948974725793,1.669051025274208,历史2/2次成功; 当前距低点1.67%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
14,78.8635654747874,74.7295882523187,300682,朗新科技,bottom_area,2024-01-26,12.22,2024-01-24,11.96,2.173913043478259,6.187290969899652,27.734138972809664,False,-3.2462,1.0859,2,2,2,100.0,19.0651074809093,21.503593145384194,7.826086956521741,2.173913043478259,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
15,78.86038445943704,73.47747286660437,688200,华峰测控,bottom_area,2024-01-26,85.6,2024-01-24,84.51,1.2897881907466444,6.377943438646315,31.780755569906354,False,-4.4109,0.742,1,1,1,100.0,18.16231151347698,18.16231151347698,8.710211809253355,1.2897881907466444,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
16,78.80363872644682,75.35505510935545,300421,力星股份,bottom_area,2024-01-26,9.68,2024-01-23,9.43,2.651113467656416,6.7868504772004306,28.015267175572518,False,-3.1031,4.1024,2,2,2,100.0,28.27738610544126,43.59974009096816,7.348886532343585,2.651113467656416,历史2/2次成功; 当前距低点2.65%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
17,78.61222467798417,77.16001356749862,688246,嘉和美康,bottom_area,2024-01-26,25.61,2024-01-23,24.62,4.021121039805029,8.85458976441917,29.677235075692654,True,-2.8452,1.075,2,2,2,100.0,35.36650289383915,58.0508474576271,5.9788789601949714,4.021121039805029,历史2/2次成功; 当前距低点4.02%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
18,78.5290989454702,74.01573876588924,688233,神工股份,bottom_area,2024-01-26,26.37,2024-01-24,25.88,1.8933539412673956,8.153013910355485,27.486690949845894,True,-3.6536,0.7396,1,1,1,100.0,19.261213720316633,19.261213720316633,8.106646058732606,1.8933539412673956,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-3.65%; 状态bottom_area; 底部已确认
19,78.40533885927188,75.02288248052847,002735,王子新材,bottom_area,2024-01-26,11.09,2024-01-23,10.8,2.685185185185177,7.870370370370367,28.618638466622603,True,-3.313,4.4002,2,2,2,100.0,17.71561668145519,21.043478260869563,7.314814814814824,2.685185185185177,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
20,77.93120129213291,76.2091207709157,688095,福昕软件,bottom_area,2024-01-26,53.99,2024-01-24,52.0,3.8269230769230806,7.307692307692302,27.33370598099497,False,-1.8364,1.811,3,3,3,100.0,20.400566593012503,31.679509356817103,6.17307692307692,3.8269230769230806,历史3/3次成功; 当前距低点3.83%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
21,77.82598330094278,75.04625030632972,603160,汇顶科技,bottom_area,2024-01-26,57.37,2024-01-24,55.65,3.090745732255164,6.77448337825697,30.4375,False,-3.2383,0.7674,3,3,3,100.0,15.339519225115597,20.747474747474755,6.909254267744837,3.090745732255164,历史3/3次成功; 当前距低点3.09%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
22,77.67935579108078,70.64308069055345,688234,天岳先进,bottom_area,2024-01-26,52.92,2024-01-26,52.91,0.01890001890002857,6.747306747306749,31.016949152542377,False,-6.5018,1.3817,2,2,2,100.0,10.517057707771569,10.647803425167522,9.981099981099973,0.01890001890002857,历史2/2次成功; 当前距低点0.02%; 最新日涨幅-6.50%; 状态bottom_area; 底部未确认
23,77.28743869556598,71.3167352770244,600156,华升股份,bottom_area,2024-01-26,5.16,2024-01-26,5.12,0.7812500000000007,8.203124999999998,29.08587257617728,False,-7.027,18.8018,2,2,2,100.0,23.483791811959197,35.05747126436782,9.21875,0.7812500000000007,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-7.03%; 状态bottom_area; 底部未确认
24,77.1696670091038,76.14694868238558,002577,雷柏科技,bottom_area,2024-01-26,15.04,2024-01-24,14.42,4.299583911234391,8.044382801664355,29.65853658536585,True,-2.8424,1.977,1,1,1,100.0,50.0,50.0,5.70041608876561,4.299583911234391,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
25,76.63669551020409,72.49417142857143,300496,中科创达,bottom_area,2024-01-26,56.35,2024-01-24,55.2,2.083333333333331,7.228260869565208,32.31146535867565,True,-4.1993,2.6546,1,1,1,100.0,13.409523809523808,13.409523809523808,7.916666666666669,2.083333333333331,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-4.20%; 状态bottom_area; 底部已确认
26,76.62412941773107,73.05570160145018,002304,洋河股份,bottom_area,2024-01-26,94.83,2024-01-24,92.52,2.4967574578469547,4.755728491137058,27.53759398496241,False,-1.4241,0.5611,1,1,1,100.0,20.474777448071226,20.474777448071226,7.503242542153046,2.4967574578469547,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
27,75.56936332738935,73.99247452601523,002708,光洋股份,confirmed_rebound,2024-01-26,8.54,2024-01-23,8.22,3.892944038929422,10.948905109489033,31.38564273789649,True,-2.7335,11.325,2,2,2,100.0,26.980574918141464,35.522388059701484,6.107055961070579,3.892944038929422,历史2/2次成功; 当前距低点3.89%; 最新日涨幅-2.73%; 状态confirmed_rebound; 底部已确认
28,75.47636344267096,73.83696044344505,603087,甘李药业,bottom_area,2024-01-26,40.49,2024-01-24,38.99,3.847140292382662,8.104642215952799,27.79629629629629,True,-2.9482,1.8849,2,2,2,100.0,15.367958656330744,17.002583979328158,6.152859707617338,3.847140292382662,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
29,74.71341218317697,72.2687330754352,688160,步科股份,bottom_area,2024-01-26,43.16,2024-01-24,41.8,3.2535885167464107,8.755980861244028,28.91156462585034,True,-4.344,1.325,1,1,1,100.0,26.542553191489354,26.542553191489354,6.746411483253589,3.2535885167464107,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-4.34%; 状态bottom_area; 底部已确认
30,74.6610867689203,72.43239761163909,002399,海普瑞,bottom_area,2024-01-26,9.1,2024-01-24,8.8,3.409090909090897,6.7045454545454515,32.15111796453354,False,-2.7778,0.4999,1,1,1,100.0,28.307123034227555,28.307123034227555,6.590909090909102,3.409090909090897,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
31,74.3413966353548,73.6430572988997,688176,亚虹医药,bottom_area,2024-01-26,8.12,2024-01-24,7.77,4.5045045045045,8.751608751608748,28.84615384615385,True,-2.4038,2.0705,2,2,2,100.0,22.38348155467721,25.473484848484844,5.495495495495501,4.5045045045045,历史2/2次成功; 当前距低点4.50%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
32,73.08388023420112,71.63751706309351,688107,安路科技,bottom_area,2024-01-26,29.47,2024-01-24,28.35,3.950617283950608,8.818342151675484,31.521739130434778,True,-3.6928,0.5714,3,4,3,75.0,35.85980898118766,67.95615731785945,6.049382716049393,3.950617283950608,历史3/4次成功; 当前距低点3.95%; 最新日涨幅-3.69%; 状态bottom_area; 底部已确认
33,72.98409033768583,71.03737166723245,001216,华瓷股份,bottom_area,2024-01-26,15.91,2024-01-26,15.36,3.5807291666666714,8.789062500000009,32.51318101933217,False,-6.7955,61.2432,2,2,2,100.0,16.459323479744434,18.77230549607424,6.4192708333333295,3.5807291666666714,历史2/2次成功; 当前距低点3.58%; 最新日涨幅-6.80%; 状态bottom_area; 底部未确认
34,72.88828690314746,71.08740595235449,300593,新雷能,bottom_area,2024-01-26,11.25,2024-01-24,10.85,3.6866359447004644,7.834101382488476,31.11111111111111,True,-3.2674,1.6555,1,1,1,100.0,25.499655410062033,25.499655410062033,6.3133640552995365,3.6866359447004644,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
35,72.7854543832512,69.56860221674876,605180,华生科技,bottom_area,2024-01-26,12.5,2024-01-25,12.18,2.627257799671595,6.89655172413793,28.437132784958873,False,-3.3256,15.921,1,1,1,100.0,13.541666666666663,13.541666666666663,7.372742200328405,2.627257799671595,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
36,72.1214669176517,66.37912855590862,688180,君实生物,bottom_area,2024-01-26,31.13,2024-01-24,30.93,0.6466214031684425,5.075978014872294,32.93581960104076,False,-3.9494,0.5832,1,1,1,100.0,11.95389975877781,11.95389975877781,9.353378596831558,0.6466214031684425,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
37,71.93110463155185,71.46435629580279,603075,热威股份,bottom_area,2024-01-26,20.67,2024-01-24,19.75,4.658227848101274,7.240506329113923,29.590017825311943,True,-1.5245,6.0761,1,1,1,100.0,29.221052631578953,29.221052631578953,5.341772151898727,4.658227848101274,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部已确认
38,71.73664327366663,69.51502894651011,300416,苏试试验,bottom_area,2024-01-26,13.58,2024-01-23,13.14,3.3485540334855366,7.914764079147633,28.664495114006517,True,-3.2764,1.6377,1,1,1,100.0,12.901785714285719,12.901785714285719,6.651445966514463,3.3485540334855366,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
39,71.23201178597884,69.3970815625758,605123,派克新材,bottom_area,2024-01-26,67.66,2024-01-24,65.29,3.629958646040726,9.358247817429927,32.13097713097713,True,-3.8784,0.9574,1,1,1,100.0,15.71713589004656,15.71713589004656,6.370041353959274,3.629958646040726,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-3.88%; 状态bottom_area; 底部已确认
40,71.16118161086752,70.14961969674518,300633,开立医疗,bottom_area,2024-01-26,38.28,2024-01-24,36.72,4.248366013071902,8.06100217864924,29.78967495219885,True,-1.6444,0.5673,1,1,1,100.0,17.12846347607052,17.12846347607052,5.751633986928098,4.248366013071902,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
41,71.12576554629734,68.16393014818172,300432,富临精工,bottom_area,2024-01-26,8.17,2024-01-24,7.95,2.767295597484274,6.7924528301886795,28.50719424460431,False,-3.3136,1.1424,3,4,3,75.0,11.872925324977777,13.323239969719907,7.232704402515727,2.767295597484274,历史3/4次成功; 当前距低点2.77%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
42,70.01520539264396,69.8783232706642,688320,禾川科技,bottom_area,2024-01-26,30.63,2024-01-24,29.2,4.897260273972602,8.184931506849317,29.074568860820992,True,-2.8544,2.0167,3,4,3,75.0,27.79073492108457,38.29133374308544,5.102739726027399,4.897260273972602,历史3/4次成功; 当前距低点4.90%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
43,69.63279472766553,69.1173433535038,301510,固高科技,bottom_area,2024-01-26,29.5,2024-01-24,28.2,4.609929078014187,7.9787234042553195,28.061224489795926,True,-2.7045,3.7413,1,1,1,100.0,16.010654039656714,16.010654039656714,5.390070921985813,4.609929078014187,历史1/1次成功; 当前距低点4.61%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
44,69.52158745660533,68.12720312195768,002635,安洁科技,bottom_area,2024-01-26,12.41,2024-01-23,11.94,3.936348408710223,6.7839195979899545,29.557522123893804,False,-2.0521,2.4199,1,1,1,100.0,11.624072547403118,11.624072547403118,6.063651591289777,3.936348408710223,历史1/1次成功; 当前距低点3.94%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
45,69.48410675097904,68.10244715554585,002036,联创电子,bottom_area,2024-01-26,7.64,2024-01-24,7.35,3.9455782312925174,7.482993197278922,28.432327166504383,True,-3.2911,2.508,3,4,3,75.0,16.792287757488097,22.210743801652896,6.054421768707483,3.9455782312925174,历史3/4次成功; 当前距低点3.95%; 最新日涨幅-3.29%; 状态bottom_area; 底部已确认
46,69.4024752586322,68.06821319298112,688039,当虹科技,bottom_area,2024-01-26,26.12,2024-01-24,25.12,3.9808917197452227,8.200636942675153,30.951072017592086,True,-3.1875,2.0849,3,4,3,75.0,17.04110921505497,17.31207289293849,6.019108280254778,3.9808917197452227,历史3/4次成功; 当前距低点3.98%; 最新日涨幅-3.19%; 状态bottom_area; 底部已确认
47,67.21543290078849,66.55050603768393,603061,金海通,bottom_area,2024-01-26,69.06,2024-01-24,66.1,4.478063540090784,9.606656580937987,32.777382284145226,True,-3.8965,5.0107,1,1,1,100.0,10.80909090909091,10.80909090909091,5.521936459909217,4.478063540090784,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-3.90%; 状态bottom_area; 底部已确认
48,66.92037465201525,66.78705277703547,301486,致尚科技,bottom_area,2024-01-26,37.07,2024-01-24,35.34,4.895302773061677,8.771929824561386,28.08302808302808,True,-3.2115,3.768,1,1,1,100.0,17.19539300868862,17.19539300868862,5.104697226938323,4.895302773061677,历史1/1次成功; 当前距低点4.90%; 最新日涨幅-3.21%; 状态bottom_area; 底部已确认
49,66.79678543764798,66.50437321301487,688338,赛科希德,confirmed_rebound,2024-01-26,25.7,2024-01-24,24.53,4.769669792091309,10.028536485935579,28.33771545427986,True,-2.9456,1.3218,1,1,1,100.0,14.135593220338988,14.135593220338988,5.2303302079086915,4.769669792091309,历史1/1次成功; 当前距低点4.77%; 最新日涨幅-2.95%; 状态confirmed_rebound; 底部已确认
50,64.92044663263678,64.84246135898253,300474,景嘉微,bottom_area,2024-01-26,56.54,2024-01-23,53.88,4.936896807720855,7.980697847067551,27.842507030936115,True,-2.5676,1.4717,2,3,2,66.66666666666666,35.92429792429792,59.857142857142854,5.063103192279146,4.936896807720855,历史2/3次成功; 当前距低点4.94%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
51,63.511621630034824,63.156808101375404,603158,腾龙股份,bottom_area,2024-01-26,8.01,2024-01-22,7.65,4.705882352941169,7.581699346405229,29.622815087396496,True,-1.476,2.6239,2,3,2,66.66666666666666,24.029855910831213,35.270805812417436,5.294117647058831,4.705882352941169,历史2/3次成功; 当前距低点4.71%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
52,60.27213766203147,58.5478287090113,300458,全志科技,bottom_area,2024-01-26,17.86,2024-01-24,17.26,3.4762456546929186,7.300115874855144,29.32022932022932,True,-3.1453,1.6375,2,4,2,50.0,13.836929041457784,17.541498429789147,6.523754345307081,3.4762456546929186,历史2/4次成功; 当前距低点3.48%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
53,57.58978009615198,57.246404171399625,002009,天奇股份,bottom_area,2024-01-26,11.17,2024-01-24,10.67,4.686035613870666,7.216494845360821,31.864623243933586,True,-2.2747,1.5318,1,2,1,50.0,44.78798586572438,44.78798586572438,5.313964386129335,4.686035613870666,历史1/2次成功; 当前距低点4.69%; 最新日涨幅-2.27%; 状态bottom_area; 底部已确认
54,55.59613387044347,51.42878703721081,688348,昱能科技,bottom_area,2024-01-26,95.21,2024-01-24,94.35,0.9114997350291463,8.044515103338638,28.776326715482753,False,-2.8569,2.7346,1,2,1,50.0,16.27422813482398,16.27422813482398,9.088500264970854,0.9114997350291463,历史1/2次成功; 当前距低点0.91%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
55,55.51493889544685,52.09863496341934,601633,长城汽车,bottom_area,2024-01-26,21.96,2024-01-24,21.6,1.6666666666666639,5.092592592592583,30.990415335463258,False,-1.5247,0.2676,1,4,1,25.0,10.12706969580286,10.12706969580286,8.333333333333337,1.6666666666666639,历史1/4次成功; 当前距低点1.67%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
56,54.90198759584784,54.22982490449251,301512,智信精密,bottom_area,2024-01-26,49.86,2024-01-24,47.78,4.35328589367936,7.785684386772705,28.225927595012763,True,-1.4625,7.7695,1,2,1,50.0,24.490950226244347,24.490950226244347,5.6467141063206405,4.35328589367936,历史1/2次成功; 当前距低点4.35%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
57,54.15975717439293,54.01666666666666,688319,欧林生物,confirmed_rebound,2024-01-26,12.08,2024-01-24,11.52,4.861111111111115,10.937499999999998,28.447204968944106,True,-4.6567,1.1838,1,2,1,50.0,58.333333333333336,58.333333333333336,5.138888888888885,4.861111111111115,历史1/2次成功; 当前距低点4.86%; 最新日涨幅-4.66%; 状态confirmed_rebound; 底部已确认
58,52.013649474625,51.17528306267671,688321,微芯生物,bottom_area,2024-01-26,17.58,2024-01-24,16.88,4.146919431279617,7.760663507109018,29.987557030277895,True,-3.0336,0.6006,1,2,1,50.0,15.754082612872244,15.754082612872244,5.853080568720383,4.146919431279617,历史1/2次成功; 当前距低点4.15%; 最新日涨幅-3.03%; 状态bottom_area; 底部已确认
59,51.366072317719436,51.346739960806474,300602,飞荣达,bottom_area,2024-01-26,13.28,2024-01-24,12.65,4.980237154150189,9.1699604743083,30.149088901159576,True,-3.0657,1.8484,1,2,1,50.0,26.890756302520995,26.890756302520995,5.019762845849812,4.980237154150189,历史1/2次成功; 当前距低点4.98%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
