rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.56897067184954,86.7922355031556,002693,双成药业,confirmed_rebound,2024-11-18,22.53,2024-11-15,22.01,2.3625624716038143,9.76828714220808,28.49252761533463,False,1.3951,11.6978,6,6,6,100.0,30.424074937700524,102.85714285714285,5.637437528396186,2.3625624716038143,历史6/6次成功; 当前距低点2.36%; 最新日涨幅1.40%; 状态confirmed_rebound; 底部未确认
21,77.7492,71.99,300337,银邦股份,confirmed_rebound,2024-11-18,14.81,2024-11-18,14.81,0.0,29.912221471978377,32.033042680128496,False,-19.9892,15.7706,4,5,4,80.0,51.38046630670999,131.5277777777778,8.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
22,77.71063908288798,74.0736700289149,301333,诺思格,confirmed_rebound,2024-11-18,53.85,2024-11-18,53.05,1.5080113100848338,11.02733270499529,27.408319649698964,False,-8.7752,3.7928,2,2,2,100.0,17.59105277370067,25.840279645065877,6.491988689915167,1.5080113100848338,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-8.78%; 状态confirmed_rebound; 底部未确认
23,77.39264707239217,75.9996613654248,002416,爱施德,bottom_area,2024-11-18,14.84,2024-11-18,14.4,3.055555555555552,7.638888888888887,32.74170948155067,False,-1.0007,5.3548,3,3,3,100.0,9.818967914470136,11.084905660377352,4.944444444444448,3.055555555555552,历史3/3次成功; 当前距低点3.06%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
24,76.54319141545508,74.5228403484045,300520,科大国创,confirmed_rebound,2024-11-18,21.63,2024-11-18,21.08,2.609108159392793,13.757115749525628,27.10926694329185,False,-9.875,12.5929,3,3,3,100.0,16.836596515161727,23.65591397849461,5.390891840607207,2.609108159392793,历史3/3次成功; 当前距低点2.61%; 最新日涨幅-9.88%; 状态confirmed_rebound; 底部未确认
25,75.71364937344654,71.55386804498526,301577,美信科技,confirmed_rebound,2024-11-18,58.98,2024-11-18,58.36,1.0623714873200778,9.287183002056205,28.820587876570308,False,-6.7952,14.9888,1,1,1,100.0,15.247715247715247,15.247715247715247,6.937628512679922,1.0623714873200778,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-6.80%; 状态confirmed_rebound; 底部未确认
26,75.49463761406982,70.71676360096991,601777,千里科技,bottom_area,2024-11-18,6.69,2024-11-18,6.65,0.6015037593984968,7.368421052631568,27.322404371584696,False,-4.9716,2.0337,2,2,2,100.0,18.054796625798296,27.96352583586626,7.398496240601503,0.6015037593984968,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
27,75.48822202035268,72.31368336509334,688262,国芯科技,confirmed_rebound,2024-11-18,27.08,2024-11-18,26.61,1.7662532882375004,10.033821871476894,31.488156539649854,False,-6.2976,6.7663,4,5,4,80.0,21.29430571115501,34.73541383989144,6.2337467117625,1.7662532882375004,历史4/5次成功; 当前距低点1.77%; 最新日涨幅-6.30%; 状态confirmed_rebound; 底部未确认
28,74.90733537221945,70.66908058980242,300678,中科信息,confirmed_rebound,2024-11-18,37.39,2024-11-18,37.03,0.9721847150958666,11.477180664326221,27.020102483247932,False,-8.2454,9.0417,3,3,3,100.0,15.890654517317197,24.552238805970156,7.0278152849041335,0.9721847150958666,历史3/3次成功; 当前距低点0.97%; 最新日涨幅-8.25%; 状态confirmed_rebound; 底部未确认
29,74.28343827785679,69.93657041237817,688089,嘉必优,confirmed_rebound,2024-11-18,20.98,2024-11-18,20.8,0.8653846153846141,12.932692307692296,30.942895086321382,False,-7.9017,6.6197,2,2,2,100.0,27.309931911048885,40.83912611717973,7.134615384615387,0.8653846153846141,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-7.90%; 状态confirmed_rebound; 底部未确认
30,72.84361400703918,72.25430867058384,688260,昀冢科技,confirmed_rebound,2024-11-18,17.95,2024-11-18,17.33,3.5776110790536704,15.291402192729384,30.680000000000007,False,-8.3716,5.4021,2,2,2,100.0,33.17882758508712,35.05853357979052,4.42238892094633,3.5776110790536704,历史2/2次成功; 当前距低点3.58%; 最新日涨幅-8.37%; 状态confirmed_rebound; 底部未确认
31,71.3803554962703,67.2098642099176,300578,会畅科技,confirmed_rebound,2024-11-18,20.86,2024-11-18,20.68,0.8704061895551243,12.040618955512581,27.565674255691768,False,-9.892,7.3922,2,2,2,100.0,12.711775925286508,16.75438596491228,7.1295938104448755,0.8704061895551243,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
32,69.31429073410679,65.52493641740375,688058,宝兰德,confirmed_rebound,2024-11-18,31.9,2024-11-18,31.56,1.0773130544993659,13.022813688212937,28.564961521050254,False,-9.8615,3.631,2,3,2,66.66666666666666,21.906147930084103,24.27558257345491,6.922686945500635,1.0773130544993659,历史2/3次成功; 当前距低点1.08%; 最新日涨幅-9.86%; 状态confirmed_rebound; 底部未确认
33,57.89704535403843,54.78732881355932,300380,安硕信息,confirmed_rebound,2024-11-18,53.7,2024-11-18,53.1,1.1299435028248614,13.483992467043308,29.1811149639904,False,-10.3805,20.1088,1,2,1,50.0,17.599999999999994,17.599999999999994,6.870056497175139,1.1299435028248614,历史1/2次成功; 当前距低点1.13%; 最新日涨幅-10.38%; 状态confirmed_rebound; 底部未确认
