rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.44216649335844,78.76127526379335,603186,华正新材,bottom_area,2022-04-20,22.51,2022-04-20,22.15,1.625282167042903,4.108352144469527,27.018121911037902,False,0.3567,2.0449,1,1,1,100.0,17.994186046511643,17.994186046511643,6.374717832957097,1.625282167042903,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
12,77.1008851020184,74.0817061350068,002728,特一药业,confirmed_rebound,2022-04-20,13.25,2022-04-15,13.0,1.9230769230769231,9.230769230769226,27.252378287632904,False,-2.2861,3.6669,2,2,2,100.0,12.507104944205294,14.169139465875372,6.076923076923077,1.9230769230769231,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-2.29%; 状态confirmed_rebound; 底部未确认
13,76.44659966486026,71.83829827849894,688185,康希诺,bottom_area,2022-04-20,182.39,2022-04-20,181.0,0.7679558011049649,3.867403314917127,32.95799688865843,False,-1.3522,1.8812,2,2,2,100.0,15.909879059238028,19.236097367900253,7.232044198895035,0.7679558011049649,历史2/2次成功; 当前距低点0.77%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
14,76.24099471883349,71.83026768162708,300339,润和软件,bottom_area,2022-04-20,15.66,2022-04-18,15.52,0.9020618556701068,5.412371134020618,30.403587443946194,False,-2.7933,2.8789,2,2,2,100.0,17.510584476101712,25.615763546798025,7.097938144329893,0.9020618556701068,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
15,75.92341355159925,74.33876280834917,000927,中国铁物,bottom_area,2022-04-20,3.19,2022-04-20,3.1,2.903225806451608,4.5161290322580685,31.567328918322296,False,1.5924,3.8424,1,1,1,100.0,9.88235294117647,9.88235294117647,5.096774193548392,2.903225806451608,历史1/1次成功; 当前距低点2.90%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
16,75.80936145360155,74.34402985074627,000889,中嘉博创,confirmed_rebound,2022-04-20,3.45,2022-04-18,3.35,2.9850746268656745,8.358208955223875,32.86573146292585,True,-1.9886,3.0404,1,1,1,100.0,34.408602150537625,34.408602150537625,5.014925373134325,2.9850746268656745,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-1.99%; 状态confirmed_rebound; 底部已确认
17,75.2512154759631,71.14512538246105,601789,宁波建工,confirmed_rebound,2022-04-20,5.6,2022-04-20,5.54,1.0830324909747222,9.566787003610113,29.60609911054638,False,-8.7948,12.0946,1,1,1,100.0,13.303437967115093,13.303437967115093,6.916967509025278,1.0830324909747222,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-8.79%; 状态confirmed_rebound; 底部未确认
18,74.74019948883294,69.29082587355263,300663,科蓝软件,bottom_area,2022-04-20,15.35,2022-04-20,15.34,0.06518904823989431,6.779661016949147,27.811764705882354,False,-3.0322,3.5941,1,1,1,100.0,20.480951094298856,20.480951094298856,7.934810951760106,0.06518904823989431,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
19,74.04060760500762,69.08199485199486,002482,广田集团,bottom_area,2022-04-20,2.53,2022-04-20,2.52,0.39682539682538837,5.55555555555556,31.521739130434785,False,-4.5283,2.4614,1,1,1,100.0,23.423423423423422,23.423423423423422,7.603174603174612,0.39682539682538837,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
20,73.79874621009354,73.92194074448871,688131,皓元医药,bottom_area,2022-04-20,141.61,2022-04-15,136.05,4.086732818816613,7.975009187798598,29.066736183524505,True,1.1789,1.5378,1,1,1,100.0,12.955331028981659,12.955331028981659,3.9132671811833872,4.086732818816613,历史1/1次成功; 当前距低点4.09%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
21,73.6367171847208,73.75678637183776,688288,鸿泉技术,confirmed_rebound,2022-04-20,20.64,2022-04-18,19.83,4.084720121028757,9.329299041855782,30.51857042747022,True,-0.1934,1.6367,2,2,2,100.0,28.064237891308274,41.992882562277565,3.9152798789712437,4.084720121028757,历史2/2次成功; 当前距低点4.08%; 最新日涨幅-0.19%; 状态confirmed_rebound; 底部已确认
22,73.57817272984411,71.59014506769827,002014,永新股份,bottom_area,2022-04-20,6.77,2022-04-18,6.6,2.575757575757575,6.060606060606066,31.606217616580317,False,-2.026,0.3232,1,1,1,100.0,13.563829787234038,13.563829787234038,5.424242424242426,2.575757575757575,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
23,73.29306726595972,70.82570145414347,000856,冀东装备,bottom_area,2022-04-20,8.29,2022-04-20,8.11,2.219482120838468,6.905055487053027,29.04636920384952,False,-3.1542,5.4668,1,1,1,100.0,15.301724137931036,15.301724137931036,5.780517879161533,2.219482120838468,历史1/1次成功; 当前距低点2.22%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
24,72.8968038931476,72.46705739002074,300631,久吾高科,confirmed_rebound,2022-04-20,27.52,2022-04-18,26.54,3.69253956292389,9.2690278824416,32.91203235591507,True,-2.9277,2.0105,2,2,2,100.0,16.322836524124767,23.04347826086956,4.307460437076109,3.69253956292389,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-2.93%; 状态confirmed_rebound; 底部已确认
25,72.73315326449303,70.100796812749,601700,风范股份,confirmed_rebound,2022-04-20,4.9,2022-04-18,4.8,2.0833333333333446,8.75,27.27272727272727,True,-4.1096,2.4691,1,1,1,100.0,10.756972111553786,10.756972111553786,5.916666666666655,2.0833333333333446,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-4.11%; 状态confirmed_rebound; 底部已确认
26,72.46690812722848,70.53826690550827,603335,迪生力,confirmed_rebound,2022-04-20,5.53,2022-04-15,5.39,2.597402597402608,9.27643784786642,28.985507246376812,True,-2.812,1.9375,1,1,1,100.0,9.195402298850583,9.195402298850583,5.402597402597392,2.597402597402608,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-2.81%; 状态confirmed_rebound; 底部已确认
27,71.41581991408678,66.7544344658138,002374,中锐股份,bottom_area,2022-04-20,4.09,2022-04-20,4.07,0.4914004914004809,5.405405405405399,30.06872852233677,False,-3.0806,5.684,1,1,1,100.0,12.068965517241388,12.068965517241388,7.50859950859952,0.4914004914004809,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
28,71.38182707971156,72.4954434329018,300724,捷佳伟创,confirmed_rebound,2022-04-20,59.11,2022-04-15,56.4,4.804964539007093,10.301418439716317,31.94980694980695,True,-3.6198,2.4697,3,3,3,100.0,23.660013880849316,30.55368319691865,3.1950354609929073,4.804964539007093,历史3/3次成功; 当前距低点4.80%; 最新日涨幅-3.62%; 状态confirmed_rebound; 底部已确认
29,71.17815455452859,71.94235550931636,002759,天际股份,confirmed_rebound,2022-04-20,24.1,2022-04-18,23.05,4.555314533622563,8.45986984815618,28.61567048621864,True,-1.753,2.0777,2,2,2,100.0,24.07780992460108,27.166666666666668,3.444685466377437,4.555314533622563,历史2/2次成功; 当前距低点4.56%; 最新日涨幅-1.75%; 状态confirmed_rebound; 底部已确认
30,70.77706835817504,66.21262366310164,002009,天奇股份,bottom_area,2022-04-20,15.04,2022-04-20,14.96,0.5347593582887586,7.1524064171123,28.076923076923077,False,-6.4677,3.0218,1,1,1,100.0,9.687500000000004,9.687500000000004,7.465240641711242,0.5347593582887586,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-6.47%; 状态bottom_area; 底部未确认
31,70.09400466252059,69.43496096522355,300424,航新科技,bottom_area,2022-04-20,11.8,2022-04-18,11.4,3.5087719298245648,5.263157894736839,27.848101265822784,False,-0.5897,0.9552,1,1,1,100.0,13.413768630234213,13.413768630234213,4.491228070175436,3.5087719298245648,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
32,68.28307356427058,64.27823620271546,300732,设研院,confirmed_rebound,2022-04-20,12.93,2022-04-20,12.82,0.8580343213728504,8.268330733229332,27.159090909090917,False,-5.0661,3.9798,1,1,1,100.0,13.465346534653477,13.465346534653477,7.141965678627149,0.8580343213728504,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-5.07%; 状态confirmed_rebound; 底部未确认
33,66.88739382193998,68.13969084283532,002218,拓日新能,bottom_area,2022-04-20,4.44,2022-04-18,4.23,4.964539007092197,7.328605200945616,28.30508474576271,True,-1.3333,1.0817,1,1,1,100.0,15.10128913443831,15.10128913443831,3.0354609929078027,4.964539007092197,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
34,58.03415247040157,54.92756592874484,688020,方邦股份,confirmed_rebound,2022-04-20,42.59,2022-04-15,42.11,1.1398717644265115,8.620280218475427,30.81977985871529,True,-3.2045,0.6487,1,2,1,50.0,9.28211586901762,9.28211586901762,6.860128235573488,1.1398717644265115,历史1/2次成功; 当前距低点1.14%; 最新日涨幅-3.20%; 状态confirmed_rebound; 底部已确认
35,57.74093288040958,55.59894570334304,300566,激智科技,confirmed_rebound,2022-04-20,16.55,2022-04-18,16.22,2.034525277435277,8.014796547472262,27.84697508896798,True,-1.4294,0.6016,1,2,1,50.0,13.643351268255191,13.643351268255191,5.965474722564723,2.034525277435277,历史1/2次成功; 当前距低点2.03%; 最新日涨幅-1.43%; 状态confirmed_rebound; 底部已确认
36,54.88063448275863,50.81540229885058,688189,南新制药,bottom_area,2022-04-20,17.3,2022-04-20,17.3,0.0,3.930635838150287,28.60090796533223,False,-2.2046,0.6158,1,2,1,50.0,14.06130268199233,14.06130268199233,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
