rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.32378577836421,82.43540640935446,688358,祥生医疗,bottom_area,2024-10-17,23.03,2024-10-16,22.7,1.4537444933920787,4.5374449339207095,28.232690483717988,False,0.6996,0.8183,3,4,3,75.0,39.8115260983247,68.06588735387884,18.546255506607924,1.4537444933920787,历史3/4次成功; 当前距低点1.45%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
14,70.88136439713904,63.53612052723595,688320,禾川科技,bottom_area,2024-10-17,26.59,2024-10-14,25.57,3.989049667579193,9.307782557684781,30.440696409140365,True,1.1796,2.8511,2,5,2,40.0,35.920181555465064,38.29133374308544,16.01095033242081,3.989049667579193,历史2/5次成功; 当前距低点3.99%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
15,70.05592593588051,59.834684016451824,300693,盛弘股份,bottom_area,2024-10-17,24.13,2024-10-16,23.81,1.3439731205375904,3.611927761444784,27.62917933130699,False,0.0415,3.3524,1,5,1,20.0,36.12334801762114,36.12334801762114,18.656026879462413,1.3439731205375904,历史1/5次成功; 当前距低点1.34%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
16,65.98664294325057,58.040827129859366,605117,德业股份,bottom_area,2024-10-17,82.98,2024-10-17,80.6,2.9528535980149004,7.071960297766753,27.906976744186053,False,-3.5116,3.0637,3,9,3,33.33333333333333,54.69731694041234,60.22338317420285,17.0471464019851,2.9528535980149004,历史3/9次成功; 当前距低点2.95%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
17,65.92637285016338,55.58915543519337,688062,迈威生物,bottom_area,2024-10-17,23.5,2024-10-17,23.35,0.6423982869378954,3.383297644539611,29.242424242424235,False,-0.802,1.4662,1,2,1,50.0,35.34313725490197,35.34313725490197,19.357601713062106,0.6423982869378954,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
18,65.65106249064439,57.28903770861311,688117,圣诺生物,bottom_area,2024-10-17,26.87,2024-10-14,26.21,2.518122853872568,5.036245707745136,29.123850730124385,False,0.1118,1.7423,1,3,1,33.33333333333333,24.6076585059636,24.6076585059636,17.481877146127434,2.518122853872568,历史1/3次成功; 当前距低点2.52%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
19,64.86184153551127,54.44642074138001,688357,建龙微纳,bottom_area,2024-10-17,22.75,2024-10-17,22.66,0.39717563989408583,3.0008826125330965,27.208480565371023,False,-0.9578,1.0983,2,6,2,33.33333333333333,28.97122509142576,31.65083135391925,19.602824360105917,0.39717563989408583,历史2/6次成功; 当前距低点0.40%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
20,64.16382477795742,58.049178131412724,300615,欣天科技,bottom_area,2024-10-17,11.62,2024-10-11,11.12,4.496402877697842,11.960431654676261,28.165374677002593,True,0.1724,4.6275,1,2,1,50.0,24.306326304106545,24.306326304106545,15.50359712230216,4.496402877697842,历史1/2次成功; 当前距低点4.50%; 最新日涨幅0.17%; 状态bottom_area; 底部已确认
21,63.955093137624914,53.474320875113946,688121,卓然股份,bottom_area,2024-10-17,10.99,2024-10-17,10.97,0.18231540565177368,4.466727438468552,28.76623376623376,False,-2.0499,1.9434,1,5,1,20.0,55.206611570247944,55.206611570247944,19.81768459434823,0.18231540565177368,历史1/5次成功; 当前距低点0.18%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
22,63.10233643524107,52.97392857142857,688339,亿华通,bottom_area,2024-10-17,22.49,2024-10-17,22.4,0.40178571428571364,3.9285714285714404,27.2963323596235,False,-1.9616,1.6975,1,5,1,20.0,76.30996309963099,76.30996309963099,19.59821428571429,0.40178571428571364,历史1/5次成功; 当前距低点0.40%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
23,61.68416540940207,51.448536782449395,688105,诺唯赞,bottom_area,2024-10-17,20.93,2024-10-17,20.92,0.047801147227523946,3.776290630975139,28.06052269601099,False,-1.7371,1.0142,1,3,1,33.33333333333333,25.237580993520524,25.237580993520524,19.952198852772476,0.047801147227523946,历史1/3次成功; 当前距低点0.05%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
24,61.62999745057354,51.57772602174213,002347,泰尔股份,bottom_area,2024-10-17,4.31,2024-10-17,4.3,0.23255813953487878,3.720930232558143,27.97319932998325,False,-1.8223,10.8506,1,4,1,25.0,29.585798816568047,29.585798816568047,19.767441860465123,0.23255813953487878,历史1/4次成功; 当前距低点0.23%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
25,60.822280310562995,51.349495986313954,300759,康龙化成,bottom_area,2024-10-17,25.51,2024-10-16,25.33,0.7106198183971705,3.8294512435846917,30.45030203185064,False,-2.1856,3.0019,1,3,1,33.33333333333333,32.829977628635355,32.829977628635355,19.28938018160283,0.7106198183971705,历史1/3次成功; 当前距低点0.71%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
26,60.422860905142954,50.777461773700324,688148,芳源股份,bottom_area,2024-10-17,4.38,2024-10-16,4.36,0.45871559633026543,4.1284403669724705,27.333333333333325,False,-0.6803,1.485,1,3,1,33.33333333333333,26.66666666666668,26.66666666666668,19.54128440366974,0.45871559633026543,历史1/3次成功; 当前距低点0.46%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
27,60.16573997724087,50.30800021619144,300347,泰格医药,bottom_area,2024-10-17,59.72,2024-10-16,59.61,0.18453279651065163,3.4893474249287,27.99855054958329,False,-0.4833,1.648,1,3,1,33.33333333333333,20.78172934893761,20.78172934893761,19.81546720348935,0.18453279651065163,历史1/3次成功; 当前距低点0.18%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
28,59.87599712540424,49.8966642711702,688177,百奥泰,bottom_area,2024-10-17,21.8,2024-10-16,21.8,0.0,3.4862385321100824,28.242264647794595,False,-0.9991,0.5953,1,3,1,33.33333333333333,28.56629536471435,28.56629536471435,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
