rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.28529591165002,78.92532760081721,301117,佳缘科技,bottom_area,2026-03-26,41.57,59.95,2026-03-24,40.75,2.0122699386503076,6.331288343558278,32.02668890742286,30.65888240200167,False,-2.073,4.6572,2,2,2,100.0,29.426360542687625,31.299904183966788,17.987730061349694,2.0122699386503076,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
68,64.92162812935227,57.39082035101557,002241,歌尔股份,bottom_area,2026-03-26,22.71,31.86,2026-03-24,22.0,3.2272727272727315,6.545454545454551,30.947897049591965,28.719397363465156,False,-2.6575,1.8203,1,2,1,50.0,36.8763557483731,36.8763557483731,16.77272727272727,3.2272727272727315,历史1/2次成功; 当前距低点3.23%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
69,64.7886913848101,56.29181382614647,600185,珠免集团,bottom_area,2026-03-26,5.83,8.28,2026-03-24,5.7,2.280701754385963,4.73684210526315,31.159420289855067,29.589371980676322,False,-1.6863,1.1377,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,17.719298245614038,2.280701754385963,历史1/3次成功; 当前距低点2.28%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
70,64.74902656957484,56.91368965209816,002373,千方科技,bottom_area,2026-03-26,9.53,13.46,2026-03-23,9.26,2.9157667386609023,7.01943844492441,31.203566121842503,29.197622585438342,False,-2.2564,1.4347,1,2,1,50.0,30.49267643142478,30.49267643142478,17.0842332613391,2.9157667386609023,历史1/2次成功; 当前距低点2.92%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
71,64.57912996221599,54.531752225248894,688225,亚信安全,bottom_area,2026-03-26,16.76,23.2,2026-03-24,16.64,0.7211538461538521,5.048076923076922,28.275862068965512,27.75862068965516,False,-3.0093,0.6276,2,5,2,40.0,29.171951583224075,36.786114221724524,19.27884615384615,0.7211538461538521,历史2/5次成功; 当前距低点0.72%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
72,64.51394083723511,56.63525533696108,600410,华胜天成,bottom_area,2026-03-26,24.57,34.31,2026-03-24,23.89,2.8463792381749675,9.585600669736287,30.37015447391431,28.38822500728651,True,-4.0234,11.1147,1,4,1,25.0,90.15873015873017,90.15873015873017,17.153620761825035,2.8463792381749675,历史1/4次成功; 当前距低点2.85%; 最新日涨幅-4.02%; 状态bottom_area; 底部已确认
73,64.33632426647179,56.587131147540994,002093,国脉科技,bottom_area,2026-03-26,9.42,12.83,2026-03-23,9.15,2.950819672131143,6.120218579234978,28.68277474668745,26.578332034294622,False,-2.2822,1.0979,1,4,1,25.0,52.409638554216855,52.409638554216855,17.049180327868857,2.950819672131143,历史1/4次成功; 当前距低点2.95%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
74,64.26996893931637,53.95396989532938,000625,长安汽车,bottom_area,2026-03-26,10.0,13.84,2026-03-24,9.96,0.40160642570280264,2.1084337349397497,28.03468208092485,27.74566473988439,False,-1.3807,0.6282,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,19.598393574297198,0.40160642570280264,历史1/3次成功; 当前距低点0.40%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
75,64.11107691903088,56.55402775953318,603011,合锻智能,bottom_area,2026-03-26,20.55,27.69,2026-03-24,19.93,3.1108881083793327,8.329152032112393,28.024557602022394,25.785482123510295,True,-2.7909,3.6638,1,3,1,33.33333333333333,41.201716738197426,41.201716738197426,16.88911189162067,3.1108881083793327,历史1/3次成功; 当前距低点3.11%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
76,63.90686761695949,54.03633385419471,301551,无线传媒,bottom_area,2026-03-26,27.92,40.65,2026-03-24,27.7,0.7942238267148102,3.6101083032490973,31.857318573185733,31.316113161131604,False,-2.3093,2.2861,1,2,1,50.0,28.855721393034813,28.855721393034813,19.20577617328519,0.7942238267148102,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
77,63.771432920462985,56.55342942771514,002292,奥飞娱乐,bottom_area,2026-03-26,7.6,10.88,2026-03-24,7.35,3.4013605442176873,7.346938775510205,32.44485294117648,30.14705882352942,True,-2.439,2.1298,1,2,1,50.0,25.31468531468532,25.31468531468532,16.598639455782312,3.4013605442176873,历史1/2次成功; 当前距低点3.40%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
78,62.96393764384995,57.46795139991154,000566,海南海药,bottom_area,2026-03-26,5.27,7.27,2026-03-23,5.02,4.9800796812749,9.163346613545835,30.94910591471802,27.510316368638243,True,-1.4953,1.6749,2,5,2,40.0,37.916844479668356,38.29787234042554,15.019920318725099,4.9800796812749,历史2/5次成功; 当前距低点4.98%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
79,62.7990948129027,56.50331361430504,605337,李子园,bottom_area,2026-03-26,10.68,14.95,2026-03-23,10.25,4.19512195121951,5.951219512195117,31.438127090301,28.561872909698995,False,-0.6512,0.6488,2,5,2,40.0,32.30210571551354,37.98882681564246,15.804878048780491,4.19512195121951,历史2/5次成功; 当前距低点4.20%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
80,62.71011621973964,57.10796211936218,002167,东方锆业,bottom_area,2026-03-26,12.09,16.6,2026-03-24,11.53,4.856895056374679,7.285342584562011,30.542168674698804,27.168674698795186,True,-1.1447,2.9282,2,5,2,40.0,34.47141316073355,41.1650485436893,15.143104943625321,4.856895056374679,历史2/5次成功; 当前距低点4.86%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
81,62.588356349706885,54.00984632683659,002698,博实股份,bottom_area,2026-03-26,13.36,18.45,2026-03-24,13.11,1.9069412662090008,4.500381388253241,28.943089430894307,27.588075880758804,False,-0.9637,1.0039,1,4,1,25.0,23.3477011494253,23.3477011494253,18.093058733791,1.9069412662090008,历史1/4次成功; 当前距低点1.91%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
82,62.155111506467044,55.96112386499917,600963,岳阳林纸,bottom_area,2026-03-26,4.68,6.2,2026-03-23,4.49,4.231625835189298,7.34966592427617,27.580645161290324,24.51612903225807,True,-1.8868,1.3729,1,2,1,50.0,32.307692307692314,32.307692307692314,15.768374164810703,4.231625835189298,历史1/2次成功; 当前距低点4.23%; 最新日涨幅-1.89%; 状态bottom_area; 底部已确认
83,61.831587418074776,56.357258721673745,603095,越剑智能,bottom_area,2026-03-26,17.11,22.35,2026-03-23,16.31,4.9049662783568415,11.281422440220723,27.02460850111858,23.44519015659956,True,-3.0595,1.1305,2,5,2,40.0,41.23968729208249,49.20159680638723,15.095033721643158,4.9049662783568415,历史2/5次成功; 当前距低点4.90%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
84,61.70980248818419,55.199861825287954,600595,中孚实业,bottom_area,2026-03-26,6.97,9.3,2026-03-24,6.71,3.8748137108792817,8.64381520119225,27.849462365591403,25.053763440860223,True,-1.831,1.0176,1,2,1,50.0,23.84105960264901,23.84105960264901,16.12518628912072,3.8748137108792817,历史1/2次成功; 当前距低点3.87%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
85,61.21626688693431,55.11952485957702,603069,海汽集团,bottom_area,2026-03-26,17.72,24.05,2026-03-23,17.0,4.235294117647053,7.588235294117641,29.313929313929314,26.320166320166326,True,-2.5303,1.1318,2,8,2,25.0,48.661265848453205,76.0375880971026,15.764705882352947,4.235294117647053,历史2/8次成功; 当前距低点4.24%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
86,60.85845501681009,54.4653894245605,603511,爱慕股份,bottom_area,2026-03-26,13.58,18.01,2026-03-23,13.07,3.9020657995409316,6.6564651874521745,27.42920599666852,24.597445863409224,False,-1.6655,0.3271,1,2,1,50.0,29.419889502762413,29.419889502762413,16.09793420045907,3.9020657995409316,历史1/2次成功; 当前距低点3.90%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
87,60.18655648570732,53.56108164623132,000716,黑芝麻,bottom_area,2026-03-26,5.19,6.88,2026-03-23,5.01,3.5928143712574974,6.187624750499012,27.18023255813954,24.563953488372086,False,-1.518,1.2272,1,3,1,33.33333333333333,40.211640211640216,40.211640211640216,16.407185628742504,3.5928143712574974,历史1/3次成功; 当前距低点3.59%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
88,58.87292680853968,52.50190867695422,001282,三联锻造,bottom_area,2026-03-26,19.58,26.24,2026-03-23,18.88,3.7076271186440644,7.468220338983052,28.048780487804876,25.38109756097561,False,-2.5386,3.6347,1,4,1,25.0,37.31343283582089,37.31343283582089,16.292372881355938,3.7076271186440644,历史1/4次成功; 当前距低点3.71%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
89,58.76067136018233,53.04545172293687,600955,维远股份,bottom_area,2026-03-26,15.5,20.75,2026-03-24,14.85,4.377104377104379,6.262626262626261,28.433734939759038,25.301204819277107,False,0.7147,1.2491,1,4,1,25.0,25.969084423305596,25.969084423305596,15.622895622895621,4.377104377104379,历史1/4次成功; 当前距低点4.38%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
90,57.685508750105974,50.946124074335465,300673,佩蒂股份,bottom_area,2026-03-26,14.62,19.79,2026-03-23,14.17,3.1757233592095933,7.480592801693723,28.39818089944416,26.124305204648813,False,-1.5488,1.2062,1,3,1,33.33333333333333,21.040000000000006,21.040000000000006,16.82427664079041,3.1757233592095933,历史1/3次成功; 当前距低点3.18%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
91,57.465413375792444,48.658872420807874,300458,全志科技,bottom_area,2026-03-26,34.71,48.2,2026-03-26,34.41,0.8718395815170134,5.89944783493171,28.609958506224075,27.987551867219917,False,-4.3275,2.9121,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,19.128160418482988,0.8718395815170134,历史1/6次成功; 当前距低点0.87%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
92,57.41638313304839,52.28128211402008,002470,金正大,bottom_area,2026-03-26,2.81,3.82,2026-03-24,2.68,4.850746268656712,11.94029850746268,29.842931937172768,26.439790575916227,True,-4.0956,11.9302,1,2,1,50.0,30.327868852459027,30.327868852459027,15.14925373134329,4.850746268656712,历史1/2次成功; 当前距低点4.85%; 最新日涨幅-4.10%; 状态bottom_area; 底部已确认
93,57.381253705151046,51.04209334779893,300758,七彩化学,bottom_area,2026-03-26,13.35,17.99,2026-03-23,12.89,3.568657874321172,6.2063615205585645,28.349082823790983,25.792106725958863,False,-1.6212,2.4952,1,5,1,20.0,38.59480269489894,38.59480269489894,16.43134212567883,3.568657874321172,历史1/5次成功; 当前距低点3.57%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
94,56.548833520786694,51.03670590069916,600363,联创光电,bottom_area,2026-03-26,49.98,67.58,2026-03-23,47.89,4.364167884735845,8.060137815827938,29.135839005622966,26.043208049718853,True,-2.23,1.2044,1,3,1,33.33333333333333,26.901480347115875,26.901480347115875,15.635832115264156,4.364167884735845,历史1/3次成功; 当前距低点4.36%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
95,55.90112260406781,50.46956168831171,688176,亚虹医药,bottom_area,2026-03-26,12.86,18.11,2026-03-23,12.32,4.383116883116876,10.876623376623375,31.971286581998893,28.98950855880729,True,-2.7967,2.8833,1,4,1,25.0,25.473484848484844,25.473484848484844,15.616883116883127,4.383116883116876,历史1/4次成功; 当前距低点4.38%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
96,55.495811503869206,49.95388193277178,603767,中马传动,bottom_area,2026-03-26,18.28,25.0,2026-03-23,17.54,4.218928164196135,6.49942987457241,29.840000000000007,26.879999999999992,False,-1.1892,0.7053,1,4,1,25.0,29.881925522252505,29.881925522252505,15.781071835803868,4.218928164196135,历史1/4次成功; 当前距低点4.22%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
97,55.13832284746361,50.2179411764706,688255,凯尔达,bottom_area,2026-03-26,26.74,36.1,2026-03-23,25.5,4.86274509803921,8.431372549019603,29.362880886426595,25.92797783933519,True,-1.1826,2.0586,1,4,1,25.0,30.0,30.0,15.137254901960793,4.86274509803921,历史1/4次成功; 当前距低点4.86%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
98,54.304525625318874,49.21782825941641,300721,怡达股份,bottom_area,2026-03-26,13.43,17.88,2026-03-24,12.84,4.595015576323987,7.710280373831778,28.187919463087248,24.888143176733777,True,-1.395,3.9607,2,8,2,25.0,21.34120308298442,22.270742358078603,15.404984423676016,4.595015576323987,历史2/8次成功; 当前距低点4.60%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
99,54.29824014380882,49.33717186036565,600301,华锡有色,bottom_area,2026-03-26,46.9,65.8,2026-03-24,44.78,4.734256364448409,11.41134435015632,31.94528875379939,28.723404255319146,True,-3.3986,2.559,1,3,1,33.33333333333333,32.51582278481012,32.51582278481012,15.265743635551592,4.734256364448409,历史1/3次成功; 当前距低点4.73%; 最新日涨幅-3.40%; 状态bottom_area; 底部已确认
100,54.13390428569115,49.345738593501046,600262,北方股份,bottom_area,2026-03-26,23.93,33.47,2026-03-23,22.81,4.910127137220522,9.16264796142043,31.849417388706307,28.503137137735283,True,-3.2741,1.8731,1,3,1,33.33333333333333,34.717715768981186,34.717715768981186,15.08987286277948,4.910127137220522,历史1/3次成功; 当前距低点4.91%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
101,53.4640990690956,48.79328854199832,300581,晨曦航空,bottom_area,2026-03-26,12.87,17.33,2026-03-23,12.26,4.975530179445347,10.522022838499193,29.25562608193883,25.73571840738603,True,-3.5232,2.0449,1,3,1,33.33333333333333,32.54926891290528,32.54926891290528,15.024469820554653,4.975530179445347,历史1/3次成功; 当前距低点4.98%; 最新日涨幅-3.52%; 状态bottom_area; 底部已确认
