rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
21,69.08655250142405,64.63868756676027,000037,深南电A,bottom_area,2024-09-04,7.15,2024-08-28,6.88,3.9244186046511698,5.523255813953487,28.92561983471074,False,1.2748,2.364,4,8,4,50.0,28.58259131916628,45.16765285996055,11.075581395348829,3.9244186046511698,历史4/8次成功; 当前距低点3.92%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
22,68.04662452245393,62.811159346182066,600183,生益科技,bottom_area,2024-09-04,17.42,2024-08-29,16.88,3.1990521327014383,7.2274881516587826,29.519832985386223,True,-1.1351,0.6502,2,4,2,50.0,23.14515165989969,25.158227848101262,11.80094786729856,3.1990521327014383,历史2/4次成功; 当前距低点3.20%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
23,65.92275238682605,60.38271284613958,688287,退市观典,bottom_area,2024-09-04,4.06,2024-08-30,3.95,2.784810126582264,9.87341772151898,31.77892918825561,True,0.0,1.7502,1,4,1,25.0,36.70473083197391,36.70473083197391,12.215189873417735,2.784810126582264,历史1/4次成功; 当前距低点2.78%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
24,64.08012011808586,58.77209176701448,600262,北方股份,bottom_area,2024-09-04,15.85,2024-08-29,15.41,2.8552887735236827,6.55418559377029,31.48065807025344,False,0.38,2.1353,1,2,1,50.0,17.269624573378834,17.269624573378834,12.144711226476316,2.8552887735236827,历史1/2次成功; 当前距低点2.86%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
25,63.77801295055117,56.256790857567594,000922,佳电股份,bottom_area,2024-09-04,9.23,2024-09-04,9.16,0.7641921397379944,2.18340611353711,27.01195219123506,False,-1.8085,1.0516,1,2,1,50.0,40.42553191489362,40.42553191489362,14.235807860262007,0.7641921397379944,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
26,63.70755202605394,58.45104105781611,300686,智动力,bottom_area,2024-09-04,8.59,2024-09-04,8.35,2.8742514970059907,8.982035928143713,31.78104575163399,False,-8.4222,28.7117,1,2,1,50.0,48.46416382252562,48.46416382252562,12.125748502994009,2.8742514970059907,历史1/2次成功; 当前距低点2.87%; 最新日涨幅-8.42%; 状态bottom_area; 底部未确认
27,63.440610217544204,55.41865801219833,300401,花园生物,bottom_area,2024-09-04,12.29,2024-09-04,12.26,0.24469820554648744,2.3654159869494364,27.967097532314924,False,-1.8371,3.1102,1,2,1,50.0,29.551451187335093,29.551451187335093,14.755301794453512,0.24469820554648744,历史1/2次成功; 当前距低点0.24%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
28,63.138327396744266,57.4214419050268,002682,龙洲股份,bottom_area,2024-09-04,3.41,2024-08-28,3.33,2.4024024024024047,6.606606606606599,30.76923076923076,False,-1.4451,1.8129,1,2,1,50.0,26.929674099485425,26.929674099485425,12.597597597597595,2.4024024024024047,历史1/2次成功; 当前距低点2.40%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
29,62.69808021851233,57.607014450952086,603282,亚光股份,bottom_area,2024-09-04,12.56,2024-08-26,12.2,2.9508196721311575,6.311475409836078,27.164179104477615,False,-0.5542,1.6275,1,2,1,50.0,34.64991023339317,34.64991023339317,12.049180327868841,2.9508196721311575,历史1/2次成功; 当前距低点2.95%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
30,62.655017881366376,55.1566037735849,603132,金徽股份,bottom_area,2024-09-04,10.71,2024-09-04,10.64,0.6578947368421079,1.879699248120294,29.019346230820542,False,-1.108,1.1573,1,2,1,50.0,33.20754716981132,33.20754716981132,14.342105263157892,0.6578947368421079,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
31,62.33976444856111,58.27963846587703,688065,凯赛生物,bottom_area,2024-09-04,35.06,2024-08-27,33.75,3.8814814814814884,8.711111111111105,30.36930059830823,True,0.0,0.1354,1,2,1,50.0,18.007614213197968,18.007614213197968,11.118518518518512,3.8814814814814884,历史1/2次成功; 当前距低点3.88%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
32,60.328999999999986,52.459999999999994,002110,三钢闽光,bottom_area,2024-09-04,2.6,2024-09-04,2.6,0.0,1.5384615384615397,30.85106382978723,False,-1.1407,0.2627,1,2,1,50.0,22.90322580645161,22.90322580645161,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
33,58.918866650460096,55.37317031086671,301509,金凯生科,bottom_area,2024-09-04,26.26,2024-08-28,25.21,4.165013883379614,6.227687425624754,29.6792189679219,False,0.6902,2.2836,1,2,1,50.0,15.05054819877544,15.05054819877544,10.834986116620385,4.165013883379614,历史1/2次成功; 当前距低点4.17%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
34,56.45773261508412,52.67472932705049,002545,东方铁塔,bottom_area,2024-09-04,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-0.4934,0.3859,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,11.226415094339625,3.773584905660373,历史1/3次成功; 当前距低点3.77%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
35,53.19992787340429,50.5815575278554,300653,正海生物,bottom_area,2024-09-04,19.26,2024-08-28,18.38,4.78781284004354,7.83460282916214,27.466456195737965,True,-0.1037,0.5791,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,10.212187159956459,4.78781284004354,历史1/3次成功; 当前距低点4.79%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
36,50.121467884211675,47.77139521834231,002732,燕塘乳业,bottom_area,2024-09-04,13.65,2024-08-23,13.01,4.919292851652579,5.918524212144502,29.599567099567103,False,-0.365,0.2639,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,10.08070714834742,4.919292851652579,历史1/3次成功; 当前距低点4.92%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
