rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.33368614024877,80.43817293311018,301332,德尔玛,bottom_area,2024-06-27,8.88,2024-06-24,8.77,1.2542759407069695,4.332953249714946,30.507131537242472,False,-2.2026,1.4147,1,1,1,100.0,44.935064935064936,44.935064935064936,18.745724059293032,1.2542759407069695,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
12,84.74017036502103,70.88984375000001,002345,潮宏基,bottom_area,2024-06-27,4.76,2024-06-27,4.75,0.2105263157894692,3.578947368421051,27.701674277016746,False,-3.4483,1.0225,1,1,1,100.0,30.859375,30.859375,19.78947368421053,0.2105263157894692,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
13,84.30807453162942,70.91766562617819,300755,华致酒行,bottom_area,2024-06-27,13.77,2024-06-26,13.7,0.5109489051094911,4.233576642335767,27.47485442032822,False,-2.1322,0.605,1,1,1,100.0,24.47650069799908,24.47650069799908,19.48905109489051,0.5109489051094911,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
14,83.99241759553809,74.66659043659044,001218,丽臣实业,bottom_area,2024-06-27,14.94,2024-06-24,14.43,3.534303534303533,5.959805959805956,27.121212121212125,False,-1.321,1.1871,2,2,2,100.0,25.18711018711019,29.999999999999993,16.465696465696467,3.534303534303533,历史2/2次成功; 当前距低点3.53%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
15,83.31399047544852,70.08387181625713,600295,鄂尔多斯,bottom_area,2024-06-27,9.8,2024-06-27,9.75,0.5128205128205201,2.564102564102564,27.61692650334076,False,-2.1956,0.3481,1,1,1,100.0,20.016680567139286,20.016680567139286,19.487179487179482,0.5128205128205201,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
16,82.91421003222568,73.42181786534849,002163,海南发展,bottom_area,2024-06-27,5.6,2024-06-26,5.42,3.321033210332098,6.0885608856088576,28.306878306878303,False,-2.0979,0.4907,1,1,1,100.0,32.54716981132074,32.54716981132074,16.678966789667903,3.321033210332098,历史1/1次成功; 当前距低点3.32%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
17,82.00079222524758,73.33550101391208,001212,中旗新材,bottom_area,2024-06-27,20.43,2024-06-25,19.67,3.8637519064565224,6.659888154550068,31.103327495621713,False,-1.7316,1.6339,3,4,3,75.0,42.90244817544601,82.06521739130437,16.13624809354348,3.8637519064565224,历史3/4次成功; 当前距低点3.86%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
18,79.99788409517639,67.92923778771443,002761,浙江建投,bottom_area,2024-06-27,7.88,2024-06-26,7.8,1.0256410256410264,3.205128205128217,32.173913043478265,False,-2.1118,1.1445,3,6,3,50.0,33.213437237505204,43.73730534867976,18.974358974358974,1.0256410256410264,历史3/6次成功; 当前距低点1.03%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
19,79.79159639867895,66.80867372181145,002481,双塔食品,bottom_area,2024-06-27,3.88,2024-06-27,3.87,0.25839793281653195,3.1007751937984525,27.25563909774436,False,-2.7569,1.1561,2,3,2,66.66666666666666,38.17824915035744,54.6583850931677,19.741602067183468,0.25839793281653195,历史2/3次成功; 当前距低点0.26%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
20,79.5693944479774,68.03112726724589,300393,中来股份,bottom_area,2024-06-27,5.79,2024-06-26,5.71,1.4010507880910694,5.078809106830123,29.766297662976637,False,-3.3389,1.1788,3,5,3,60.0,26.911414323083477,36.516853932584276,18.598949211908934,1.4010507880910694,历史3/5次成功; 当前距低点1.40%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
21,79.17826871090811,70.96316372152441,001308,康冠科技,bottom_area,2024-06-27,22.2,2024-06-24,21.35,3.9812646370023317,6.463700234192032,28.66688940862011,False,-2.03,1.7836,1,1,1,100.0,27.421758569299566,27.421758569299566,16.018735362997667,3.9812646370023317,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
22,78.88895311450776,66.29706252123057,603368,柳药集团,bottom_area,2024-06-27,17.48,2024-06-24,17.4,0.4597701149425394,3.3333333333333446,27.800829875518684,False,-2.4009,1.758,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,19.54022988505746,0.4597701149425394,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
23,76.19014890364427,65.91280402515723,002317,众生药业,bottom_area,2024-06-27,11.48,2024-06-25,11.25,2.0444444444444483,6.222222222222216,27.745664739884397,False,-3.4483,1.5111,2,4,2,50.0,45.076007303712714,58.31999999999999,17.955555555555552,2.0444444444444483,历史2/4次成功; 当前距低点2.04%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
24,76.05422941275638,68.19863856832124,300409,道氏技术,bottom_area,2024-06-27,8.56,2024-06-25,8.23,4.009720534629405,7.411907654921013,30.60708263069139,True,-2.6166,1.4456,3,5,3,60.0,40.380652619765016,50.03460207612457,15.990279465370596,4.009720534629405,历史3/5次成功; 当前距低点4.01%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
25,75.93975374476092,65.56371107660995,000722,湖南发展,bottom_area,2024-06-27,8.96,2024-06-26,8.79,1.9340159271900081,4.436860068259393,29.454253611556997,False,-2.0765,1.3102,2,4,2,50.0,31.63046984195248,36.6412213740458,18.065984072809993,1.9340159271900081,历史2/4次成功; 当前距低点1.93%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
26,75.38032190027924,63.57447665356363,300763,锦浪科技,bottom_area,2024-06-27,43.08,2024-06-26,42.8,0.6542056074766383,4.48598130841122,29.950900163666127,False,-3.2345,1.1701,2,3,2,66.66666666666666,35.856982644858604,36.020348268440614,19.345794392523363,0.6542056074766383,历史2/3次成功; 当前距低点0.65%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
27,74.77336845526013,65.83128550719893,000723,美锦能源,bottom_area,2024-06-27,4.8,2024-06-24,4.66,3.0042918454935554,6.223175965665237,27.187500000000004,False,-2.439,0.6056,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,16.995708154506445,3.0042918454935554,历史2/3次成功; 当前距低点3.00%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
28,73.30613032581452,63.11857142857142,000717,中南股份,bottom_area,2024-06-27,1.71,2024-06-24,1.68,1.7857142857142874,5.357142857142862,29.411764705882355,False,-2.2857,0.6083,1,2,1,50.0,56.020942408376975,56.020942408376975,18.21428571428571,1.7857142857142874,历史1/2次成功; 当前距低点1.79%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
29,73.20679019694701,61.93158087547863,600416,湘电股份,bottom_area,2024-06-27,9.81,2024-06-26,9.73,0.8221993833504632,4.6248715313463435,27.496274217585686,False,-3.2544,0.8378,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,19.177800616649538,0.8221993833504632,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
30,72.81266312803359,64.71692654172901,002326,永太科技,bottom_area,2024-06-27,7.93,2024-06-26,7.66,3.5248041775456866,6.2663185378590125,27.393364928909957,False,-2.3399,0.9765,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,16.475195822454314,3.5248041775456866,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
31,71.53289903438977,61.2117354834448,603233,大参林,bottom_area,2024-06-27,14.72,2024-06-26,14.51,1.4472777394900127,4.75534114403859,28.697788697788706,False,-2.9024,0.7636,2,5,2,40.0,23.93295015850551,27.64192139737992,18.552722260509988,1.4472777394900127,历史2/5次成功; 当前距低点1.45%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
32,70.99056543798149,61.37978354137192,002838,道恩股份,bottom_area,2024-06-27,9.12,2024-06-26,8.94,2.0134228187919434,5.369127516778528,28.934817170111295,False,-2.5641,0.6257,2,5,2,40.0,31.77627724848148,38.59649122807017,17.98657718120806,2.0134228187919434,历史2/5次成功; 当前距低点2.01%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
33,69.75203841985217,62.364395624247294,002240,盛新锂能,bottom_area,2024-06-27,13.76,2024-06-25,13.25,3.849056603773583,9.0566037735849,30.664573521716378,True,-2.9619,2.1161,2,4,2,50.0,28.710992907801412,33.42198581560282,16.15094339622642,3.849056603773583,历史2/4次成功; 当前距低点3.85%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
34,69.73159012587067,61.04628742514968,600186,莲花控股,bottom_area,2024-06-27,3.43,2024-06-24,3.34,2.694610778443123,6.287425149700598,27.074235807860266,False,-2.5568,1.3574,1,2,1,50.0,53.49544072948328,53.49544072948328,17.305389221556876,2.694610778443123,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
35,68.35170375247407,59.00681135706169,300653,正海生物,bottom_area,2024-06-27,20.61,2024-06-25,20.22,1.9287833827893204,3.264094955489615,27.6824034334764,False,-1.2931,0.5139,1,2,1,50.0,29.647513278609367,29.647513278609367,18.07121661721068,1.9287833827893204,历史1/2次成功; 当前距低点1.93%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
36,67.87527786439875,59.112690763052214,000718,苏宁环球,bottom_area,2024-06-27,1.7,2024-06-24,1.66,2.40963855421687,5.421686746987957,32.24489795918368,False,-1.7341,0.6643,1,2,1,50.0,36.111111111111114,36.111111111111114,17.59036144578313,2.40963855421687,历史1/2次成功; 当前距低点2.41%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
37,67.79325130375095,60.68384667264599,600984,建设机械,bottom_area,2024-06-27,2.39,2024-06-25,2.3,3.913043478260883,11.304347826086968,28.57142857142858,True,-2.0492,1.0338,2,4,2,50.0,20.460138726240874,20.705882352941174,16.08695652173912,3.913043478260883,历史2/4次成功; 当前距低点3.91%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
38,67.29174824357152,59.7006697108067,000889,中嘉博创,bottom_area,2024-06-27,1.51,2024-06-27,1.46,3.424657534246579,6.164383561643842,29.807692307692314,False,2.027,4.1228,2,6,2,33.33333333333333,32.019115890083626,34.408602150537625,16.575342465753423,3.424657534246579,历史2/6次成功; 当前距低点3.42%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
39,67.2137782972712,57.46119085805932,601388,怡球资源,bottom_area,2024-06-27,2.18,2024-06-26,2.15,1.395348837209314,4.1860465116279215,27.609427609427616,False,-2.6786,0.6525,1,4,1,25.0,35.632183908045974,35.632183908045974,18.604651162790688,1.395348837209314,历史1/4次成功; 当前距低点1.40%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
40,66.50276166935718,55.6124331954161,000404,长虹华意,bottom_area,2024-06-27,5.27,2024-06-27,5.26,0.1901140684410606,3.4220532319391754,29.39597315436242,False,-3.125,1.7155,1,2,1,50.0,40.139211136890964,40.139211136890964,19.80988593155894,0.1901140684410606,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
41,66.28877616837119,57.26688764946973,002612,朗姿股份,bottom_area,2024-06-27,13.99,2024-06-26,13.72,1.9679300291545156,4.8833819241982495,28.01678908709338,False,-2.3726,0.9525,1,2,1,50.0,20.77294685990338,20.77294685990338,18.032069970845484,1.9679300291545156,历史1/2次成功; 当前距低点1.97%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
42,66.19546667807667,58.17319537974136,002172,澳洋健康,bottom_area,2024-06-27,2.48,2024-06-24,2.41,2.9045643153526903,5.39419087136929,27.627627627627625,False,-1.9763,0.6924,2,5,2,40.0,25.46022590723384,29.824561403508774,17.095435684647313,2.9045643153526903,历史2/5次成功; 当前距低点2.90%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
43,65.81902525199804,56.45677816757774,002568,百润股份,bottom_area,2024-06-27,16.74,2024-06-26,16.48,1.5776699029126091,5.157766990291249,31.33333333333333,False,-3.4045,1.6353,1,2,1,50.0,21.848739495798313,21.848739495798313,18.422330097087393,1.5776699029126091,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
44,65.28143849693967,56.31024694889397,000705,浙江震元,bottom_area,2024-06-27,7.03,2024-06-24,6.9,1.8840579710144911,4.202898550724639,29.01234567901235,False,-2.0891,1.3052,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,18.11594202898551,1.8840579710144911,历史1/3次成功; 当前距低点1.88%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
45,65.06617073112368,57.08341229324078,601908,京运通,bottom_area,2024-06-27,2.56,2024-06-24,2.49,2.811244979919672,6.827309236947787,28.857142857142854,False,-3.3962,0.6954,1,2,1,50.0,40.33898305084744,40.33898305084744,17.18875502008033,2.811244979919672,历史1/2次成功; 当前距低点2.81%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
46,63.99149858482157,54.4598378769293,002459,晶澳科技,bottom_area,2024-06-27,11.45,2024-06-26,11.32,1.148409893992924,4.9469964664310995,30.46683046683047,False,-3.0483,1.2118,1,4,1,25.0,26.683937823834192,26.683937823834192,18.851590106007077,1.148409893992924,历史1/4次成功; 当前距低点1.15%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
47,62.898116578326515,56.01388315942397,688105,诺唯赞,bottom_area,2024-06-27,20.26,2024-06-25,19.55,3.631713554987216,7.672634271099745,32.93310463121784,True,-2.8297,0.642,1,2,1,50.0,25.237580993520524,25.237580993520524,16.368286445012785,3.631713554987216,历史1/2次成功; 当前距低点3.63%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
48,62.82216159017986,53.7860972518663,300558,贝达药业,bottom_area,2024-06-27,33.0,2024-06-26,32.52,1.4760147601475917,5.719557195571953,27.280858676207504,False,-3.9301,0.9874,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,18.523985239852408,1.4760147601475917,历史1/3次成功; 当前距低点1.48%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
49,62.72953630245869,52.88633778691331,000688,国城矿业,bottom_area,2024-06-27,9.51,2024-06-27,9.45,0.6349206349206402,7.195767195767212,32.740213523131686,False,-6.3054,0.7135,1,2,1,50.0,30.935251798561143,30.935251798561143,19.36507936507936,0.6349206349206402,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
50,62.61014958580787,52.58084102074068,002810,山东赫达,bottom_area,2024-06-27,11.88,2024-06-25,11.83,0.42265426880812096,3.7193575655114075,29.792284866468847,False,-3.1785,0.9625,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,19.57734573119188,0.42265426880812096,历史1/3次成功; 当前距低点0.42%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
51,62.41291123571178,54.70784057932897,603060,国检集团,bottom_area,2024-06-27,5.95,2024-06-26,5.79,2.763385146804838,5.354058721934363,27.71535580524344,False,-1.3267,0.2235,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,17.236614853195164,2.763385146804838,历史1/3次成功; 当前距低点2.76%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
52,62.381533043893704,54.21459139190763,002392,北京利尔,bottom_area,2024-06-27,3.12,2024-06-24,3.05,2.2950819672131244,8.852459016393443,27.55344418052257,True,-3.1056,1.6261,1,3,1,33.33333333333333,28.838951310861425,28.838951310861425,17.704918032786875,2.2950819672131244,历史1/3次成功; 当前距低点2.30%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
53,62.20784964754621,55.14697524678911,000037,深南电A,bottom_area,2024-06-27,8.56,2024-06-26,8.28,3.381642512077309,5.797101449275368,28.865979381443307,False,-1.7222,3.6288,2,7,2,28.57142857142857,39.8001852690304,45.16765285996055,16.61835748792269,3.381642512077309,历史2/7次成功; 当前距低点3.38%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
54,61.9307448946838,54.12697159646256,002129,TCL中环,bottom_area,2024-06-27,8.67,2024-06-25,8.45,2.603550295857996,5.68047337278107,29.110738255033564,False,-1.9231,1.3085,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,17.396449704142007,2.603550295857996,历史1/3次成功; 当前距低点2.60%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
55,61.248380640130115,54.15368220492096,002218,拓日新能,bottom_area,2024-06-27,2.87,2024-06-25,2.78,3.237410071942457,6.474820143884898,32.850241545893724,False,-2.7119,1.2844,1,3,1,33.33333333333333,39.04109589041095,39.04109589041095,16.762589928057544,3.237410071942457,历史1/3次成功; 当前距低点3.24%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
56,61.101193971016784,53.03873714495988,688017,绿的谐波,bottom_area,2024-06-27,82.06,2024-06-26,80.27,2.2299738382957597,5.506415846518005,28.85757334042365,False,-1.7951,1.6674,1,4,1,25.0,22.08643815201191,22.08643815201191,17.77002616170424,2.2299738382957597,历史1/4次成功; 当前距低点2.23%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
57,60.51289983547127,52.750773940345375,688161,威高骨科,bottom_area,2024-06-27,19.98,2024-06-26,19.5,2.4615384615384635,6.6666666666666705,28.935860058309043,False,-3.8499,0.7895,1,4,1,25.0,33.591836734693864,33.591836734693864,17.538461538461537,2.4615384615384635,历史1/4次成功; 当前距低点2.46%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
58,60.33156713346514,50.808586373226184,000002,万科A,bottom_area,2024-06-27,7.0,2024-06-24,6.96,0.5747126436781614,4.885057471264366,29.838709677419356,False,-2.6426,1.5557,1,3,1,33.33333333333333,28.255902513328245,28.255902513328245,19.425287356321842,0.5747126436781614,历史1/3次成功; 当前距低点0.57%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
59,59.66301216526808,53.27771784109646,000524,岭南控股,bottom_area,2024-06-27,7.96,2024-06-24,7.67,3.780964797913951,6.127770534550204,28.116213683223997,False,-0.6242,0.8044,1,2,1,50.0,21.550094517958406,21.550094517958406,16.21903520208605,3.780964797913951,历史1/2次成功; 当前距低点3.78%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
60,59.597906831608526,53.84636174636177,300423,昇辉科技,bottom_area,2024-06-27,5.43,2024-06-26,5.2,4.4230769230769145,12.49999999999999,30.201342281879196,True,-2.6882,6.0543,1,2,1,50.0,23.28482328482329,23.28482328482329,15.576923076923087,4.4230769230769145,历史1/2次成功; 当前距低点4.42%; 最新日涨幅-2.69%; 状态bottom_area; 底部已确认
61,59.073584241988,52.087844658836715,605169,洪通燃气,bottom_area,2024-06-27,7.68,2024-06-25,7.45,3.0872483221476448,4.563758389261743,28.97998093422307,False,-0.6468,1.206,1,3,1,33.33333333333333,26.09375,26.09375,16.912751677852356,3.0872483221476448,历史1/3次成功; 当前距低点3.09%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
62,58.83246279738972,52.53719015752323,000721,西安饮食,bottom_area,2024-06-27,6.86,2024-06-24,6.61,3.7821482602118,6.505295007564292,28.15217391304347,False,-0.7236,2.2293,2,6,2,33.33333333333333,20.361047620821495,20.485175202156327,16.217851739788202,3.7821482602118,历史2/6次成功; 当前距低点3.78%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
63,58.71913180440228,49.44280766468629,603305,旭升集团,bottom_area,2024-06-27,10.66,2024-06-26,10.6,0.5660377358490614,5.566037735849055,27.645051194539256,False,-4.7364,1.1815,1,4,1,25.0,32.41061130334487,32.41061130334487,19.43396226415094,0.5660377358490614,历史1/4次成功; 当前距低点0.57%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
64,57.998126147975434,51.148990887502954,000797,中国武夷,bottom_area,2024-06-27,2.33,2024-06-24,2.26,3.0973451327433756,5.309734513274342,28.25396825396826,False,-0.8511,1.2696,1,3,1,33.33333333333333,21.169916434540383,21.169916434540383,16.902654867256626,3.0973451327433756,历史1/3次成功; 当前距低点3.10%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
65,57.68565957446808,48.071382978723406,603326,我乐家居,bottom_area,2024-06-27,5.5,2024-06-27,5.5,0.0,3.4545454545454617,32.34932349323494,False,-1.4337,1.173,1,4,1,25.0,20.141843971631218,20.141843971631218,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
66,57.474024054606595,50.325462865415815,600367,红星发展,bottom_area,2024-06-27,9.87,2024-06-24,9.61,2.7055150884495296,5.827263267429767,27.471698113207548,False,-2.7586,1.3396,1,5,1,20.0,24.161490683229793,24.161490683229793,17.294484911550473,2.7055150884495296,历史1/5次成功; 当前距低点2.71%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
67,56.883683251874906,50.54860947904428,300631,久吾高科,bottom_area,2024-06-27,19.15,2024-06-26,18.5,3.513513513513506,6.05405405405406,27.07922743397714,False,-1.7445,0.6356,1,3,1,33.33333333333333,23.04347826086956,23.04347826086956,16.486486486486495,3.513513513513506,历史1/3次成功; 当前距低点3.51%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
68,56.2748033403111,50.003213811421,000401,金隅冀东,bottom_area,2024-06-27,4.13,2024-06-24,3.99,3.5087719298245528,5.513784461152875,27.848101265822784,False,-1.6667,0.5789,1,3,1,33.33333333333333,20.053120849933585,20.053120849933585,16.49122807017545,3.5087719298245528,历史1/3次成功; 当前距低点3.51%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
69,55.98884379417748,50.94804756833512,002183,怡亚通,bottom_area,2024-06-27,2.83,2024-06-26,2.7,4.81481481481481,9.25925925925926,27.419354838709676,True,-2.4138,0.8918,1,3,1,33.33333333333333,31.948881789137378,31.948881789137378,15.18518518518519,4.81481481481481,历史1/3次成功; 当前距低点4.81%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
70,54.198404163021934,49.34028390191072,601828,美凯龙,bottom_area,2024-06-27,2.6,2024-06-24,2.48,4.8387096774193585,10.080645161290324,29.745042492917843,True,-4.4118,0.6215,1,3,1,33.33333333333333,33.81294964028779,33.81294964028779,15.161290322580642,4.8387096774193585,历史1/3次成功; 当前距低点4.84%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
71,54.18710677363802,49.35935202831092,002466,天齐锂业,bottom_area,2024-06-27,30.57,2024-06-26,29.15,4.871355060034312,8.747855917667241,29.92788461538462,True,-3.1062,1.4804,1,3,1,33.33333333333333,34.31563565513881,34.31563565513881,15.128644939965689,4.871355060034312,历史1/3次成功; 当前距低点4.87%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
