rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.52873669856476,85.9485272212842,300480,光力科技,bottom_area,2022-09-01,16.18,2022-08-31,15.7,3.057324840764334,7.770700636942691,29.753914988814323,True,1.5694,2.748,3,3,3,100.0,31.66251536681112,39.69465648854962,16.94267515923567,3.057324840764334,历史3/3次成功; 当前距低点3.06%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
23,66.150476170302,55.45602895956343,002520,日发精机,bottom_area,2022-09-01,6.15,2022-09-01,6.13,0.32626427406199776,3.5889070146818884,29.62112514351321,False,-1.6,2.7947,1,2,1,50.0,30.752212389380546,30.752212389380546,19.673735725938005,0.32626427406199776,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
24,64.99167907369042,54.31589430667092,688288,鸿泉技术,bottom_area,2022-09-01,19.13,2022-09-01,19.1,0.15706806282721247,3.769633507853397,30.087847730600288,False,-1.544,0.8069,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,19.84293193717279,0.15706806282721247,历史1/3次成功; 当前距低点0.16%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
25,64.46537227380817,57.10204103125427,605208,永茂泰,bottom_area,2022-09-01,17.34,2022-09-01,16.78,3.337306317044092,8.045292014302728,28.44349680170575,False,-4.2518,9.448,1,2,1,50.0,46.887631366208595,46.887631366208595,16.662693682955908,3.337306317044092,历史1/2次成功; 当前距低点3.34%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
26,64.11754013961227,57.85696250690437,688083,中望软件,bottom_area,2022-09-01,182.63,2022-08-31,175.01,4.35403691217645,8.479515456259644,32.42074371548829,True,3.1808,1.2854,1,2,1,50.0,21.52777777777778,21.52777777777778,15.64596308782355,4.35403691217645,历史1/2次成功; 当前距低点4.35%; 最新日涨幅3.18%; 状态bottom_area; 底部已确认
27,63.069954314787566,53.15765380253193,688165,埃夫特,bottom_area,2022-09-01,8.13,2022-09-01,8.08,0.6188118811881276,4.207920792079206,28.30523513753327,False,-2.401,0.6185,1,2,1,50.0,21.98142414860681,21.98142414860681,19.381188118811874,0.6188118811881276,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
28,61.56474269968902,51.33840335008559,688208,道通科技,bottom_area,2022-09-01,27.32,2022-09-01,27.31,0.03661662394727779,6.810692054192614,28.954214360041625,False,-4.7752,3.3434,1,3,1,33.33333333333333,34.72341892124764,34.72341892124764,19.963383376052725,0.03661662394727779,历史1/3次成功; 当前距低点0.04%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
29,60.67059224534939,53.997846334817865,603197,保隆科技,bottom_area,2022-09-01,49.8,2022-09-01,48.07,3.5989182442271623,5.055127938423133,29.60902035437107,False,1.2813,2.4828,1,3,1,33.33333333333333,20.16154085119603,20.16154085119603,16.40108175577284,3.5989182442271623,历史1/3次成功; 当前距低点3.60%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
30,59.95956434260049,50.51906527469077,300400,劲拓股份,bottom_area,2022-09-01,15.08,2022-09-01,14.99,0.600400266844562,4.60306871247498,32.598920863309345,False,-1.1148,1.4336,1,3,1,33.33333333333333,27.014218009478668,27.014218009478668,19.39959973315544,0.600400266844562,历史1/3次成功; 当前距低点0.60%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
31,59.44645372594649,49.967000009801325,300620,光库科技,bottom_area,2022-09-01,38.5,2022-09-01,38.32,0.4697286012526089,3.8883089770354955,29.77826644676562,False,-1.6352,0.9113,1,3,1,33.33333333333333,22.444343480236245,22.444343480236245,19.53027139874739,0.4697286012526089,历史1/3次成功; 当前距低点0.47%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
32,59.39043478260869,49.49202898550725,002617,露笑科技,bottom_area,2022-09-01,11.55,2022-09-01,11.55,0.0,5.281385281385276,28.12694461729931,False,-4.3874,4.3618,1,3,1,33.33333333333333,36.60589060308556,36.60589060308556,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
