rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
12,81.06112823499498,70.79574518340172,603327,福蓉科技,bottom_area,2023-06-09,11.2,2023-06-09,10.92,2.564102564102558,2.8388278388278434,29.548387096774192,False,0.2686,0.2252,2,4,2,50.0,45.01020983632018,52.609776304888165,17.435897435897445,2.564102564102558,历史2/4次成功; 当前距低点2.56%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
13,79.41091559150802,69.70900190730815,600183,生益科技,bottom_area,2023-06-09,14.83,2023-06-08,14.42,2.843273231622747,3.1900138696255262,27.09807886754298,False,1.7845,0.5011,2,3,2,66.66666666666666,23.14515165989969,25.158227848101262,17.156726768377254,2.843273231622747,历史2/3次成功; 当前距低点2.84%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
14,74.24776669092296,66.02497480975683,002690,美亚光电,bottom_area,2023-06-09,24.49,2023-05-15,23.65,3.551797040169133,8.668076109936578,28.765060240963862,True,-0.285,0.5956,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,16.44820295983087,3.551797040169133,历史2/3次成功; 当前距低点3.55%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
15,71.90440562248033,65.40941883425458,600009,上海机场,bottom_area,2023-06-09,46.97,2023-06-06,44.82,4.796965640339131,4.819277108433727,29.83719474013776,False,0.7291,0.5566,2,3,2,66.66666666666666,23.97760122344691,27.704918032786885,15.203034359660869,4.796965640339131,历史2/3次成功; 当前距低点4.80%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
16,71.28525065191305,63.80631386304763,603233,大参林,bottom_area,2023-06-09,26.84,2023-06-09,25.83,3.910181958962453,6.658923732094474,30.713519313304726,False,3.7896,0.818,2,4,2,50.0,23.93295015850551,27.64192139737992,16.08981804103755,3.910181958962453,历史2/4次成功; 当前距低点3.91%; 最新日涨幅3.79%; 状态bottom_area; 底部未确认
17,67.14257961898215,58.79558106072147,002570,贝因美,bottom_area,2023-06-09,4.17,2023-05-30,4.06,2.709359605911338,3.694581280788187,29.636048526863085,False,0.4819,0.8373,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,17.290640394088662,2.709359605911338,历史1/3次成功; 当前距低点2.71%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
18,65.31904530005178,59.084375049436424,300546,雄帝科技,bottom_area,2023-06-09,19.56,2023-06-07,18.72,4.487179487179486,5.448717948717947,27.441860465116285,False,1.1375,2.4562,2,5,2,40.0,27.285721936589546,33.791666666666664,15.512820512820513,4.487179487179486,历史2/5次成功; 当前距低点4.49%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
19,63.58497036580007,53.684358314912586,600955,维远股份,bottom_area,2023-06-09,18.36,2023-06-01,18.23,0.7131102578167801,4.552934722984083,28.453689167974883,False,-0.8639,0.2387,1,2,1,50.0,25.969084423305596,25.969084423305596,19.28688974218322,0.7131102578167801,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
20,61.87318936018613,53.85722960502031,000301,东方盛虹,bottom_area,2023-06-09,11.18,2023-06-09,10.92,2.380952380952379,3.021978021978023,27.586206896551722,False,-0.0894,0.5576,1,4,1,25.0,28.337639965546952,28.337639965546952,17.619047619047624,2.380952380952379,历史1/4次成功; 当前距低点2.38%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
21,58.97048910338508,49.56274570556879,600984,建设机械,bottom_area,2023-06-09,4.32,2023-06-09,4.3,0.4651162790697782,3.0232558139534857,31.200000000000006,False,-1.8182,0.7818,1,3,1,33.33333333333333,20.21439509954057,20.21439509954057,19.534883720930225,0.4651162790697782,历史1/3次成功; 当前距低点0.47%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
22,58.73096582437035,53.38677850264059,000792,盐湖股份,bottom_area,2023-06-09,19.38,2023-05-30,18.5,4.756756756756751,7.5675675675675595,29.49695121951219,True,-0.0516,0.3407,1,2,1,50.0,24.904214559386965,24.904214559386965,15.243243243243251,4.756756756756751,历史1/2次成功; 当前距低点4.76%; 最新日涨幅-0.05%; 状态bottom_area; 底部已确认
