rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.82108429113353,80.67747246435668,002843,泰嘉股份,bottom_area,2023-04-25,15.06,2023-04-25,14.89,1.1417058428475482,5.1712558764271295,30.9369202226345,False,-2.776,1.1177,2,2,2,100.0,28.175063365855337,31.56626506024095,13.85829415715245,1.1417058428475482,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
49,66.22433740398525,59.214397678777075,000059,华锦股份,bottom_area,2023-04-25,6.8,2023-04-25,6.7,1.4925373134328304,3.2835820895522354,29.916317991631804,False,-1.0189,0.9038,1,2,1,50.0,25.41603630862328,25.41603630862328,13.507462686567168,1.4925373134328304,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
50,66.05717113962473,58.65495864625916,000518,四环生物,bottom_area,2023-04-25,2.71,2023-04-25,2.68,1.1194029850746194,4.104477611940293,27.956989247311824,False,-2.1661,0.7312,1,2,1,50.0,17.834394904458602,17.834394904458602,13.88059701492538,1.1194029850746194,历史1/2次成功; 当前距低点1.12%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
51,65.14326413018186,57.80964672184891,688173,希荻微,bottom_area,2023-04-25,19.51,2023-04-25,19.3,1.0880829015544085,6.735751295336791,29.818181818181817,False,-5.3372,1.3887,1,2,1,50.0,23.120837297811605,23.120837297811605,13.911917098445592,1.0880829015544085,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
52,65.0812016058476,57.844005953556575,001896,豫能控股,bottom_area,2023-04-25,4.32,2023-04-24,4.27,1.1709601873536468,5.85480093676815,27.993254637436767,False,-2.0408,0.5697,1,4,1,25.0,34.93975903614456,34.93975903614456,13.829039812646352,1.1709601873536468,历史1/4次成功; 当前距低点1.17%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
53,64.46680049123607,58.48053588713228,002167,东方锆业,bottom_area,2023-04-25,6.77,2023-04-25,6.62,2.2658610271903243,4.984894259818732,27.412280701754376,False,-3.9716,5.4439,1,2,1,50.0,41.1650485436893,41.1650485436893,12.734138972809674,2.2658610271903243,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
54,64.02588127799685,58.18580970384373,002585,双星新材,bottom_area,2023-04-25,10.83,2023-04-25,10.58,2.3629489603024574,5.765595463137991,31.029986962190353,False,-2.87,2.1213,1,3,1,33.33333333333333,56.338028169014066,56.338028169014066,12.63705103969754,2.3629489603024574,历史1/3次成功; 当前距低点2.36%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
55,63.75444802641344,57.233997625760516,002622,皓宸医疗,bottom_area,2023-04-25,2.98,2023-04-25,2.93,1.7064846416382191,4.4368600682593815,29.736211031175053,False,-1.9737,1.2328,1,2,1,50.0,17.391304347826082,17.391304347826082,13.293515358361779,1.7064846416382191,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
56,63.165188742390434,56.81713784400759,002112,三变科技,bottom_area,2023-04-25,9.55,2023-04-25,9.38,1.8123667377398713,5.7569296375266426,29.046898638426622,False,-2.4515,8.741,1,2,1,50.0,16.44803229061553,16.44803229061553,13.187633262260128,1.8123667377398713,历史1/2次成功; 当前距低点1.81%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
57,62.68304494837591,56.568679985744,603029,天鹅股份,bottom_area,2023-04-25,18.98,2023-04-25,18.61,1.9881783987103763,5.749596990865128,29.640831758034025,False,-2.316,2.8565,1,2,1,50.0,17.26734803657881,17.26734803657881,13.011821601289622,1.9881783987103763,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
58,62.149537094346485,56.34417269858235,002758,浙农股份,bottom_area,2023-04-25,12.36,2023-04-25,12.09,2.233250620347391,4.466501240694797,28.249258160237396,False,-1.3567,1.925,1,2,1,50.0,19.064430714916153,19.064430714916153,12.766749379652609,2.233250620347391,历史1/2次成功; 当前距低点2.23%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
59,61.50678959727888,55.5118989151459,600405,动力源,bottom_area,2023-04-25,5.63,2023-04-25,5.52,1.992753623188412,6.1594202898550865,28.218465539661906,False,-3.5959,3.2914,1,2,1,50.0,21.8568665377176,21.8568665377176,13.007246376811587,1.992753623188412,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
60,61.293570477847645,53.77071874704096,002316,亚联发展,bottom_area,2023-04-25,4.26,2023-04-25,4.24,0.4716981132075371,8.726415094339625,28.739495798319325,False,-9.5541,18.7142,2,5,2,40.0,22.022529275022272,24.890829694323134,14.528301886792464,0.4716981132075371,历史2/5次成功; 当前距低点0.47%; 最新日涨幅-9.55%; 状态bottom_area; 底部未确认
61,59.15146435145688,52.27925631055979,688107,安路科技,bottom_area,2023-04-25,54.48,2023-04-25,54.01,0.8702092205147175,10.720236993149415,27.317992194859375,False,-10.7617,3.9668,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,14.129790779485282,0.8702092205147175,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-10.76%; 状态bottom_area; 底部未确认
62,58.689437316940506,53.4087248476486,002455,百川股份,bottom_area,2023-04-25,7.99,2023-04-25,7.8,2.435897435897441,6.923076923076923,27.102803738317753,False,-3.9663,2.1095,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,12.564102564102559,2.435897435897441,历史1/3次成功; 当前距低点2.44%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
63,57.33707504870736,50.58938039760634,002806,华锋股份,bottom_area,2023-04-25,10.35,2023-04-25,10.27,0.7789678675754632,4.868549172346641,31.896551724137932,False,-3.3613,2.2067,1,2,1,50.0,20.35175879396985,20.35175879396985,14.221032132424535,0.7789678675754632,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
