rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.18803123924214,78.70439877176997,603151,邦基科技,bottom_area,2025-12-02,18.41,2025-11-21,18.17,1.3208585580627321,4.237754540451291,32.62884686688913,False,-1.4981,1.249,1,1,1,100.0,36.42987249544626,36.42987249544626,18.67914144193727,1.3208585580627321,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
12,72.64037718645548,61.87612774451098,000803,山高环能,bottom_area,2025-12-02,6.76,2025-12-02,6.68,1.1976047904191627,2.5449101796407176,30.34410844629823,False,-1.0249,2.1342,1,2,1,50.0,36.1111111111111,36.1111111111111,18.802395209580837,1.1976047904191627,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
13,72.59747464082369,65.04972077939742,300559,佳发教育,bottom_area,2025-12-02,11.79,2025-11-21,11.34,3.9682539682539617,10.052910052910057,27.908455181182457,True,-1.2563,1.5287,2,3,2,66.66666666666666,25.164909464246165,29.09783989834816,16.03174603174604,3.9682539682539617,历史2/3次成功; 当前距低点3.97%; 最新日涨幅-1.26%; 状态bottom_area; 底部已确认
14,67.83012310476333,59.93665975507031,603127,昭衍新药,bottom_area,2025-12-02,27.7,2025-11-21,26.84,3.204172876304022,8.792846497764529,29.33122696155871,True,-2.2238,1.1402,1,2,1,50.0,41.08695652173912,41.08695652173912,16.79582712369598,3.204172876304022,历史1/2次成功; 当前距低点3.20%; 最新日涨幅-2.22%; 状态bottom_area; 底部已确认
15,67.45928853834874,58.53586935638808,002017,东信和平,bottom_area,2025-12-02,21.28,2025-11-24,20.82,2.2094140249759886,5.523535062439954,27.88361621059924,False,-2.6532,2.0248,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,17.790585975024012,2.2094140249759886,历史1/3次成功; 当前距低点2.21%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
16,65.98578228068477,57.77428580617301,300687,赛意信息,bottom_area,2025-12-02,22.81,2025-11-24,22.21,2.7014858171994502,9.14002701485816,27.251883393383558,True,-2.145,1.8732,1,2,1,50.0,23.299319727891156,23.299319727891156,17.298514182800552,2.7014858171994502,历史1/2次成功; 当前距低点2.70%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
17,64.96660418385756,54.717580459355254,000002,万科A,bottom_area,2025-12-02,5.2,2025-12-01,5.17,0.5802707930367553,3.2882011605415844,27.591036414565824,False,0.0,1.7361,1,4,1,25.0,28.255902513328245,28.255902513328245,19.419729206963247,0.5802707930367553,历史1/4次成功; 当前距低点0.58%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
18,64.82609955621535,58.78343778237354,688027,国盾量子,bottom_area,2025-12-02,443.6,2025-11-24,424.0,4.622641509433968,10.584905660377357,30.491803278688522,True,-2.0751,2.8939,2,5,2,40.0,40.60785174130632,54.833310085088584,15.377358490566035,4.622641509433968,历史2/5次成功; 当前距低点4.62%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
19,64.22312133661443,58.27597076290545,002664,信质集团,bottom_area,2025-12-02,22.91,2025-11-24,21.89,4.659661946094105,7.446322521699401,30.727848101265824,True,-2.094,1.6666,1,2,1,50.0,52.526315789473685,52.526315789473685,15.340338053905898,4.659661946094105,历史1/2次成功; 当前距低点4.66%; 最新日涨幅-2.09%; 状态bottom_area; 底部已确认
20,62.033676056260596,51.98091123989628,600383,金地集团,bottom_area,2025-12-02,3.33,2025-12-01,3.32,0.3012048192771154,4.216867469879522,27.192982456140346,False,-0.597,2.3844,1,4,1,25.0,32.594936708860764,32.594936708860764,19.698795180722886,0.3012048192771154,历史1/4次成功; 当前距低点0.30%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
21,60.65317880666189,50.826743525715344,000661,长春高新,bottom_area,2025-12-02,98.98,2025-11-24,98.68,0.3040129712201025,2.452371301175504,30.394300627777387,False,-1.109,1.1132,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,19.6959870287799,0.3040129712201025,历史1/3次成功; 当前距低点0.30%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
22,59.51790613410722,53.036500676599196,603197,保隆科技,bottom_area,2025-12-02,35.35,2025-11-21,34.1,3.6656891495601167,4.516129032258062,27.431368376250266,False,-0.254,0.7217,2,6,2,33.33333333333333,21.617949485284576,23.07435811937312,16.334310850439884,3.6656891495601167,历史2/6次成功; 当前距低点3.67%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
23,57.15412302723275,50.60960454922858,002338,奥普光电,bottom_area,2025-12-02,50.42,2025-11-21,48.8,3.3196721311475503,5.594262295081975,30.632551528073915,False,-2.0971,1.5714,1,3,1,33.33333333333333,20.995288574793882,20.995288574793882,16.68032786885245,3.3196721311475503,历史1/3次成功; 当前距低点3.32%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
24,53.15521991438012,48.40965983028701,002213,大为股份,bottom_area,2025-12-02,27.4,2025-11-28,26.13,4.860313815537695,8.687332567929582,28.68449781659389,True,-1.4743,12.8343,1,4,1,25.0,20.248254460822338,20.248254460822338,15.139686184462306,4.860313815537695,历史1/4次成功; 当前距低点4.86%; 最新日涨幅-1.47%; 状态bottom_area; 底部已确认
