rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.95862975794843,82.5343440080792,300409,道氏技术,bottom_area,2023-05-29,12.56,2023-04-26,12.28,2.2801302931596186,8.876221498371335,28.811594202898554,True,-2.7111,0.9686,2,2,2,100.0,42.9195756800168,50.03460207612457,12.719869706840381,2.2801302931596186,历史2/2次成功; 当前距低点2.28%; 最新日涨幅-2.71%; 状态bottom_area; 底部已确认
12,78.46851002946768,73.79180019373952,001332,锡装股份,bottom_area,2023-05-29,44.18,2023-05-24,42.4,4.1981132075471725,6.556603773584908,32.290003193867776,False,-1.6255,1.434,2,2,2,100.0,28.620958639500337,31.086142322097377,10.801886792452828,4.1981132075471725,历史2/2次成功; 当前距低点4.20%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
13,78.09196889512903,69.00115463430993,001201,东瑞股份,bottom_area,2023-05-29,23.56,2023-05-19,23.36,0.8561643835616408,5.265410958904111,31.25367863449087,False,-1.505,0.6152,1,1,1,100.0,18.4043517679057,18.4043517679057,14.143835616438357,0.8561643835616408,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
14,77.64908228997218,71.10915155023098,600256,广汇能源,bottom_area,2023-05-29,7.41,2023-05-29,7.21,2.773925104022194,5.547850208044388,29.10521140609636,False,-3.3898,2.9013,1,1,1,100.0,23.62204724409449,23.62204724409449,12.226074895977805,2.773925104022194,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
15,72.66379375801765,63.44660556495495,600984,建设机械,bottom_area,2023-05-29,4.55,2023-05-29,4.54,0.22026431718061204,2.422907488986791,27.36,False,-1.5152,0.6532,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,14.779735682819387,0.22026431718061204,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
16,72.27493269918737,68.69844118417605,688321,微芯生物,bottom_area,2023-05-29,23.05,2023-05-15,22.0,4.772727272727276,9.772727272727266,31.888544891640862,True,-1.2002,0.3921,1,1,1,100.0,15.754082612872244,15.754082612872244,10.227272727272723,4.772727272727276,历史1/1次成功; 当前距低点4.77%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
17,68.7087511069532,60.57222075190219,603290,斯达半导,bottom_area,2023-05-29,222.24,2023-05-29,220.62,0.7342942616263278,4.655063004260711,27.320046120902653,False,-3.1845,1.3062,2,3,2,66.66666666666666,20.697553772814736,23.2822670787034,14.265705738373672,0.7342942616263278,历史2/3次成功; 当前距低点0.73%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
18,67.19915118586368,60.76549141395689,601068,中铝国际,bottom_area,2023-05-29,5.36,2023-05-26,5.25,2.0952380952381016,3.9999999999999996,29.90654205607477,False,0.0,0.7977,1,2,1,50.0,18.6700767263427,18.6700767263427,12.904761904761896,2.0952380952381016,历史1/2次成功; 当前距低点2.10%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,64.89387259693711,57.98363636363637,601388,怡球资源,bottom_area,2023-05-29,2.79,2023-05-26,2.75,1.4545454545454557,3.2727272727272676,27.248677248677243,False,-1.0638,0.4512,1,2,1,50.0,18.333333333333325,18.333333333333325,13.545454545454543,1.4545454545454557,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
20,63.40331970254617,57.291208204534904,600409,三友化工,bottom_area,2023-05-29,5.46,2023-05-26,5.35,2.0560747663551466,2.4299065420560897,27.70270270270271,False,0.9242,0.543,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,12.943925233644855,2.0560747663551466,历史1/3次成功; 当前距低点2.06%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
21,63.27195492261432,58.7537885807543,300758,七彩化学,bottom_area,2023-05-29,10.0,2023-04-26,9.66,3.5196687370600404,9.523809523809524,30.252707581227433,True,-1.4778,0.8698,1,2,1,50.0,38.59480269489894,38.59480269489894,11.48033126293996,3.5196687370600404,历史1/2次成功; 当前距低点3.52%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
22,61.57043692868094,54.02069454634385,000792,盐湖股份,bottom_area,2023-05-29,18.89,2023-05-29,18.8,0.47872340425531834,1.2765957446808427,28.353658536585357,False,-0.2113,0.3445,1,2,1,50.0,24.904214559386965,24.904214559386965,14.52127659574468,0.47872340425531834,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
23,61.2260337778886,58.13893805309737,002753,永东股份,bottom_area,2023-05-29,7.1,2023-04-25,6.78,4.719764011799401,10.619469026548668,29.521829521829513,True,-2.069,1.0415,1,2,1,50.0,69.36936936936937,69.36936936936937,10.280235988200598,4.719764011799401,历史1/2次成功; 当前距低点4.72%; 最新日涨幅-2.07%; 状态bottom_area; 底部已确认
24,61.09470447383603,56.988841724994344,000928,中钢国际,bottom_area,2023-05-29,8.55,2023-05-26,8.24,3.762135922330103,5.825242718446607,32.34811165845649,False,2.1505,4.4332,1,2,1,50.0,18.798449612403097,18.798449612403097,11.237864077669895,3.762135922330103,历史1/2次成功; 当前距低点3.76%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
25,61.03112476939594,56.1112273029756,000518,四环生物,bottom_area,2023-05-29,2.76,2023-04-25,2.68,2.9850746268656576,9.328358208955223,27.956989247311824,True,-1.4286,0.4023,1,2,1,50.0,17.834394904458602,17.834394904458602,12.014925373134341,2.9850746268656576,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
26,60.70930957150935,53.41428147685582,002405,四维图新,bottom_area,2023-05-29,11.21,2023-05-16,11.14,0.6283662477558374,4.039497307001789,27.75616083009079,False,-1.8389,1.1737,1,2,1,50.0,23.478260869565215,23.478260869565215,14.371633752244161,0.6283662477558374,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
27,59.591903957138925,52.28676711604548,002570,贝因美,bottom_area,2023-05-29,4.18,2023-05-26,4.16,0.48076923076922046,2.4038461538461453,27.90294627383015,False,-1.4151,0.6617,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,14.519230769230779,0.48076923076922046,历史1/3次成功; 当前距低点0.48%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
28,59.450521653040624,55.95830868510012,002837,英维克,bottom_area,2023-05-29,27.0,2023-05-26,25.9,4.247104247104253,6.640926640926651,28.982725527831093,False,2.6616,3.4054,1,2,1,50.0,19.202722411278558,19.202722411278558,10.752895752895746,4.247104247104253,历史1/2次成功; 当前距低点4.25%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
29,59.138723790608594,52.10209523809524,000798,中水渔业,bottom_area,2023-05-29,10.07,2023-05-26,10.0,0.7000000000000028,3.399999999999999,29.72593113141251,False,-1.0806,2.002,1,2,1,50.0,17.3015873015873,17.3015873015873,14.299999999999995,0.7000000000000028,历史1/2次成功; 当前距低点0.70%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
30,58.6750419152791,54.50441897003997,002455,百川股份,bottom_area,2023-05-29,7.9,2023-05-05,7.63,3.538663171690701,7.86369593709044,28.691588785046722,True,-2.1066,0.8378,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,11.4613368283093,3.538663171690701,历史1/3次成功; 当前距低点3.54%; 最新日涨幅-2.11%; 状态bottom_area; 底部已确认
31,56.59809606603613,50.46781164659437,688298,东方生物,bottom_area,2023-05-29,52.75,2023-05-19,52.05,1.3448607108549526,6.570605187319889,32.99433573635429,False,-1.3096,0.6047,1,6,1,16.666666666666664,15.470039788586028,15.470039788586028,13.655139289145046,1.3448607108549526,历史1/6次成功; 当前距低点1.34%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
32,56.14875,48.825,000889,中嘉博创,bottom_area,2023-05-29,1.35,2023-05-29,1.35,0.0,0.0,30.051813471502587,False,-4.9296,0.4117,1,4,1,25.0,34.408602150537625,34.408602150537625,15.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
