rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.21397595674418,86.20054507817643,603222,济民健康,bottom_area,2022-01-28,14.63,2022-01-28,14.15,3.3922261484098972,4.593639575971734,27.361396303901437,False,1.8802,3.9651,4,4,4,100.0,29.649573637370885,68.46504559270518,4.607773851590103,3.3922261484098972,历史4/4次成功; 当前距低点3.39%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
37,74.66002061017181,71.92143093010456,002108,沧州明珠,bottom_area,2022-01-28,6.45,2022-01-28,6.32,2.056962025316454,3.797468354430369,30.08849557522123,False,-0.1548,1.1598,1,1,1,100.0,8.9855072463768,8.9855072463768,5.943037974683546,2.056962025316454,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
38,74.51023991561324,73.95984109813871,601369,陕鼓动力,bottom_area,2022-01-28,10.32,2022-01-28,9.96,3.6144578313252955,5.421686746987943,27.721335268505072,False,1.5748,0.599,1,1,1,100.0,16.563467492260067,16.563467492260067,4.3855421686747045,3.6144578313252955,历史1/1次成功; 当前距低点3.61%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
39,74.39315547141834,69.27206726199833,688131,皓元医药,bottom_area,2022-01-28,181.53,2022-01-28,181.0,0.2928176795580117,4.41988950276243,29.53908439738399,False,-1.1651,2.4551,1,1,1,100.0,12.955331028981659,12.955331028981659,7.707182320441988,0.2928176795580117,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
40,74.37475985420537,73.64918181364983,002006,精工科技,bottom_area,2022-01-28,19.57,2022-01-28,18.91,3.490216816499207,5.235325224748802,32.36766809728183,False,0.2561,1.8188,1,1,1,100.0,13.370301910043118,13.370301910043118,4.509783183500793,3.490216816499207,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
41,74.36994830030392,74.03185788150324,001216,华瓷股份,bottom_area,2022-01-28,14.89,2022-01-27,14.35,3.7630662020905987,5.365853658536582,29.31034482758621,False,3.7631,7.3123,1,1,1,100.0,18.77230549607424,18.77230549607424,4.236933797909401,3.7630662020905987,历史1/1次成功; 当前距低点3.76%; 最新日涨幅3.76%; 状态bottom_area; 底部未确认
42,74.24095836779705,73.29521367521366,002799,环球印务,bottom_area,2022-01-28,11.47,2022-01-27,11.1,3.3333333333333424,4.504504504504505,28.10880829015544,False,1.9556,1.1399,1,1,1,100.0,9.544159544159557,9.544159544159557,4.666666666666658,3.3333333333333424,历史1/1次成功; 当前距低点3.33%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
43,73.82664728208177,72.97968765743073,688309,恒誉环保,bottom_area,2022-01-28,15.51,2022-01-27,15.0,3.399999999999999,5.533333333333334,30.651872399445214,False,2.1739,1.2897,1,1,1,100.0,8.664987405541554,8.664987405541554,4.600000000000001,3.399999999999999,历史1/1次成功; 当前距低点3.40%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
44,73.70747055878333,69.12349163953024,000848,承德露露,bottom_area,2022-01-28,9.12,2022-01-28,9.06,0.6622516556291249,2.5386313465783514,27.228915662650593,False,-0.5453,0.9855,1,1,1,100.0,16.685082872928174,16.685082872928174,7.337748344370876,0.6622516556291249,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
45,73.5570537265203,71.34547664514565,603171,税友股份,bottom_area,2022-01-28,32.26,2022-01-28,31.5,2.4126984126984063,7.936507936507936,28.555227942844187,False,-4.3014,9.6191,1,1,1,100.0,20.464672183322723,20.464672183322723,5.587301587301593,2.4126984126984063,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
46,73.09722497313795,73.45701443157834,002658,雪迪龙,bottom_area,2022-01-28,7.84,2022-01-28,7.52,4.255319148936175,5.1861702127659655,28.989612842304062,False,3.0223,3.7067,1,1,1,100.0,21.715817694369974,21.715817694369974,3.744680851063826,4.255319148936175,历史1/1次成功; 当前距低点4.26%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
47,72.37811458350038,68.25982173694057,688356,键凯科技,bottom_area,2022-01-28,210.46,2022-01-28,208.47,0.9545737995874749,7.142514510481132,27.835087233453336,False,-2.4745,2.013,1,1,1,100.0,15.625,15.625,7.045426200412525,0.9545737995874749,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
48,71.96810651116044,67.63627238343877,600171,上海贝岭,bottom_area,2022-01-28,20.86,2022-01-28,20.7,0.7729468599033823,3.8647342995169116,29.711375212224112,False,-1.1843,1.79,1,1,1,100.0,10.046189376443415,10.046189376443415,7.227053140096618,0.7729468599033823,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
49,71.9199852438275,72.57911445664324,300400,劲拓股份,bottom_area,2022-01-28,19.38,2022-01-27,18.55,4.474393530997296,7.654986522911041,27.76479750778816,True,4.4744,1.8364,1,1,1,100.0,10.487804878048774,10.487804878048774,3.525606469002704,4.474393530997296,历史1/1次成功; 当前距低点4.47%; 最新日涨幅4.47%; 状态bottom_area; 底部已确认
50,71.90535331168599,67.87283581750059,688339,亿华通,bottom_area,2022-01-28,209.14,2022-01-28,207.07,0.9996619500651921,5.273578982952633,29.2986888828189,False,-2.7256,1.5074,1,1,1,100.0,14.0971239981141,14.0971239981141,7.0003380499348085,0.9996619500651921,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
51,71.80977968754054,72.12165712375138,002728,特一药业,bottom_area,2022-01-28,14.8,2022-01-28,14.2,4.225352112676067,5.563380281690147,27.47701736465781,False,1.9284,4.0997,1,1,1,100.0,14.169139465875372,14.169139465875372,3.7746478873239333,4.225352112676067,历史1/1次成功; 当前距低点4.23%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
52,70.95896579377731,66.94242056016726,000912,泸天化,bottom_area,2022-01-28,5.2,2022-01-28,5.15,0.9708737864077635,4.07766990291262,28.965517241379306,False,-1.3283,0.9817,1,1,1,100.0,8.742004264392307,8.742004264392307,7.029126213592236,0.9708737864077635,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
53,70.8073133662896,71.74969745222933,000518,四环生物,bottom_area,2022-01-28,3.35,2022-01-27,3.2,4.687499999999997,5.624999999999991,27.272727272727277,False,4.6875,1.4877,1,1,1,100.0,17.834394904458602,17.834394904458602,3.312500000000003,4.687499999999997,历史1/1次成功; 当前距低点4.69%; 最新日涨幅4.69%; 状态bottom_area; 底部未确认
54,66.82993617831126,62.51694158281747,300573,兴齐眼药,bottom_area,2022-01-28,100.12,2022-01-28,99.59,0.532181945978513,5.231448940656686,27.57090909090909,False,-3.0315,2.712,2,3,2,66.66666666666666,28.675536306353806,42.86062675283501,7.467818054021487,0.532181945978513,历史2/3次成功; 当前距低点0.53%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
55,63.91194997752457,63.9220562314742,002145,钛能化学,confirmed_rebound,2022-01-28,10.12,2022-01-28,9.73,4.008221993833492,8.427543679342243,28.978102189781012,False,-3.2505,2.5427,1,1,1,100.0,10.326894502228816,10.326894502228816,3.9917780061665082,4.008221993833492,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-3.25%; 状态confirmed_rebound; 底部未确认
56,56.676646247770236,52.66811594202898,688189,南新制药,bottom_area,2022-01-28,26.73,2022-01-28,26.68,0.1874062968515769,3.785607196401805,28.452668275677123,False,-1.2925,1.4211,1,2,1,50.0,14.06130268199233,14.06130268199233,7.812593703148424,0.1874062968515769,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
